date,t,time_end,L_actual_kw,P_act_kw,L_fc_kw,P_fc_kw,R_reserve_kwh,x_plan_kwh,x_final_kwh,y_used_kwh,r_purchase_waste_kwh,u_charge_kwh,v_discharge_kwh,e_emergency_kwh,w_pv_waste_kwh,g_pv_used_kwh,E_end_kwh
2025-02-01,43,7:10,3703.2843,615.936,3815.7023215561026,772.7939295134368,568.7034812824407,0.0,0.0,0.0,0.0,0.0,514.5580499999999,0.0,0.0,102.656,5519.04388888889
2025-02-01,44,7:20,3572.3788,884.9275,3802.4080550377967,967.1748212485925,568.7034812824407,0.0,0.0,0.0,0.0,0.0,447.90854999999993,0.0,0.0,147.48791666666665,5021.367722222224
2025-02-01,45,7:30,3477.22,1140.675,3851.8675510289577,1167.5938716420203,568.7034812824407,0.0,0.0,0.0,0.0,0.0,389.4241666666667,0.0,0.0,190.11249999999998,4588.674203703706
2025-02-01,46,7:40,3654.0022,1388.0797,3815.15151767718,1369.7337747816207,568.7034812824407,0.0,0.0,0.0,0.0,0.0,377.65375,0.0,0.0,231.34661666666665,4169.058925925928
2025-02-01,47,7:50,3841.4201,1674.452,3752.947941326275,1567.4941469762632,568.7034812824407,0.0,0.0,0.0,0.0,0.0,361.16134999999997,0.0,0.0,279.07533333333333,3767.768537037039
2025-02-01,48,8:00,3803.65,2004.1125,3726.4494500428455,1771.2352999534162,568.7034812824407,0.0,0.0,0.0,0.0,0.0,299.92291666666665,0.0,0.0,334.01874999999995,3434.520851851854
2025-02-01,49,8:10,3545.4639,2332.1065,3730.1410471389736,2405.701668926835,568.7034812824407,0.0,0.0,0.0,0.0,0.0,202.22623333333343,0.0,0.0,388.6844166666666,3209.825037037039
2025-02-01,50,8:20,3411.349,2632.5934,3792.0428938119226,2613.6112171204536,568.7034812824407,0.0,0.0,0.0,0.0,0.0,129.7926,0.0,0.0,438.7655666666667,3065.611037037039
2025-02-01,51,8:30,3445.37,2927.6625,3852.8929973765685,2814.8430391472884,568.7034812824407,0.0,0.0,0.0,0.0,0.0,86.28458333333327,0.0,0.0,487.94374999999997,2969.7392777777795
2025-02-01,52,8:40,3467.1139,3251.299,3834.5943311029055,3048.964784708586,568.7034812824407,0.0,0.0,0.0,0.0,0.0,35.96915000000001,0.0,0.0,541.8831666666666,2929.7735555555573
2025-02-01,53,8:50,3894.4802,3519.7566,3974.1786957804247,3264.97264108711,568.7034812824407,0.0,0.0,0.0,0.0,0.0,62.45393333333334,0.0,0.0,586.6261,2860.380296296298
2025-02-01,54,9:00,4422.76,3731.7,4272.760653020325,3442.1098617804314,568.7034812824407,0.0,0.0,0.0,0.0,0.0,115.17666666666673,0.0,0.0,621.9499999999999,2732.406222222224
2025-02-01,55,9:10,4267.5205,3992.5758,4445.1975993770675,4166.034909558177,568.7034812824407,0.0,0.0,0.0,0.0,0.0,45.824116666666555,0.0,0.0,665.4293,2681.4905370370393
2025-02-01,56,9:20,4190.1702,4378.3332,4385.780055296402,4342.494967810576,568.7034812824407,0.0,0.0,0.0,0.0,31.360500000000002,0.0,0.0,0.0,729.7221999999999,2709.7149870370395
2025-02-01,57,9:30,4418.32,4788.525,4273.952607827291,4516.2742901555985,568.7034812824407,0.0,0.0,0.0,0.0,61.70083333333332,0.0,0.0,0.0,798.0874999999999,2765.2457370370394
2025-02-01,58,9:40,4399.2754,5029.9241,4381.311020819909,4633.689307127567,568.7034812824407,0.0,0.0,0.0,0.0,105.10811666666666,0.0,0.0,0.0,838.3206833333334,2859.843042037039
2025-02-01,59,9:50,4182.7342,5203.9177,4413.313921040713,4768.116563215492,568.7034812824407,0.0,0.0,0.0,0.0,170.19725000000005,0.0,0.0,0.0,867.3196166666667,3013.020567037039
2025-02-01,60,10:00,4071.53,5364.1125,4273.052315431796,4930.66997123729,568.7034812824407,0.0,0.0,0.0,0.0,215.4304166666666,0.0,0.0,0.0,894.01875,3206.907942037039
2025-02-01,61,10:10,4268.5932,5471.099,4193.016959660321,5893.454731776997,568.7034812824407,0.0,0.0,0.0,0.0,200.41763333333336,0.0,0.0,0.0,911.8498333333333,3387.283812037039
2025-02-01,62,10:20,4240.2423,5601.7634,4291.855231429213,5982.962367234276,568.7034812824407,0.0,0.0,0.0,0.0,226.92018333333328,0.0,0.0,0.0,933.6272333333333,3591.511977037039
2025-02-01,63,10:30,4001.96,5755.3125,4412.084321893919,6062.987049932958,568.7034812824407,0.0,0.0,0.0,0.0,292.22541666666666,0.0,0.0,0.0,959.21875,3854.514852037039
2025-02-01,64,10:40,4072.3226,5878.849,4293.189865822319,6089.585446891867,568.7034812824407,0.0,0.0,0.0,0.0,301.0877333333334,0.0,0.0,0.0,979.8081666666667,4125.493812037039
2025-02-01,65,10:50,4068.783,6128.0874,4166.26165059523,6114.134205926436,568.7034812824407,0.0,0.0,0.0,0.0,343.2174,0.0,0.0,0.0,1021.3479,4434.389472037039
2025-02-01,66,11:00,3917.55,6361.65,4196.500746857115,6168.3138125783435,568.7034812824407,0.0,0.0,0.0,0.0,407.3499999999999,0.0,0.0,0.0,1060.2749999999999,4801.004472037039
2025-02-01,67,11:10,3946.1661,6277.0669,4300.447262365613,6173.719510330166,568.7034812824407,0.0,0.0,0.0,0.0,388.4834666666666,0.0,0.0,0.0,1046.1778166666666,5150.639592037039
2025-02-01,68,11:20,3936.6103,6308.0507,4203.7994643227985,6174.95050874912,568.7034812824407,0.0,0.0,0.0,0.0,395.24006666666673,0.0,0.0,0.0,1051.3417833333333,5506.355652037038
2025-02-01,69,11:30,3927.21,6594.375,4061.9281555426737,6175.0786926733435,568.7034812824407,0.0,0.0,0.0,0.0,444.52750000000003,0.0,0.0,0.0,1099.0625,5906.430402037038
2025-02-01,70,11:40,4153.2513,6817.8939,4260.511677081428,6185.286094937333,568.7034812824407,0.0,0.0,0.0,0.0,444.10710000000006,0.0,0.0,0.0,1136.31565,6306.126792037038
2025-02-01,71,11:50,4080.8969,6770.5009,4309.080128113182,6190.668098022048,568.7034812824407,0.0,0.0,0.0,0.0,448.2673333333332,0.0,0.0,0.0,1128.4168166666666,6709.567392037038
2025-02-01,72,12:00,3840.2,6603.9375,4104.6406268770825,6186.14985688846,568.7034812824407,486.415128331437,486.415128331437,372.71041666666656,113.70471166477046,833.3333333333333,0.0,0.0,0.0,1100.65625,7459.567392037038
2025-02-01,73,12:10,4061.0483,6632.8992,4036.560006018152,5962.199822622773,568.7034812824407,512.3933638992297,512.3933638992297,404.69151666666653,107.70184723256318,833.3333333333333,0.0,0.0,0.0,1105.4832,8209.56739203704
2025-02-01,74,12:20,3978.5628,6536.8864,4039.6383827987925,5961.386159519814,568.7034812824407,0.0,0.0,0.0,0.0,426.38726666666673,0.0,0.0,0.0,1089.4810666666667,8593.31593203704
2025-02-01,75,12:30,3564.13,6314.475,4022.3220532321784,5949.584165044842,568.7034812824407,109.52412830702093,109.52412830702093,109.52412830702087,5.684341886080802e-14,567.9149616403541,0.0,0.0,0.0,1052.4125,9104.439397513359
2025-02-01,76,12:40,3606.685,6312.5866,4005.9392546895347,5937.71779745811,568.7034812824407,511.3702428719041,511.3702428719041,382.34973333333323,129.02050953857088,833.3333333333333,0.0,0.0,0.0,1052.0977666666665,9854.439397513359
2025-02-01,77,12:50,3800.0122,6353.9385,4035.8850987595656,5943.676593724871,568.7034812824407,0.0,0.0,0.0,0.0,425.65438333333327,0.0,0.0,0.0,1058.98975,10237.528342513358
2025-02-01,78,13:00,3832.09,6313.35,4092.416043010323,5960.68736812438,568.7034812824407,0.0,0.0,0.0,0.0,413.5433333333333,0.0,0.0,0.0,1052.225,10609.717342513359
2025-02-01,79,13:10,3716.2454,6246.1375,4089.612798744096,5669.522531498662,568.7034812824407,0.0,0.0,0.0,0.0,211.42517498515696,0.0,0.0,210.22350834817644,830.7994083184901,10800.0
2025-02-01,80,13:20,3639.0264,6175.373,3955.0676965483876,5632.445590855914,568.7034812824407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.7244333333331,606.5044,10800.0
2025-02-01,81,13:30,3642.08,6103.6875,3839.48501196419,5573.118736118242,568.7034812824407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.2679166666667,607.0133333333333,10800.0
2025-02-01,82,13:40,3637.91,5992.7643,3960.94262310342,5543.609581426012,568.7034812824407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.4757166666667,606.3183333333333,10800.0
2025-02-01,83,13:50,3749.5633,5691.8061,4012.939354497857,5487.662049363464,568.7034812824407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.70713333333333,624.9272166666666,10800.0
2025-02-01,84,14:00,3849.87,5251.125,3906.4951602247475,5404.9685521995325,568.7034812824407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.54250000000002,641.645,10800.0
2025-02-01,85,14:10,3676.3403,4893.7405,3837.9247730589327,4779.4335185267255,568.7034812824407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.90003333333334,612.7233833333332,10800.0
2025-02-01,86,14:20,3619.6065,4617.2194,3727.901510035976,4655.1818196518925,568.7034812824407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.26881666666668,603.26775,10800.0
2025-02-01,87,14:30,3664.87,4364.4,3621.2350097589842,4473.764879853587,568.7034812824407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.58833333333325,610.8116666666666,10800.0
2025-02-01,88,14:40,3429.7385,4104.4044,3679.2994470183544,4297.041991415215,568.7034812824407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.44431666666674,571.6230833333333,10800.0
2025-02-01,89,14:50,3327.5652,3890.1686,3651.45097416199,4110.244292102613,568.7034812824407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.76723333333325,554.5942,10800.0
2025-02-01,90,15:00,3473.54,3688.35,3578.51931658483,3929.823773327431,568.7034812824407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.80166666666662,578.9233333333333,10800.0
2025-02-01,91,15:10,3562.932,3392.3571,3731.010762694261,3228.8492712725215,568.7034812824407,83.69358190362323,83.69358190362323,28.429149999999936,55.26443190362329,0.0,0.0,0.0,0.0,565.39285,10800.0
2025-02-01,92,15:20,3620.2202,3032.6158,3738.9864833310753,3011.2928051527397,568.7034812824407,121.28227969638925,121.28227969638925,97.9340666666667,23.348213029722558,0.0,0.0,0.0,0.0,505.4359666666667,10800.0
2025-02-01,93,15:30,3651.93,2703.825,3594.3934162338714,2755.554699472823,568.7034812824407,139.80645279350807,139.80645279350807,139.80645279350807,0.0,0.0,18.211047206491912,0.0,0.0,450.63749999999993,10779.765503103898
2025-02-01,94,15:40,3580.7319,2481.7698,3657.0202378210543,2566.342273460716,568.7034812824407,181.77966072672297,181.77966072672297,181.77966072672297,0.0,0.0,1.3806892732770848,0.0,0.0,413.62829999999997,10778.231403911368
2025-02-01,95,15:50,3420.6657,2255.8374,3699.694193662252,2354.8132242245897,568.7034812824407,224.14682823961033,224.14682823961033,218.32537898736882,5.821449252241507,24.18732898736885,0.0,0.0,0.0,375.9729,10800.0
2025-02-01,96,16:00,3292.5,1973.5875,3587.940171333002,2104.040764727233,568.7034812824407,247.31656776762816,247.31656776762816,219.81875000000002,27.497817767628135,0.0,0.0,0.0,0.0,328.93125,10800.0
2025-02-01,97,16:10,3324.4944,1687.0443,3444.9069148294147,1606.8275446633536,568.7034812824407,306.34656169434345,306.34656169434345,272.90835000000004,33.43821169434341,0.0,0.0,0.0,0.0,281.17404999999997,10800.0
2025-02-01,98,16:20,3354.2164,1442.6491,3460.48090665976,1397.62000223965,568.7034812824407,343.81015073668493,343.81015073668493,318.5945499999999,25.21560073668502,0.0,0.0,0.0,0.0,240.44151666666667,10800.0
2025-02-01,99,16:30,3378.64,1214.175,3583.5855046931765,1166.233361298051,568.7034812824407,402.8920238991876,402.8920238991876,360.7441666666666,42.147857232521005,0.0,0.0,0.0,0.0,202.36249999999998,10800.0
2025-02-01,100,16:40,3481.7178,933.1142,3536.5504830466907,922.7310114452954,568.7034812824407,435.63657860023255,435.63657860023255,424.76726666666667,10.869311933565882,0.0,0.0,0.0,0.0,155.5190333333333,10800.0
2025-02-01,101,16:50,3196.9081,640.2688,3167.357323036175,704.6364959775043,568.7034812824407,410.453471176445,410.453471176445,410.453471176445,0.0,0.0,15.653078823554893,0.0,0.0,106.71146666666667,10782.60769019605
2025-02-01,102,17:00,2680.68,358.2375,2742.963086867353,514.4238323586005,568.7034812824407,371.42320908479206,371.42320908479206,371.42320908479206,0.0,0.0,15.650540915207898,0.0,0.0,59.70625,10765.218200290263
2025-02-01,103,17:10,2601.2611,95.3846,2716.478276183894,4.547920190321379,568.7034812824407,451.9883926655954,451.9883926655954,451.9883926655954,0.0,34.34230933226206,0.0,0.0,0.0,15.897433333333334,10796.126278689298
2025-02-01,104,17:20,2638.6848,0.0,2746.3507274873646,4.278454601955232,568.7034812824407,457.0120454809016,457.0120454809016,444.08493478966835,12.927110691233224,4.304134789668347,0.0,0.0,0.0,0.0,10800.0
2025-02-01,105,17:30,2616.82,0.0,2686.243273387181,4.278454601955232,568.7034812824407,446.9941364642043,446.9941364642043,436.13666666666666,10.857469797537647,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,106,17:40,2675.971,4.1367,2712.332553806262,4.278454601955232,568.7034812824407,451.3423498673844,451.3423498673844,445.3057166666666,6.036633200717802,0.0,0.0,0.0,0.0,0.68945,10800.0
2025-02-01,107,17:50,2639.3558,0.0,2707.6155051436745,4.278454601955232,568.7034812824407,450.55617509028656,450.55617509028656,439.89263333333326,10.663541756953293,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,108,18:00,2570.82,0.0,2676.1111387678475,4.278454601955232,568.7034812824407,0.0,0.0,0.0,0.0,0.0,428.47,0.0,0.0,0.0,10323.922222222222
2025-02-01,109,18:10,2725.1073,0.297,2744.486958984573,0.01887957234838047,568.7034812824407,0.0,0.0,0.0,0.0,0.0,454.13505,0.0,0.0,0.049499999999999995,9819.327722222222
2025-02-01,110,18:20,2833.5919,0.0,2766.7629409775036,0.01887957234838047,568.7034812824407,0.0,0.0,0.0,0.0,0.0,472.26531666666665,0.0,0.0,0.0,9294.588481481482
2025-02-01,111,18:30,2725.01,0.0,2709.435922458655,0.01887957234838047,568.7034812824407,0.0,0.0,0.0,0.0,0.0,454.16833333333335,0.0,0.0,0.0,8789.957
2025-02-01,112,18:40,2510.2571,0.0213,2698.1978629087403,0.01887957234838047,568.7034812824407,0.0,0.0,0.0,0.0,0.0,418.3726333333333,0.0,0.0,0.0035499999999999998,8325.098518518518
2025-02-01,113,18:50,2484.4934,0.0,2789.392666246115,0.01887957234838047,568.7034812824407,0.0,0.0,0.0,0.0,0.0,414.0822333333333,0.0,0.0,0.0,7865.007148148148
2025-02-01,114,19:00,2592.83,0.0,2811.7984488459338,0.01887957234838047,568.7034812824407,0.0,0.0,0.0,0.0,0.0,432.1383333333333,0.0,0.0,0.0,7384.853444444445
2025-02-01,115,19:10,2544.0862,0.0015,2566.8335122106055,0.0,568.7034812824407,0.0,0.0,0.0,0.0,0.0,424.01411666666667,0.0,0.0,0.00025,6913.726648148148
2025-02-01,116,19:20,2654.4748,0.0,2494.1506326479616,0.0,568.7034812824407,0.0,0.0,0.0,0.0,0.0,442.41246666666666,0.0,0.0,0.0,6422.157240740741
2025-02-01,117,19:30,2902.48,0.0,2636.0446733734752,0.0,568.7034812824407,0.0,0.0,0.0,0.0,0.0,483.74666666666667,0.0,0.0,0.0,5884.660944444445
2025-02-01,118,19:40,2887.1068,0.0,2620.98739874747,0.0,568.7034812824407,0.0,0.0,0.0,0.0,0.0,481.18446666666665,0.0,0.0,0.0,5350.011537037038
2025-02-01,119,19:50,2668.5956,0.0,2665.1874811770595,0.0,568.7034812824407,0.0,0.0,0.0,0.0,0.0,444.76593333333335,0.0,0.0,0.0,4855.827166666667
2025-02-01,120,20:00,2508.57,0.0,2807.2750125688144,0.0,568.7034812824407,0.0,0.0,0.0,0.0,0.0,418.095,0.0,0.0,0.0,4391.277166666667
2025-02-01,121,20:10,2620.4431,0.0,2819.925743358289,0.0,568.7034812824407,0.0,0.0,0.0,0.0,0.0,436.7405166666666,0.0,0.0,0.0,3906.009925925926
2025-02-01,122,20:20,2716.1871,0.0,2757.0619696623307,0.0,568.7034812824407,0.0,0.0,0.0,0.0,0.0,452.69785,0.0,0.0,0.0,3403.012314814815
2025-02-01,123,20:30,2699.81,0.0,2701.725997474272,0.0,568.7034812824407,0.0,0.0,0.0,0.0,0.0,449.9683333333333,0.0,0.0,0.0,2903.0475
2025-02-01,124,20:40,2730.4002,0.0,2708.2740054291007,0.0,568.7034812824407,0.0,0.0,0.0,0.0,0.0,455.06669999999997,0.0,0.0,0.0,2397.4178333333334
2025-02-01,125,20:50,2724.0742,0.0,2883.5167523301097,0.0,568.7034812824407,13.962697509667578,13.962697509667578,13.962697509667578,0.0,0.0,440.0496691569991,0.0,0.0,0.0,1908.4737564922234
2025-02-01,126,21:00,2756.43,0.0,3058.788551020312,0.0,568.7034812824407,509.79809183671864,509.79809183671864,509.79809183671864,0.0,50.39309183671867,0.0,0.0,0.0,0.0,1953.8275391452703
2025-02-01,127,21:10,2984.5246,0.0,2922.774299156365,0.0,568.7034812824407,487.1290498593942,487.1290498593942,487.1290498593942,0.0,0.0,10.291716807272508,0.0,0.0,0.0,1942.392298248301
2025-02-01,128,21:20,3019.6988,0.0,2740.0236469709607,0.0,568.7034812824407,456.6706078284934,456.6706078284934,456.6706078284934,0.0,0.0,46.61252550483994,0.0,0.0,0.0,1890.6006032429232
2025-02-01,129,21:30,2865.34,0.0,2721.266395270567,0.0,568.7034812824407,453.5443992117612,453.5443992117612,453.5443992117612,0.0,0.0,24.012267454905498,0.0,0.0,0.0,1863.920306070806
2025-02-01,130,21:40,2874.8157,0.0,2812.3751566042274,0.0,568.7034812824407,468.7291927673712,468.7291927673712,468.7291927673712,0.0,0.0,10.406757232628763,0.0,0.0,0.0,1852.3572424789963
2025-02-01,131,21:50,2701.2246,0.0,2702.3650319650533,0.0,568.7034812824407,450.3941719941755,450.3941719941755,450.3941719941755,0.0,0.19007199417552556,0.0,0.0,0.0,0.0,1852.5283072737543
2025-02-01,132,22:00,2352.51,0.0,2431.6609536363644,0.0,568.7034812824407,1238.6101589393938,1238.6101589393938,1225.4183333333333,13.191825606060547,833.3333333333333,0.0,0.0,0.0,0.0,2602.5283072737543
2025-02-01,133,22:10,2230.6189,0.0,2371.8789001969453,0.0,568.7034812824407,1228.6464833661576,1228.6464833661576,1205.10315,23.54333336615764,833.3333333333333,0.0,0.0,0.0,0.0,3352.5283072737543
2025-02-01,134,22:20,2181.4693,0.0,2483.716039366857,0.0,568.7034812824407,448.72658291398625,448.72658291398625,448.72658291398625,0.0,85.14836624731959,0.0,0.0,0.0,0.0,3429.161836896342
2025-02-01,135,22:30,2154.94,0.0,2581.90155970072,0.0,568.7034812824407,1263.65025995012,1263.65025995012,1192.4899999999998,71.16025995012023,833.3333333333333,0.0,0.0,0.0,0.0,4179.161836896342
