date,x_plan_kwh,C_plan_yuan,C_adjust_yuan,C_grid_yuan,e_emergency_kwh,C_emer_yuan,C_total_yuan,r_purchase_waste_kwh,w_pv_waste_kwh,u_charge_kwh,v_discharge_kwh,E_start_kwh,E_end_kwh,L_energy_kwh,P_act_energy_kwh
2025-02-11,80518.93461933763,50456.60337475973,317.01455438200196,50773.617929141736,271.64069918822315,1301.0092194995314,52074.627148641266,1454.0821427639335,0.0,23395.207247728984,18950.823941217008,10265.828764879963,10265.044242039374,121441.28161666667,46220.68448333333
2025-02-12,81561.51341136784,51221.8465966383,571.9273287265366,51793.77392536484,10.432783395604702,48.86715742501242,51842.64108278985,2158.728618382881,163.38428333333331,22271.15652216134,17855.475427058558,10265.044242039374,10469.6679708084,121363.85288333334,46097.116749999994
2025-02-13,81283.64882128654,50983.87014262844,1076.2493115962584,52060.119454224696,0.0,0.0,52060.119454224696,6000.90282061353,401.75736666666694,20086.033913455172,15972.388643626253,10469.6679708084,10800.0,121310.28371666666,49980.80469999999
2025-02-14,36086.07113936619,18945.147434577924,1567.7353234304392,20512.88275800836,0.0,0.0,20512.88275800836,424.8556849767563,3231.047790875191,19424.435931894965,15733.793104834916,10800.0,10800.0,75872.63794999999,46070.83613333333
2025-02-15,35608.96845671968,18671.46634618195,2128.257747513541,20799.72409369549,0.0,0.0,20799.72409369549,116.29964045647966,4033.9037973586,19353.83936720313,15676.609887434537,10800.0,10800.0,76054.55225,46774.46115
2025-02-16,81409.34885819632,50869.94949929243,1617.4727674966502,52487.42226678908,47.17144106304613,216.4962369238396,52703.91850371292,2815.9808429814343,30.539166666666688,21725.61297657195,17597.74651102328,10800.0,10800.0,121276.97728333331,45899.59818333333
2025-02-17,81180.72582239803,50460.178628373185,1311.3458857365429,51771.524514109726,16.694513422821956,78.19710087249804,51849.72161498223,6117.183981694274,882.1082833333332,19350.09085533679,15673.573592822804,10800.0,10800.0,120960.37281666666,49776.50964999999
2025-02-18,76705.01477137484,47717.990668492304,2861.1254721203113,50579.11614061261,41.07420374070068,187.79077365477534,50766.90691426739,2387.738376720462,241.45472736625413,20193.28220895502,16356.55858925356,10800.0,10800.0,121331.27123333333,49239.883449999994
2025-02-19,76210.55314865457,47262.07807046895,2935.787501902085,50197.86557237104,86.2143278976099,382.16564902758256,50580.031221398625,1080.1546689180364,0.0,22891.195702002005,18541.868518621617,10800.0,10800.0,121866.79411666666,48987.466733333335
2025-02-20,77819.0940511144,48394.69814243774,1141.567298909039,49536.26544134678,48.93628684981297,229.21756760452396,49765.483008951305,3108.589670569923,391.814483333333,20883.734006549614,16915.824545305186,10800.0,10800.0,121105.25703333333,50112.12329999999
2025-02-21,35498.67173283899,18549.845414704305,1986.661215073447,20536.50662977775,0.0,0.0,20536.50662977775,1027.3417100334211,6705.071200304264,18741.188385974332,15180.36259263921,10800.0,10800.0,75802.00203333332,50241.74
2025-02-22,35455.03355343314,18552.684640236203,2105.3987379119167,20658.083378148116,0.0,0.0,20658.083378148116,959.3893935890023,4507.743476270854,18853.459085928465,15271.301859602056,10800.0,10800.0,75682.24226666667,47837.47938333333
2025-02-23,77670.18703819775,48106.19295639189,2148.3327229121323,50254.525679304024,22.13503095425881,103.68048498974827,50358.20616429377,3089.148494613766,417.62383333333355,20852.683897820774,16890.673957234823,10800.0,10800.0,121142.14093333333,49610.287249999994
2025-02-24,75156.39492677599,46542.792901213244,1469.5277795699044,48012.32068078315,68.02218512260299,310.6268213642724,48322.94750214742,2998.942950710626,995.1053949378016,20316.392712764347,16456.27809733912,10800.0,10800.0,120628.98854999998,52425.954933333334
2025-02-25,75113.81676434664,46344.19250668156,1362.330082156858,47706.522588838416,65.42801478012564,290.36124155884823,47996.883830397266,4956.204302311506,1318.4477611337327,20078.946182426345,16263.946407765337,10800.0,10800.0,121093.33288333332,55272.00965
2025-02-26,71001.41177397061,43810.26137297306,3395.4218147427387,47205.683187715804,6.478115872737931,30.343494747904465,47236.02668246371,686.778366196166,0.0,21575.238369140636,17475.943079003926,10800.0,10800.0,121060.73411666666,52245.88608333333
2025-02-27,71092.51726085605,43821.00533846349,1908.5639645184583,45729.56930298195,522.2932494460802,2530.651647468862,48260.220950450814,1690.981299662034,0.0,22130.13625036,17925.410362791605,10800.0,10800.0,120599.48893333334,53642.90473333333
2025-02-28,34288.98893323842,17781.900387939266,2110.4190907831553,19892.319478722424,0.0,0.0,19892.319478722424,998.4285160964669,7825.681483882027,19181.81290401046,15537.268452248478,10800.0,10800.0,75385.10795,52092.51439999999
2025-03-01,34506.51966391007,17916.04525583819,722.9609290513863,18639.00618488958,0.0,0.0,18639.00618488958,813.9198073681474,6773.4731642056095,19234.63807355318,15580.056839578072,10800.0,10800.0,72244.16014999998,48585.39421666667
2025-03-02,73889.81793284637,45240.78909106583,5535.566564885137,50776.355655950974,185.61537984400417,881.228372194052,51657.58402814503,1307.9494900884733,0.0,20973.39325047197,17343.103626474942,10800.0,10405.938784897065,117860.41708333333,45502.110016666666
2025-03-03,76853.5986917504,47254.70730716915,1747.645621524865,49002.35292869402,165.16962403562425,773.3543150533575,49775.707243747376,1604.8293820374165,184.4892666666666,23405.03420614158,19057.530494417013,10405.938784897065,10295.435687738916,117958.7456,45941.59896666666
2025-03-04,74912.25473867555,46133.38818272464,2638.596253674421,48771.98443639906,0.6247333333334382,2.9262509333338245,48774.9106873324,2243.8678382645803,670.0633697027233,20938.872763938372,16506.379057755108,10295.435687738916,10800.0,118139.02498333334,48939.56705
2025-03-05,73683.3026511788,45177.120193560935,1913.6028678963585,47090.7230614573,6.618300000000204,30.558060533334277,47121.28112199063,4236.3725062890535,625.9976666666664,19950.804775010787,16160.151867758741,10800.0,10800.0,118073.44383333332,51942.971816666664
2025-03-06,69215.61283860952,42404.237971711,3337.452596720065,45741.690568431055,0.0,0.0,45741.690568431055,1411.1034611700961,803.271483333333,20173.296740684287,16892.30161666277,10800.0,10186.74304810166,117673.59855,51732.944416666665
2025-03-07,33207.99335168092,17098.590291459306,1037.2973852391876,18135.88767669849,0.0,0.0,18135.88767669849,371.26696663584073,8347.277616369995,19067.005277039923,14892.343017693836,10186.74304810166,10800.0,71680.36145,50758.07591666667
2025-03-08,30693.333072432783,15796.635511361797,3718.3094329487135,19514.944944310515,0.0,0.0,19514.944944310515,601.8863519690681,10075.31404858469,18999.803827751653,15389.84110047884,10800.0,10800.0,72344.71158333334,53281.57206666666
2025-03-09,69008.91701940796,42017.794081950306,3298.7492103903005,45316.54329234061,0.0,0.0,45316.54329234061,2606.443176998813,1407.4223261076952,20841.37700176089,16881.51537142632,10800.0,10800.0,117692.9865,54359.461449999995
2025-03-10,67093.61042230867,40868.206607824,5936.533050293101,46804.73965811709,0.0,0.0,46804.73965811709,82.2123517783358,0.0,20581.73130319744,17043.281308664777,10800.0,10386.578941027947,117943.06436666666,49900.99291666666
2025-03-11,66914.35322711164,40950.66252147804,3359.975393669106,44310.63791514715,0.0,0.0,44310.63791514715,846.335173562305,658.5662528653571,20536.855672011312,16357.313354925012,10386.578941027947,10694.956429254778,117499.55295,53560.63415
2025-03-12,68826.81846464842,42215.58186721579,1998.4244849257466,44214.00635214152,0.0,0.0,44214.00635214152,2247.5867089567055,1533.1465166666665,19621.38288362107,15801.698634047205,10694.956429254778,10796.75809779462,118112.23683333333,55676.70215
2025-03-13,67927.73205741175,41774.26528103629,3958.7899455008533,45733.055226537144,0.0,0.0,45733.055226537144,216.77020645821887,0.0,20834.080067295872,17182.1306252773,10796.75809779462,10456.173908052791,118237.27705,50691.65903333333
2025-03-14,32350.52279669092,17000.823032408236,1689.9175650503437,18690.740597458578,0.0,0.0,18690.740597458578,1121.2451534141353,12506.302857022427,18392.81135598287,14588.733715593635,10456.173908052791,10800.0,72108.86895,56079.44296666667
2025-03-15,31783.75587092866,16704.899845243955,2142.223710612537,18847.12355585649,0.0,0.0,18847.12355585649,808.625963672144,7950.357457089163,18648.55658340155,15105.330832555257,10800.0,10800.0,72724.98178333332,51800.85663333333
2025-03-16,67787.1276140454,41847.34956537446,2435.215288066059,44282.564853440526,1.6400000000001,7.461180000000455,44290.026033440525,2526.410224590076,39.01225392603146,19342.885995460398,15667.737656322925,10800.0,10800.0,117983.21598333333,54632.16905
2025-03-17,67523.79569935557,41531.131114684584,1229.3157181484987,42760.446832833084,0.0,0.0,42760.446832833084,4930.854317473023,2009.6780647706928,17939.02879735407,14530.613325856804,10800.0,10800.0,117693.6218,59835.490366666665
2025-03-18,66847.34531076587,41091.86980671546,1041.8747250726817,42133.74453178814,134.27891740862805,653.6332101620467,42787.37774195019,2441.1336172200117,152.24811577686796,20200.86542406834,16362.700993495351,10800.0,10800.0,117253.42358333332,56127.465216666664
2025-03-19,62122.081682633776,38494.56440129636,3595.101888846406,42089.666290142755,0.0,0.0,42089.666290142755,1926.337389543818,0.0,19757.74798373635,16003.775866826441,10800.0,10800.0,117281.55799999999,57816.08755
2025-03-20,64876.428163334014,40018.06980899985,2627.1357073674985,42645.20551636731,0.0,0.0,42645.20551636731,917.0958302580725,0.0,20053.33155399841,16243.198558738713,10800.0,10800.0,117648.38173333331,55439.41991666666
2025-03-21,30439.12887512224,16014.443566572016,2514.2089592622883,18528.6525258343,0.0,0.0,18528.6525258343,1028.4052924092214,15577.99118371298,18529.457955475176,15008.860943934891,10800.0,10800.0,72593.53221666666,60560.06769999999
2025-03-22,31246.458481502083,16448.46739679566,1488.287843319146,17936.755240114802,0.0,0.0,17936.755240114802,1158.2423262819561,11752.906618298559,18191.916285935586,14735.452191607828,10800.0,10800.0,71936.92953333333,56055.7298
2025-03-23,64878.95912828302,39883.32267567951,2328.464611032318,42211.78728671183,0.0,0.0,42211.78728671183,2826.5918068771125,1207.8177523297452,18687.83948680698,15137.149984313652,10800.0,10800.0,117739.97726666665,58970.257150000005
2025-03-24,62229.9005757915,38055.07159041159,2408.33857162414,40463.41016203574,0.0,0.0,40463.41016203574,1088.6371729179496,1168.8757205919958,20279.237796168632,16426.182614896596,10800.0,10800.0,117425.17061666667,59426.67353333333
2025-03-25,64057.843843141054,39153.4918949074,2458.5990593116094,41612.09095421899,0.0,0.0,41612.09095421899,612.3744961781912,252.0545504342815,20085.705542652628,16269.421489548633,10800.0,10800.0,118053.16781666665,57103.043099999995
2025-03-26,61311.10938063112,37706.57159773089,2625.5056736106258,40332.077271341506,0.0,0.0,40332.077271341506,2434.1716784989276,1471.2891583411576,18641.47873948537,15099.597778983152,10800.0,10800.0,117704.62779999999,62112.07293333333
2025-03-27,62175.74977918695,38296.74790345396,2479.7954598102283,40776.54336326419,0.0,0.0,40776.54336326419,1444.9219789779736,0.0,19049.861297514864,15430.387650987052,10800.0,10800.0,117952.59836666666,59235.60896666667
2025-03-28,30364.5145453183,15773.47211026666,1967.5442740151634,17741.016384281826,0.0,0.0,17741.016384281826,1240.0851104682454,16138.145551125828,18196.882595871404,14739.474902655838,10800.0,10800.0,71891.76726666666,61069.8865
2025-03-29,30204.48083469437,15587.674262353577,2143.503873970491,17731.17813632407,0.0,0.0,17731.17813632407,738.8837325769869,19704.609506237066,18263.22528121114,14793.212477781026,10800.0,10800.0,72118.27746666667,64411.06828333333
2025-03-30,59954.04762762407,36760.788733677684,2007.3030077618444,38768.09174143953,0.0,0.0,38768.09174143953,1366.4660001268962,839.6183364885098,19165.994430285817,15524.455488531514,10800.0,10800.0,117994.70585,62649.086149999996
2025-03-31,56416.61813404475,34846.7850358091,4685.870689773149,39532.65572558228,0.0,0.0,39532.65572558228,634.0520547541578,34.42413140585518,18804.713878915863,15231.818241921852,10800.0,10800.0,117075.66561666667,60124.27613333333
2025-04-01,62466.070920055165,37926.27769652924,3741.1415994810645,41667.41929601031,0.0,0.0,41667.41929601031,914.8311565893774,735.8797462414134,18131.523013001693,14686.533640531376,10800.0,10800.0,117967.1463,57758.29478333333
2025-04-02,61568.48244332305,37543.54227409972,4599.5170936910445,42143.05936779076,60.330067543205494,297.6675606971943,42440.72692848795,1338.0040495376224,0.0,19782.120823339792,16023.517866905231,10800.0,10800.0,117986.62945,57551.29404999999
2025-04-03,62440.06495560758,38222.860524433665,1346.8070257936804,39569.66755022735,0.0,0.0,39569.66755022735,1858.5486886421181,1862.4381793176822,19185.973108198054,15540.63821764043,10800.0,10800.0,117884.45609999998,62020.92583333333
2025-04-04,29515.05484268346,15149.597191660245,1261.500115932529,16411.097307592772,0.0,0.0,16411.097307592772,873.2966202309881,19530.37574470396,18523.96560812552,15004.41214258167,10800.0,10800.0,71735.75181666667,65304.949566666655
2025-04-05,29375.89155369183,14999.808004430352,1631.5637839344276,16631.371788364777,0.0,0.0,16631.371788364777,283.42927432458333,14611.25346741251,18674.43478051589,15126.292172217873,10800.0,10800.0,72602.74256666665,60558.62758333332
2025-04-06,59758.410792109586,36380.13368113831,1442.5514939087607,37822.685175047074,0.0,0.0,37822.685175047074,891.0220066182585,1717.3185321010715,19255.74457882618,15597.153108849205,10800.0,10800.0,117205.43058333333,62795.354316666664
2025-04-07,57016.46065479689,34934.44104983069,2623.705773923591,37558.146823754265,0.0,0.0,37558.146823754265,1273.0700832997795,1257.9551185677806,18452.892859467152,14946.8432161684,10800.0,10800.0,117015.14203333334,63772.422750000005
2025-04-08,59120.016697204526,36132.69621051915,1039.4385867697315,37172.134797288876,0.0,0.0,37172.134797288876,1369.3943274312896,294.07275314184994,20321.217848128195,16546.626363168616,10800.0,10703.955659794687,117713.29026666666,63360.09664999999
2025-04-09,58458.52831753586,35711.58544389288,5095.476716283205,40807.06216017609,0.0,0.0,40807.06216017609,487.59002082376736,0.0,19558.1110538743,15806.318345183423,10703.955659794687,10743.679669188869,117677.52253333332,58543.21151666666
2025-04-10,59143.64591251652,36269.32482355221,2312.3598216215055,38581.68464517371,0.0,0.0,38581.68464517371,1889.8950837667805,1139.5368927452678,19176.269770084,15482.090216038028,10743.679669188869,10800.0,117668.70068333333,63208.06278333333
2025-04-11,28680.321719416006,14596.728215236128,2179.355183563408,16776.08339879954,0.0,0.0,16776.08339879954,673.5580183926229,20683.06899446901,18381.94070586989,14889.371971754608,10800.0,10800.0,72091.99675,66775.34658333333
2025-04-12,29073.755072526637,14843.989926891523,1159.709679296865,16003.69960618839,0.0,0.0,16003.69960618839,751.7189895052105,16598.74333047831,18114.557644131546,14672.791691746552,10800.0,10800.0,71957.17576666665,62932.01521666667
2025-04-13,56876.16719559459,34657.34695321542,2075.5234901967597,36732.870443412176,0.0,0.0,36732.870443412176,513.4901114371648,0.0,19900.633180953217,16119.512876572106,10800.0,10800.0,117283.06219999999,63006.703716666656
2025-04-14,57111.50122105415,34804.1971905549,1645.265885948243,36449.46307650313,0.0,0.0,36449.46307650313,1788.9942435739968,268.7553627644737,18985.297868255944,15378.091273287315,10800.0,10800.0,117901.37268333332,65373.34088333332
2025-04-15,55608.22797452846,34136.707936040315,1022.1963851916531,35158.90432123198,0.0,0.0,35158.90432123198,1156.4108949537392,1675.212121587118,19075.28932647656,15450.98435444601,10800.0,10800.0,117056.90516666666,66917.47633333332
2025-04-16,56928.491635901184,34623.41126549569,2555.551346277736,37178.962611773415,0.0,0.0,37178.962611773415,155.1168271161912,0.0,19381.65200168814,15699.138121367392,10800.0,10800.0,117924.88506666665,62145.29311666667
2025-04-17,54885.64892722379,33915.81250898054,2091.535276161439,36007.34778514198,0.0,0.0,36007.34778514198,900.5657025991451,0.0,19511.910169098774,15804.647236970011,10800.0,10800.0,117487.04263333333,64618.700283333324
2025-04-18,28198.51893215497,14277.40672471557,1635.7941859884081,15913.200910703978,0.0,0.0,15913.200910703978,1063.2146608631147,18420.662431467037,18308.262568626156,14829.692680587184,10800.0,10800.0,71490.16935,65136.05216666666
2025-04-19,28032.278681273605,14153.707252653963,1027.8312092279027,15181.538461881868,0.0,0.0,15181.538461881868,789.043371012713,17606.56904882167,18608.703995311193,15073.050236202056,10800.0,10800.0,71905.41535,65120.736099999995
2025-04-20,55113.228243808335,33707.78566933065,1364.6487455020235,35072.434414832685,0.0,0.0,35072.434414832685,573.084783455461,0.0,19483.969555264066,15782.015339763904,10800.0,10800.0,117197.81635000001,65240.07146666667
2025-04-21,56357.19712978859,34188.5030189753,738.9354208742895,34927.43843984959,0.0,0.0,34927.43843984959,1838.5170674571868,2885.307587120661,18405.33314680237,14908.319848909925,10800.0,10800.0,118481.63788333331,69964.7275
2025-04-22,53122.23377887379,32775.46838088493,2954.7855360046083,35730.25391688954,0.0,0.0,35730.25391688954,421.9660190631977,0.0,19130.16735769097,15495.435559729689,10800.0,10800.0,117811.00101666666,65658.0717
2025-04-23,53207.67449343755,32687.048340332913,2900.454684423903,35587.50302475679,0.0,0.0,35587.50302475679,1168.1130313931264,84.64996307078627,18526.327660507435,15006.32540501103,10800.0,10800.0,118030.51476666666,66630.59805
2025-04-24,53200.53247567626,32767.900628989857,449.4881067827478,33217.388735772605,0.0,0.0,33217.388735772605,776.3525299514781,2030.0901187607847,18579.817766693115,15049.652391021424,10800.0,10800.0,117497.77966666667,70407.67296666667
2025-04-25,27239.34319825253,13544.719911631923,466.5521787922522,14011.272090424174,0.0,0.0,14011.272090424174,171.67660004631372,21787.070935006752,18789.63485409547,15221.145303280242,10800.0,10798.287698374545,71763.3212,69762.96354999999
2025-04-26,27039.8053013964,13378.018567111481,986.0148560452387,14364.03342315672,0.0,0.0,14364.03342315672,77.27941436560258,24245.750286135764,18960.00073665816,15581.740790916243,10798.287698374545,10549.243038126622,72100.92436666667,72030.73073333333
2025-04-27,51386.18903827887,31442.709874961678,2517.9829706585665,33960.692845620244,0.0,0.0,33960.692845620244,136.06787818230782,735.0287456154166,21002.755166231756,16944.941997105438,10549.243038126622,10624.00935761805,117032.52253333334,68459.05135
2025-04-28,53935.627992169866,32932.63677201275,6799.325780206019,39731.96255221877,0.0,0.0,39731.96255221877,256.9571252812956,0.0,19055.274705050284,15276.380932946977,10624.00935761805,10800.0,117537.3008,60915.33348333332
2025-04-29,53099.94209398261,32640.08853837292,1036.0853663560401,33676.17390472897,0.0,0.0,33676.17390472897,191.6651590863662,3149.8288459884325,18176.605691603243,14723.05061019864,10800.0,10800.0,117252.75871666666,69819.545
2025-04-30,51837.61045947303,31969.369145361296,584.9798845093437,32554.34902987065,0.0,0.0,32554.34902987065,642.1489776430333,0.0,19256.88621591098,15722.979497690381,10800.0,10661.220374663904,117682.88071666665,69426.02628333334
2025-05-01,51264.75158745987,31704.09180204785,2412.023246940274,34116.11504898812,1362.2000940833077,8553.142533036224,42669.257582024344,0.0,859.0410270535353,20262.738498937837,17185.56198686172,10661.220374663904,9802.616149417154,120364.58391666666,69353.20511666666
2025-05-02,27856.543934381618,13893.112077737676,2187.3936297029086,16080.505707440594,1118.172516421408,6716.609713826103,22797.115421266695,0.0,12759.91146032455,19707.104342567014,15733.645171827084,9802.616149417154,10057.182089030708,74761.02673333333,60470.70664999999
2025-05-03,28692.036718563293,14554.220162012107,309.8965773949407,14864.116739407043,704.3276994843962,3548.3430905056357,18412.45982991268,2.9488869284778048,17877.830373274406,18745.482485602028,15660.084681773815,10057.182089030708,9528.022235212742,74894.84928333333,66027.67763333333
2025-05-04,60871.310239036175,37203.11246412133,0.0,37203.11246412133,0.0,0.0,37203.11246412133,2754.7470367830883,3241.9934499999995,16991.868398859446,13851.965979939692,9528.022235212742,9429.630483142133,120670.08423333333,68935.4169
2025-05-05,59681.36979536648,36588.581846334775,340.4584755189845,36929.04032185376,0.0,0.0,36929.04032185376,918.9658607027657,0.0,21057.287119661938,16837.731915470824,9429.630483142133,9672.597873648072,120612.16386666667,65536.15706666667
2025-05-06,57235.890073996496,35384.66555091131,773.6098867031653,36158.27543761448,0.0,0.0,36158.27543761448,979.1323464823938,918.8204836807681,20233.902769691107,16602.420797460672,9672.597873648072,9435.976146969315,121017.19009999999,68147.10773333334
2025-05-07,58110.46508476573,35748.12424000937,1174.877564168508,36923.00180417788,582.2888667004302,3729.923854966847,40652.92565914473,570.0814720319746,275.9636496514172,20775.43772433092,16206.333243167152,9435.976146969315,10126.83316201475,121160.21501666667,66092.36906666667
2025-05-08,62304.42493156278,38924.50403757217,0.0,38924.50403757217,35.999250000000075,243.22893262500048,39167.732970197176,1478.9497709944271,899.6378855034466,18576.178794095722,14440.854669030812,10126.83316201475,10800.0,120445.47738333332,64618.964983333324
2025-05-09,31366.53698679056,17142.625516975666,0.0,17142.625516975666,0.0,0.0,17142.625516975666,1028.4843899193493,18417.356836703395,18006.894264041162,14585.584353873344,10800.0,10800.0,74253.82544999999,65754.4396
2025-05-10,31089.805306225524,16942.21958891366,0.0,16942.21958891366,0.0,0.0,16942.21958891366,610.4478264179786,14941.02776169987,17985.707551443895,14568.423116669554,10800.0,10800.0,74647.98705,62526.941766666656
2025-05-11,59475.67032072883,37008.147294165596,710.7750626511998,37718.922356816794,27.561666666666724,185.80697583333372,37904.72933265013,728.9788445044538,1340.3414356912058,17466.840706645056,14563.518135982307,10800.0,10338.46981822243,120743.09041666667,65259.01133333333
2025-05-12,57795.441879171885,35895.48875757054,1910.9735226048913,37806.46228017543,0.0,0.0,37806.46228017543,2372.6118923988174,2578.64265,17009.758851591985,13412.477210490564,10338.46981822243,10744.500328554586,120448.60361666666,68517.40838333333
2025-05-13,58166.73105922542,36035.48325877774,67.83059319410991,36103.313851971856,0.0,0.0,36103.313851971856,1060.2181882396897,756.528571459628,18098.26373027799,14771.710031634431,10744.500328554586,10619.926539544302,120269.6316,67140.41883333333
2025-05-14,56679.3834936478,35392.26731708349,1652.8971038954246,37045.1644209789,0.0,0.0,37045.1644209789,1345.3440206747418,1398.7013269819702,18063.027455457395,14712.122663415326,10619.926539544302,10529.848290105603,120592.00526666666,67577.85648333334
2025-05-15,56745.890864625246,36084.96158992033,1669.850476937594,37754.81206685792,0.0,0.0,37754.81206685792,1625.9598131898624,1000.4850354377854,18280.14762070674,14563.783033867505,10529.848290105603,10800.0,119598.30981666666,66833.25153333333
2025-05-16,29859.87445730645,16251.66333092797,117.76130389666517,16369.424634824636,0.0,0.0,16369.424634824636,730.3465951062165,23032.68175329217,18126.501367974626,14682.466108059438,10800.0,10800.0,74681.34474999999,71965.83821666666
2025-05-17,30057.03143622647,16322.20894240327,588.7545128966201,16910.96345529989,0.0,0.0,16910.96345529989,332.94986528383,16150.111382731318,18733.560599535253,15174.184085623558,10800.0,10800.0,75274.53043333333,64825.73134999999
2025-05-18,57543.56944976546,35936.37654869578,1173.6532193769756,37110.02976807275,5.236666666666679,35.318698333333415,37145.34846640609,1669.5193781312498,0.0,18094.339147315848,14656.414709325843,10800.0,10800.0,120687.037,67010.8689
2025-05-19,55361.396365631794,34603.26601229829,147.73035471480875,34750.996367013104,67.00333333333344,451.9039816666674,35202.900348679774,726.9257460045982,4037.061531423712,17256.198844709645,14018.706189342887,10800.0,10754.23874985769,120072.38798333332,72557.17143333334
2025-05-20,53952.84012788848,33908.955852360836,4077.7514298216165,37986.70728218245,0.0,0.0,37986.70728218245,108.11270347989273,0.0,17978.85671324398,14730.990762561461,10754.23874985769,10567.442277820095,120437.57771666667,65910.18289999999
2025-05-21,53914.925819715136,34084.4077180902,2519.975200108104,36604.3829181983,0.0,0.0,36604.3829181983,376.5638004040122,1766.5473753692984,19084.15046691057,15349.232781964041,10567.442277820095,10688.474606968453,120283.05128333332,68920.43599999999
2025-05-22,53341.90498439846,33753.51278813789,1208.9623488628058,34962.47513700069,2.57000000000005,17.333365000000338,34979.80850200069,410.06475294501024,0.0,19850.005531017378,15978.131626395689,10688.474606968453,10800.0,119729.68001666665,68913.0492
2025-05-23,28619.217844344905,15306.242977051841,796.7024073334172,16102.945384385263,0.0,0.0,16102.945384385263,528.1776202973269,18666.548186210206,18916.318828427004,15322.21825102587,10800.0,10800.0,74983.38438333332,68562.43549999999
2025-05-24,29247.028467796415,15752.101128963284,591.6612777453905,16343.762406708673,0.0,0.0,16343.762406708673,1008.1429324548617,21410.92158021743,18285.581605445794,14811.321100411096,10800.0,10800.0,74693.81781666665,70939.31643333333
2025-05-25,53859.181727617055,33724.708229755255,583.0672531387306,34307.775482893994,0.0,0.0,34307.775482893994,712.4825315041214,1922.1979298660958,18389.131929599404,14914.507967797686,10800.0,10778.543216864255,120319.8776,71774.86741666666
2025-05-26,52140.50635073584,32955.5334659181,5920.896538215732,38876.430004133836,90.15894274229456,463.52426768008576,39339.95427181392,503.2135349276066,0.0,20214.259145650183,16469.410410836106,10778.543216864255,10672.031547020415,119407.96936666666,64828.13641666666
2025-05-27,52891.58527874317,33523.49023692351,2637.5842623946623,36161.074499318165,0.0,0.0,36161.074499318165,1705.6376178816831,1406.709878057494,18956.231862376288,15239.376200843164,10672.031547020415,10800.0,120046.82734999999,70656.46005
2025-05-28,54135.31484866099,33923.81440357796,1688.333380861514,35612.14778443947,0.0,0.0,35612.14778443947,432.8389377966857,0.0,19089.042944268927,15462.124784857839,10800.0,10800.0,119921.84721666666,67648.02311666666
2025-05-29,53592.987278174034,33584.5191281201,3455.387847053608,37039.906975173704,0.0,0.0,37039.906975173704,587.5867711927951,41.0249632298503,19959.801911208746,16391.95615934693,10800.0,10550.537098591287,120439.31426666665,66329.19076666667
