date,j,plan_slot0,period_start,period_end,x0_kwh,x1_kwh,x2_kwh,x3_kwh,execution_date
2025-02-01,41,40,06:50,07:00,0,0,0,0,2025-02-01
2025-02-01,42,41,07:00,07:10,0,0,0,0,2025-02-01
2025-02-01,43,42,07:10,07:20,0,0,0,0,2025-02-01
2025-02-01,44,43,07:20,07:30,0,0,0,0,2025-02-01
2025-02-01,45,44,07:30,07:40,0,0,0,0,2025-02-01
2025-02-01,46,45,07:40,07:50,0,0,0,0,2025-02-01
2025-02-01,47,46,07:50,08:00,0,0,0,0,2025-02-01
2025-02-01,48,47,08:00,08:10,0,0,0,0,2025-02-01
2025-02-01,49,48,08:10,08:20,0,0,0,0,2025-02-01
2025-02-01,50,49,08:20,08:30,0,0,0,0,2025-02-01
2025-02-01,51,50,08:30,08:40,0,0,0,0,2025-02-01
2025-02-01,52,51,08:40,08:50,0,0,0,0,2025-02-01
2025-02-01,53,52,08:50,09:00,0,0,0,0,2025-02-01
2025-02-01,54,53,09:00,09:10,0,0,0,0,2025-02-01
2025-02-01,55,54,09:10,09:20,0,0,0,0,2025-02-01
2025-02-01,56,55,09:20,09:30,0,0,0,0,2025-02-01
2025-02-01,57,56,09:30,09:40,0,0,0,0,2025-02-01
2025-02-01,58,57,09:40,09:50,0,0,0,0,2025-02-01
2025-02-01,59,58,09:50,10:00,0,0,0,0,2025-02-01
2025-02-01,60,59,10:00,10:10,0,0,0,0,2025-02-01
2025-02-01,61,60,10:10,10:20,0,0,0,0,2025-02-01
2025-02-01,62,61,10:20,10:30,0,0,0,0,2025-02-01
2025-02-01,63,62,10:30,10:40,0,0,0,0,2025-02-01
2025-02-01,64,63,10:40,10:50,0,0,0,0,2025-02-01
2025-02-01,65,64,10:50,11:00,0,0,0,0,2025-02-01
2025-02-01,66,65,11:00,11:10,0,0,0,0,2025-02-01
2025-02-01,67,66,11:10,11:20,0,0,0,0,2025-02-01
2025-02-01,68,67,11:20,11:30,0,0,0,0,2025-02-01
2025-02-01,69,68,11:30,11:40,0,0,0,0,2025-02-01
2025-02-01,70,69,11:40,11:50,0,0,0,0,2025-02-01
2025-02-01,71,70,11:50,12:00,24.7068409752,3.12638803734e-12,3.12638803734e-12,3.12638803734e-12,2025-02-01
2025-02-01,72,71,12:00,12:10,479.625813896,0,0,0,2025-02-01
2025-02-01,73,72,12:10,12:20,0,0,0,0,2025-02-01
2025-02-01,74,73,12:20,12:30,0,0,0,0,2025-02-01
2025-02-01,75,74,12:30,12:40,501.789069693,0,0,0,2025-02-01
2025-02-01,76,75,12:40,12:50,0,0,0,0,2025-02-01
2025-02-01,77,76,12:50,13:00,0,0,0,0,2025-02-01
2025-02-01,78,77,13:00,13:10,0,0,0,0,2025-02-01
2025-02-01,79,78,13:10,13:20,0,0,0,0,2025-02-01
2025-02-01,80,79,13:20,13:30,0,0,0,0,2025-02-01
2025-02-01,81,80,13:30,13:40,0,0,0,0,2025-02-01
2025-02-01,82,81,13:40,13:50,0,0,0,0,2025-02-01
2025-02-01,83,82,13:50,14:00,0,0,0,0,2025-02-01
2025-02-01,84,83,14:00,14:10,0,0,0,0,2025-02-01
2025-02-01,85,84,14:10,14:20,0,0,0,0,2025-02-01
2025-02-01,86,85,14:20,14:30,0,0,0,0,2025-02-01
2025-02-01,87,86,14:30,14:40,0,0,0,0,2025-02-01
2025-02-01,88,87,14:40,14:50,0,0,0,0,2025-02-01
2025-02-01,89,88,14:50,15:00,0,0,0,0,2025-02-01
2025-02-01,90,89,15:00,15:10,104.046898198,28.4343254517,43.2383295731,43.2383295731,2025-02-01
2025-02-01,91,90,15:10,15:20,148.793926607,73.5870852393,92.5418557405,92.5418557405,2025-02-01
2025-02-01,92,91,15:20,15:30,171.331568909,95.7433930516,117.798128377,117.798128377,2025-02-01
2025-02-01,93,92,15:30,15:40,222.797687091,148.398558675,175.381301006,175.381301006,2025-02-01
2025-02-01,94,93,15:40,15:50,272.819638254,198.914444075,230.214344589,230.214344589,2025-02-01
2025-02-01,95,94,15:50,16:00,300.411846422,226.183538885,260.720689558,260.720689558,2025-02-01
2025-02-01,96,95,16:00,16:10,385.979681464,263.381885042,293.703205342,293.703205342,2025-02-01
2025-02-01,97,96,16:10,16:20,416.758354184,313.465090632,323.871828941,323.871828941,2025-02-01
2025-02-01,98,97,16:20,16:30,465.985902266,381.258182534,381.258182534,381.258182534,2025-02-01
2025-02-01,99,98,16:30,16:40,487.144788573,421.356232153,421.356232153,421.356232153,2025-02-01
2025-02-01,100,99,16:40,16:50,454.006810136,408.679724049,408.679724049,408.679724049,2025-02-01
2025-02-01,101,100,16:50,17:00,411.006013247,386.797782019,386.797782019,386.797782019,2025-02-01
2025-02-01,102,101,17:00,17:10,447.561463129,435.345720679,435.345720679,435.345720679,2025-02-01
2025-02-01,103,102,17:10,17:20,453.702173534,441.993973365,441.993973365,441.993973365,2025-02-01
2025-02-01,104,103,17:20,17:30,447.707212231,438.58439921,438.58439921,438.58439921,2025-02-01
2025-02-01,105,104,17:30,17:40,450.210211068,439.82787769,439.82787769,439.82787769,2025-02-01
2025-02-01,106,105,17:40,17:50,450.512902864,264.394994233,264.394994233,264.394994233,2025-02-01
2025-02-01,107,106,17:50,18:00,0,0,0,0,2025-02-01
2025-02-01,108,107,18:00,18:10,0,0,0,0,2025-02-01
2025-02-01,109,108,18:10,18:20,0,0,0,0,2025-02-01
2025-02-01,110,109,18:20,18:30,0,0,0,0,2025-02-01
2025-02-01,111,110,18:30,18:40,0,0,0,0,2025-02-01
2025-02-01,112,111,18:40,18:50,0,0,0,0,2025-02-01
2025-02-01,113,112,18:50,19:00,0,0,0,0,2025-02-01
2025-02-01,114,113,19:00,19:10,0,0,0,0,2025-02-01
2025-02-01,115,114,19:10,19:20,0,0,0,0,2025-02-01
2025-02-01,116,115,19:20,19:30,0,0,0,0,2025-02-01
2025-02-01,117,116,19:30,19:40,0,0,0,0,2025-02-01
2025-02-01,118,117,19:40,19:50,0,0,0,0,2025-02-01
2025-02-01,119,118,19:50,20:00,0,0,0,0,2025-02-01
2025-02-01,120,119,20:00,20:10,0,0,0,0,2025-02-01
2025-02-01,121,120,20:10,20:20,0,0,0,0,2025-02-01
2025-02-01,122,121,20:20,20:30,0,0,0,0,2025-02-01
2025-02-01,123,122,20:30,20:40,0,0,0,0,2025-02-01
2025-02-01,124,123,20:40,20:50,13.4166628337,0,0,0,2025-02-01
2025-02-01,125,124,20:50,21:00,509.798091837,499.410069166,499.410069166,499.172061579,2025-02-01
2025-02-01,126,125,21:00,21:10,487.129049859,477.202948341,477.202948341,476.975524167,2025-02-01
2025-02-01,127,126,21:10,21:20,456.670607828,447.365150034,447.365150034,447.151945883,2025-02-01
2025-02-01,128,127,21:20,21:30,453.544399212,444.302643355,444.302643355,444.090898725,2025-02-01
2025-02-01,129,128,21:30,21:40,468.729192767,459.178020335,459.178020335,366.303477607,2025-02-01
2025-02-01,130,129,21:40,21:50,450.394171994,450.394171994,450.394171994,450.394171994,2025-02-01
2025-02-01,131,130,21:50,22:00,1238.61015894,1230.35193883,1230.46890646,1230.16272871,2025-02-01
2025-02-01,132,131,22:00,22:10,1228.64648337,1220.59129048,1220.70538247,1220.40673206,2025-02-01
2025-02-01,133,132,22:10,22:20,413.952673228,413.952673228,413.952673228,413.952673228,2025-02-01
2025-02-01,134,133,22:20,22:30,1263.65025995,1254.88180424,1255.00599874,1254.68090374,2025-02-01
2025-02-01,135,134,22:30,22:40,1251.47503049,1242.95466625,1243.07534684,1242.75944995,2025-02-01
2025-02-01,136,135,22:40,22:50,1226.78865729,1218.77132084,1218.88487665,1218.58762978,2025-02-01
2025-02-01,137,136,22:50,23:00,1214.09555554,1206.33686311,1206.44675554,1206.15909803,2025-02-01
2025-02-01,138,137,23:00,23:10,1226.74484629,1218.72840257,1218.84194573,1218.54473196,2025-02-01
2025-02-01,139,138,23:10,23:20,1241.10303665,1232.79401982,1232.91170693,1232.60364586,2025-02-01
2025-02-01,140,139,23:20,23:30,1241.35325208,1233.03913668,1233.156896,1232.8486459,2025-02-01
2025-02-01,141,140,23:30,23:40,1242.37067811,1234.03583089,1234.15388385,1233.8448651,2025-02-01
2025-02-01,142,141,23:40,23:50,1312.54775217,1302.78292502,1302.9212319,1302.55919592,2025-02-01
2025-02-01,143,142,23:50,00:00+1,616.898881015,616.898881015,725.141208308,725.141208308,2025-02-01
2025-02-01,144,143,00:00+1,00:10+1,1269.31800488,1269.31800488,1269.31800488,1269.31800488,2025-02-02
2025-02-02,1,0,00:10,00:20,594.898240187,594.898240187,594.898240187,594.898240187,2025-02-02
2025-02-02,2,1,00:20,00:30,592.11925285,592.11925285,592.11925285,592.11925285,2025-02-02
2025-02-02,3,2,00:30,00:40,594.099159095,594.099159095,594.099159095,594.099159095,2025-02-02
2025-02-02,4,3,00:40,00:50,605.22789652,605.22789652,605.22789652,605.22789652,2025-02-02
2025-02-02,5,4,00:50,01:00,620.913563939,620.913563939,620.913563939,620.913563939,2025-02-02
2025-02-02,6,5,01:00,01:10,629.311348079,629.311348079,629.311348079,629.311348079,2025-02-02
2025-02-02,7,6,01:10,01:20,634.253825905,634.253825905,634.253825905,634.253825905,2025-02-02
2025-02-02,8,7,01:20,01:30,632.778665669,632.778665669,632.778665669,632.778665669,2025-02-02
2025-02-02,9,8,01:30,01:40,619.448968666,619.448968666,619.448968666,619.448968666,2025-02-02
2025-02-02,10,9,01:40,01:50,615.393555599,615.393555599,615.393555599,615.393555599,2025-02-02
2025-02-02,11,10,01:50,02:00,632.118313185,632.118313185,632.118313185,632.118313185,2025-02-02
2025-02-02,12,11,02:00,02:10,660.020718864,660.020718864,660.020718864,660.020718864,2025-02-02
2025-02-02,13,12,02:10,02:20,678.197363555,678.197363555,678.197363555,678.197363555,2025-02-02
2025-02-02,14,13,02:20,02:30,671.992244629,671.992244629,671.992244629,671.992244629,2025-02-02
2025-02-02,15,14,02:30,02:40,646.017816234,646.017816234,646.017816234,646.017816234,2025-02-02
2025-02-02,16,15,02:40,02:50,624.201667,624.201667,624.201667,624.201667,2025-02-02
2025-02-02,17,16,02:50,03:00,625.568708713,625.568708713,625.568708713,625.568708713,2025-02-02
2025-02-02,18,17,03:00,03:10,652.351880584,652.351880584,652.351880584,652.351880584,2025-02-02
2025-02-02,19,18,03:10,03:20,681.22969582,681.22969582,681.22969582,681.22969582,2025-02-02
2025-02-02,20,19,03:20,03:30,687.279963223,687.279963223,687.279963223,687.279963223,2025-02-02
2025-02-02,21,20,03:30,03:40,663.292084223,663.292084223,663.292084223,663.292084223,2025-02-02
2025-02-02,22,21,03:40,03:50,662.444834427,662.444834427,662.444834427,662.444834427,2025-02-02
2025-02-02,23,22,03:50,04:00,687.082302357,687.082302357,687.082302357,687.082302357,2025-02-02
2025-02-02,24,23,04:00,04:10,687.472840918,687.472840918,687.472840918,687.472840918,2025-02-02
2025-02-02,25,24,04:10,04:20,681.052340178,681.052340178,681.052340178,681.052340178,2025-02-02
2025-02-02,26,25,04:20,04:30,686.925670858,686.925670858,686.925670858,686.925670858,2025-02-02
2025-02-02,27,26,04:30,04:40,703.263814886,703.263814886,703.263814886,703.263814886,2025-02-02
2025-02-02,28,27,04:40,04:50,694.684862524,694.684862524,694.684862524,694.684862524,2025-02-02
2025-02-02,29,28,04:50,05:00,677.431435388,677.431435388,677.431435388,677.431435388,2025-02-02
2025-02-02,30,29,05:00,05:10,702.638690129,702.638690129,702.638690129,702.638690129,2025-02-02
2025-02-02,31,30,05:10,05:20,719.838371015,719.838371015,719.838371015,719.838371015,2025-02-02
2025-02-02,32,31,05:20,05:30,703.601360108,703.601360108,703.601360108,703.601360108,2025-02-02
2025-02-02,33,32,05:30,05:40,1154.13590036,1154.13590036,1154.13590036,1154.13590036,2025-02-02
2025-02-02,34,33,05:40,05:50,772.173608395,772.173608395,772.173608395,772.173608395,2025-02-02
2025-02-02,35,34,05:50,06:00,888.781002047,888.781002047,888.781002047,888.781002047,2025-02-02
2025-02-02,36,35,06:00,06:10,217.627080363,41.8956599181,41.8956599181,41.8956599181,2025-02-02
2025-02-02,37,36,06:10,06:20,882.919422641,865.297786671,865.297786671,865.297786671,2025-02-02
2025-02-02,38,37,06:20,06:30,909.627558796,804.182189606,804.182189606,804.182189606,2025-02-02
2025-02-02,39,38,06:30,06:40,869.636442042,851.449980363,851.449980363,851.449980363,2025-02-02
2025-02-02,40,39,06:40,06:50,862.006422735,843.534514535,843.534514535,843.534514535,2025-02-02
2025-02-02,41,40,06:50,07:00,875.702561205,856.484930192,856.484930192,856.484930192,2025-02-02
2025-02-02,42,41,07:00,07:10,807.064314902,791.221996218,791.221996218,791.221996218,2025-02-02
2025-02-02,43,42,07:10,07:20,761.426499165,746.851713928,746.851713928,746.851713928,2025-02-02
2025-02-02,44,43,07:20,07:30,703.657812386,690.580489527,690.580489527,690.580489527,2025-02-02
2025-02-02,45,44,07:30,07:40,1444.01092306,1433.13819996,1433.13819996,1433.13819996,2025-02-02
2025-02-02,46,45,07:40,07:50,696.10318412,684.044751801,684.044751801,684.044751801,2025-02-02
2025-02-02,47,46,07:50,08:00,37.1921161597,22.3095085002,22.3095085002,22.3095085002,2025-02-02
2025-02-02,48,47,08:00,08:10,0,0,0,0,2025-02-02
2025-02-02,49,48,08:10,08:20,0,0,0,0,2025-02-02
2025-02-02,50,49,08:20,08:30,0,0,0,0,2025-02-02
2025-02-02,51,50,08:30,08:40,0,0,0,0,2025-02-02
2025-02-02,52,51,08:40,08:50,0,0,0,0,2025-02-02
2025-02-02,53,52,08:50,09:00,0,0,0,0,2025-02-02
2025-02-02,54,53,09:00,09:10,0,0,0,0,2025-02-02
2025-02-02,55,54,09:10,09:20,0,0,0,0,2025-02-02
2025-02-02,56,55,09:20,09:30,0,0,0,0,2025-02-02
2025-02-02,57,56,09:30,09:40,43.068715334,0,0,0,2025-02-02
2025-02-02,58,57,09:40,09:50,0,0,0,0,2025-02-02
2025-02-02,59,58,09:50,10:00,0,0,0,0,2025-02-02
2025-02-02,60,59,10:00,10:10,0,0,0,0,2025-02-02
2025-02-02,61,60,10:10,10:20,0,0,0,0,2025-02-02
2025-02-02,62,61,10:20,10:30,0,0,0,0,2025-02-02
2025-02-02,63,62,10:30,10:40,0,0,0,0,2025-02-02
2025-02-02,64,63,10:40,10:50,206.936982597,125.885242711,125.885242711,125.885242711,2025-02-02
2025-02-02,65,64,10:50,11:00,982.401773506,898.994210051,898.994210051,898.994210051,2025-02-02
2025-02-02,66,65,11:00,11:10,962.79345162,871.476972564,871.476972564,871.476972564,2025-02-02
2025-02-02,67,66,11:10,11:20,972.831363463,875.003951147,875.003951147,875.003951147,2025-02-02
2025-02-02,68,67,11:20,11:30,972.489344003,867.147846696,867.147846696,867.147846696,2025-02-02
2025-02-02,69,68,11:30,11:40,951.709878205,838.240733674,838.240733674,838.240733674,2025-02-02
2025-02-02,70,69,11:40,11:50,921.868409177,802.346280124,802.346280124,802.346280124,2025-02-02
2025-02-02,71,70,11:50,12:00,893.039869786,769.691810448,769.691810448,769.691810448,2025-02-02
2025-02-02,72,71,12:00,12:10,890.355614239,770.802234495,743.962970211,743.962970211,2025-02-02
2025-02-02,73,72,12:10,12:20,889.322332752,784.617044849,757.129518439,757.129518439,2025-02-02
2025-02-02,74,73,12:20,12:30,895.386986803,804.779873172,777.024469948,777.024469948,2025-02-02
2025-02-02,75,74,12:30,12:40,887.431091872,809.390733292,782.387948454,782.387948454,2025-02-02
2025-02-02,76,75,12:40,12:50,905.343602897,450.788244569,196.326990541,196.326990541,2025-02-02
2025-02-02,77,76,12:50,13:00,100.910919381,50.5891657029,23.0351789976,23.0351789976,2025-02-02
2025-02-02,78,77,13:00,13:10,134.290100487,58.2778734905,19.0826164985,19.0826164985,2025-02-02
2025-02-02,79,78,13:10,13:20,143.811176623,70.7509950627,40.6477553692,40.6477553692,2025-02-02
2025-02-02,80,79,13:20,13:30,178.407030278,107.214625799,85.5535663513,85.5535663513,2025-02-02
2025-02-02,81,80,13:30,13:40,179.916422764,111.202283187,97.8631547617,97.8631547617,2025-02-02
2025-02-02,82,81,13:40,13:50,0,0,0,0,2025-02-02
2025-02-02,83,82,13:50,14:00,0,0,0,0,2025-02-02
2025-02-02,84,83,14:00,14:10,0,0,0,0,2025-02-02
2025-02-02,85,84,14:10,14:20,0,0,0,0,2025-02-02
2025-02-02,86,85,14:20,14:30,0,0,0,0,2025-02-02
2025-02-02,87,86,14:30,14:40,0,0,0,0,2025-02-02
2025-02-02,88,87,14:40,14:50,0,0,0,0,2025-02-02
2025-02-02,89,88,14:50,15:00,1235.32409686,1229.74776052,1229.74776052,1229.74776052,2025-02-02
2025-02-02,90,89,15:00,15:10,1313.22106075,1287.13986006,1277.95064591,1277.95064591,2025-02-02
2025-02-02,91,90,15:10,15:20,1350.53215941,851.809802809,776.938929741,776.938929741,2025-02-02
2025-02-02,92,91,15:20,15:30,631.864812233,546.604721888,546.604721888,546.604721888,2025-02-02
2025-02-02,93,92,15:30,15:40,615.002740165,593.848712801,593.848712801,593.848712801,2025-02-02
2025-02-02,94,93,15:40,15:50,653.935998335,635.377525765,635.377525765,635.377525765,2025-02-02
2025-02-02,95,94,15:50,16:00,692.018182879,675.183846374,675.183846374,675.183846374,2025-02-02
2025-02-02,96,95,16:00,16:10,754.914219664,723.776571467,723.776571467,723.776571467,2025-02-02
2025-02-02,97,96,16:10,16:20,790.05321033,760.956113736,760.956113736,760.956113736,2025-02-02
2025-02-02,98,97,16:20,16:30,836.207729626,808.893067395,808.893067395,808.893067395,2025-02-02
2025-02-02,99,98,16:30,16:40,896.647551704,870.302297751,870.302297751,870.302297751,2025-02-02
2025-02-02,100,99,16:40,16:50,933.401829766,908.590058043,908.590058043,908.590058043,2025-02-02
2025-02-02,101,100,16:50,17:00,949.522408299,927.090224723,927.090224723,927.090224723,2025-02-02
2025-02-02,102,101,17:00,17:10,1001.8424078,981.401524236,981.401524236,981.401524236,2025-02-02
2025-02-02,103,102,17:10,17:20,1009.17444715,988.848332961,988.848332961,988.848332961,2025-02-02
2025-02-02,104,103,17:20,17:30,1036.36998723,1016.47385299,1016.47385299,1016.47385299,2025-02-02
2025-02-02,105,104,17:30,17:40,1061.83080945,1040.99400221,1040.99400221,1040.99400221,2025-02-02
2025-02-02,106,105,17:40,17:50,929.68381538,911.634053214,911.634053214,911.634053214,2025-02-02
2025-02-02,107,106,17:50,18:00,722.082124722,708.219659519,708.219659519,708.219659519,2025-02-02
2025-02-02,108,107,18:00,18:10,711.950424296,698.28240266,698.28240266,678.364630511,2025-02-02
2025-02-02,109,108,18:10,18:20,742.725623147,728.466782116,728.466782116,728.466782116,2025-02-02
2025-02-02,110,109,18:20,18:30,724.844822614,710.929319395,710.929319395,710.929319395,2025-02-02
2025-02-02,111,110,18:30,18:40,727.471092148,713.505106179,713.505106179,713.505106179,2025-02-02
2025-02-02,112,111,18:40,18:50,542.261466134,724.870163331,724.870163331,724.870163331,2025-02-02
2025-02-02,113,112,18:50,19:00,0,0,0,0,2025-02-02
2025-02-02,114,113,19:00,19:10,0,0,0,0,2025-02-02
2025-02-02,115,114,19:10,19:20,0,0,0,0,2025-02-02
2025-02-02,116,115,19:20,19:30,0,0,0,0,2025-02-02
2025-02-02,117,116,19:30,19:40,0,0,0,0,2025-02-02
2025-02-02,118,117,19:40,19:50,0,0,0,0,2025-02-02
2025-02-02,119,118,19:50,20:00,0,0,0,0,2025-02-02
2025-02-02,120,119,20:00,20:10,0,0,0,0,2025-02-02
2025-02-02,121,120,20:10,20:20,0,12.0785704834,12.0785704834,12.0785704834,2025-02-02
2025-02-02,122,121,20:20,20:30,0,0,0,0,2025-02-02
2025-02-02,123,122,20:30,20:40,0,0,0,0,2025-02-02
2025-02-02,124,123,20:40,20:50,728.818975212,714.827176583,714.827176583,714.827176583,2025-02-02
2025-02-02,125,124,20:50,21:00,715.412714697,701.678288205,701.678288205,701.678288205,2025-02-02
2025-02-02,126,125,21:00,21:10,730.294290053,716.274168467,716.274168467,716.274168467,2025-02-02
2025-02-02,127,126,21:10,21:20,727.234700248,713.273316381,713.273316381,713.273316381,2025-02-02
2025-02-02,128,127,21:20,21:30,714.169467086,700.458908345,700.458908345,700.458908345,2025-02-02
2025-02-02,129,128,21:30,21:40,734.451942286,720.352002481,720.352002481,720.352002481,2025-02-02
2025-02-02,130,129,21:40,21:50,674.76146816,661.807460503,661.807460503,661.807460503,2025-02-02
2025-02-02,131,130,21:50,22:00,1392.47725722,1381.74286438,1383.27738313,1383.27738313,2025-02-02
2025-02-02,132,131,22:00,22:10,1374.68441759,1364.29161003,1365.77729798,1365.77729798,2025-02-02
2025-02-02,133,132,22:10,22:20,562.399382557,551.602491727,553.14594479,553.14594479,2025-02-02
2025-02-02,134,133,22:20,22:30,1403.64738348,1392.6985476,1394.26372173,1394.26372173,2025-02-02
2025-02-02,135,134,22:30,22:40,1407.77515858,1396.74707806,1398.32358049,1398.32358049,2025-02-02
2025-02-02,136,135,22:40,22:50,1413.93653433,1402.79016829,1404.38358005,1404.38358005,2025-02-02
2025-02-02,137,136,22:50,23:00,1416.70969943,1405.51009443,1407.11111689,1407.11111689,2025-02-02
2025-02-02,138,137,23:00,23:10,1412.04902739,1400.93889754,1402.52712921,1402.52712921,2025-02-02
2025-02-02,139,138,23:10,23:20,1420.18589443,1408.91955376,1410.53011631,1410.53011631,2025-02-02
2025-02-02,140,139,23:20,23:30,1428.55245181,1417.12549075,1418.75901454,1418.75901454,2025-02-02
2025-02-02,141,140,23:30,23:40,1407.54928342,1396.52553923,1398.10142177,1398.10142177,2025-02-02
2025-02-02,142,141,23:40,23:50,1415.92613789,1014.7843466,1289.96943298,1289.96943298,2025-02-02
2025-02-02,143,142,23:50,00:00+1,667.042850069,599.008252303,600.684352639,600.684352639,2025-02-02
2025-02-02,144,143,00:00+1,00:10+1,1442.35323663,1442.35323663,1442.35323663,1442.35323663,2025-02-03
2025-02-03,1,0,00:10,00:20,579.87137316,579.87137316,579.87137316,579.87137316,2025-02-03
2025-02-03,2,1,00:20,00:30,602.777554396,602.777554396,602.777554396,602.777554396,2025-02-03
2025-02-03,3,2,00:30,00:40,588.80507665,588.80507665,588.80507665,588.80507665,2025-02-03
2025-02-03,4,3,00:40,00:50,588.948200235,588.948200235,588.948200235,588.948200235,2025-02-03
2025-02-03,5,4,00:50,01:00,614.965251901,614.965251901,614.965251901,614.965251901,2025-02-03
2025-02-03,6,5,01:00,01:10,623.202652266,623.202652266,623.202652266,623.202652266,2025-02-03
2025-02-03,7,6,01:10,01:20,625.530123481,625.530123481,625.530123481,625.530123481,2025-02-03
2025-02-03,8,7,01:20,01:30,635.111134946,635.111134946,635.111134946,635.111134946,2025-02-03
2025-02-03,9,8,01:30,01:40,646.594012126,646.594012126,646.594012126,646.594012126,2025-02-03
2025-02-03,10,9,01:40,01:50,643.606473214,643.606473214,643.606473214,643.606473214,2025-02-03
2025-02-03,11,10,01:50,02:00,633.348062624,633.348062624,633.348062624,633.348062624,2025-02-03
2025-02-03,12,11,02:00,02:10,637.310199823,637.310199823,637.310199823,637.310199823,2025-02-03
2025-02-03,13,12,02:10,02:20,635.99842631,635.99842631,635.99842631,635.99842631,2025-02-03
2025-02-03,14,13,02:20,02:30,639.882877407,639.882877407,639.882877407,639.882877407,2025-02-03
2025-02-03,15,14,02:30,02:40,678.562484174,678.562484174,678.562484174,678.562484174,2025-02-03
2025-02-03,16,15,02:40,02:50,692.793054294,692.793054294,692.793054294,692.793054294,2025-02-03
2025-02-03,17,16,02:50,03:00,668.254291139,668.254291139,668.254291139,668.254291139,2025-02-03
2025-02-03,18,17,03:00,03:10,649.988144177,649.988144177,649.988144177,649.988144177,2025-02-03
2025-02-03,19,18,03:10,03:20,644.003104062,644.003104062,644.003104062,644.003104062,2025-02-03
2025-02-03,20,19,03:20,03:30,644.659748381,644.659748381,644.659748381,644.659748381,2025-02-03
