date,soc_min_kwh,soc_max_kwh,start_soc_kwh,end_soc_kwh,reserve_kwh,E_min_kwh,E_max_kwh
2025-03-02,1200,10800,9839.81839302,8022.29975617,1964.99878745,1200,10800
2025-03-03,1200,10800,8022.29975617,7905.86114147,2053.28535173,1200,10800
2025-03-04,2775.56986757,10800,7905.86114147,10129.0271924,2031.21371066,1200,10800
2025-03-05,2555.67515284,10800,10129.0271924,9236.07070364,2009.14206959,1200,10800
2025-03-06,1389.12268957,10800,9236.07070364,8555.05064434,1987.07042852,1200,10800
2025-03-07,2780.38618842,10800,8555.05064434,9638.46499454,1964.99878745,1200,10800
2025-03-08,2373.19054628,10800,9638.46499454,9469.05422259,1942.92714638,1200,10800
2025-03-09,2545.0732774,10800,9469.05422259,9322.69526044,1910.67675546,1200,10800
2025-03-10,1200,10297.6449776,9322.69526044,7959.09524254,1878.42636453,1200,10800
2025-03-11,1797.05833376,10800,7959.09524254,9351.66527412,1987.07042852,1200,10800
2025-03-12,2539.07272081,10800,9351.66527412,9189.67229715,1964.99878745,1200,10800
2025-03-13,1200,10800,9189.67229715,7967.88368582,1942.92714638,1200,10800
2025-03-14,3237.94114965,10800,7967.88368582,10800,2031.21371066,1200,10800
2025-03-15,2940.0416503,10800,10800,9701.84662677,2009.14206959,1200,10800
2025-03-16,3275.52601569,10800,9701.84662677,10800,2069.75199,1200,10800
2025-03-17,3373.1099767,10800,10800,10335.8955984,2061.51867087,1200,10800
2025-03-18,1661.12272462,10800,10335.8955984,9481.33485803,2053.28535173,1200,10800
2025-03-19,2266.48828261,10800,9481.33485803,9880.44790968,2031.21371066,1200,10800
2025-03-20,1308.92854083,10749.3596578,9880.44790968,8835.01937496,2009.14206959,1200,10800
2025-03-21,2680.22688719,10800,8835.01937496,9912.8608832,1987.07042852,1200,10800
2025-03-22,3292.14399027,10800,9912.8608832,10768.3090097,1964.99878745,1200,10800
2025-03-23,2240.17595116,10800,10768.3090097,10673.3568722,1942.92714638,1200,10800
2025-03-24,2207.9106982,10800,10673.3568722,9422.57520294,1910.67675546,1200,10800
2025-03-25,1200,10554.9654513,9422.57520294,8605.05770697,1878.42636453,1200,10800
2025-03-26,2931.22833716,10800,8605.05770697,10066.6338076,1987.07042852,1200,10800
2025-03-27,1647.47894392,10800,10066.6338076,9211.10829626,1964.99878745,1200,10800
2025-03-28,2986.06225459,10800,9211.10829626,10180.294567,1942.92714638,1200,10800
2025-03-29,3013.16803083,10800,10180.294567,10001.6353561,1910.67675546,1200,10800
2025-03-30,1922.80476911,10720.0525252,10001.6353561,8951.65931654,1878.42636453,1200,10800
2025-03-31,1281.15711728,10773.8169658,8951.65931654,8380.97273493,1846.1759736,1200,10800
2025-04-01,1200,10225.8261675,8380.97273493,8167.02118286,1964.99878745,1200,10800
2025-04-02,1200,10314.0469476,8167.02118286,8714.76187837,2053.28535173,1200,10800
2025-04-03,2650.46844105,10800,8714.76187837,10544.6683625,2086.21862827,1200,10800
2025-04-04,3358.63635116,10800,10544.6683625,10800,2077.98530914,1200,10800
2025-04-05,3091.51207319,10800,10800,9811.49898159,2069.75199,1200,10800
2025-04-06,3005.24704784,10800,9811.49898159,10533.7397286,2131.91140061,1200,10800
2025-04-07,3393.4966885,10800,10533.7397286,10091.8773026,2094.45194741,1200,10800
2025-04-08,1918.87894278,10800,10091.8773026,10114.6846618,2086.21862827,1200,10800
2025-04-09,1200,10800,10114.6846618,8629.57731304,2077.98530914,1200,10800
2025-04-10,2930.42224741,10800,8629.57731304,9672.80736532,2169.37085381,1200,10800
2025-04-11,3313.2797544,10800,9672.80736532,10062.0982697,2131.91140061,1200,10800
2025-04-12,3348.39127974,10800,10062.0982697,10103.1930776,2094.45194741,1200,10800
2025-04-13,1563.23887326,10800,10103.1930776,9076.53457501,2086.21862827,1200,10800
2025-04-14,2550.32480118,10800,9076.53457501,9842.0620768,2077.98530914,1200,10800
2025-04-15,3022.46787443,10800,9842.0620768,10569.9914855,2069.75199,1200,10800
2025-04-16,1284.97305067,10695.5626691,10569.9914855,8013.32330016,2061.51867087,1200,10800
2025-04-17,2696.22780451,10800,8013.32330016,9551.30990224,2094.45194741,1200,10800
2025-04-18,3235.2345705,10800,9551.30990224,10800,2086.21862827,1200,10800
2025-04-19,3174.7884063,10800,10800,10089.0843309,2077.98530914,1200,10800
2025-04-20,2430.14487956,10732.2954681,10089.0843309,10691.4935819,2069.75199,1200,10800
2025-04-21,3232.25888838,10800,10691.4935819,9974.13730686,2061.51867087,1200,10800
2025-04-22,1947.0324148,10728.9906356,9974.13730686,9436.58404422,2053.28535173,1200,10800
2025-04-23,2970.28952624,10519.7704454,9436.58404422,9814.06900976,2086.21862827,1200,10800
2025-04-24,3278.36708492,10800,9814.06900976,10800,2077.98530914,1200,10800
2025-04-25,3272.49059165,10800,10800,10691.583364,2069.75199,1200,10800
2025-04-26,2835.39512475,10800,10691.583364,9544.41011457,2061.51867087,1200,10800
2025-04-27,1827.53283208,10800,9544.41011457,9264.30896397,2053.28535173,1200,10800
2025-04-28,1200,10626.234761,9264.30896397,8769.36929805,2047.9940724,1200,10800
2025-04-29,2220.39380399,10800,8769.36929805,9836.47780088,2077.98530914,1200,10800
2025-04-30,3131.65061233,10800,9836.47780088,10650.7137876,2069.75199,1200,10800
2025-05-01,1200,10800,10650.7137876,7927.10609395,2061.51867087,1200,10800
2025-05-02,1200,10800,7927.10609395,7376.78411909,2094.45194741,1200,10800
2025-05-03,1269.49347059,10800,7376.78411909,7701.04528515,2111.77279151,1200,10800
2025-05-04,2230.61005611,10800,7701.04528515,8617.48349762,2215.49072907,1200,10800
2025-05-05,2161.92557143,10800,8617.48349762,9364.24708977,2182.36148689,1200,10800
2025-05-06,2305.17663565,10800,9364.24708977,9312.3007798,2149.23224471,1200,10800
2025-05-07,1200,10800,9312.3007798,8411.14617069,2116.10300253,1200,10800
2025-05-08,3160.22570256,10800,8411.14617069,10754.7808184,2111.77279151,1200,10800
2025-05-09,3408.32079496,10800,10754.7808184,10422.911651,2107.44258048,1200,10800
2025-05-10,3355.07815433,10800,10422.911651,10036.7215359,2103.11236946,1200,10800
2025-05-11,2842.9340096,10800,10036.7215359,9482.03571198,2098.78215843,1200,10800
2025-05-12,2754.88996364,10800,9482.03571198,10273.5407546,2094.45194741,1200,10800
2025-05-13,2970.99505203,10800,10273.5407546,9815.37693965,2086.21862827,1200,10800
2025-05-14,2789.03419808,10800,9815.37693965,9468.20752242,2077.98530914,1200,10800
2025-05-15,3198.24492007,10800,9468.20752242,10149.1912905,2069.75199,1200,10800
2025-05-16,3453.89055428,10800,10149.1912905,10078.2396113,2061.51867087,1200,10800
2025-05-17,3144.66946721,10800,10078.2396113,10086.3446578,2053.28535173,1200,10800
2025-05-18,2454.26829321,10674.2510327,10086.3446578,9219.59591606,2086.21862827,1200,10800
2025-05-19,3228.80075433,10800,9219.59591606,10073.5929928,2077.98530914,1200,10800
2025-05-20,1210.86015496,10800,10073.5929928,7997.45444946,2069.75199,1200,10800
2025-05-21,2103.74440391,10800,7997.45444946,9523.97964833,2098.78215843,1200,10800
2025-05-22,2891.71343513,10800,9523.97964833,9929.78626589,2094.45194741,1200,10800
2025-05-23,3043.82088923,10800,9929.78626589,10212.6981785,2086.21862827,1200,10800
2025-05-24,3233.3916465,10800,10212.6981785,10300.9050383,2077.98530914,1200,10800
2025-05-25,2665.73273671,10800,10300.9050383,9507.67421839,2069.75199,1200,10800
2025-05-26,1229.15966238,10390.4300374,9507.67421839,8013.26300391,2061.51867087,1200,10800
2025-05-27,3271.09847937,10800,8013.26300391,9894.3813605,2094.45194741,1200,10800
2025-05-28,1281.80369768,10644.3813605,9894.3813605,8103.52953218,2086.21862827,1200,10800
2025-05-29,1200,9199.87385344,8103.52953218,8034.63933968,2077.98530914,1200,10800
2025-05-30,2976.30585041,10800,8034.63933968,9763.38954354,2103.11236946,1200,10800
2025-05-31,2791.4238441,10800,9763.38954354,10200.0129785,2098.78215843,1200,10800
2025-06-01,1200,10690.3800024,10200.0129785,6707.58403998,2094.45194741,1200,10800
2025-06-02,1200,9450.09836711,6707.58403998,6960.65530651,2111.77279151,1200,10800
2025-06-03,2500.29646701,10800,6960.65530651,8729.25361808,2215.49072907,1200,10800
2025-06-04,2416.62703254,10800,8729.25361808,8629.9492309,2182.36148689,1200,10800
2025-06-05,2309.75641388,10800,8629.9492309,8381.08092059,2149.23224471,1200,10800
2025-06-06,1200,10800,8381.08092059,7388.75917157,2116.10300253,1200,10800
2025-06-07,2091.66960057,10800,7388.75917157,8275.52351241,2248.61997124,1200,10800
2025-06-08,4393.43532632,10800,8275.52351241,10800,2474.51207405,1200,10800
2025-06-09,3523.8819475,10800,10800,10376.0883136,2410.25778717,1200,10800
2025-06-10,3607.87210222,10800,10376.0883136,10250.9820838,2346.0035003,1200,10800
2025-06-11,1204.94034883,10800,10250.9820838,7866.99314348,2281.74921342,1200,10800
2025-06-12,3106.1626019,10800,7866.99314348,9707.11191131,2248.61997124,1200,10800
2025-06-13,2910.4168046,10800,9707.11191131,9469.9460745,2215.49072907,1200,10800
2025-06-14,2836.80926631,10800,9469.9460745,9173.9127908,2182.36148689,1200,10800
2025-06-15,3869.4985317,10800,9173.9127908,10800,2149.23224471,1200,10800
2025-06-16,2940.67791068,10800,10800,9995.32694387,2116.10300253,1200,10800
2025-06-17,1200,10745.3269439,9995.32694387,7803.20598676,2111.77279151,1200,10800
2025-06-18,3261.08210389,10800,7803.20598676,9927.86064207,2215.49072907,1200,10800
2025-06-19,3050.92878409,10800,9927.86064207,10082.940253,2182.36148689,1200,10800
2025-06-20,3632.3855756,10800,10082.940253,10302.493736,2149.23224471,1200,10800
2025-06-21,2889.6161826,10800,10302.493736,10580.8200878,2116.10300253,1200,10800
2025-06-22,1674.85406753,10800,10580.8200878,8487.60032604,2111.77279151,1200,10800
2025-06-23,2117.64492307,10800,8487.60032604,8732.25639718,2107.44258048,1200,10800
2025-06-24,1200,10403.0519346,8732.25639718,8704.97964436,2103.11236946,1200,10800
2025-06-25,2069.03933667,10629.4283159,8704.97964436,8727.37649138,2149.23224471,1200,10800
2025-06-26,2503.85973095,10800,8727.37649138,9751.02245669,2116.10300253,1200,10800
2025-06-27,3085.04569774,10800,9751.02245669,10230.664268,2111.77279151,1200,10800
2025-06-28,3182.19934447,10800,10230.664268,9900.82270229,2107.44258048,1200,10800
2025-06-29,1200,10522.5624678,9900.82270229,8018.86086374,2103.11236946,1200,10800
2025-06-30,1499.07037297,10722.3055103,8018.86086374,7926.71513778,2149.23224471,1200,10800
2025-07-01,1200,8519.93397053,7926.71513778,6429.90687012,2281.74921342,1200,10800
2025-07-02,1365.35301269,10800,6429.90687012,6920.63032106,2301.03402905,1200,10800
2025-07-03,1200,9464.22935411,6920.63032106,8256.34308673,2296.21282514,1200,10800
2025-07-04,2084.19000245,10800,8256.34308673,8788.3141972,2424.72139889,1200,10800
2025-07-05,2656.87089236,10800,8788.3141972,9009.24180914,2365.28831592,1200,10800
2025-07-06,1818.73420873,10800,9009.24180914,9483.90680035,2305.85523295,1200,10800
2025-07-07,4111.78879737,10800,9483.90680035,10800,2301.03402905,1200,10800
2025-07-08,4155.90504212,10800,10800,10800,2296.21282514,1200,10800
2025-07-09,4599.32344921,10800,10800,10800,2291.39162123,1200,10800
2025-07-10,3988.49786511,10800,10800,10800,2286.57041733,1200,10800
2025-07-11,2978.69967921,10800,10800,10512.6313361,2281.74921342,1200,10800
2025-07-12,3158.67831098,10800,10512.6313361,9573.92227301,2301.03402905,1200,10800
2025-07-13,3180.67567602,10800,9573.92227301,10450.8881766,2296.21282514,1200,10800
2025-07-14,1200,10468.6306524,10450.8881766,7868.22403782,2291.39162123,1200,10800
2025-07-15,2596.80549106,10800,7868.22403782,9641.35965575,2365.28831592,1200,10800
2025-07-16,2794.71646085,10800,9641.35965575,9746.50477761,2305.85523295,1200,10800
2025-07-17,1425.11526311,10800,9746.50477761,7939.60254517,2301.03402905,1200,10800
2025-07-18,3758.14208949,10800,7939.60254517,10488.6135152,2296.21282514,1200,10800
2025-07-19,3456.41372597,10800,10488.6135152,10098.725372,2399.30819717,1200,10800
2025-07-20,2622.43871914,10800,10098.725372,9114.09182031,2352.58171506,1200,10800
2025-07-21,1524.36404051,10800,9114.09182031,8199.53092765,2305.85523295,1200,10800
2025-07-22,2050.84491032,10533.0430057,8199.53092765,8534.3991507,2301.03402905,1200,10800
2025-07-23,1719.14591897,10800,8534.3991507,8247.37328224,2296.21282514,1200,10800
2025-07-24,1939.65807562,10776.5933427,8247.37328224,8721.19010047,2291.39162123,1200,10800
2025-07-25,3362.29255085,10800,8721.19010047,9960.76701983,2286.57041733,1200,10800
2025-07-26,2966.32240263,10800,9960.76701983,9925.49715115,2281.74921342,1200,10800
2025-07-27,1200,10520.0575086,9925.49715115,8000.01867839,2264.00893777,1200,10800
2025-07-28,1200,10800,8000.01867839,7736.62416514,2246.26866212,1200,10800
2025-07-29,2894.51583009,10800,7736.62416514,9540.57885705,2291.39162123,1200,10800
2025-07-30,2586.93024682,10800,9540.57885705,9962.99893111,2286.57041733,1200,10800
2025-07-31,2157.42457347,10799.1154082,9962.99893111,9528.62366538,2281.74921342,1200,10800
2025-08-01,3223.13669247,10800,9528.62366538,9809.30024939,2264.00893777,1200,10800
2025-08-02,3276.05228224,10800,9809.30024939,10008.2183723,2246.26866212,1200,10800
2025-08-03,3085.95083899,10800,10008.2183723,9451.87953793,2228.52838648,1200,10800
2025-08-04,2482.08777259,10800,9451.87953793,9102.32499205,2210.78811083,1200,10800
2025-08-05,2636.42968428,10800,9102.32499205,9172.54464664,2193.04783518,1200,10800
2025-08-06,1339.45003205,10800,9172.54464664,7735.17595091,2177.65886865,1200,10800
2025-08-07,2317.3576147,10800,7735.17595091,9783.11420253,2246.26866212,1200,10800
2025-08-08,3290.13819787,10800,9783.11420253,9953.27510804,2228.52838648,1200,10800
2025-08-09,2853.62763904,10800,9953.27510804,9249.48752587,2210.78811083,1200,10800
2025-08-10,1786.63596895,10800,9249.48752587,8370.36907465,2281.74921342,1200,10800
2025-08-11,2131.84196822,10381.1867982,8370.36907465,9109.36781011,2301.03402905,1200,10800
2025-08-12,1200,10493.0346101,9109.36781011,7748.71579739,2296.21282514,1200,10800
2025-08-13,2283.15641962,10337.3283365,7748.71579739,8717.54389251,2399.30819717,1200,10800
2025-08-14,1213.46776044,10106.5149337,8717.54389251,7804.0454448,2352.58171506,1200,10800
2025-08-15,2880.75359309,10800,7804.0454448,9635.30321926,2305.85523295,1200,10800
2025-08-16,2996.80170018,10800,9635.30321926,9594.45782502,2301.03402905,1200,10800
2025-08-17,2271.85140972,10800,9594.45782502,10549.4785675,2296.21282514,1200,10800
2025-08-18,2295.53982584,10796.8733242,10549.4785675,9782.39282118,2291.39162123,1200,10800
2025-08-19,3066.79516752,10800,9782.39282118,9720.79157316,2286.57041733,1200,10800
2025-08-20,1200,10770.4394891,9720.79157316,7757.59003116,2281.74921342,1200,10800
2025-08-21,3288.56424867,10800,7757.59003116,9770.84551942,2301.03402905,1200,10800
2025-08-22,2308.55945022,10800,9770.84551942,8704.73529163,2296.21282514,1200,10800
2025-08-23,2981.73281989,10800,8704.73529163,10149.8418618,2291.39162123,1200,10800
2025-08-24,2623.7392337,10800,10149.8418618,9151.87205786,2352.58171506,1200,10800
2025-08-25,1227.39342343,10800,9151.87205786,7889.79954628,2305.85523295,1200,10800
2025-08-26,3498.24961499,10800,7889.79954628,10014.8296944,2492.76116138,1200,10800
2025-08-27,3008.83869283,10800,10014.8296944,9709.9156614,2446.03467927,1200,10800
2025-08-28,1289.13803203,10800,9709.9156614,7568.29372887,2399.30819717,1200,10800
2025-08-29,3611.75039741,10800,7568.29372887,10069.4979377,2552.19424435,1200,10800
2025-08-30,3434.38752938,10800,10069.4979377,9884.08916175,2539.48764348,1200,10800
2025-08-31,2398.38908687,10800,9884.08916175,9037.30024322,2492.76116138,1200,10800
2025-09-01,4947.55075179,10800,9037.30024322,10800,2446.03467927,1200,10800
2025-09-02,1662.79131481,10800,10800,10800,2399.30819717,1200,10800
2025-09-03,3465.50375507,10800,10800,10508.0781983,2352.58171506,1200,10800
2025-09-04,2180.42791224,10800,10508.0781983,10404.1249339,2305.85523295,1200,10800
2025-09-05,4019.90742369,10800,10404.1249339,10800,2301.03402905,1200,10800
2025-09-06,3607.8911931,10800,10800,10800,2296.21282514,1200,10800
2025-09-07,1200,10800,10800,8363.85612255,2291.39162123,1200,10800
2025-09-08,1200,8936.11500002,8363.85612255,7114.50971431,2352.58171506,1200,10800
2025-09-09,1200,10800,7114.50971431,7155.88128377,2539.48764348,1200,10800
2025-09-10,1200,10044.632828,7155.88128377,8088.92944937,2590.31404694,1200,10800
2025-09-11,2286.70873468,10800,8088.92944937,9180.71807164,2654.26697019,1200,10800
2025-09-12,3825.76150342,10800,9180.71807164,10745.4344611,2637.18486273,1200,10800
2025-09-13,4335.92346893,10800,10745.4344611,10800,2620.10275526,1200,10800
2025-09-14,1200,10800,10800,7355.60548075,2603.0206478,1200,10800
2025-09-15,2103.25669154,10800,7355.60548075,8178.73440751,2671.34907765,1200,10800
2025-09-16,2595.00498518,10194.0177845,8178.73440751,8566.75729776,2654.26697019,1200,10800
2025-09-17,2762.42660677,10763.4208923,8566.75729776,9428.69655097,2703.9467158,1200,10800
2025-09-18,3156.75167135,10642.2530592,9428.69655097,9828.18400963,2696.18895046,1200,10800
2025-09-19,3638.22005391,10800,9828.18400963,9833.74592579,2688.43118512,1200,10800
2025-09-20,3327.08598571,10800,9833.74592579,10423.2352989,2671.34907765,1200,10800
2025-09-21,3263.67037451,10800,10423.2352989,10118.9727038,2654.26697019,1200,10800
2025-09-22,3017.67270512,10800,10118.9727038,9835.14824532,2637.18486273,1200,10800
2025-09-23,2603.78262151,10800,9835.14824532,9685.14249908,2620.10275526,1200,10800
2025-09-24,2987.6102043,10800,9685.14249908,10021.5653897,2603.0206478,1200,10800
2025-09-25,3590.9364509,10800,10021.5653897,9736.17943263,2590.31404694,1200,10800
2025-09-26,3962.84538142,10800,9736.17943263,10281.5846994,2577.60744607,1200,10800
2025-09-27,2850.49645951,10800,10281.5846994,9681.34865176,2564.90084521,1200,10800
2025-09-28,2321.98716185,10727.5921676,9681.34865176,8506.61671809,2552.19424435,1200,10800
2025-09-29,3381.70627747,10800,8506.61671809,9622.75863014,2539.48764348,1200,10800
2025-09-30,1890.46589724,10755.419715,9622.75863014,8423.45871571,2499.12924825,1200,10800
2025-10-01,4707.02868454,10800,8423.45871571,10800,2458.77085302,1200,10800
2025-10-02,3403.63075966,10800,10800,10800,2418.41245779,1200,10800
2025-10-03,3675.3095153,10800,10800,10800,2378.05406256,1200,10800
2025-10-04,2778.64879364,10800,10800,10790.5419706,2337.69566732,1200,10800
2025-10-05,2519.35516603,10800,10790.5419706,10800,2499.12924825,1200,10800
2025-10-06,2100.82971826,10800,10800,9181.55284051,2458.77085302,1200,10800
2025-10-07,1493.14514406,10587.0023288,9181.55284051,8571.47868131,2564.90084521,1200,10800
2025-10-08,1409.54158374,10136.6845989,8571.47868131,8061.79644911,2620.10275526,1200,10800
2025-10-09,2314.04962476,10800,8061.79644911,8443.8191363,2688.43118512,1200,10800
2025-10-10,3381.06038385,10800,8443.8191363,9858.03666491,2671.34907765,1200,10800
2025-10-11,3762.81564713,10800,9858.03666491,10158.1668159,2654.26697019,1200,10800
2025-10-12,2871.77301462,10800,10158.1668159,9050.03748587,2703.9467158,1200,10800
2025-10-13,3810.18910789,10800,9050.03748587,10800,2696.18895046,1200,10800
2025-10-14,1432.73154392,10800,10800,8288.10286082,2688.43118512,1200,10800
2025-10-15,1200,10664.4237995,8288.10286082,8066.50529146,2719.46224648,1200,10800
2025-10-16,1200,10738.6736045,8066.50529146,8114.66802629,2730.77218437,1200,10800
2025-10-17,3777.90019616,10800,8114.66802629,9838.66377168,2729.58812686,1200,10800
2025-10-18,3848.61950301,10800,9838.66377168,9873.29031253,2728.40406934,1200,10800
2025-10-19,1276.37792309,10800,9873.29031253,7463.70438445,2727.22001183,1200,10800
2025-10-20,2354.82284254,10800,7463.70438445,9184.20098486,2719.46224648,1200,10800
2025-10-21,1995.69667097,10800,9184.20098486,8714.88142798,2711.70448114,1200,10800
2025-10-22,2840.26236721,10800,8714.88142798,10158.3666926,2703.9467158,1200,10800
2025-10-23,3799.96082099,10800,10158.3666926,9970.81055298,2696.18895046,1200,10800
2025-10-24,3539.67346743,10800,9970.81055298,9769.58392,2688.43118512,1200,10800
2025-10-25,3311.56694551,10800,9769.58392,9441.1884789,2671.34907765,1200,10800
2025-10-26,3534.76788276,10800,9441.1884789,10511.6291543,2654.26697019,1200,10800
2025-10-27,2466.17909836,10800,10511.6291543,9352.42005206,2637.18486273,1200,10800
2025-10-28,2837.94203142,10800,9352.42005206,9893.26723793,2620.10275526,1200,10800
2025-10-29,1200,10800,9893.26723793,7423.01917114,2603.0206478,1200,10800
2025-10-30,3541.43625908,10800,7423.01917114,10394.0835049,2671.34907765,1200,10800
2025-10-31,3757.81911309,10800,10394.0835049,10017.0646961,2654.26697019,1200,10800
2025-11-01,3604.39318509,10800,10017.0646961,10155.1981215,2637.18486273,1200,10800
2025-11-02,2759.16994301,10800,10155.1981215,9512.95451998,2620.10275526,1200,10800
2025-11-03,3476.46024007,10772.816993,9512.95451998,9794.50261681,2603.0206478,1200,10800
2025-11-04,3153.52461844,10800,9794.50261681,10197.8714925,2590.31404694,1200,10800
2025-11-05,3300.61623885,10724.1622422,10197.8714925,9672.33821435,2577.60744607,1200,10800
2025-11-06,1290.41642413,10717.8835841,9672.33821435,7433.00545287,2564.90084521,1200,10800
2025-11-07,3568.67226605,10800,7433.00545287,10771.7513095,2552.19424435,1200,10800
2025-11-08,3879.71007141,10800,10771.7513095,10276.6545002,2539.48764348,1200,10800
2025-11-09,1659.66699716,10800,10276.6545002,8448.33228891,2536.03269783,1200,10800
2025-11-10,1200,10800,8448.33228891,8339.07891415,2532.57775219,1200,10800
2025-11-11,3330.4716899,10800,8339.07891415,9494.67280897,2529.12280654,1200,10800
2025-11-12,3444.09689183,10800,9494.67280897,9762.5260694,2525.66786089,1200,10800
2025-11-13,2397.67048641,10800,9762.5260694,8806.55446529,2522.21291524,1200,10800
2025-11-14,3491.10656468,10800,8806.55446529,10609.5007728,2510.66932116,1200,10800
2025-11-15,3062.63866873,10800,10609.5007728,10470.4887824,2499.12572709,1200,10800
2025-11-16,1838.64810749,10800,10470.4887824,8103.60487324,2487.58213301,1200,10800
2025-11-17,3622.10079452,10800,8103.60487324,10800,2476.03853894,1200,10800
2025-11-18,2292.06384999,10800,10800,8744.041269,2464.49494486,1200,10800
2025-11-19,1985.47716427,10591.3104198,8744.041269,9031.50161829,2462.43334883,1200,10800
2025-11-20,2739.46951319,10800,9031.50161829,9097.21514567,2460.37175279,1200,10800
2025-11-21,3252.60877344,10800,9097.21514567,10507.0243419,2458.31015676,1200,10800
2025-11-22,3087.80519368,10800,10507.0243419,9681.19232724,2456.24856072,1200,10800
2025-11-23,2332.38186984,10800,9681.19232724,10450.4460046,2454.18696469,1200,10800
2025-11-24,2835.51062841,10800,10450.4460046,9054.37481962,2445.7462572,1200,10800
2025-11-25,2521.26676918,10716.0713741,9054.37481962,8904.56651002,2437.30554972,1200,10800
2025-11-26,2216.75039,10800,8904.56651002,9378.66993614,2428.86484223,1200,10800
2025-11-27,2866.29986312,10800,9378.66993614,9322.87348406,2420.42413475,1200,10800
2025-11-28,3135.48651497,10800,9322.87348406,10656.260991,2411.98342726,1200,10800
2025-11-29,3358.34118311,10800,10656.260991,9677.73272806,2397.12587528,1200,10800
2025-11-30,1627.16707752,10800,9677.73272806,8712.5612889,2437.30554972,1200,10800
2025-12-01,1200,10246.6805232,8712.5612889,7498.0208825,2428.86484223,1200,10800
2025-12-02,1200,9756.52267796,7498.0208825,8443.63327015,2456.24856072,1200,10800
2025-12-03,3098.69123346,10562.8443252,8443.63327015,10349.8200349,2464.49494486,1200,10800
2025-12-04,1916.69395055,10800,10349.8200349,10544.7165597,2462.43334883,1200,10800
2025-12-05,2245.06879013,10800,10544.7165597,9060.13859906,2460.37175279,1200,10800
2025-12-06,1459.21785047,10786.030753,9060.13859906,7982.64105539,2458.31015676,1200,10800
2025-12-07,3998.73152167,10800,7982.64105539,10762.5838527,2456.24856072,1200,10800
2025-12-08,4177.34753452,10800,10762.5838527,10800,2454.18696469,1200,10800
2025-12-09,4038.86580707,10800,10800,10800,2445.7462572,1200,10800
2025-12-10,3744.14190501,10800,10800,10696.9258193,2437.30554972,1200,10800
2025-12-11,3544.5558359,10800,10696.9258193,10800,2428.86484223,1200,10800
2025-12-12,3003.966542,10800,10800,9612.34133414,2420.42413475,1200,10800
2025-12-13,3009.47224332,10786.8796111,9612.34133414,9525.88226161,2411.98342726,1200,10800
2025-12-14,2535.8180522,10800,9525.88226161,9036.36567942,2397.12587528,1200,10800
2025-12-15,3171.51732836,10800,9036.36567942,10003.103063,2382.26832329,1200,10800
2025-12-16,3021.38915604,10800,10003.103063,10138.8205046,2367.4107713,1200,10800
