date,soc_min_kwh,soc_max_kwh,start_soc_kwh,end_soc_kwh,reserve_kwh,E_min_kwh,E_max_kwh
2025-05-03,1200,10800,9255.72474858,8750.02308435,1440.04126787,1200,10800
2025-05-04,1200,10800,8750.02308435,9120.33628194,1436.2405556,1200,10800
2025-05-05,1200,10800,9120.33628194,9942.73545387,1419.82716063,1200,10800
2025-05-06,1307.81265998,10800,9942.73545387,8629.07705129,1403.41376565,1200,10800
2025-05-07,1200,10800,8629.07705129,9157.55333849,1387.00037068,1200,10800
2025-05-08,2163.72774458,10800,9157.55333849,10800,1452.65395057,1200,10800
2025-05-09,2535.68163642,10800,10800,10218.6486166,1436.2405556,1200,10800
2025-05-10,2542.27051707,10800,10218.6486166,9874.19071912,1419.82716063,1200,10800
2025-05-11,1920.39931772,10658.0973601,9874.19071912,9606.69561267,1403.41376565,1200,10800
2025-05-12,1931.59074789,10800,9606.69561267,10226.0335459,1387.00037068,1200,10800
2025-05-13,2226.09717958,10800,10226.0335459,9956.20200106,1374.38768798,1200,10800
2025-05-14,2086.58221604,10800,9956.20200106,9776.67972723,1361.77500528,1200,10800
2025-05-15,2914.06455183,10800,9776.67972723,10800,1349.16232257,1200,10800
2025-05-16,2724.10224935,10800,10800,10043.8960432,1336.54963987,1200,10800
2025-05-17,2347.60080945,10800,10043.8960432,10174.2265295,1323.93695717,1200,10800
2025-05-18,2981.8667073,10800,10174.2265295,10636.0596437,1318.88895866,1200,10800
2025-05-19,2320.772187,10800,10636.0596437,10230.4955604,1313.84096015,1200,10800
2025-05-20,1321.26048719,10800,10230.4955604,9875.48662932,1308.79296164,1200,10800
2025-05-21,2101.71273113,10800,9875.48662932,10020.7338028,1336.54963987,1200,10800
2025-05-22,2245.45557587,10789.16098,10020.7338028,10295.1946184,1387.00037068,1200,10800
2025-05-23,1936.71479431,10800,10295.1946184,10316.4951861,1374.38768798,1200,10800
2025-05-24,2341.07274822,10800,10316.4951861,10361.8831545,1361.77500528,1200,10800
2025-05-25,1846.0166986,10800,10361.8831545,10085.364647,1349.16232257,1200,10800
2025-05-26,1838.22309584,10800,10085.364647,9993.79042789,1336.54963987,1200,10800
2025-05-27,1823.66679472,10800,9993.79042789,10027.1902823,1387.00037068,1200,10800
2025-05-28,2252.49480626,10800,10027.1902823,10283.5714072,1374.38768798,1200,10800
2025-05-29,1499.61630957,10800,10283.5714072,9838.24998513,1361.77500528,1200,10800
2025-05-30,2352.52084565,10800,9838.24998513,10293.0818262,1419.82716063,1200,10800
2025-05-31,2357.70390336,10800,10293.0818262,10288.8061231,1403.41376565,1200,10800
2025-06-01,1200,10800,10288.8061231,8777.12148318,1387.00037068,1200,10800
2025-06-02,1200,10598.1316251,8777.12148318,8855.66181428,1452.65395057,1200,10800
2025-06-03,1200,10800,8855.66181428,9330.05827946,1514.2035138,1200,10800
2025-06-04,1750.05717975,10800,9330.05827946,9186.98159854,1499.15812439,1200,10800
2025-06-05,1396.97947623,10800,9186.98159854,9091.77655457,1484.11273497,1200,10800
2025-06-06,1200,10800,9091.77655457,9147.1928729,1469.06734555,1200,10800
2025-06-07,1200,10800,9147.1928729,9249.81099007,1529.24890322,1200,10800
2025-06-08,2938.95322104,10800,9249.81099007,10710.7714541,1514.2035138,1200,10800
2025-06-09,2394.47264512,10800,10710.7714541,10695.0918348,1499.15812439,1200,10800
2025-06-10,2642.62708289,10800,10695.0918348,10235.1422357,1484.11273497,1200,10800
2025-06-11,1831.12652342,10800,10235.1422357,9419.82953643,1469.06734555,1200,10800
2025-06-12,1929.07383135,10800,9419.82953643,10154.4978801,1529.24890322,1200,10800
2025-06-13,1373.26115743,10800,10154.4978801,9441.3351882,1514.2035138,1200,10800
2025-06-14,1430.39440207,10800,9441.3351882,9294.69751171,1499.15812439,1200,10800
2025-06-15,1992.27323741,10800,9294.69751171,10373.175664,1484.11273497,1200,10800
2025-06-16,1692.84067249,10800,10373.175664,9895.96033824,1469.06734555,1200,10800
2025-06-17,1741.83769542,10645.9603382,9895.96033824,9187.16379234,1452.65395057,1200,10800
2025-06-18,2341.85895479,10800,9187.16379234,10258.616828,1514.2035138,1200,10800
2025-06-19,1911.67519583,10800,10258.616828,10233.2671804,1499.15812439,1200,10800
2025-06-20,2698.91505046,10800,10233.2671804,10321.9246709,1484.11273497,1200,10800
2025-06-21,2215.49542264,10800,10321.9246709,10649.6847866,1469.06734555,1200,10800
2025-06-22,2274.57167038,10800,10649.6847866,10398.0774402,1452.65395057,1200,10800
2025-06-23,1632.18786213,10800,10398.0774402,10006.0869151,1514.2035138,1200,10800
2025-06-24,1200,10800,10006.0869151,10009.3010111,1499.15812439,1200,10800
2025-06-25,2019.0751791,10536.9842363,10009.3010111,10053.538287,1549.85173388,1200,10800
2025-06-26,2477.36703739,10770.5387698,10053.538287,9994.18961839,1572.08149885,1200,10800
2025-06-27,2726.45691933,10800,9994.18961839,10124.8313943,1566.52405761,1200,10800
2025-06-28,2507.48847056,10800,10124.8313943,10143.2331451,1560.96661637,1200,10800
2025-06-29,1843.54629878,10765.3138663,10143.2331451,9989.57665911,1555.40917513,1200,10800
2025-06-30,1899.49332408,10761.301445,9989.57665911,10102.3624464,1585.65860944,1200,10800
2025-07-01,1200,10700.7134045,10102.3624464,8878.9369681,1639.96705179,1200,10800
2025-07-02,1385.01611736,10464.0391221,8878.9369681,9066.63656195,1747.40864162,1200,10800
2025-07-03,2053.20473247,10800,9066.63656195,10198.657965,1780.34194128,1200,10800
2025-07-04,2186.35900178,10800,10198.657965,9344.74152656,1819.44315737,1200,10800
2025-07-05,2157.53085183,10800,9344.74152656,9735.65357448,1872.74650544,1200,10800
2025-07-06,2427.77681824,10800,9735.65357448,10800,1872.0220793,1200,10800
2025-07-07,3457.77215033,10800,10800,10800,1874.91978383,1200,10800
2025-07-08,2838.97789831,10800,10800,10800,1874.1953577,1200,10800
2025-07-09,3129.81135781,10800,10800,10800,1873.47093157,1200,10800
2025-07-10,2485.58170497,10800,10800,10494.383742,1872.74650544,1200,10800
2025-07-11,2899.96486601,10800,10494.383742,10197.8006653,1872.0220793,1200,10800
2025-07-12,2651.89623122,10800,10197.8006653,9789.59727533,1854.49577199,1200,10800
2025-07-13,1650.26735351,10800,9789.59727533,10253.9956661,1874.1953577,1200,10800
2025-07-14,1375.01600639,10800,10253.9956661,9772.49685463,1873.47093157,1200,10800
2025-07-15,1993.01166367,10800,9772.49685463,10800,1885.53460968,1200,10800
2025-07-16,2096.6039075,10800,10800,10750.2786906,1875.64420997,1200,10800
2025-07-17,1909.71028558,10800,10750.2786906,10035.6787351,1874.91978383,1200,10800
2025-07-18,3166.11835034,10800,10035.6787351,10259.9654145,1874.1953577,1200,10800
2025-07-19,2840.72823038,10800,10259.9654145,9799.30585894,1873.47093157,1200,10800
2025-07-20,2303.72406119,10800,9799.30585894,10534.5416483,1872.74650544,1200,10800
2025-07-21,2037.06743018,10800,10534.5416483,10400.1816209,1872.0220793,1200,10800
2025-07-22,2868.22496558,10800,10400.1816209,10211.7966207,1854.49577199,1200,10800
2025-07-23,1681.06226791,10800,10211.7966207,10050.0483903,1874.1953577,1200,10800
2025-07-24,2421.13272503,10770.3016085,10050.0483903,10495.3718158,1873.47093157,1200,10800
2025-07-25,2659.36361394,10800,10495.3718158,9712.98239464,1872.74650544,1200,10800
2025-07-26,2634.37715973,10800,9712.98239464,9905.05822502,1872.0220793,1200,10800
2025-07-27,1704.76756364,10618.9093293,9905.05822502,10383.9985065,1854.49577199,1200,10800
2025-07-28,1679.13413276,10800,10383.9985065,10185.165164,1836.96946468,1200,10800
2025-07-29,2877.23569287,10800,10185.165164,10188.7003929,1873.47093157,1200,10800
2025-07-30,2348.44000698,10800,10188.7003929,10305.9191442,1872.74650544,1200,10800
2025-07-31,1232.4570222,10800,10305.9191442,9768.36858766,1875.64420997,1200,10800
2025-08-01,2485.09183439,10800,9768.36858766,9943.84497366,1884.74489294,1200,10800
2025-08-02,2459.67691938,10800,9943.84497366,9946.95934969,1882.46972219,1200,10800
2025-08-03,2440.30468631,10800,9946.95934969,9637.71901398,1880.19455145,1200,10800
2025-08-04,1988.03449664,10800,9637.71901398,10233.3905097,1877.91938071,1200,10800
2025-08-05,2801.109,10800,10233.3905097,10001.6967697,1875.64420997,1200,10800
2025-08-06,2441.7085381,10751.6967697,10001.6967697,9711.66744904,1874.91978383,1200,10800
2025-08-07,2471.07664485,10800,9711.66744904,9766.06624358,1874.1953577,1200,10800
2025-08-08,2691.01931883,10800,9766.06624358,9841.30142017,1873.47093157,1200,10800
2025-08-09,2609.66860999,10800,9841.30142017,9629.29403111,1872.74650544,1200,10800
2025-08-10,2133.29217054,10322.4821583,9629.29403111,10251.6774348,1872.0220793,1200,10800
2025-08-11,2400.64516465,10800,10251.6774348,9842.0064797,1854.49577199,1200,10800
2025-08-12,1908.01965541,10630.676623,9842.0064797,9851.43598722,1836.96946468,1200,10800
2025-08-13,2500.32956649,10644.1864909,9851.43598722,9975.01280052,1819.44315737,1200,10800
2025-08-14,2377.60711493,10800,9975.01280052,9832.0281751,1801.91685006,1200,10800
2025-08-15,2396.73800582,10800,9832.0281751,9506.70674164,1784.39054275,1200,10800
2025-08-16,2370.69966549,10800,9506.70674164,9717.2010963,1782.36624202,1200,10800
2025-08-17,2486.33385352,10800,9717.2010963,10797.9874048,1780.34194128,1200,10800
2025-08-18,2680.78973565,10800,10797.9874048,10227.7931265,1778.31764054,1200,10800
2025-08-19,2727.7169809,10800,10227.7931265,9862.8989301,1776.29333981,1200,10800
2025-08-20,1369.5935144,10740.7720182,9862.8989301,9873.65289772,1774.26903907,1200,10800
2025-08-21,2562.26396993,10578.192229,9873.65289772,9752.10987647,1782.36624202,1200,10800
2025-08-22,1926.75079912,10800,9752.10987647,9350.68846462,1780.34194128,1200,10800
2025-08-23,2368.92551815,10800,9350.68846462,10514.8239678,1778.31764054,1200,10800
2025-08-24,2178.64014041,10800,10514.8239678,10027.3006795,1801.91685006,1200,10800
2025-08-25,2544.86500249,10800,10027.3006795,10152.6691798,1784.39054275,1200,10800
2025-08-26,2719.99037564,10800,10152.6691798,10295.5014794,1782.36624202,1200,10800
2025-08-27,2709.90937163,10800,10295.5014794,9933.97016174,1780.34194128,1200,10800
2025-08-28,1854.49241602,10800,9933.97016174,9913.1139656,1778.31764054,1200,10800
2025-08-29,1999.53549765,10800,9913.1139656,9881.81717735,1801.91685006,1200,10800
2025-08-30,2667.46158293,10800,9881.81717735,9596.44661601,1784.39054275,1200,10800
2025-08-31,2053.70752579,10800,9596.44661601,10449.6537132,1782.36624202,1200,10800
2025-09-01,3110.48275477,10800,10449.6537132,10800,1780.34194128,1200,10800
2025-09-02,1662.79131481,10800,10800,10800,1778.31764054,1200,10800
2025-09-03,2647.04117946,10800,10800,10800,1776.29333981,1200,10800
2025-09-04,1749.44961319,10800,10800,10800,1774.26903907,1200,10800
2025-09-05,3076.03206336,10800,10800,10800,1767.88211415,1200,10800
2025-09-06,3198.14514427,10800,10800,10800,1761.49518923,1200,10800
2025-09-07,1200,10800,10800,10800,1755.10826432,1200,10800
2025-09-08,1200,10800,10800,9486.21002213,1776.29333981,1200,10800
2025-09-09,1415.41440565,10800,9486.21002213,9171.93373729,1784.39054275,1200,10800
2025-09-10,1200,10239.1409739,9171.93373729,10239.1409739,1854.49577199,1200,10800
2025-09-11,1639.37928709,10800,10239.1409739,9828.19525241,1874.1953577,1200,10800
2025-09-12,2669.54566749,10800,9828.19525241,10472.8401163,1873.47093157,1200,10800
2025-09-13,2737.72854255,10800,10472.8401163,10788.3586679,1872.74650544,1200,10800
2025-09-14,1537.26715803,10800,10788.3586679,10000.5579765,1872.0220793,1200,10800
2025-09-15,1350.06211791,10800,10000.5579765,9246.26003461,1854.49577199,1200,10800
2025-09-16,2053.93923522,10800,9246.26003461,9563.27329564,1874.1953577,1200,10800
2025-09-17,2633.71160341,10748.7291695,9563.27329564,10405.9233506,1873.47093157,1200,10800
2025-09-18,1988.85843726,10800,10405.9233506,9392.86271786,1872.74650544,1200,10800
2025-09-19,2511.25701329,10800,9392.86271786,9945.18975188,1875.64420997,1200,10800
2025-09-20,2358.88440175,10800,9945.18975188,9944.9326197,1884.74489294,1200,10800
2025-09-21,2434.16158413,10800,9944.9326197,9771.80133059,1909.86575059,1200,10800
2025-09-22,2402.34252814,10557.9358427,9771.80133059,9751.82941342,1902.25052162,1200,10800
2025-09-23,2104.43559973,10800,9751.82941342,10331.720445,1894.63529265,1200,10800
2025-09-24,2718.35457853,10775.936387,10331.720445,10028.9913084,1887.02006368,1200,10800
2025-09-25,2763.58124131,10800,10028.9913084,9832.77548471,1917.48097957,1200,10800
2025-09-26,2853.81700781,10800,9832.77548471,9800.90580347,1909.86575059,1200,10800
2025-09-27,2165.57156724,10800,9800.90580347,9427.1133135,1902.25052162,1200,10800
2025-09-28,2429.83737508,10800,9427.1133135,10200.901061,1969.51738897,1200,10800
2025-09-29,1705.60608563,10800,10200.901061,9736.11007702,1925.09620854,1200,10800
2025-09-30,1944.27386939,10800,9736.11007702,10207.8935617,1917.48097957,1200,10800
2025-10-01,2990.32079517,10800,10207.8935617,10800,1909.86575059,1200,10800
2025-10-02,2807.58785898,10800,10800,10800,1902.25052162,1200,10800
2025-10-03,2574.10031193,10800,10800,10800,1894.63529265,1200,10800
2025-10-04,2265.64747121,10800,10800,10776.728465,1887.02006368,1200,10800
2025-10-05,2486.18849024,10800,10776.728465,10800,1884.74489294,1200,10800
2025-10-06,2345.46360789,10800,10800,10780.3257625,1882.46972219,1200,10800
2025-10-07,2372.84244968,10800,10780.3257625,10800,1902.25052162,1200,10800
2025-10-08,1262.9814953,10800,10800,9330.1170492,1969.51738897,1200,10800
2025-10-09,1589.79296392,10790.205444,9330.1170492,9492.3512115,2147.20211071,1200,10800
2025-10-10,2390.3134502,10800,9492.3512115,10044.8735637,2102.78093027,1200,10800
2025-10-11,2753.63419322,10800,10044.8735637,10017.0070082,2058.35974984,1200,10800
2025-10-12,1494.33249156,10800,10017.0070082,9776.75481875,2013.93856941,1200,10800
2025-10-13,2216.67237629,10800,9776.75481875,10280.882822,1969.51738897,1200,10800
2025-10-14,1803.5981654,10800,10280.882822,10093.6725115,1925.09620854,1200,10800
2025-10-15,1200,10800,10093.6725115,9582.89301099,1917.48097957,1200,10800
2025-10-16,1432.08855982,10800,9582.89301099,9712.5822677,1909.86575059,1200,10800
2025-10-17,2546.04702418,10800,9712.5822677,9643.98448677,1913.49516978,1200,10800
2025-10-18,2876.84428867,10800,9643.98448677,10007.4893686,1969.51738897,1200,10800
2025-10-19,1200,10800,10007.4893686,9527.11608739,1925.09620854,1200,10800
2025-10-20,2316.45473151,10800,9527.11608739,10246.1339582,1921.22919562,1200,10800
2025-10-21,1747.15996137,10800,10246.1339582,9662.11496237,1917.3621827,1200,10800
2025-10-22,1200,10800,9662.11496237,10039.1425379,1913.49516978,1200,10800
2025-10-23,1342.85689714,10800,10039.1425379,9722.08771027,1909.62815686,1200,10800
2025-10-24,2225.07141544,10800,9722.08771027,9559.75688896,1905.76114394,1200,10800
2025-10-25,2155.20068693,10800,9559.75688896,9343.42714778,1902.01292788,1200,10800
2025-10-26,1365.90883672,10761.6162919,9343.42714778,10332.9410876,1898.26471183,1200,10800
2025-10-27,2017.12309502,10800,10332.9410876,10242.177873,1894.51649578,1200,10800
2025-10-28,1823.15563922,10800,10242.177873,10678.4580397,1890.76827973,1200,10800
2025-10-29,1450.2972665,10800,10678.4580397,9744.23710725,1887.02006368,1200,10800
2025-10-30,1460.20795581,10800,9744.23710725,9771.48626155,1884.74489294,1200,10800
2025-10-31,2803.8138349,10800,9771.48626155,9954.8645165,1882.46972219,1200,10800
2025-11-01,2969.03559604,10800,9954.8645165,10235.2509478,1880.19455145,1200,10800
2025-11-02,2247.27009306,10800,10235.2509478,9629.1885501,1877.91938071,1200,10800
2025-11-03,2541.599676,10800,9629.1885501,10087.4382476,1875.64420997,1200,10800
2025-11-04,1667.64926541,10800,10087.4382476,10165.1796018,1874.91978383,1200,10800
2025-11-05,1726.87966205,10636.98526,10165.1796018,9941.69402379,1874.1953577,1200,10800
2025-11-06,1578.47712953,10691.6940238,9941.69402379,9510.83422527,1873.47093157,1200,10800
2025-11-07,2909.09993609,10800,9510.83422527,10178.5168766,1877.91938071,1200,10800
2025-11-08,2875.86033667,10800,10178.5168766,10046.7125179,1875.64420997,1200,10800
2025-11-09,1377.9896055,10800,10046.7125179,9850.16859358,1874.91978383,1200,10800
2025-11-10,1820.65300482,10800,9850.16859358,10333.524766,1874.1953577,1200,10800
2025-11-11,2322.87538016,10800,10333.524766,9776.27175518,1880.19455145,1200,10800
2025-11-12,2175.41357009,10800,9776.27175518,9748.80434902,1877.91938071,1200,10800
2025-11-13,1270.68753925,10800,9748.80434902,9802.19040415,1875.64420997,1200,10800
2025-11-14,2520.60159232,10800,9802.19040415,10578.5553461,1884.74489294,1200,10800
2025-11-15,2603.67271398,10800,10578.5553461,10481.1512398,1898.26471183,1200,10800
2025-11-16,1763.34204612,10800,10481.1512398,9910.03934407,1894.51649578,1200,10800
2025-11-17,2769.69352612,10800,9910.03934407,10770.4392204,1890.76827973,1200,10800
2025-11-18,1441.7995236,10770.4392204,10770.4392204,9907.84046618,1887.02006368,1200,10800
2025-11-19,2300.48912674,10800,9907.84046618,10342.6149397,1902.01292788,1200,10800
2025-11-20,1338.72205382,10800,10342.6149397,9734.0627488,1917.3621827,1200,10800
2025-11-21,2725.49016673,10800,9734.0627488,10032.2370164,1913.49516978,1200,10800
2025-11-22,2654.64367596,10800,10032.2370164,9797.40709047,1909.62815686,1200,10800
2025-11-23,2425.19290623,10800,9797.40709047,9946.88330843,1905.76114394,1200,10800
2025-11-24,1595.0999163,10800,9946.88330843,9485.01679085,1902.01292788,1200,10800
2025-11-25,2908.37736075,10800,9485.01679085,9829.75698162,1898.26471183,1200,10800
2025-11-26,2479.80444332,10800,9829.75698162,10791.513331,1894.51649578,1200,10800
2025-11-27,2174.71495767,10800,10791.513331,9981.81805719,1890.76827973,1200,10800
2025-11-28,2480.93748325,10800,9981.81805719,10578.2248974,1887.02006368,1200,10800
2025-11-29,2456.51660419,10800,10578.2248974,9736.87960364,1884.74489294,1200,10800
2025-11-30,1748.7145311,10800,9736.87960364,9880.87641382,1882.46972219,1200,10800
2025-12-01,1200,10619.6116736,9880.87641382,10619.6116736,1894.51649578,1200,10800
2025-12-02,1393.70398665,10800,10619.6116736,10342.9619805,1909.62815686,1200,10800
2025-12-03,2683.87716782,10800,10342.9619805,10720.0002728,1925.09620854,1200,10800
2025-12-04,2097.49516523,10800,10720.0002728,10609.475295,2075.0179071,1200,10800
2025-12-05,2032.37854625,10800,10609.475295,10588.1175665,2037.53748246,1200,10800
2025-12-06,2290.93879406,10800,10588.1175665,10621.3325346,2000.05705782,1200,10800
2025-12-07,2237.70864911,10800,10621.3325346,10800,2114.00311489,1200,10800
2025-12-08,3512.91682777,10800,10800,10800,2112.49833174,1200,10800
2025-12-09,2713.71892298,10800,10800,10800,2075.0179071,1200,10800
2025-12-10,2181.85697245,10800,10800,10424.3495387,2037.53748246,1200,10800
2025-12-11,2369.52459931,10800,10424.3495387,10800,2000.05705782,1200,10800
2025-12-12,2633.83086113,10800,10800,10067.6877399,1962.57663318,1200,10800
2025-12-13,2599.37407502,10790.7687048,10067.6877399,10072.146544,1925.09620854,1200,10800
2025-12-14,1426.6132926,10800,10072.146544,10227.9409205,1921.22919562,1200,10800
2025-12-15,1490.4323246,10800,10227.9409205,9945.24621139,2037.53748246,1200,10800
2025-12-16,1608.15982358,10800,9945.24621139,9803.71972199,2000.05705782,1200,10800
2025-12-17,1647.97083779,10800,9803.71972199,9657.63123124,1962.57663318,1200,10800
2025-12-18,2053.20715424,10800,9657.63123124,9739.44472678,1925.09620854,1200,10800
2025-12-19,1761.41740029,10800,9739.44472678,9409.60433448,1921.22919562,1200,10800
2025-12-20,2522.05810869,10800,9409.60433448,9609.69001033,1917.3621827,1200,10800
