date,x_plan_kwh,C_grid_yuan,e_emergency_kwh,C_emer_yuan,C_total_yuan,r_purchase_waste_kwh,w_pv_waste_kwh,u_charge_kwh,v_discharge_kwh,E_start_kwh,E_end_kwh,L_energy_kwh,P_act_energy_kwh
2025-03-25,66572.6865657696,40815.21867045181,376.1102327667055,1922.8404736826778,42738.05914413449,1710.207557734369,182.73805496147702,21609.08667986205,17503.360210688254,10800.0,10800.0,118053.16781666667,57103.04310000001
2025-03-26,67626.21301678674,40850.65684368452,0.0,0.0,40850.65684368452,5677.736318626576,2527.7386500000002,20148.332534176385,16320.149352682874,10800.0,10800.0,117704.62780000002,62112.07293333332
2025-03-27,67024.73951940676,40630.70034206749,0.0,0.0,40630.70034206749,3468.2191860759362,927.7277873678465,20588.437610331508,16676.63446436852,10800.0,10800.0,117952.59836666666,59235.60896666666
2025-03-28,32034.838965613544,12649.258552505564,0.0,0.0,12649.258552505564,2022.4647113072913,15355.226719438564,20185.614569479054,16350.347801278027,10800.0,10800.0,71891.76726666666,61069.8865
2025-03-29,31970.740723701107,12573.189954776328,0.0,0.0,12573.189954776328,1400.0984046015283,19052.776586840504,20056.087099609198,16245.430550683459,10800.0,10800.0,72118.27746666667,64411.06828333333
2025-03-30,63170.73614707534,37655.53276854314,0.0,0.0,37655.53276854314,2654.4345941873994,1249.5856845267856,20637.348254532444,16716.252086171284,10800.0,10800.0,117994.70585,62649.086149999996
2025-03-31,62668.67287854866,38061.34083432991,0.0,0.0,38061.34083432991,1444.355146899559,337.44764864582316,20713.055787736597,16777.57518806665,10800.0,10800.0,117075.66561666667,60124.27613333333
2025-04-01,64445.582952467215,39848.54922982238,396.17585099611347,2613.3740010958622,42461.92323091825,854.7079631191954,0.0,19885.259598302437,16107.060274624971,10800.0,10800.0,117967.1463,57758.29478333333
2025-04-02,65716.59392657017,39574.79868852747,1772.8293730122277,9565.680454114843,49140.47914264232,3036.7622570257317,0.0,21143.819171350908,17126.493528794235,10800.0,10800.0,117986.62945000001,57551.29405
2025-04-03,67689.88811237077,41011.70304948495,0.0,0.0,41011.70304948495,5475.213352705379,2485.589364522152,20345.02699198199,16479.471863505412,10800.0,10800.0,117884.45609999998,62020.92583333333
2025-04-04,31290.498462791027,12072.717829591766,0.0,0.0,12072.717829591766,1808.731264101773,19236.1949158383,20077.73701500506,16262.966982154103,10800.0,10800.0,71735.75181666666,65304.94956666666
2025-04-05,31042.978146829028,12378.397814667827,0.0,0.0,12378.397814667827,1198.0024886066935,13960.988003063045,20209.856167505055,16369.983495679098,10800.0,10800.0,72602.74256666665,60558.62758333333
2025-04-06,64015.26042599246,38478.228156195975,0.0,0.0,38478.228156195975,2889.536562140427,2719.5476499999995,21032.104985186168,17036.005038000796,10800.0,10800.0,117205.43058333332,62795.354316666664
2025-04-07,63732.572322898886,38158.264858267365,0.0,0.0,38158.264858267365,4478.936982566512,2236.711977218786,19864.231998843483,16090.02791906322,10800.0,10800.0,117015.14203333334,63772.422750000005
2025-04-08,63457.011620902354,37726.172034041796,0.0,0.0,37726.172034041796,3647.592641978323,1455.2863138075406,21057.573939209644,17056.634890759815,10800.0,10800.0,117713.29026666665,63360.09665
2025-04-09,63153.07831463948,38036.76393161692,939.3328827767012,6155.946837995679,44192.710769612604,1105.7774501637623,0.0,20275.382792556622,16423.060061970864,10800.0,10800.0,117677.52253333334,58543.21151666667
2025-04-10,64775.685854221214,38471.44910604307,0.0,0.0,38471.44910604307,4170.868369449558,2218.767174884575,20660.06531519517,16734.652905308085,10800.0,10800.0,117668.70068333333,63208.062783333335
2025-04-11,30360.496313703075,11716.458145559414,0.0,0.0,11716.458145559414,1247.422696365414,19933.9136614792,20328.99889048314,16466.489101291343,10800.0,10800.0,72091.99674999999,66775.34658333333
2025-04-12,30369.971019598128,11865.532204462994,0.0,0.0,11865.532204462994,1285.6635338138858,16342.08977319215,19563.458750484675,15846.401587892586,10800.0,10800.0,71957.17576666665,62932.01521666667
2025-04-13,62233.82438637289,37156.684689408554,0.0,0.0,37156.684689408554,2753.709402266785,1202.9817742518462,21056.70908695234,17055.934360431405,10800.0,10800.0,117283.0622,63006.70371666667
2025-04-14,62374.16817503283,36819.46022383931,0.0,0.0,36819.46022383931,3436.282288011019,2453.8921915342157,20820.85208151371,16864.890186026107,10800.0,10800.0,117901.37268333332,65373.34088333333
2025-04-15,62473.51751326578,36490.32466144906,0.0,0.0,36490.32466144906,5526.121595452263,3175.8884499999995,19116.20333936939,15484.124704889206,10800.0,10800.0,117056.90516666666,66917.47633333332
2025-04-16,61562.67779355964,36943.66075304547,0.0,0.0,36943.66075304547,1674.0617958925166,360.45578928329996,19729.306623072764,15980.73836468894,10800.0,10800.0,117924.88506666667,62145.29311666667
2025-04-17,62198.948175846584,36454.56860038586,0.0,0.0,36454.56860038586,3395.664716032089,1944.2248999999997,21003.769525339514,17013.05331552501,10800.0,10800.0,117487.04263333333,64618.700283333324
2025-04-18,29652.084240966815,11125.673531841547,0.0,0.0,11125.673531841547,1722.2854623114072,17761.51119674481,20074.58104514353,16260.410646566263,10800.0,10800.0,71490.16935,65136.05216666667
2025-04-19,29362.4069847382,11243.51716117535,0.0,0.0,11243.51716117535,1595.6249729651977,17155.91739452159,20137.81772237585,16311.632355124435,10800.0,10800.0,71905.41535,65120.736099999995
2025-04-20,61511.64798888404,36362.121748945574,0.0,0.0,36362.121748945574,3253.6661513405843,2385.2832670542502,20605.01940608357,16690.065718927697,10800.0,10800.0,117197.81635000001,65240.07146666666
2025-04-21,61621.70636054642,35723.281237443545,0.0,0.0,35723.281237443545,4495.66310173066,4836.658221832267,19855.12975605349,16082.655102403332,10800.0,10800.0,118481.63788333333,69964.7275
2025-04-22,59428.820178386064,35453.5312138682,0.0,0.0,35453.5312138682,1759.7940505167417,1623.977973396047,20484.835988455863,16592.717150649256,10800.0,10800.0,117811.00101666668,65658.0717
2025-04-23,60683.430904821296,35895.546944751615,0.0,0.0,35895.546944751615,3377.8546996433192,2266.899517303067,19151.368269517072,15512.608298308825,10800.0,10800.0,118030.51476666666,66630.59805
2025-04-24,60231.5386078649,35372.71913248554,0.0,0.0,35372.71913248554,4257.371058159986,5304.634016666666,18839.08859493818,15259.66176189993,10800.0,10800.0,117497.77966666665,70407.67296666667
2025-04-25,28618.45664144113,10504.11627524539,0.0,0.0,10504.11627524539,1041.6739703041142,21784.17963337229,19959.18625139333,16166.940863628603,10800.0,10800.0,71763.32119999999,69762.96354999999
2025-04-26,28301.372043894735,10976.143983980302,0.0,0.0,10976.143983980302,522.1645004473403,23843.193778474284,20346.421745472515,16480.601613832736,10800.0,10800.0,72100.92436666666,72030.73073333333
2025-04-27,55520.28773513489,32694.358754833454,494.28472514722296,3242.754939328356,35937.11369416181,1334.4477191583833,2286.9459211934154,20103.724403141947,16284.016766544975,10800.0,10800.0,117032.52253333331,68459.05135
2025-04-28,56334.11724791803,33761.016239003155,4094.173230056376,25866.381242064374,59627.39748106753,673.1488551401777,0.0,16490.391085092444,13357.21677892488,10800.0,10800.0,117537.3008,60915.33348333333
2025-04-29,59424.57607943444,34464.61152343964,55.72457554658263,368.78524096728387,34833.39676440693,3681.7570293086137,4781.716197118879,18861.124799404563,15277.511087517694,10800.0,10800.0,117252.75871666666,69819.545
2025-04-30,57883.36491579583,33660.46785932785,0.0,0.0,33660.46785932785,2987.52288285513,3173.7342754176243,18238.175390472374,14772.922066282626,10800.0,10800.0,117682.88071666665,69426.02628333333
2025-05-01,55928.426810689605,34036.60526647219,1853.196875422651,11833.8197929168,45870.42505938899,937.8275632554919,2676.3976306444856,19442.622797244472,16286.603105032194,10800.0,10202.134845262037,120364.58391666666,69353.20511666666
2025-05-02,28600.332604837626,11416.706234030116,1974.5968438802352,10699.894371353026,22116.600605383144,21.23408013552944,12031.781355270952,21137.869014271768,16906.275084293724,10202.134845262037,10441.466864446938,74761.02673333333,60470.70665000001
2025-05-03,29387.305678069995,11768.94940058962,1179.4295572497704,5336.839349800506,17105.788750390126,76.22086845952586,17495.010235895155,20636.544126221495,16508.211645256415,10441.466864446938,10671.89919442805,74894.84928333333,66027.67763333333
2025-05-04,66061.71812127248,40301.84734228077,582.5737341668612,3422.9768126172858,43724.82415489806,7180.023695258776,4371.11658458541,17722.810680562176,14364.326438300342,10671.89919442805,10662.066097711404,120670.08423333333,68935.4169
2025-05-05,65058.48739939514,39303.556142840476,441.2626329853527,2886.1695188574236,42189.7256616979,4592.561643034798,1880.1497000000004,20293.76690158415,16342.735012238452,10662.066097711404,10767.861851094416,120612.16386666667,65536.15706666667
2025-05-06,64502.58543851687,39127.07687923832,326.3056094551698,1994.0345098229875,41121.111389061305,4714.813763596585,3456.4579686579455,21109.50440727891,17321.967458228064,10767.861851094416,10519.785308503147,121017.1901,68147.10773333334
2025-05-07,64635.70453040399,39156.80112577159,681.5396888470451,4599.425446158654,43756.226571930245,3250.7333656602314,3092.9275975068076,19652.588875671343,15746.851569587336,10519.785308503147,10710.613552621424,121160.21501666665,66092.36906666667
2025-05-08,66512.7009319279,41582.421209229506,0.0,0.0,41582.421209229506,5061.541297337214,1873.2380666666659,19320.849290964776,15569.440123040753,10710.613552621424,10800.0,120445.47738333333,64618.964983333324
2025-05-09,32681.119893878742,13869.005485586491,0.0,0.0,13869.005485586491,2358.9064067017052,18127.331233777877,19449.981070521906,15754.484667122746,10800.0,10800.0,74253.82545,65754.4396
2025-05-10,32202.801366263986,14006.026424727102,0.0,0.0,14006.026424727102,1855.6972172514843,14540.101502748157,19399.775594373732,15713.818231442721,10800.0,10800.0,74647.98705,62526.94176666666
2025-05-11,65971.62094878119,40462.65177058244,106.97925469985523,723.4576161882031,41186.10938677064,4059.4122528017388,2865.036566666666,19316.170003575335,15646.097702896022,10800.0,10800.0,120743.09041666666,65259.01133333333
2025-05-12,66046.87529578501,40532.8334417169,0.0,0.0,40532.8334417169,7338.61648042313,3512.853283333333,17180.054203659027,13915.843904963816,10800.0,10800.0,120448.60361666666,68517.40838333333
2025-05-13,63495.216612606026,38721.80531809726,0.0,0.0,38721.80531809726,4137.037476035706,2474.9497833333335,19757.98203458066,16003.965448010338,10800.0,10800.0,120269.6316,67140.41883333333
2025-05-14,63308.73915959826,38196.241999201855,0.0,0.0,38196.241999201855,3983.6710795730883,2738.8470486807664,18800.380252689865,15228.30800467879,10800.0,10800.0,120592.00526666667,67577.85648333334
2025-05-15,64231.71796400499,39865.16683781624,0.0,0.0,39865.16683781624,5272.693865666226,2502.97684639398,19426.25772953395,15735.2687609225,10800.0,10800.0,119598.30981666666,66833.25153333333
2025-05-16,31434.94147783759,13415.649205573438,0.0,0.0,13415.649205573438,2121.43633735776,22965.915808070054,19116.22525829707,15484.142459220624,10800.0,10800.0,74681.34474999999,71965.83821666666
2025-05-17,31455.09908812936,13848.694231133897,0.0,0.0,13848.694231133897,1446.5866587278067,15784.349106880316,19870.338100988978,16094.973861801076,10800.0,10800.0,75274.53043333333,64825.731349999995
2025-05-18,62475.66160542121,38434.34431213427,5.236666666666679,34.42846500000008,38468.77277713427,3682.195085604192,1536.2802806791415,18875.02529370816,15288.77048790361,10800.0,10800.0,120687.03700000001,67010.8689
2025-05-19,62264.74563865829,37521.205243001656,76.54058473455075,532.4837574519512,38053.6890004536,5558.058941485177,5877.756398204111,17843.44386159766,14453.189527894105,10800.0,10800.0,120072.38798333332,72557.17143333334
2025-05-20,60415.912999038126,36842.643091198726,0.0,0.0,36842.643091198726,1713.3873511558763,528.6278547013076,19192.120929022483,15545.617952508208,10800.0,10800.0,120437.57771666668,65910.18289999999
2025-05-21,61560.154419445724,37858.23016581299,0.0,0.0,37858.23016581299,2810.942008093114,4054.469316666667,17537.51479659271,14205.38698524009,10800.0,10800.0,120283.05128333333,68920.43599999999
2025-05-22,60845.88941673989,37254.344502120744,2.57000000000005,16.86434000000033,37271.208842120745,3595.284540264638,2905.0957304971625,18586.57015427065,15055.121824959222,10800.0,10800.0,119729.68001666667,68913.0492
2025-05-23,30251.769019923508,12476.567619706955,0.0,0.0,12476.567619706955,1859.6905980038882,17938.07521529954,21226.60170150918,17193.54737822244,10800.0,10800.0,74983.38438333332,68562.43549999999
2025-05-24,30705.019792719435,13061.52000823166,0.0,0.0,13061.52000823166,2295.5900757469194,20722.38663518746,20697.587886588022,16765.0461881363,10800.0,10800.0,74693.81781666668,70939.31643333333
2025-05-25,59610.660166143294,36724.99752114029,0.0,0.0,36724.99752114029,3390.178373745824,4356.033128667278,17470.728844193996,14151.290363797141,10800.0,10800.0,120319.8776,71774.86741666666
2025-05-26,57773.28361969204,35424.00894532328,1471.526465257214,9571.180992255911,44995.18993757919,1338.7706277096804,0.0,17506.350038103043,14180.143530863466,10800.0,10800.0,119407.96936666666,64828.13641666666
2025-05-27,60789.957926078154,37024.86546155339,0.0,0.0,37024.86546155339,4413.556909010956,3628.379801440329,17671.86271382567,14314.208798198795,10800.0,10800.0,120046.82734999999,70656.46005
2025-05-28,59912.724557823836,36735.29343599966,0.0,0.0,36735.29343599966,2642.3560041912283,1274.2569770524403,19590.98671884297,15868.699242262805,10800.0,10800.0,119921.84721666668,67648.02311666666
2025-05-29,59796.73843009584,36433.4974908821,17.817433333333497,119.80442173333444,36553.30191261544,1643.7486610065039,244.7701155948364,20083.755720146546,16267.842133318707,10800.0,10800.0,120439.31426666665,66329.19076666667
2025-05-30,30251.48465937186,12921.730091664795,0.0,0.0,12921.730091664795,1464.8857779316859,18175.211206154043,21132.39162431297,17117.23721569351,10800.0,10800.0,74612.22448333332,68015.99121666668
2025-05-31,30486.64486609956,12551.25820344098,0.0,0.0,12551.25820344098,2184.04566782943,15871.317172762301,21274.213028988568,17232.11255348074,10800.0,10800.0,74778.33258333334,66389.15103333333
2025-06-01,62086.38239319455,41774.95469000634,11030.127404522063,71990.8806456246,113765.83533563094,2.2737367544323206e-13,0.0,14266.138818210578,12374.455320493958,10800.0,9890.13013584068,128248.56003333333,57023.733733333334
2025-06-02,70996.82734595392,46510.94819667401,4202.035439614176,28174.31528943239,74685.2634861064,2254.773396804714,7.826666666666824,21961.695374520496,17666.240102423784,9890.13013584068,10026.500303549368,128080.53698333332,59439.72953333333
2025-06-03,80274.61050034384,53844.33789593951,75.89441578187976,472.1752922128009,54316.51318815231,6519.069613911538,1205.3162666666663,20779.481353255658,16345.729151041478,10026.500303549368,10566.11224254448,128076.84056666668,59884.473733333325
2025-06-04,81127.22052262501,55135.128502024985,88.46461254058488,617.9798097066956,55753.10831173168,7145.26747478835,419.308267117397,19975.52418359591,15969.675607002724,10566.11224254448,10800.0,128539.84358333334,58894.58276666667
2025-06-05,82158.69325853873,56678.047924155966,92.0013920037702,635.5559871386682,57313.60391129463,6433.4288373705285,712.9432999999999,21065.7015774742,17110.697080968886,10800.0,10747.245774205803,128455.92066666666,57306.60264999999
2025-06-06,36604.318124002275,18157.352852183918,1859.0973781786583,11417.478866128073,29574.83171831199,67.78389572509172,3784.52867558566,20809.02769654129,17052.920165671105,10747.245774205803,10527.681628125072,82747.415,51892.4196
2025-06-07,39539.7784421043,19609.528217023355,371.9980951660781,2380.0438128725677,21989.572029895924,638.1956960974564,4014.2301539794416,20719.442932546288,16586.605412019468,10527.681628125072,10745.618698506212,83156.75975,52030.24658333333
2025-06-08,94924.25019659795,65978.26298532725,0.0,0.0,65978.26298532725,24971.976600221,2269.4248358024624,12889.380645070567,10391.455151162745,10745.618698506212,10800.0,128266.94665,63082.02338333333
2025-06-09,86993.14625021233,60600.691668612184,0.0,0.0,60600.691668612184,11513.073066186109,1049.4811333333332,18409.891143997753,14912.011826638185,10800.0,10800.0,128169.18798333334,57236.475249999996
2025-06-10,85363.84673804637,58936.15530868982,0.0,0.0,58936.15530868982,9544.97369091718,458.2999333333329,19695.41516032908,15953.286279866554,10800.0,10800.0,127414.49178333332,55796.047549999996
2025-06-11,85562.13783333593,58939.402002116796,0.0,0.0,58939.402002116796,4975.69969481425,0.0,23694.693799236957,19192.701977381934,10800.0,10800.0,128236.67731666665,52152.231
2025-06-12,87176.20646449437,60710.70476776558,0.0,0.0,60710.70476776558,10593.07653809389,448.5068666666666,19380.16645473949,15697.934828338992,10800.0,10800.0,127721.81298333332,55269.42155
2025-06-13,40360.54289910373,20083.30740396715,0.0,0.0,20083.30740396715,2114.2390168463103,5995.872429103532,20553.251332388892,16648.133579235004,10800.0,10800.0,81889.5904,53544.2767
2025-06-14,39448.97449137053,20477.28597169125,0.0,0.0,20477.28597169125,1177.209317704143,8384.334337436134,19442.568874896035,15748.480788665782,10800.0,10800.0,82253.15711666667,56059.814366666666
2025-06-15,85714.68193485282,59332.68972186999,0.0,0.0,59332.68972186999,11152.589934609414,298.84709999999995,19138.266141632004,15501.995574721928,10800.0,10800.0,127368.88451666667,56741.910183333326
2025-06-16,85360.2663758416,59387.80050138705,0.0,0.0,59387.80050138705,8647.03811239783,134.01041666666652,20448.237000581255,16563.071970470817,10800.0,10800.0,127618.63201666666,54924.57919999999
2025-06-17,82986.36448930667,57293.75241665917,12.437250396358195,90.22603300038053,57383.978449659546,4182.147173978841,11.849166666666747,21935.758854688713,17767.964672297858,10800.0,10800.0,127311.7546,52674.743383333334
