date,soc_min_kwh,soc_max_kwh,start_soc_kwh,end_soc_kwh,reserve_kwh,E_min_kwh,E_max_kwh
2025-04-09,1200,10800,9369.0659314,7891.0710319,2077.98530914,1200,10800
2025-04-10,2930.42224741,10800,7891.0710319,9724.39666107,2169.37085381,1200,10800
2025-04-11,3297.86273525,10800,9724.39666107,10048.1248076,2131.91140061,1200,10800
2025-04-12,3343.19349171,10800,10048.1248076,10102.7417962,2094.45194741,1200,10800
2025-04-13,1557.37619941,10800,10102.7417962,8362.87853857,2086.21862827,1200,10800
2025-04-14,2488.72528835,10800,8362.87853857,9817.56272157,2077.98530914,1200,10800
2025-04-15,3017.81364499,10800,9817.56272157,9891.24117016,2069.75199,1200,10800
2025-04-16,1285.66194971,10682.288528,9891.24117016,7961.74064881,2061.51867087,1200,10800
2025-04-17,2693.92095797,10800,7961.74064881,9542.26196117,2094.45194741,1200,10800
2025-04-18,3230.05222808,10800,9542.26196117,10202.2782351,2086.21862827,1200,10800
2025-04-19,3084.39211065,10800,10202.2782351,10032.2248617,2077.98530914,1200,10800
2025-04-20,2430.14487956,10675.4359989,10032.2248617,9917.47388401,2069.75199,1200,10800
2025-04-21,3204.33760068,10800,9917.47388401,9945.24306686,2061.51867087,1200,10800
2025-04-22,1951.85522557,10700.0963956,9945.24306686,8625.5966165,2053.28535173,1200,10800
2025-04-23,2987.18112688,10536.662046,8625.5966165,9836.15679751,2086.21862827,1200,10800
2025-04-24,3278.36708492,10800,9836.15679751,10050.8579318,2077.98530914,1200,10800
2025-04-25,3252.42675934,10800,10050.8579318,9951.10276185,2069.75199,1200,10800
2025-04-26,2835.39512475,10800,9951.10276185,9544.41011457,2061.51867087,1200,10800
2025-04-27,1817.57941446,10800,9544.41011457,8508.08160439,2053.28535173,1200,10800
2025-04-28,1200,10629.1799776,8508.08160439,8013.71626277,2047.9940724,1200,10800
2025-04-29,2221.69149728,10800,8013.71626277,9157.08664807,2077.98530914,1200,10800
2025-04-30,3024.67806617,10800,9157.08664807,9763.09941957,2069.75199,1200,10800
2025-05-01,1200,10800,9763.09941957,7183.84540647,2061.51867087,1200,10800
2025-05-02,1200,10800,7183.84540647,7365.81277251,2094.45194741,1200,10800
2025-05-03,1269.49347059,10800,7365.81277251,7716.23739871,2111.77279151,1200,10800
2025-05-04,2230.61005611,10800,7716.23739871,8736.49959976,2215.49072907,1200,10800
2025-05-05,2161.92557143,10800,8736.49959976,8695.73260691,2182.36148689,1200,10800
2025-05-06,2304.45629921,10800,8695.73260691,8635.01660371,2149.23224471,1200,10800
2025-05-07,1200,10800,8635.01660371,7684.10963133,2116.10300253,1200,10800
2025-05-08,3171.5404131,10800,7684.10963133,9949.14754266,2111.77279151,1200,10800
2025-05-09,3404.72047806,10800,9949.14754266,10386.0500917,2107.44258048,1200,10800
2025-05-10,3358.45937933,10800,10386.0500917,10034.2081693,2103.11236946,1200,10800
2025-05-11,2816.09789513,10800,10034.2081693,9430.31065261,2098.78215843,1200,10800
2025-05-12,2751.37527925,10800,9430.31065261,9571.48945007,2094.45194741,1200,10800
2025-05-13,2870.69112342,10800,9571.48945007,9705.95688388,2086.21862827,1200,10800
2025-05-14,2800.26221422,10800,9705.95688388,9444.9449431,2077.98530914,1200,10800
2025-05-15,3212.70256824,10800,9444.9449431,10119.3493448,2069.75199,1200,10800
2025-05-16,3522.53353937,10800,10119.3493448,10132.1576073,2061.51867087,1200,10800
2025-05-17,3142.35030917,10800,10132.1576073,10057.1242833,2053.28535173,1200,10800
2025-05-18,2443.94771086,10688.5763296,10057.1242833,9141.52007011,2086.21862827,1200,10800
2025-05-19,3119.06774183,10800,9141.52007011,9864.69856807,2077.98530914,1200,10800
2025-05-20,1201.54369767,10761.4903151,9864.69856807,7918.08962964,2069.75199,1200,10800
2025-05-21,2092.27687999,10800,7918.08962964,8706.53595422,2098.78215843,1200,10800
2025-05-22,2872.05929626,10800,8706.53595422,9960.74077077,2094.45194741,1200,10800
2025-05-23,3036.46782064,10800,9960.74077077,10187.9208727,2086.21862827,1200,10800
2025-05-24,3242.88959846,10800,10187.9208727,10275.0391292,2077.98530914,1200,10800
2025-05-25,2671.0364609,10800,10275.0391292,9505.79216448,2069.75199,1200,10800
2025-05-26,1217.73931136,10539.4158522,9505.79216448,7962.12558537,2061.51867087,1200,10800
2025-05-27,3276.17050409,10800,7962.12558537,9874.51828555,2094.45194741,1200,10800
2025-05-28,1275.36665958,10624.5182855,9874.51828555,8119.52965357,2086.21862827,1200,10800
2025-05-29,1200,9430.56613963,8119.52965357,7950.67676,2077.98530914,1200,10800
2025-05-30,2970.4010357,10800,7950.67676,9790.11616318,2103.11236946,1200,10800
2025-05-31,2790.68742115,10800,9790.11616318,10083.3634208,2098.78215843,1200,10800
2025-06-01,1200,10573.7304446,10083.3634208,6700.71081299,2094.45194741,1200,10800
2025-06-02,1200,9688.5900065,6700.71081299,6836.01058029,2111.77279151,1200,10800
2025-06-03,2580.31804828,10800,6836.01058029,8868.49257923,2215.49072907,1200,10800
2025-06-04,2463.06869522,10800,8868.49257923,8753.07557684,2182.36148689,1200,10800
2025-06-05,2255.56607486,10800,8753.07557684,8358.73201821,2149.23224471,1200,10800
2025-06-06,1200,10800,8358.73201821,7370.93455468,2116.10300253,1200,10800
2025-06-07,2091.66960057,10800,7370.93455468,8424.14348365,2248.61997124,1200,10800
2025-06-08,4262.26843829,10800,8424.14348365,10800,2474.51207405,1200,10800
2025-06-09,3519.5224727,10800,10800,10597.2872106,2410.25778717,1200,10800
2025-06-10,3605.5942981,10800,10597.2872106,10447.6796559,2346.0035003,1200,10800
2025-06-11,1396.70424652,10800,10447.6796559,8222.38319805,2281.74921342,1200,10800
2025-06-12,3118.33382085,10800,8222.38319805,9904.12179235,2248.61997124,1200,10800
2025-06-13,2910.4168046,10800,9904.12179235,9582.81398972,2215.49072907,1200,10800
2025-06-14,2839.48250856,10800,9582.81398972,9238.01234525,2182.36148689,1200,10800
2025-06-15,3869.4985317,10800,9238.01234525,10800,2149.23224471,1200,10800
2025-06-16,2913.2186376,10800,10800,9998.78610432,2116.10300253,1200,10800
2025-06-17,1200,10763.7913569,9998.78610432,7867.07150123,2111.77279151,1200,10800
2025-06-18,3311.87252305,10800,7867.07150123,10104.6820815,2215.49072907,1200,10800
2025-06-19,3032.18002883,10800,10104.6820815,9953.45033525,2182.36148689,1200,10800
2025-06-20,3573.38116224,10800,9953.45033525,10239.8021785,2149.23224471,1200,10800
2025-06-21,2794.78610228,10800,10239.8021785,10434.7167744,2116.10300253,1200,10800
2025-06-22,1698.90420986,10800,10434.7167744,8479.61506353,2111.77279151,1200,10800
2025-06-23,2048.03137579,10800,8479.61506353,8650.85238196,2107.44258048,1200,10800
2025-06-24,1200,10401.4387672,8650.85238196,7951.6086797,2103.11236946,1200,10800
2025-06-25,2066.67702597,10621.7845951,7951.6086797,8705.3973566,2149.23224471,1200,10800
2025-06-26,2490.01473448,10800,8705.3973566,9781.43331581,2116.10300253,1200,10800
2025-06-27,3042.60908215,10800,9781.43331581,10224.6029237,2111.77279151,1200,10800
2025-06-28,3024.90862456,10800,10224.6029237,9880.93860701,2107.44258048,1200,10800
2025-06-29,1200,10495.235792,9880.93860701,7987.54275303,2103.11236946,1200,10800
2025-06-30,1496.42949447,10694.885422,7987.54275303,7901.45719815,2149.23224471,1200,10800
2025-07-01,1200,9623.84015406,7901.45719815,6589.03566795,2281.74921342,1200,10800
2025-07-02,1286.76300715,10800,6589.03566795,7035.59016581,2301.03402905,1200,10800
2025-07-03,1200,9832.71003363,7035.59016581,7715.28134769,2296.21282514,1200,10800
2025-07-04,2077.85429342,10800,7715.28134769,9123.73619608,2424.72139889,1200,10800
2025-07-05,2656.87089236,10800,9123.73619608,9190.39838316,2365.28831592,1200,10800
2025-07-06,1803.1840341,10800,9190.39838316,8964.07874081,2305.85523295,1200,10800
2025-07-07,4033.2005895,10800,8964.07874081,10800,2301.03402905,1200,10800
2025-07-08,4155.90504212,10800,10800,10800,2296.21282514,1200,10800
2025-07-09,4544.02103837,10800,10800,10800,2291.39162123,1200,10800
2025-07-10,3997.27578522,10800,10800,10800,2286.57041733,1200,10800
2025-07-11,2914.51454242,10800,10800,10614.4094925,2281.74921342,1200,10800
2025-07-12,3158.67831098,10800,10614.4094925,9752.27631546,2301.03402905,1200,10800
2025-07-13,3246.66951472,10800,9752.27631546,9922.73152586,2296.21282514,1200,10800
2025-07-14,1200,10494.2611765,9922.73152586,8031.8163617,2291.39162123,1200,10800
2025-07-15,2641.53366449,10800,8031.8163617,9909.98299443,2365.28831592,1200,10800
2025-07-16,2763.10390611,10800,9909.98299443,9847.19195203,2305.85523295,1200,10800
2025-07-17,1441.89811463,10800,9847.19195203,8101.45002722,2301.03402905,1200,10800
2025-07-18,3758.14208949,10800,8101.45002722,10669.9182599,2296.21282514,1200,10800
2025-07-19,3458.95075785,10800,10669.9182599,10111.1809503,2399.30819717,1200,10800
2025-07-20,2601.48769132,10800,10111.1809503,9337.53195405,2352.58171506,1200,10800
2025-07-21,1526.17320073,10800,9337.53195405,8383.73951858,2305.85523295,1200,10800
2025-07-22,2017.51109093,10544.7201381,8383.73951858,8689.21088757,2301.03402905,1200,10800
2025-07-23,1702.46390219,10800,8689.21088757,8414.90050753,2296.21282514,1200,10800
2025-07-24,1896.13782275,10736.40819,8414.90050753,8615.34452613,2291.39162123,1200,10800
2025-07-25,3375.51817319,10800,8615.34452613,10088.0586586,2286.57041733,1200,10800
2025-07-26,2944.60948854,10800,10088.0586586,9988.28046556,2281.74921342,1200,10800
2025-07-27,1200,10401.0916096,9988.28046556,8113.68715281,2264.00893777,1200,10800
2025-07-28,1200,10800,8113.68715281,7842.3399448,2246.26866212,1200,10800
2025-07-29,2903.06398371,10800,7842.3399448,9707.67603515,2291.39162123,1200,10800
2025-07-30,2562.74310336,10800,9707.67603515,10060.6702594,2286.57041733,1200,10800
2025-07-31,2180.38315027,10800,10060.6702594,8885.41393786,2281.74921342,1200,10800
2025-08-01,3233.6375411,10800,8885.41393786,9955.21211315,2264.00893777,1200,10800
2025-08-02,3274.30863141,10800,9955.21211315,10135.4651093,2246.26866212,1200,10800
2025-08-03,3101.21956617,10800,10135.4651093,9684.45618584,2228.52838648,1200,10800
2025-08-04,2472.34910104,10800,9684.45618584,9158.28605799,2210.78811083,1200,10800
2025-08-05,2653.45311093,10800,9158.28605799,9294.72554186,2193.04783518,1200,10800
2025-08-06,1329.16735431,10800,9294.72554186,7803.87827957,2177.65886865,1200,10800
2025-08-07,2333.57266705,10800,7803.87827957,9962.75232979,2246.26866212,1200,10800
2025-08-08,3317.74073637,10800,9962.75232979,10079.3208693,2228.52838648,1200,10800
2025-08-09,2846.88103214,10800,10079.3208693,9363.76731666,2210.78811083,1200,10800
2025-08-10,1797.49491004,10800,9363.76731666,8478.26541586,2281.74921342,1200,10800
2025-08-11,2157.8481872,10628.4843353,8478.26541586,9354.14812479,2301.03402905,1200,10800
2025-08-12,1200,10474.0099466,9354.14812479,7957.83447029,2296.21282514,1200,10800
2025-08-13,2277.0577286,10329.4054364,7957.83447029,9047.56454176,2399.30819717,1200,10800
2025-08-14,1260.9786873,10701.7546405,9047.56454176,7910.21322454,2352.58171506,1200,10800
2025-08-15,2859.90092846,10800,7910.21322454,9744.39854313,2305.85523295,1200,10800
2025-08-16,2986.46885298,10800,9744.39854313,9796.84226311,2301.03402905,1200,10800
2025-08-17,2263.218523,10800,9796.84226311,9897.24233671,2296.21282514,1200,10800
2025-08-18,2277.91376545,10778.4503945,9897.24233671,9956.7770496,2291.39162123,1200,10800
2025-08-19,3221.93354609,10800,9956.7770496,9935.6278384,2286.57041733,1200,10800
2025-08-20,1200,10770.2571455,9935.6278384,7865.78773581,2281.74921342,1200,10800
2025-08-21,3301.40969238,10800,7865.78773581,9988.05179367,2301.03402905,1200,10800
2025-08-22,2298.84205252,10800,9988.05179367,8885.37008992,2296.21282514,1200,10800
2025-08-23,2981.73281989,10800,8885.37008992,9588.06459018,2291.39162123,1200,10800
2025-08-24,2594.78783072,10800,9588.06459018,9252.55485707,2352.58171506,1200,10800
2025-08-25,1242.13192428,10800,9252.55485707,8038.05040005,2305.85523295,1200,10800
2025-08-26,3498.24961499,10800,8038.05040005,10415.0496975,2492.76116138,1200,10800
2025-08-27,2922.17664606,10800,10415.0496975,10072.1034407,2446.03467927,1200,10800
2025-08-28,1271.20489065,10800,10072.1034407,7934.04977194,2399.30819717,1200,10800
2025-08-29,3582.93886659,10800,7934.04977194,10530.5923918,2552.19424435,1200,10800
2025-08-30,3436.21777447,10800,10530.5923918,9920.41772105,2539.48764348,1200,10800
2025-08-31,2380.48590374,10800,9920.41772105,9408.14999906,2492.76116138,1200,10800
2025-09-01,4945.96879568,10800,9408.14999906,10800,2446.03467927,1200,10800
2025-09-02,1573.85059091,10800,10800,10800,2399.30819717,1200,10800
2025-09-03,3319.20887324,10800,10800,10752.262634,2352.58171506,1200,10800
2025-09-04,1620.8826121,10800,10752.262634,10375.3892713,2305.85523295,1200,10800
2025-09-05,3823.90916261,10800,10375.3892713,10800,2301.03402905,1200,10800
2025-09-06,2797.75221337,10800,10800,10800,2296.21282514,1200,10800
2025-09-07,1200,10800,10800,8359.70676377,2291.39162123,1200,10800
2025-09-08,1200,9322.59893988,8359.70676377,7338.55193062,2352.58171506,1200,10800
2025-09-09,1200,10800,7338.55193062,7527.91524354,2539.48764348,1200,10800
2025-09-10,1200,10003.9131877,7527.91524354,7821.50713997,2590.31404694,1200,10800
2025-09-11,2285.68604094,10800,7821.50713997,9719.08642036,2654.26697019,1200,10800
2025-09-12,3875.96664823,10800,9719.08642036,10800,2637.18486273,1200,10800
2025-09-13,3740.83672885,10800,10800,10800,2620.10275526,1200,10800
2025-09-14,1200,10800,10800,7816.23074515,2603.0206478,1200,10800
2025-09-15,2103.25669154,10800,7816.23074515,8731.22090648,2671.34907765,1200,10800
2025-09-16,2604.49901808,10223.0408519,8731.22090648,9108.84081788,2654.26697019,1200,10800
2025-09-17,2719.32495904,10745.4710282,9108.84081788,9253.98856694,2703.9467158,1200,10800
2025-09-18,3120.85218352,10589.0385819,9253.98856694,9789.11081404,2696.18895046,1200,10800
2025-09-19,3628.7496763,10800,9789.11081404,10352.9552207,2688.43118512,1200,10800
2025-09-20,3319.77109438,10800,10352.9552207,10211.2105917,2671.34907765,1200,10800
2025-09-21,3261.42315582,10800,10211.2105917,10047.4953565,2654.26697019,1200,10800
2025-09-22,2991.04553198,10800,10047.4953565,9678.38798434,2637.18486273,1200,10800
2025-09-23,2558.98095834,10800,9678.38798434,9455.013533,2620.10275526,1200,10800
2025-09-24,2988.12607867,10800,9455.013533,10426.6258922,2603.0206478,1200,10800
2025-09-25,3539.14862269,10800,10426.6258922,10172.1912113,2590.31404694,1200,10800
2025-09-26,3862.19301852,10800,10172.1912113,10608.8843153,2577.60744607,1200,10800
2025-09-27,2850.49645951,10800,10608.8843153,9393.56871742,2564.90084521,1200,10800
2025-09-28,2284.44690708,10729.5803401,9393.56871742,8859.96669089,2552.19424435,1200,10800
2025-09-29,3395.65166681,10800,8859.96669089,10058.7767861,2539.48764348,1200,10800
2025-09-30,1886.81424882,10727.9178033,10058.7767861,8733.35368179,2499.12924825,1200,10800
2025-10-01,4480.58681786,10800,8733.35368179,10800,2458.77085302,1200,10800
2025-10-02,3453.09822254,10800,10800,10800,2418.41245779,1200,10800
2025-10-03,3645.5163024,10800,10800,10800,2378.05406256,1200,10800
2025-10-04,2752.06041053,10800,10800,10790.5419706,2337.69566732,1200,10800
2025-10-05,2519.35516603,10800,10790.5419706,10800,2499.12924825,1200,10800
2025-10-06,2095.27306086,10800,10800,9104.28007099,2458.77085302,1200,10800
2025-10-07,1484.0503939,10265.6338224,9104.28007099,8849.47870553,2564.90084521,1200,10800
2025-10-08,1365.85003436,10115.7277056,8849.47870553,8018.10489973,2620.10275526,1200,10800
2025-10-09,2311.27690734,10800,8018.10489973,9037.95649114,2688.43118512,1200,10800
2025-10-10,3324.13124165,10800,9037.95649114,10389.5828243,2671.34907765,1200,10800
2025-10-11,3755.39567525,10800,10389.5828243,10660.6403622,2654.26697019,1200,10800
2025-10-12,2891.03525144,10800,10660.6403622,9652.72181177,2703.9467158,1200,10800
2025-10-13,3847.8889447,10800,9652.72181177,10777.5846049,2696.18895046,1200,10800
2025-10-14,1439.87371685,10800,10777.5846049,8160.49023571,2688.43118512,1200,10800
2025-10-15,1200,10620.5371695,8160.49023571,7930.59944154,2719.46224648,1200,10800
2025-10-16,1200,10631.6587404,7930.59944154,7999.87839378,2730.77218437,1200,10800
2025-10-17,3781.10796464,10800,7999.87839378,10469.222622,2729.58812686,1200,10800
2025-10-18,3849.17633136,10800,10469.222622,10524.6289561,2728.40406934,1200,10800
2025-10-19,1276.37792309,10800,10524.6289561,8045.71539905,2727.22001183,1200,10800
2025-10-20,2340.54250864,10800,8045.71539905,9035.31418405,2719.46224648,1200,10800
2025-10-21,1987.07924878,10800,9035.31418405,8669.34476352,2711.70448114,1200,10800
2025-10-22,2840.26236721,10800,8669.34476352,10002.4470184,2703.9467158,1200,10800
2025-10-23,3797.73091532,10800,10002.4470184,10485.0214697,2696.18895046,1200,10800
2025-10-24,3543.85782061,10800,10485.0214697,10272.0223368,2688.43118512,1200,10800
2025-10-25,3312.11547742,10800,10272.0223368,9976.41289851,2671.34907765,1200,10800
2025-10-26,3527.8646666,10800,9976.41289851,10295.8199829,2654.26697019,1200,10800
2025-10-27,2467.45387532,10800,10295.8199829,9136.09151585,2637.18486273,1200,10800
2025-10-28,2831.65626649,10800,9136.09151585,9586.00294649,2620.10275526,1200,10800
2025-10-29,1200,10800,9586.00294649,7925.61504582,2603.0206478,1200,10800
2025-10-30,3535.78590889,10800,7925.61504582,10238.0524889,2671.34907765,1200,10800
2025-10-31,3760.11819461,10800,10238.0524889,10494.2820376,2654.26697019,1200,10800
2025-11-01,3670.29388662,10800,10494.2820376,10689.8616064,2637.18486273,1200,10800
2025-11-02,2739.74240205,10800,10689.8616064,9488.89408902,2620.10275526,1200,10800
2025-11-03,3401.74286008,10720.7217366,9488.89408902,10161.7889952,2603.0206478,1200,10800
2025-11-04,3153.52461844,10800,10161.7889952,9901.8885642,2590.31404694,1200,10800
2025-11-05,3313.98580432,10721.9738568,9901.8885642,10188.2051754,2577.60744607,1200,10800
2025-11-06,1308.96889151,10734.3638408,10188.2051754,7990.53868169,2564.90084521,1200,10800
2025-11-07,3564.73698481,10800,7990.53868169,10737.8259614,2552.19424435,1200,10800
2025-11-08,3842.5181413,10800,10737.8259614,10673.527554,2539.48764348,1200,10800
2025-11-09,1666.57949767,10800,10673.527554,8415.50328481,2536.03269783,1200,10800
2025-11-10,1200,10800,8415.50328481,8033.76626058,2532.57775219,1200,10800
2025-11-11,3341.4317617,10800,8033.76626058,9935.62234763,2529.12280654,1200,10800
2025-11-12,3431.89887559,10800,9935.62234763,10112.8681124,2525.66786089,1200,10800
2025-11-13,2386.15842768,10800,10112.8681124,9186.32287429,2522.21291524,1200,10800
2025-11-14,3493.01927056,10800,9186.32287429,10243.2244475,2510.66932116,1200,10800
2025-11-15,3052.11066667,10800,10243.2244475,10132.8506023,2499.12572709,1200,10800
2025-11-16,1895.23912178,10800,10132.8506023,8533.36801788,2487.58213301,1200,10800
2025-11-17,3639.7762306,10800,8533.36801788,10418.6967252,2476.03853894,1200,10800
2025-11-18,2300.58269459,10800,10418.6967252,9001.70619655,2464.49494486,1200,10800
2025-11-19,1962.29650565,10585.2292044,9001.70619655,8566.88763187,2462.43334883,1200,10800
2025-11-20,2746.44137656,10800,8566.88763187,9492.73439442,2460.37175279,1200,10800
2025-11-21,3261.69108142,10800,9492.73439442,10560.0615661,2458.31015676,1200,10800
2025-11-22,3087.80519368,10800,10560.0615661,10046.2135023,2456.24856072,1200,10800
2025-11-23,2339.86071289,10800,10046.2135023,10075.4928811,2454.18696469,1200,10800
2025-11-24,2821.98090895,10800,10075.4928811,9400.42846387,2445.7462572,1200,10800
2025-11-25,2473.54377485,10800,9400.42846387,9175.42021393,2437.30554972,1200,10800
2025-11-26,2220.22018991,10800,9175.42021393,8966.61764841,2428.86484223,1200,10800
2025-11-27,2873.00623416,10800,8966.61764841,9686.79317243,2420.42413475,1200,10800
2025-11-28,3200.72834729,10800,9686.79317243,10189.3497253,2411.98342726,1200,10800
2025-11-29,3501.77980042,10800,10189.3497253,10050.2121792,2397.12587528,1200,10800
2025-11-30,1637.28022828,10800,10050.2121792,8306.82233623,2437.30554972,1200,10800
2025-12-01,1200,9915.0586182,8306.82233623,7767.95529569,2428.86484223,1200,10800
2025-12-02,1200,9982.5939278,7767.95529569,8034.9660708,2456.24856072,1200,10800
2025-12-03,2736.57723002,10665.9965597,8034.9660708,10665.9965597,2464.49494486,1200,10800
2025-12-04,1891.05243223,10800,10665.9965597,10800,2462.43334883,1200,10800
2025-12-05,2245.06879013,10800,10800,9460.57131326,2460.37175279,1200,10800
2025-12-06,1446.93970289,10194.4411982,9460.57131326,8334.83089947,2458.31015676,1200,10800
2025-12-07,4079.4779626,10800,8334.83089947,10800,2456.24856072,1200,10800
2025-12-08,4169.3730532,10800,10800,10800,2454.18696469,1200,10800
2025-12-09,3655.04934324,10800,10800,10800,2445.7462572,1200,10800
2025-12-10,3696.08815556,10800,10800,10798.011585,2437.30554972,1200,10800
2025-12-11,3514.3896447,10800,10798.011585,10800,2428.86484223,1200,10800
2025-12-12,3008.67806772,10800,10800,9805.25891536,2420.42413475,1200,10800
2025-12-13,3005.53123472,10695.9848897,9805.25891536,9789.20378914,2411.98342726,1200,10800
2025-12-14,2570.12452863,10800,9789.20378914,9308.97229584,2397.12587528,1200,10800
2025-12-15,3126.07289949,10800,9308.97229584,10001.1413315,2382.26832329,1200,10800
