date,t,time_end,L_actual_kw,P_act_kw,L_fc_kw,P_fc_kw,x_plan_kwh,y_used_kwh,r_purchase_waste_kwh,u_charge_kwh,v_discharge_kwh,e_emergency_kwh,w_pv_waste_kwh,g_pv_used_kwh,E_end_kwh,physical_slot0,decision_date,plan_slot0,price_actual,total_cost_yuan,period_start,period_end,L_commit_fc_kw,P_commit_fc_kw,forecast_issue_hour,x0_kwh,x3_kwh,price_fc,E_start_kwh
2025-03-20,88,14:40,6259.4213,5837.6616,6265.74266339,5812.16120066,0,0,0,0,70.2932833333,0,0,972.9436,9191.0258629,87,2025-03-20,86,1.0906,0,14:30,14:40,6265.74266339,5812.16120066,0,0,0,1.0906,9269.12951105
2025-03-20,89,14:50,6190.1146,5431.9635,6317.41908996,5568.70878671,0,0,0,0,126.358516667,0,0,905.32725,9050.62751105,88,2025-03-20,87,0.9376,0,14:40,14:50,6317.41908996,5568.70878671,0,0,0,0.9376,9191.0258629
2025-03-20,90,15:00,6156.64,5072.775,6261.53766703,5333.88700781,154.608443204,154.608443204,0,0,26.0357234629,0,0,845.4625,9021.69892943,89,2025-03-20,88,0.6694,103.494891881,14:50,15:00,6261.53766703,5333.88700781,0,154.608443204,154.608443204,0.6694,9050.62751105
2025-03-20,91,15:10,6039.3659,4855.4545,6196.75005799,5136.14616261,453.806064654,453.806064654,0,256.487497988,0,0,0,809.242416667,9252.53767761,90,2025-03-20,89,0.66,299.512002672,15:00,15:10,6196.75005799,5136.14616261,0,453.806064654,453.806064654,0.66,9021.69892943
2025-03-20,92,15:20,6054.6789,4561.8383,6159.43723034,4872.46398991,214.495540071,214.495540071,0,0,34.3112265953,0,0,760.306383333,9214.41409251,91,2025-03-20,90,0.7217,154.80143127,15:10,15:20,6159.43723034,4872.46398991,0,214.495540071,214.495540071,0.7217,9252.53767761
2025-03-20,93,15:30,6187.68,4146.825,6167.99258389,4545.41155968,270.4301707,270.4301707,0,0,69.7123292998,0,0,691.1375,9136.95594884,92,2025-03-20,91,0.7308,197.630368748,15:20,15:30,6167.99258389,4545.41155968,0,270.4301707,270.4301707,0.7308,9214.41409251
2025-03-20,94,15:40,6195.3721,3778.6785,6222.53084278,4247.96858671,329.093709345,329.093709345,0,0,73.6885573219,0,0,629.77975,9055.07977404,93,2025-03-20,92,0.7534,247.93920062,15:30,15:40,6222.53084278,4247.96858671,0,329.093709345,329.093709345,0.7534,9136.95594884
2025-03-20,95,15:50,6186.1376,3471.4229,6172.46281926,3957.98329038,369.079921481,369.079921481,0,0,83.3725285195,0,0,578.570483333,8962.44363124,94,2025-03-20,93,0.7823,288.731222574,15:40,15:50,6172.46281926,3957.98329038,0,369.079921481,369.079921481,0.7823,9055.07977404
2025-03-20,96,16:00,6200.17,3156.225,6008.13477149,3665.07976094,390.509168425,390.509168425,0,0,116.814998242,0,0,526.0375,8832.64918875,95,2025-03-20,94,0.8055,314.555135166,15:50,16:00,6008.13477149,3665.07976094,0,390.509168425,390.509168425,0.8055,8962.44363124
2025-03-20,97,16:10,6153.3743,2779.805,6115.50237002,3318.80082433,466.11692428,466.11692428,0,0,37.6121325072,58.5324932123,0,463.300833333,8790.85793041,96,2025-03-20,95,0.8271,627.586433752,16:00,16:10,6115.50237002,3318.80082433,0,466.11692428,466.11692428,0.8271,8832.64918875
2025-03-20,98,16:20,6101.7592,2507.3559,6159.46657639,2921.12378364,539.723798791,539.723798791,0,0,-0,59.343417876,0,417.89265,8790.85793041,97,2025-03-20,96,0.8519,712.563992633,16:10,16:20,6159.46657639,2921.12378364,0,539.723798791,539.723798791,0.8519,8790.85793041
2025-03-20,99,16:30,6118.95,2334.4125,6146.66188531,2496.76348324,608.316400345,608.316400345,0,0,-0,22.4398496553,0,389.06875,8790.85793041,98,2025-03-20,97,0.8791,633.405306703,16:20,16:30,6146.66188531,2496.76348324,0,608.316400345,608.316400345,0.8791,8790.85793041
2025-03-20,100,16:40,6209.4949,2077.0816,6134.39854596,2152.02218653,663.729393238,663.729393238,0,0,-0,25.0061567621,0,346.180266667,8790.85793041,99,2025-03-20,98,0.9024,711.777183768,16:30,16:40,6134.39854596,2152.02218653,0,663.729393238,663.729393238,0.9024,8790.85793041
2025-03-20,101,16:50,6190.199,1733.8533,6150.72160898,1846.36182288,717.393297683,717.393297683,0,0,-0,25.3309856501,0,288.97555,8790.85793041,100,2025-03-20,99,0.9163,773.401389423,16:40,16:50,6150.72160898,1846.36182288,0,717.393297683,717.393297683,0.9163,8790.85793041
