date,t,time_end,price_actual,price_fixed,price_fc
2025-01-01,50,08:20,1.4132,1.0956,1.0956
2025-01-01,51,08:30,1.3895,1.0849,1.0849
2025-01-01,52,08:40,1.361,1.061,1.061
2025-01-01,53,08:50,1.3028,1.043,1.043
2025-01-01,54,09:00,1.2562,1.036,1.036
2025-01-01,55,09:10,1.2749,1.0147,1.0147
2025-01-01,56,09:20,1.2735,0.9922,0.9922
2025-01-01,57,09:30,1.2135,0.97,0.97
2025-01-01,58,09:40,1.1586,0.9422,0.9422
2025-01-01,59,09:50,1.2464,0.9569,0.9569
2025-01-01,60,10:00,1.3947,0.9977,0.9977
2025-01-01,61,10:10,1.3761,0.9919,0.9919
2025-01-01,62,10:20,1.3294,0.9588,0.9588
2025-01-01,63,10:30,1.3646,0.9549,0.9549
2025-01-01,64,10:40,1.4099,0.9839,0.9839
2025-01-01,65,10:50,1.1773,0.799,0.799
2025-01-01,66,11:00,0.806,0.5025,0.5025
2025-01-01,67,11:10,0.7483,0.4662,0.4662
2025-01-01,68,11:20,0.7981,0.5007,0.5007
2025-01-01,69,11:30,0.7929,0.4827,0.4827
2025-01-01,70,11:40,0.7713,0.4785,0.4785
2025-01-01,71,11:50,0.726,0.4662,0.4662
2025-01-01,72,12:00,0.7133,0.4432,0.4432
2025-01-01,73,12:10,0.8026,0.4411,0.4411
2025-01-01,74,12:20,0.8183,0.4551,0.4551
2025-01-01,75,12:30,0.7305,0.4463,0.4463
2025-01-01,76,12:40,0.712,0.4113,0.4113
2025-01-01,77,12:50,0.903,0.5682,0.5682
2025-01-01,78,13:00,1.1525,0.8279,0.8279
2025-01-01,79,13:10,1.1607,0.8636,0.8636
2025-01-01,80,13:20,1.1437,0.8416,0.8416
2025-01-01,81,13:30,1.1537,0.8618,0.8618
2025-01-01,82,13:40,1.0571,0.8623,0.8623
2025-01-01,83,13:50,1.1423,0.9026,0.9026
2025-01-01,84,14:00,1.3627,0.9754,0.9754
2025-01-01,85,14:10,1.363,1.0002,1.0002
2025-01-01,86,14:20,1.3215,0.9978,0.9978
2025-01-01,87,14:30,1.3884,1.0271,1.0271
2025-01-01,88,14:40,1.4736,1.0906,1.0906
2025-01-01,89,14:50,1.2203,0.9376,0.9376
2025-01-01,90,15:00,0.8295,0.6694,0.6694
2025-01-01,91,15:10,0.8782,0.66,0.66
2025-01-01,92,15:20,0.974,0.7217,0.7217
2025-01-01,93,15:30,0.9257,0.7308,0.7308
2025-01-01,94,15:40,0.9368,0.7534,0.7534
2025-01-01,95,15:50,0.9885,0.7823,0.7823
2025-01-01,96,16:00,1.0236,0.8055,0.8055
2025-01-01,97,16:10,1.0256,0.8271,0.8271
2025-01-01,98,16:20,1.0518,0.8519,0.8519
2025-01-01,99,16:30,1.0918,0.8791,0.8791
2025-01-01,100,16:40,1.0866,0.9024,0.9024
2025-01-01,101,16:50,1.1196,0.9163,0.9163
2025-01-01,102,17:00,1.1821,0.9264,0.9264
2025-01-01,103,17:10,1.1719,0.9462,0.9462
2025-01-01,104,17:20,1.1271,0.9742,0.9742
2025-01-01,105,17:30,1.1001,0.9862,0.9862
2025-01-01,106,17:40,1.1206,0.976,0.976
2025-01-01,107,17:50,1.2125,1.0742,1.0742
2025-01-01,108,18:00,1.3246,1.2313,1.2313
2025-01-01,109,18:10,1.3543,1.2561,1.2561
2025-01-01,110,18:20,1.2951,1.2447,1.2447
2025-01-01,111,18:30,1.2214,1.2545,1.2545
2025-01-01,112,18:40,1.2363,1.2522,1.2522
2025-01-01,113,18:50,1.3339,1.2881,1.2881
2025-01-01,114,19:00,1.4613,1.3466,1.3466
2025-01-01,115,19:10,1.5521,1.3523,1.3523
2025-01-01,116,19:20,1.5622,1.3445,1.3445
2025-01-01,117,19:30,1.5218,1.3483,1.3483
2025-01-01,118,19:40,1.5047,1.349,1.349
2025-01-01,119,19:50,1.4843,1.3473,1.3473
2025-01-01,120,20:00,1.4695,1.3482,1.3482
2025-01-01,121,20:10,1.4993,1.3513,1.3513
2025-01-01,122,20:20,1.4946,1.34,1.34
2025-01-01,123,20:30,1.5029,1.3489,1.3489
2025-01-01,124,20:40,1.5993,1.3952,1.3952
2025-01-01,125,20:50,1.3716,1.2226,1.2226
2025-01-01,126,21:00,0.9601,0.9332,0.9332
2025-01-01,127,21:10,0.9485,0.9068,0.9068
2025-01-01,128,21:20,1.0064,0.9371,0.9371
2025-01-01,129,21:30,0.9622,0.9371,0.9371
2025-01-01,130,21:40,0.947,0.9871,0.9871
2025-01-01,131,21:50,0.7428,0.7764,0.7764
2025-01-01,132,22:00,0.4482,0.4209,0.4209
2025-01-01,133,22:10,0.4243,0.3859,0.3859
2025-01-01,134,22:20,0.4595,0.4368,0.4368
2025-01-01,135,22:30,0.4384,0.4198,0.4198
2025-01-01,136,22:40,0.4506,0.4186,0.4186
2025-01-01,137,22:50,0.4362,0.4241,0.4241
2025-01-01,138,23:00,0.4111,0.4237,0.4237
2025-01-01,139,23:10,0.459,0.4248,0.4248
2025-01-01,140,23:20,0.4759,0.424,0.424
2025-01-01,141,23:30,0.4314,0.422,0.422
2025-01-01,142,23:40,0.4038,0.424,0.424
2025-01-01,143,23:50,0.4179,0.4271,0.4271
2025-01-01,144,00:00+1,0.4284,0.4276,0.4276
2025-01-02,1,00:10,0.3809,0.4248,0.4527
2025-01-02,2,00:20,0.3964,0.4245,0.4733
2025-01-02,3,00:30,0.4654,0.4269,0.4843
2025-01-02,4,00:40,0.4542,0.4272,0.4541
2025-01-02,5,00:50,0.4299,0.4271,0.4266
2025-01-02,6,01:00,0.4477,0.4285,0.4311
2025-01-02,7,01:10,0.4859,0.4311,0.4544
2025-01-02,8,01:20,0.4752,0.4302,0.4483
2025-01-02,9,01:30,0.4348,0.4279,0.4251
2025-01-02,10,01:40,0.4513,0.4312,0.444
2025-01-02,11,01:50,0.4853,0.4333,0.478
2025-01-02,12,02:00,0.4864,0.4311,0.4941
2025-01-02,13,02:10,0.4444,0.4293,0.484
2025-01-02,14,02:20,0.4217,0.4324,0.4751
2025-01-02,15,02:30,0.4443,0.4367,0.488
2025-01-02,16,02:40,0.4757,0.4348,0.5215
2025-01-02,17,02:50,0.4517,0.4335,0.5498
2025-01-02,18,03:00,0.4249,0.4357,0.5471
2025-01-02,19,03:10,0.5053,0.4374,0.5067
2025-01-02,20,03:20,0.5471,0.4371,0.4769
2025-01-02,21,03:30,0.5103,0.4356,0.4669
2025-01-02,22,03:40,0.5009,0.4353,0.4501
2025-01-02,23,03:50,0.5244,0.436,0.4608
2025-01-02,24,04:00,0.548,0.4378,0.4927
2025-01-02,25,04:10,0.5374,0.4401,0.4976
2025-01-02,26,04:20,0.4983,0.4389,0.4889
2025-01-02,27,04:30,0.4835,0.4364,0.4885
2025-01-02,28,04:40,0.539,0.4393,0.5042
2025-01-02,29,04:50,0.5404,0.4422,0.5178
2025-01-02,30,05:00,0.4883,0.4395,0.5042
2025-01-02,31,05:10,0.5077,0.4333,0.4639
2025-01-02,32,05:20,0.5513,0.4439,0.4899
2025-01-02,33,05:30,0.528,0.4301,0.5194
2025-01-02,34,05:40,0.4409,0.3713,0.4459
2025-01-02,35,05:50,0.6417,0.5708,0.6726
2025-01-02,36,06:00,1.0168,0.9099,1.0693
2025-01-02,37,06:10,1.0773,0.9368,1.0696
2025-01-02,38,06:20,1.0353,0.8758,0.9974
2025-01-02,39,06:30,1.0552,0.8759,1.0451
2025-01-02,40,06:40,1.0765,0.8601,1.0684
2025-01-02,41,06:50,1.0611,0.8442,1.0267
2025-01-02,42,07:00,1.0284,0.8334,0.9814
2025-01-02,43,07:10,1.0303,0.8092,1.0187
2025-01-02,44,07:20,1.0451,0.7972,1.0362
2025-01-02,45,07:30,0.9954,0.7644,0.967
2025-01-02,46,07:40,0.8699,0.6899,0.893
2025-01-02,47,07:50,1.0474,0.86,1.136
2025-01-02,48,08:00,1.4142,1.1617,1.5209
2025-01-02,49,08:10,1.4538,1.1683,1.5206
2025-01-02,50,08:20,1.3917,1.0956,1.4132
2025-01-02,51,08:30,1.3851,1.0849,1.3895
2025-01-02,52,08:40,1.3569,1.061,1.361
2025-01-02,53,08:50,1.3276,1.043,1.3028
2025-01-02,54,09:00,1.3123,1.036,1.2562
2025-01-02,55,09:10,1.295,1.0147,1.2749
2025-01-02,56,09:20,1.2685,0.9922,1.2735
2025-01-02,57,09:30,1.2318,0.97,1.2135
2025-01-02,58,09:40,1.2119,0.9422,1.1586
2025-01-02,59,09:50,1.3227,0.9569,1.2464
2025-01-02,60,10:00,1.4694,0.9977,1.3947
2025-01-02,61,10:10,1.425,0.9919,1.3761
2025-01-02,62,10:20,1.3505,0.9588,1.3294
2025-01-02,63,10:30,1.382,0.9549,1.3646
2025-01-02,64,10:40,1.4486,0.9839,1.4099
2025-01-02,65,10:50,1.1762,0.799,1.1773
2025-01-02,66,11:00,0.7285,0.5025,0.806
2025-01-02,67,11:10,0.6748,0.4662,0.7483
2025-01-02,68,11:20,0.7698,0.5007,0.7981
2025-01-02,69,11:30,0.802,0.4827,0.7929
2025-01-02,70,11:40,0.7991,0.4785,0.7713
2025-01-02,71,11:50,0.77,0.4662,0.726
2025-01-02,72,12:00,0.7251,0.4432,0.7133
2025-01-02,73,12:10,0.6934,0.4411,0.8026
2025-01-02,74,12:20,0.736,0.4551,0.8183
2025-01-02,75,12:30,0.7799,0.4463,0.7305
2025-01-02,76,12:40,0.7126,0.4113,0.712
2025-01-02,77,12:50,0.8149,0.5682,0.903
2025-01-02,78,13:00,1.0546,0.8279,1.1525
2025-01-02,79,13:10,1.1073,0.8636,1.1607
2025-01-02,80,13:20,1.1179,0.8416,1.1437
2025-01-02,81,13:30,1.1386,0.8618,1.1537
2025-01-02,82,13:40,1.085,0.8623,1.0571
2025-01-02,83,13:50,1.1688,0.9026,1.1423
2025-01-02,84,14:00,1.3731,0.9754,1.3627
2025-01-02,85,14:10,1.443,1.0002,1.363
2025-01-02,86,14:20,1.3961,0.9978,1.3215
2025-01-02,87,14:30,1.3955,1.0271,1.3884
2025-01-02,88,14:40,1.5287,1.0906,1.4736
2025-01-02,89,14:50,1.3188,0.9376,1.2203
2025-01-02,90,15:00,0.9014,0.6694,0.8295
2025-01-02,91,15:10,0.9117,0.66,0.8782
2025-01-02,92,15:20,0.9858,0.7217,0.974
2025-01-02,93,15:30,0.9466,0.7308,0.9257
2025-01-02,94,15:40,0.9835,0.7534,0.9368
2025-01-02,95,15:50,0.9801,0.7823,0.9885
2025-01-02,96,16:00,0.9453,0.8055,1.0236
2025-01-02,97,16:10,1.0223,0.8271,1.0256
2025-01-02,98,16:20,1.0698,0.8519,1.0518
2025-01-02,99,16:30,1.0489,0.8791,1.0918
2025-01-02,100,16:40,1.0608,0.9024,1.0866
2025-01-02,101,16:50,1.0696,0.9163,1.1196
2025-01-02,102,17:00,1.0691,0.9264,1.1821
2025-01-02,103,17:10,1.1027,0.9462,1.1719
2025-01-02,104,17:20,1.1447,0.9742,1.1271
2025-01-02,105,17:30,1.132,0.9862,1.1001
2025-01-02,106,17:40,1.0495,0.976,1.1206
2025-01-02,107,17:50,1.1389,1.0742,1.2125
2025-01-02,108,18:00,1.3264,1.2313,1.3246
2025-01-02,109,18:10,1.2974,1.2561,1.3543
2025-01-02,110,18:20,1.2746,1.2447,1.2951
2025-01-02,111,18:30,1.302,1.2545,1.2214
2025-01-02,112,18:40,1.2218,1.2522,1.2363
2025-01-02,113,18:50,1.3207,1.2881,1.3339
2025-01-02,114,19:00,1.5402,1.3466,1.4613
2025-01-02,115,19:10,1.5188,1.3523,1.5521
2025-01-02,116,19:20,1.5062,1.3445,1.5622
2025-01-02,117,19:30,1.5684,1.3483,1.5218
2025-01-02,118,19:40,1.5131,1.349,1.5047
2025-01-02,119,19:50,1.474,1.3473,1.4843
2025-01-02,120,20:00,1.5042,1.3482,1.4695
2025-01-02,121,20:10,1.5144,1.3513,1.4993
2025-01-02,122,20:20,1.5101,1.34,1.4946
2025-01-02,123,20:30,1.5457,1.3489,1.5029
2025-01-02,124,20:40,1.6098,1.3952,1.5993
2025-01-02,125,20:50,1.3601,1.2226,1.3716
2025-01-02,126,21:00,0.9518,0.9332,0.9601
2025-01-02,127,21:10,0.9182,0.9068,0.9485
2025-01-02,128,21:20,0.9978,0.9371,1.0064
2025-01-02,129,21:30,1.0226,0.9371,0.9622
2025-01-02,130,21:40,1.0437,0.9871,0.947
2025-01-02,131,21:50,0.8145,0.7764,0.7428
2025-01-02,132,22:00,0.4539,0.4209,0.4482
2025-01-02,133,22:10,0.3707,0.3859,0.4243
2025-01-02,134,22:20,0.3724,0.4368,0.4595
2025-01-02,135,22:30,0.3623,0.4198,0.4384
2025-01-02,136,22:40,0.4398,0.4186,0.4506
2025-01-02,137,22:50,0.4911,0.4241,0.4362
2025-01-02,138,23:00,0.473,0.4237,0.4111
2025-01-02,139,23:10,0.4541,0.4248,0.459
2025-01-02,140,23:20,0.4446,0.424,0.4759
2025-01-02,141,23:30,0.4413,0.422,0.4314
2025-01-02,142,23:40,0.4391,0.424,0.4038
2025-01-02,143,23:50,0.4199,0.4271,0.4179
2025-01-02,144,00:00+1,0.4054,0.4276,0.4284
2025-01-03,1,00:10,0.4323,0.4248,0.404833333333
2025-01-03,2,00:20,0.4274,0.4245,0.422033333333
2025-01-03,3,00:30,0.3899,0.4269,0.4717
2025-01-03,4,00:40,0.3911,0.4272,0.454166666667
2025-01-03,5,00:50,0.389,0.4271,0.4288
2025-01-03,6,01:00,0.3604,0.4285,0.442166666667
2025-01-03,7,01:10,0.33,0.4311,0.4754
2025-01-03,8,01:20,0.3201,0.4302,0.466233333333
2025-01-03,9,01:30,0.3449,0.4279,0.431566666667
2025-01-03,10,01:40,0.3981,0.4312,0.448866666667
2025-01-03,11,01:50,0.4209,0.4333,0.482866666667
2025-01-03,12,02:00,0.3978,0.4311,0.488966666667
2025-01-03,13,02:10,0.3609,0.4293,0.4576
2025-01-03,14,02:20,0.3095,0.4324,0.4395
2025-01-03,15,02:30,0.297,0.4367,0.458866666667
2025-01-03,16,02:40,0.3844,0.4348,0.490966666667
2025-01-03,17,02:50,0.4193,0.4335,0.4844
2025-01-03,18,03:00,0.3772,0.4357,0.465633333333
2025-01-03,19,03:10,0.3799,0.4374,0.505766666667
2025-01-03,20,03:20,0.4092,0.4371,0.5237
2025-01-03,21,03:30,0.4294,0.4356,0.495833333333
2025-01-03,22,03:40,0.4309,0.4353,0.483966666667
2025-01-03,23,03:50,0.4294,0.436,0.5032
2025-01-03,24,04:00,0.4312,0.4378,0.529566666667
2025-01-03,25,04:10,0.4266,0.4401,0.524133333333
2025-01-03,26,04:20,0.4067,0.4389,0.495166666667
2025-01-03,27,04:30,0.3821,0.4364,0.485166666667
2025-01-03,28,04:40,0.3764,0.4393,0.5274
2025-01-03,29,04:50,0.391,0.4422,0.532866666667
2025-01-03,30,05:00,0.4065,0.4395,0.4936
2025-01-03,31,05:10,0.4053,0.4333,0.4931
2025-01-03,32,05:20,0.432,0.4439,0.530833333333
2025-01-03,33,05:30,0.4612,0.4301,0.525133333333
2025-01-03,34,05:40,0.4479,0.3713,0.442566666667
2025-01-03,35,05:50,0.5953,0.5708,0.652
2025-01-03,36,06:00,0.8394,0.9099,1.0343
2025-01-03,37,06:10,0.8855,0.9368,1.07473333333
2025-01-03,38,06:20,0.8344,0.8758,1.02266666667
2025-01-03,39,06:30,0.801,0.8759,1.05183333333
2025-01-03,40,06:40,0.8053,0.8601,1.0738
2025-01-03,41,06:50,0.8421,0.8442,1.04963333333
2025-01-03,42,07:00,0.8647,0.8334,1.01273333333
2025-01-03,43,07:10,0.8348,0.8092,1.02643333333
2025-01-03,44,07:20,0.8811,0.7972,1.04213333333
2025-01-03,45,07:30,0.9268,0.7644,0.985933333333
2025-01-03,46,07:40,0.7983,0.6899,0.8776
2025-01-03,47,07:50,0.9003,0.86,1.07693333333
2025-01-03,48,08:00,1.1821,1.1617,1.44976666667
2025-01-03,49,08:10,1.1654,1.1683,1.47606666667
2025-01-03,50,08:20,1.0647,1.0956,1.39886666667
2025-01-03,51,08:30,1.034,1.0849,1.38656666667
2025-01-03,52,08:40,1.0118,1.061,1.35826666667
2025-01-03,53,08:50,1.032,1.043,1.31933333333
2025-01-03,54,09:00,1.0652,1.036,1.2936
2025-01-03,55,09:10,1.0285,1.0147,1.2883
2025-01-03,56,09:20,0.9814,0.9922,1.27016666667
2025-01-03,57,09:30,0.9601,0.97,1.2257
2025-01-03,58,09:40,0.9565,0.9422,1.19413333333
2025-01-03,59,09:50,1.0177,0.9569,1.29726666667
2025-01-03,60,10:00,1.0918,0.9977,1.4445
2025-01-03,61,10:10,1.0725,0.9919,1.4087
2025-01-03,62,10:20,1.0839,0.9588,1.34346666667
2025-01-03,63,10:30,1.1421,0.9549,1.3762
2025-01-03,64,10:40,1.1022,0.9839,1.4357
2025-01-03,65,10:50,0.8505,0.799,1.17656666667
2025-01-03,66,11:00,0.5512,0.5025,0.754333333333
2025-01-03,67,11:10,0.5128,0.4662,0.6993
2025-01-03,68,11:20,0.5524,0.5007,0.779233333333
2025-01-03,69,11:30,0.5338,0.4827,0.798966666667
2025-01-03,70,11:40,0.485,0.4785,0.789833333333
2025-01-03,71,11:50,0.4077,0.4662,0.755333333333
2025-01-03,72,12:00,0.3623,0.4432,0.721166666667
2025-01-03,73,12:10,0.4249,0.4411,0.7298
2025-01-03,74,12:20,0.4701,0.4551,0.763433333333
2025-01-03,75,12:30,0.4408,0.4463,0.763433333333
2025-01-03,76,12:40,0.4295,0.4113,0.7124
2025-01-03,77,12:50,0.6314,0.5682,0.844266666667
2025-01-03,78,13:00,0.9,0.8279,1.08723333333
2025-01-03,79,13:10,0.8765,0.8636,1.1251
2025-01-03,80,13:20,0.8044,0.8416,1.1265
2025-01-03,81,13:30,0.7991,0.8618,1.14363333333
2025-01-03,82,13:40,0.7672,0.8623,1.0757
2025-01-03,83,13:50,0.8981,0.9026,1.15996666667
2025-01-03,84,14:00,1.1161,0.9754,1.36963333333
2025-01-03,85,14:10,1.1201,1.0002,1.41633333333
2025-01-03,86,14:20,1.0592,0.9978,1.37123333333
2025-01-03,87,14:30,1.0922,1.0271,1.39313333333
2025-01-03,88,14:40,1.1903,1.0906,1.51033333333
2025-01-03,89,14:50,1.0195,0.9376,1.28596666667
2025-01-03,90,15:00,0.6815,0.6694,0.877433333333
2025-01-03,91,15:10,0.63,0.66,0.900533333333
2025-01-03,92,15:20,0.6917,0.7217,0.981866666667
2025-01-03,93,15:30,0.7013,0.7308,0.939633333333
2025-01-03,94,15:40,0.679,0.7534,0.967933333333
2025-01-03,95,15:50,0.7045,0.7823,0.9829
2025-01-03,96,16:00,0.7784,0.8055,0.9714
2025-01-03,97,16:10,0.8201,0.8271,1.0234
2025-01-03,98,16:20,0.7953,0.8519,1.0638
2025-01-03,99,16:30,0.7609,0.8791,1.0632
2025-01-03,100,16:40,0.806,0.9024,1.0694
2025-01-03,101,16:50,0.8384,0.9163,1.08626666667
2025-01-03,102,17:00,0.8291,0.9264,1.10676666667
2025-01-03,103,17:10,0.8362,0.9462,1.12576666667
2025-01-03,104,17:20,0.8309,0.9742,1.13883333333
2025-01-03,105,17:30,0.7971,0.9862,1.12136666667
2025-01-03,106,17:40,0.7805,0.976,1.0732
2025-01-03,107,17:50,0.9189,1.0742,1.16343333333
2025-01-03,108,18:00,1.1145,1.2313,1.3258
2025-01-03,109,18:10,1.1198,1.2561,1.31636666667
2025-01-03,110,18:20,1.1147,1.2447,1.28143333333
2025-01-03,111,18:30,1.1493,1.2545,1.27513333333
2025-01-03,112,18:40,1.1135,1.2522,1.22663333333
2025-01-03,113,18:50,1.1986,1.2881,1.3251
2025-01-03,114,19:00,1.3715,1.3466,1.5139
2025-01-03,115,19:10,1.385,1.3523,1.5299
2025-01-03,116,19:20,1.3439,1.3445,1.52486666667
2025-01-03,117,19:30,1.3433,1.3483,1.55286666667
2025-01-03,118,19:40,1.3698,1.349,1.5103
2025-01-03,119,19:50,1.3803,1.3473,1.47743333333
2025-01-03,120,20:00,1.3698,1.3482,1.49263333333
2025-01-03,121,20:10,1.366,1.3513,1.50936666667
2025-01-03,122,20:20,1.3515,1.34,1.50493333333
2025-01-03,123,20:30,1.3654,1.3489,1.53143333333
2025-01-03,124,20:40,1.4264,1.3952,1.6063
2025-01-03,125,20:50,1.2185,1.2226,1.36393333333
2025-01-03,126,21:00,0.8499,0.9332,0.954566666667
2025-01-03,127,21:10,0.7696,0.9068,0.9283
2025-01-03,128,21:20,0.772,0.9371,1.00066666667
2025-01-03,129,21:30,0.7545,0.9371,1.00246666667
2025-01-03,130,21:40,0.7962,0.9871,1.01146666667
2025-01-03,131,21:50,0.6343,0.7764,0.7906
2025-01-03,132,22:00,0.3392,0.4209,0.452
2025-01-03,133,22:10,0.2766,0.3859,0.388566666667
2025-01-03,134,22:20,0.3116,0.4368,0.401433333333
2025-01-03,135,22:30,0.3267,0.4198,0.387666666667
2025-01-03,136,22:40,0.3398,0.4186,0.4434
2025-01-03,137,22:50,0.3237,0.4241,0.4728
2025-01-03,138,23:00,0.3064,0.4237,0.452366666667
2025-01-03,139,23:10,0.3462,0.4248,0.455733333333
2025-01-03,140,23:20,0.3545,0.424,0.455033333333
2025-01-03,141,23:30,0.3201,0.422,0.438
2025-01-03,142,23:40,0.3247,0.424,0.427333333333
2025-01-03,143,23:50,0.3604,0.4271,0.419233333333
2025-01-03,144,00:00+1,0.3819,0.4276,0.413066666667
2025-01-04,1,00:10,0.354,0.4248,0.41892
2025-01-04,2,00:20,0.3341,0.4245,0.42269
2025-01-04,3,00:30,0.3393,0.4269,0.42199
2025-01-04,4,00:40,0.3378,0.4272,0.41633
2025-01-04,5,00:50,0.356,0.4271,0.40503
2025-01-04,6,01:00,0.3746,0.4285,0.39366
2025-01-04,7,01:10,0.3457,0.4311,0.38921
2025-01-04,8,01:20,0.3459,0.4302,0.37945
2025-01-04,9,01:30,0.3709,0.4279,0.37989
2025-01-04,10,01:40,0.3401,0.4312,0.41865
2025-01-04,11,01:50,0.3175,0.4333,0.44593
2025-01-04,12,02:00,0.3397,0.4311,0.43401
2025-01-04,13,02:10,0.3761,0.4293,0.39826
2025-01-04,14,02:20,0.391,0.4324,0.35972
2025-01-04,15,02:30,0.3888,0.4367,0.36029
2025-01-04,16,02:40,0.3997,0.4348,0.4255
2025-01-04,17,02:50,0.3982,0.4335,0.44207
2025-01-04,18,03:00,0.4058,0.4357,0.4085
2025-01-04,19,03:10,0.4657,0.4374,0.4302
2025-01-04,20,03:20,0.4696,0.4371,0.45734
2025-01-04,21,03:30,0.4065,0.4356,0.45742
2025-01-04,22,03:40,0.3808,0.4353,0.45382
2025-01-04,23,03:50,0.4117,0.436,0.46104
2025-01-04,24,04:00,0.4371,0.4378,0.47239
2025-01-04,25,04:10,0.3845,0.4401,0.46694
2025-01-04,26,04:20,0.3654,0.4389,0.4424
2025-01-04,27,04:30,0.3969,0.4364,0.42316
2025-01-04,28,04:40,0.3876,0.4393,0.43796
2025-01-04,29,04:50,0.3758,0.4422,0.4485
2025-01-04,30,05:00,0.3939,0.4395,0.44081
2025-01-04,31,05:10,0.4301,0.4333,0.44188
2025-01-04,32,05:20,0.4571,0.4439,0.47358
2025-01-04,33,05:30,0.4388,0.4301,0.48706
2025-01-04,34,05:40,0.3941,0.3713,0.4456
2025-01-04,35,05:50,0.5642,0.5708,0.61695
2025-01-04,36,06:00,0.8311,0.9099,0.91561
2025-01-04,37,06:10,0.8207,0.9368,0.96145
2025-01-04,38,06:20,0.7788,0.8758,0.91097
2025-01-04,39,06:30,0.8186,0.8759,0.90167
2025-01-04,40,06:40,0.8131,0.8601,0.91297
2025-01-04,41,06:50,0.835,0.8442,0.92626
2025-01-04,42,07:00,0.8869,0.8334,0.92548
2025-01-04,43,07:10,0.8838,0.8092,0.91184
2025-01-04,44,07:20,0.8788,0.7972,0.94581
2025-01-04,45,07:30,0.8424,0.7644,0.9514
2025-01-04,46,07:40,0.7257,0.6899,0.82925
2025-01-04,47,07:50,0.8551,0.86,0.968
2025-01-04,48,08:00,1.1396,1.1617,1.28561
2025-01-04,49,08:10,1.138,1.1683,1.28744
2025-01-04,50,08:20,1.0508,1.0956,1.19765
2025-01-04,51,08:30,1.0267,1.0849,1.17488
2025-01-04,52,08:40,1.0131,1.061,1.15025
2025-01-04,53,08:50,1.0211,1.043,1.14776
2025-01-04,54,09:00,1.0292,1.036,1.15843
2025-01-04,55,09:10,0.9925,1.0147,1.13309
2025-01-04,56,09:20,0.9697,0.9922,1.09674
2025-01-04,57,09:30,0.9606,0.97,1.06695
2025-01-04,58,09:40,0.9244,0.9422,1.05333
2025-01-04,59,09:50,0.9924,0.9569,1.13207
2025-01-04,60,10:00,1.1301,0.9977,1.23537
2025-01-04,61,10:10,1.1488,0.9919,1.20861
2025-01-04,62,10:20,1.0848,0.9588,1.18843
2025-01-04,63,10:30,1.0572,0.9549,1.23632
