price,purchase_kwh,charge_kwh,discharge_kwh,soc_kwh,emergency_kwh,discarded_kwh
0.3534,1239.79828333,833.333333333,0,7200,0,0
0.3497,1234.2932,833.333333333,0,7950,0,0
0.3245,1243.27833333,833.333333333,0,8700,0,0
0.3293,1220.57003333,833.333333333,0,9450,0,0
0.3592,1288.04348333,833.333333333,0,10200,0,0
0.4038,1160.19590535,579.372572016,0,10721.4353148,0,0
0.4523,598.66405,0,0,10721.4353148,0,0
0.4559,581.734483333,0,0,10721.4353148,0,0
0.4264,584.593333333,0,0,10721.4353148,0,0
0.4251,586.102866667,0,0,10721.4353148,0,0
0.4292,587.196866667,0,0,10721.4353148,0,0
0.4478,596.073333333,0,0,10721.4353148,0,0
0.5032,0,0,612.054816667,10041.3744074,0,0
0.4672,598.3243,0,0,10041.3744074,0,0
0.389,1405.56666667,833.333333333,0,10791.3744074,0,0
0.4462,591.652733333,0,0,10791.3744074,0,0
0.4778,624.2957,0,0,10791.3744074,0,0
0.4332,628.665,0,0,10791.3744074,0,0
0.4262,599.074116667,0,0,10791.3744074,0,0
0.4412,611.860583333,0,0,10791.3744074,0,0
0.4418,647.138333333,0,0,10791.3744074,0,0
0.4245,618.535233333,0,0,10791.3744074,0,0
0.4533,632.842516667,0,0,10791.3744074,0,0
0.4922,682.741666667,0,0,10791.3744074,0,0
0.4433,650.291266667,0,0,10791.3744074,0,0
0.4219,625.2837,0,0,10791.3744074,0,0
0.4714,648.826666667,0,0,10791.3744074,0,0
0.5121,0,0,667.236966667,10050,0,0
0.4836,658.5555,0,0,10050,0,0
0.4376,637.655,0,0,10050,0,0
0.4776,636.654583333,0,0,10050,0,0
0.4964,645.906666667,0,0,10050,0,0
0.4723,652.965,0,0,10050,0,0
0.4865,656.255483333,0,0,10050,0,0
0.4808,665.3871,0,0,10050,0,0
0.4531,681.033333333,0,0,10050,0,0
0.4678,691.020766667,0,0,10050,0,0
0.4823,679.219966667,0,0,10050,0,0
0.4391,647.946666667,0,0,10050,0,0
0.3697,1466.82803333,833.333333333,0,10800,0,0
0.5849,723.738066667,0,-0,10800,0,0
0.9636,855.533333333,0,0,10800,0,0
1.0488,566.800933333,0,300.448583333,10466.1682407,0,0
1.0385,854.668816667,0,0,10466.1682407,0,0
1.0714,40.1683333333,0,833.333333333,9540.24231481,0,0
1.0749,42.6790333333,0,833.333333333,8614.31638889,0,0
1.0446,834.753333333,0,0,8614.31638889,0,0
0.9869,767.92125,0,0,8614.31638889,0,0
0.9164,735.496983333,0,0,8614.31638889,0,0
0.9117,708.674133333,0,0,8614.31638889,0,0
0.9168,656.576666667,0,0,8614.31638889,0,0
0.8379,1432.37988333,833.333333333,0,9364.31638889,0,0
1.0094,668.647566667,0,0,9364.31638889,0,0
1.3473,0,0,811.149166667,8463.03953704,0,0
1.3998,0,0,822.83135,7548.78248148,0,0
1.3427,0,0,758.875866667,6705.58707407,0,0
1.3172,0,0,692.56625,5936.06901852,0,0
1.2806,0,0,640.1275,5224.81624074,0,0
1.2438,0,0,586.0843,4573.61146296,0,0
1.2256,0,0,521.202916667,3994.49711111,0,0
1.2306,0,0,454.838833333,3489.12062963,0,0
1.2355,0,0,413.783566667,3029.36111111,0,0
1.2013,0,0,374.2825,2613.49166667,0,0
1.1141,0,0,288.972716667,2292.41087037,0,0
1.0893,0,0,231.4054,2035.29375926,0,0
1.1386,0,0,222.362916667,1788.22385185,0,0
1.1539,0,0,210.759533333,1554.04659259,0,0
1.097,0,0,192.033283333,1340.67627778,0,0
1.0376,165.075,0,0,1340.67627778,0,0
1.0533,0,0,126.60865,1200,0,0
0.9148,99.80025,0,0,1200,0,0
0.6806,918.797083333,833.333333333,0,1950,0,0
0.6578,893.85425,833.333333333,0,2700,0,0
0.6943,857.37805,833.333333333,0,3450,0,0
0.6727,847.7375,833.333333333,0,4200,0,0
0.6265,888.379016667,833.333333333,0,4950,0,0
0.577,820.716,833.333333333,0,5700,0,0
0.5556,699.930416667,833.333333333,0,6450,0,0
0.5901,746.6966,833.333333333,0,7200,0,0
0.6344,811.439,833.333333333,0,7950,0,0
0.6108,793.794583333,833.333333333,0,8700,0,0
0.519,749.404916667,833.333333333,0,9450,0,0
0.6941,774.159266667,833.333333333,0,10200,0,0
1.0283,0,0,19.4625,10178.375,0,0
1.0587,0,0,45.4698333333,10127.852963,0,0
0.9965,26.7711833333,0,0,10127.852963,0,0
1.0091,22.5758333333,0,0,10127.852963,0,0
1.0445,0,0,78.4620833333,10040.6728704,0,0
1.052,0,0,105.30015,9923.6727037,0,0
1.0369,0,0,99.8616666667,9812.7152963,0,0
1.0441,0,0,146.230066667,9650.23744444,0,0
1.0639,0,0,200.45355,9427.51127778,0,0
1.0889,0,0,230.097083333,9171.84785185,0,0
1.1026,0,0,252.98985,8890.74801852,0,0
0.9951,306.11745,0,0,8890.74801852,0,0
0.8205,1206.49458333,833.333333333,0,9640.74801852,0,0
0.7696,1238.5647,833.333333333,0,10390.7480185,0,0
0.8245,905.502040535,454.724423868,0,10800,0,0
0.8914,520.036666667,0,0,10800,0,0
0.8933,575.346816667,0,0,10800,0,0
0.9024,638.18165,0,0,10800,0,0
0.9311,700.089166667,0,0,10800,0,0
0.9295,728.861766667,0,0,10800,0,0
0.9789,775.6201,0,0,10800,0,0
1.0591,838.57125,0,0,10800,0,0
1.0582,864.95765,0,0,10800,0,0
1.0373,893.215033333,0,0,10800,0,0
1.0422,941.567083333,0,0,10800,0,0
1.0598,985.636266667,0,0,10800,0,0
1.0817,1005.3769,0,0,10800,0,0
1.0782,1026.91833333,0,0,10800,0,0
1.0433,1050.26418333,0,0,10800,0,0
1.143,902.103066667,0,0,10800,0,0
1.3075,0,0,680.376666667,10044.0259259,0,0
1.2913,0,0,682.57005,9285.61475926,0,0
1.2583,0,0,745.416916667,8457.37374074,0,0
1.2799,0,0,755.276666667,7618.17744444,0,0
1.2635,0,0,754.60245,6779.73027778,0,0
1.2481,737.466,0,0,6779.73027778,0,0
1.2611,0,0,720.628333333,5979.03212963,0,0
1.2809,0,0,734.1428,5163.31790741,0,0
1.2785,0,0,718.803033333,4364.64787037,0,0
1.2632,0,0,688.355,3599.80898148,0,0
1.2665,0,0,714.805933333,2805.58016667,0,0
1.254,709.261233333,0,15.5532833333,2788.29874074,0,0
1.2366,705.315,0,0,2788.29874074,0,0
1.2592,0,0,714.35385,1994.57224074,0,0
1.254,707.17605,0,0,1994.57224074,0,0
1.2362,689.72,0,0,1994.57224074,0,0
1.2676,0,0,715.115016667,1200,0,0
1.16,719.23435,0,-0,1200,0,0
0.9655,695.33,0,0,1200,0,0
0.9396,701.571666667,0,0,1200,0,0
0.9423,707.702466667,0,0,1200,0,0
0.9317,707.686666667,0,0,1200,0,0
0.9705,718.29075,0,-0,1200,0,0
0.76,663.7065,0,-0,1200,0,0
0.4122,1400.085,833.333333333,0,1950,0,0
0.3735,1369.755,833.333333333,0,2700,0,0
0.4258,538.939816667,0,0,2700,0,0
0.4236,541.596666667,0,0,2700,0,0
0.4363,546.550666667,0,0,2700,0,0
0.4193,543.9407,0,0,2700,0,0
0.3873,1374.875,833.333333333,0,3450,0,0
0.4093,1390.07986667,833.333333333,0,4200,0,0
0.4166,1229.0952,666.666666667,0,4800,0,0
0.4029,1381.79166667,833.333333333,0,5550,0,0
0.4308,537.147916667,0,0,5550,0,0
0.4514,563.82545,0,0,5550,0,0
0.4406,591.376666667,0,0,5550,0,0
0.4231,553.21265,0,0,5550,0,0
0.4042,1392.8644,833.333333333,0,6300,0,0
0.404,1442.95333333,833.333333333,0,7050,0,0
0.4367,592.417633333,0,0,7050,0,0
0.4177,575.312233333,0,0,7050,0,0
0.3709,1416.89333333,833.333333333,0,7800,0,0
0.4008,1408.58206667,833.333333333,0,8550,0,0
0.4071,1423.68676667,833.333333333,0,9300,0,0
0.3844,1449.19666667,833.333333333,0,10050,0,0
0.4296,596.38565,0,0,10050,0,0
0.4636,600.7105,0,0,10050,0,0
0.4511,638.318333333,0,0,10050,0,0
0.4437,646.818083333,0,0,10050,0,0
0.479,640.075216667,0,0,10050,0,0
0.505,630.405,0,0,10050,0,0
0.439,614.535533333,0,0,10050,0,0
0.4139,1445.87731667,833.333333333,0,10800,0,0
0.4635,633.125,0,0,10800,0,0
0.4864,664.07795,0,0,10800,0,0
0.4564,680.128566667,0,0,10800,0,0
0.4331,668.353333333,0,0,10800,0,0
0.4884,641.08085,0,0,10800,0,0
0.4919,647.1126,0,0,10800,0,0
0.4421,679.903333333,0,0,10800,0,0
0.47,689.475783333,0,0,10800,0,0
0.5162,706.4074,0,-0,10800,0,0
0.5209,41.175,0,675,10050,0,0
0.4891,670.2347,0,0,10050,0,0
0.485,643.91015,0,0,10050,0,0
0.4985,657.01,0,0,10050,0,0
0.4617,657.916766667,0,0,10050,0,0
0.4288,657.125383333,0,0,10050,0,0
0.4191,1492.04833333,833.333333333,0,10800,0,0
0.4384,664.176733333,0,0,10800,0,0
0.6877,749.895,0,-0,10800,0,0
1.0257,864.996666667,0,0,10800,0,0
1.0734,480.077633333,0,393.49145,10362.7872778,0,0
1.0585,879.444783333,0,0,10362.7872778,0,0
1.0968,80.3933333333,0,833.333333333,9436.86135185,0,0
1.0751,66.5374833333,0,833.333333333,8510.93542593,0,0
1.0347,861.534866667,0,0,8510.93542593,0,0
1.0049,824.415,0,0,8510.93542593,0,0
0.9738,788.4368,0,0,8510.93542593,0,0
0.9724,735.512433333,0,0,8510.93542593,0,0
0.9529,658.070833333,0,0,8510.93542593,0,0
0.8663,1419.99035,833.333333333,0,9260.93542593,0,0
1.004,636.43275,0,0,9260.93542593,0,0
1.2922,0,0,737.562916667,8441.42107407,0,0
1.3447,0,0,696.859633333,7667.13259259,0,0
1.3206,0,0,644.632833333,6950.87388889,0,0
1.3219,0,0,633.94125,6246.49472222,0,0
1.2765,0,0,582.8407,5598.89394444,0,0
1.2084,0,0,511.470716667,5030.59314815,0,0
1.176,0,0,479.517916667,4497.79546296,0,0
1.2113,0,0,515.930366667,3924.5395,0,0
1.2121,0,0,485.5158,3385.0775,0,0
1.1749,0,0,390.905833333,2950.73768519,0,0
1.1843,0,0,360.694616667,2549.96588889,0,0
1.1518,0,0,316.25645,2198.56983333,0,0
1.0736,0,0,236.789166667,1935.47075926,0,0
1.049,196.0213,0,0,1935.47075926,0,0
1.0744,0,0,199.099366667,1714.24924074,0,0
1.1249,0,0,225.4475,1463.75201852,0,0
1.1434,0,0,237.376816667,1200,0,0
0.9384,163.512716667,0,0,1200,0,0
0.6622,879.50125,833.333333333,0,1950,0,0
0.6804,850.895016667,833.333333333,0,2700,0,0
0.7161,911.799133333,833.333333333,0,3450,0,0
0.6605,961.395416667,833.333333333,0,4200,0,0
0.6707,889.200066667,833.333333333,0,4950,0,0
0.6434,811.104633333,833.333333333,0,5700,0,0
0.5716,797.705833333,833.333333333,0,6450,0,0
0.5792,815.660816667,833.333333333,0,7200,0,0
0.6533,828.195566667,833.333333333,0,7950,0,0
0.6925,839.975416667,833.333333333,0,8700,0,0
0.6327,880.11725,833.333333333,0,9450,0,0
0.7523,912.324616667,833.333333333,0,10200,0,0
0.9964,83.3341666667,0,0,10200,0,0
1.0208,78.8414833333,0,0,10200,0,0
0.9956,104.5936,0,0,10200,0,0
1.0193,133.892916667,0,0,10200,0,0
1.0122,110.014983333,0,0,10200,0,0
1.0024,131.565216667,0,0,10200,0,0
1.0153,194.157916667,0,0,10200,0,0
1.0397,192.127016667,0,0,10200,0,0
1.0457,0,0,182.651133333,9997.0542963,0,0
1.067,0,0,210.03625,9763.68068519,0,0
1.1376,0,0,264.89225,9469.35596296,0,0
1.0383,342.5916,0,0,9469.35596296,0,0
0.8433,1061.42920782,645.160041152,0,10050,0,0
0.8556,450.695,0,0,10050,0,0
0.877,472.9911,0,0,10050,0,0
0.8337,1352.06083333,833.333333333,0,10800,0,0
0.8602,595.36485,0,0,10800,0,0
0.9135,632.283566667,0,0,10800,0,0
0.9559,647.266666667,0,0,10800,0,0
0.9917,726.63495,0,0,10800,0,0
0.9876,802.805233333,0,0,10800,0,0
0.9791,843.8325,-0,0,10800,0,0
1.0408,883.921383333,0,0,10800,0,0
1.0894,921.269666667,0,0,10800,0,0
1.0972,957.69375,0,0,10800,0,0
1.1128,1000.42643333,0,0,10800,0,0
1.1065,1025.37288333,0,0,10800,0,0
1.081,1037.35666667,0,0,10800,0,0
1.0906,1038.5458,0,0,10800,0,0
1.1796,913.523116667,0,0,10800,0,0
1.2907,0,0,733.638333333,9984.8462963,0,0
1.3113,0,0,707.610066667,9198.61288889,0,0
1.2989,0,0,734.1779,8382.85966667,0,0
1.3003,0,0,731.001666667,7570.63559259,0,0
1.3038,0,0,713.85215,6777.46653704,0,0
1.2861,0,0,695.139533333,6005.08927778,0,0
1.259,690.79,0,0,6005.08927778,0,0
1.2604,712.6662,0,0,6005.08927778,0,0
1.281,28.6075833333,0,706.576733333,5220.00401852,0,0
1.2957,0,0,738.115,4399.87624074,0,0
1.2883,0,0,722.653433333,3596.92798148,0,0
1.2905,0,0,715.24385,2802.21259259,0,0
1.2925,0,0,717.828333333,2004.62555556,0,0
1.2534,711.653983333,0,0,2004.62555556,0,0
1.2226,716.388133333,0,0,2004.62555556,0,0
1.2568,729.601666667,0,0,2004.62555556,0,0
1.3325,0,0,724.163,1200,0,0
1.1898,703.159333333,0,-0,1200,0,0
0.9345,697.483333333,0,0,1200,0,0
0.9407,731.944633333,0,0,1200,0,0
0.9742,732.446483333,0,0,1200,0,0
0.9576,714.175,0,0,1200,0,0
1.0083,748.850633333,0,-0,1200,0,0
0.7932,687.308283333,0,-0,1200,0,0
0.431,548.895,0,0,1200,0,0
0.4127,1350.8529,833.333333333,0,1950,0,0
0.4591,538.265116667,0,0,1950,0,0
0.4257,559.61,0,0,1950,0,0
0.4447,583.596016667,0,0,1950,0,0
0.4293,567.921283333,0,0,1950,0,0
0.3831,1375.95333333,833.333333333,0,2700,0,0
0.4118,1410.34906667,833.333333333,0,3450,0,0
0.4357,567.5697,0,0,3450,0,0
0.417,1348.95,833.333333333,0,4200,0,0
0.4004,1366.48311667,833.333333333,0,4950,0,0
0.4012,1412.86003333,833.333333333,0,5700,0,0
0.4074,1425.53666667,833.333333333,0,6450,0,0
0.4005,1389.43586667,833.333333333,0,7200,0,0
0.4108,1401.48326667,833.333333333,0,7950,0,0
0.4217,610.063333333,0,0,7950,0,0
0.3879,1407.23016667,833.333333333,0,8700,0,0
0.381,1392.98411667,833.333333333,0,9450,0,0
0.4298,596.971666667,0,0,9450,0,0
0.4852,610.038433333,0,0,9450,0,0
0.4816,597.4533,0,0,9450,0,0
0.4387,592.48,0,0,9450,0,0
0.4332,622.075783333,0,0,9450,0,0
0.4211,632.09725,0,0,9450,0,0
0.4079,1447.295,833.333333333,0,10200,0,0
0.4468,613.206533333,0,0,10200,0,0
0.4658,627.647833333,0,0,10200,0,0
0.4548,637.6,0,0,10200,0,0
0.4748,630.263833333,0,0,10200,0,0
0.4967,637.2846,0,0,10200,0,0
0.497,644.943333333,0,0,10200,0,0
0.4818,612.778483333,0,0,10200,0,0
0.458,615.059883333,0,0,10200,0,0
0.4531,654.976666667,0,0,10200,0,0
0.4868,657.8822,0,0,10200,0,0
0.4699,638.830066667,0,0,10200,0,0
0.432,625.123333333,0,0,10200,0,0
0.4885,628.373616667,0,0,10200,0,0
0.5193,507.633533333,0,135,10050,0,0
0.4868,659.786666667,0,0,10050,0,0
0.4719,671.102816667,0,0,10050,0,0
0.4571,658.523033333,0,0,10050,0,0
0.433,636.051666667,0,0,10050,0,0
0.4287,641.589183333,0,0,10050,0,0
0.4825,669.954466667,0,0,10050,0,0
0.5052,682.286666667,0,0,10050,0,0
0.411,1488.69733333,833.333333333,0,10800,0,0
0.6163,711.053366667,0,-0,10800,0,0
1.0157,834.398333333,0,0,10800,0,0
1.06,254.695383333,0,625.099033333,10105.4455185,0,0
1.0074,871.998433333,0,0,10105.4455185,0,0
1.0398,861.956666667,0,0,10105.4455185,0,0
1.0663,33.9821666667,0,833.333333333,9179.51959259,0,0
1.046,845.080016667,0,0,9179.51959259,0,0
1.014,799.82875,0,0,9179.51959259,0,0
1.0283,778.08205,0,0,9179.51959259,0,0
1.0015,745.6747,0,0,9179.51959259,0,0
0.8948,684.5525,0,0,9179.51959259,0,0
0.8093,1466.87695,833.333333333,0,9929.51959259,0,0
1.0382,702.2794,0,0,9929.51959259,0,0
1.3987,0,0,816.379583333,9022.43116667,0,0
1.3894,0,0,780.615783333,8155.0802963,0,0
1.3081,0,0,715.174033333,7360.44248148,0,0
1.3044,0,0,675.304166667,6610.10451852,0,0
1.2383,0,0,604.209566667,5938.76055556,0,0
1.2197,0,0,575.416766667,5299.40859259,0,0
1.2392,0,0,571.545833333,4664.35766667,0,0
1.1757,0,0,500.4412,4108.31188889,0,0
1.1966,0,0,464.66905,3592.01294444,0,0
1.2647,0,0,468.005416667,3072.00692593,0,0
1.1707,0,0,407.154366667,2619.61318519,0,0
1.1168,0,0,342.74895,2238.78101852,0,0
1.1355,0,0,306.059583333,1898.71481481,0,0
1.061,0,0,264.704716667,1604.59846296,0,0
1.0296,219.86785,0,0,1604.59846296,0,0
1.0852,0,0,187.625416667,1396.12577778,0,0
1.0968,0,0,176.5132,1200,0,0
0.9288,145.289216667,0,0,1200,0,0
0.714,946.970416667,833.333333333,0,1950,0,0
0.7246,971.717766667,833.333333333,0,2700,0,0
0.7303,968.975866667,833.333333333,0,3450,0,0
0.6588,919.842916667,833.333333333,0,4200,0,0
0.6667,882.95335,833.333333333,0,4950,0,0
0.6818,826.306283333,833.333333333,0,5700,0,0
0.6509,764.927916667,833.333333333,0,6450,0,0
0.6104,760.513366667,833.333333333,0,7200,0,0
0.6334,779.09145,833.333333333,0,7950,0,0
0.6457,781.1175,833.333333333,0,8700,0,0
0.5451,769.346916667,833.333333333,0,9450,0,0
0.709,832.98155,833.333333333,0,10200,0,0
1.0348,106.664166667,0,0,10200,0,0
1.0198,135.18375,0,0,10200,0,0
0.9583,168.85705,0,0,10200,0,0
1.0209,217.6475,0,0,10200,0,0
1.0769,0,0,203.267816667,9974.14687037,0,0
1.106,0,0,197.1352,9755.10775926,0,0
1.1082,0,0,222.19625,9508.22303704,0,0
1.0882,0,0,236.176233333,9245.805,0,0
1.1136,0,0,281.666683333,8932.84201852,0,0
1.1778,0,0,346.04625,8548.34618519,0,0
1.1791,0,0,367.59745,8139.90457407,0,0
1.0107,395.685166667,0,0,8139.90457407,0,0
0.815,1294.1575,833.333333333,0,8889.90457407,0,0
0.8547,992.101734362,455.661584362,0,9300,0,0
0.8875,561.264983333,0,0,9300,0,0
0.8267,1385.15,833.333333333,0,10050,0,0
0.8268,1417.35795,833.333333333,0,10800,0,0
0.8717,629.50685,0,0,10800,0,0
0.9299,673.668333333,0,0,10800,0,0
0.9935,733.783633333,0,0,10800,0,0
1.0272,791.994983333,0,0,10800,0,0
1.0285,835.450833333,0,0,10800,0,0
1.0322,869.257433333,0,0,10800,0,0
1.0628,912.349166667,0,0,10800,0,0
1.0993,963.018333333,0,0,10800,0,0
1.0999,997.805683333,0,0,10800,0,0
1.1071,1003.58946667,0,0,10800,0,0
1.1202,1005.9,0,0,10800,0,0
1.1068,1024.59816667,0,0,10800,0,0
1.1616,923.155483333,0,0,10800,0,0
1.2653,743.896666667,0,-0,10800,0,0
1.2932,0,0,685.392833333,10038.4524074,0,0
1.2831,0,0,702.891,9257.46240741,0,0
1.2796,0,0,725.315,8451.55685185,0,0
1.285,0,0,726.266933333,7644.59359259,0,0
1.2788,0,0,710.4002,6855.26003704,0,0
1.2709,630.177116667,0,66.7762166667,6781.06424074,0,0
1.2902,0,0,703.715433333,5999.1582037,0,0
1.2971,0,0,714.081033333,5205.73483333,0,0
1.2758,0,0,710.66,4416.11261111,0,0
1.2575,696.993133333,0,0,4416.11261111,0,0
1.296,0,0,724.377316667,3611.24892593,0,0
1.3487,0,0,755.985,2771.26559259,0,0
1.3127,0,0,703.86155,1989.1972037,0,0
1.252,670.445816667,0,0,1989.1972037,0,0
1.2517,693.016666667,0,0,1989.1972037,0,0
1.31,0,0,710.277483333,1200,0,0
1.1789,721.3336,0,-0,1200,0,0
0.9263,725.171666667,0,0,1200,0,0
0.88,711.818733333,0,0,1200,0,0
0.908,701.0101,0,0,1200,0,0
0.9437,712.483333333,0,0,1200,0,0
1.0149,733.620633333,0,-0,1200,0,0
0.8103,660.712266667,0,-0,1200,0,0
0.4447,547.221666667,0,0,1200,0,0
0.3833,1393.52875,833.333333333,0,1950,0,0
0.4449,605.248266667,0,0,1950,0,0
0.448,604.528333333,0,0,1950,0,0
0.4018,1405.48948333,833.333333333,0,2700,0,0
0.4056,1386.11183333,833.333333333,0,3450,0,0
0.458,554.701666667,0,0,3450,0,0
0.4646,550.794966667,0,0,3450,0,0
0.4437,544.332983333,0,0,3450,0,0
0.4308,1204.19166667,658.62,0,4042.758,0,0
