date,x_plan_kwh,C_grid_yuan,e_emergency_kwh,C_emer_yuan,C_total_yuan,r_purchase_waste_kwh,w_pv_waste_kwh,u_charge_kwh,v_discharge_kwh,E_start_kwh,E_end_kwh,L_energy_kwh,P_act_energy_kwh
2025-02-24,79805.31563827893,49118.23771934588,23.130390151780944,103.10318153996519,49221.34090088584,6511.245442604128,1224.353383333333,20472.703083297816,16582.88949747123,10800.0,10800.0,120628.98855000001,52425.95493333333
2025-02-25,77704.81127361485,47712.8197865041,21.852484445693335,95.92227480897198,47808.742061313074,6538.4619095914095,1435.8445816318736,20689.65280791536,16758.618774411443,10800.0,10800.0,121093.33288333332,55272.00965
2025-02-26,75125.02221156521,46121.8874524034,0.0,0.0,46121.8874524034,1604.0114709905138,499.88801666666654,22138.287845130028,17932.01315455532,10800.0,10800.0,121060.73411666666,52245.886083333324
2025-02-27,75047.76458857072,45943.634975695095,858.1722651051779,4149.818819618446,50093.453795313544,4191.0873878692,506.56359999999825,22377.377188456318,18125.67552264962,10800.0,10800.0,120599.48893333333,53642.90473333334
2025-02-28,35937.794802031734,18536.4494717922,0.0,0.0,18536.4494717922,1697.8039050161583,7027.487661082572,20631.103610173755,16711.19392424075,10800.0,10800.0,75385.10794999999,52092.5144
2025-03-01,35881.29601711018,18545.001535939235,0.0,0.0,18545.001535939235,1711.1765572981692,6787.683146342518,19598.26515861137,15874.59477847521,10800.0,10800.0,72244.16015,48585.39421666665
2025-03-02,76067.05579435726,46467.671319237306,2185.8536399586765,14683.465832066962,61151.13715130427,1732.793484299306,0.0,21904.257280789298,17742.44839743933,10800.0,10800.0,117860.41708333333,45502.11001666666
2025-03-03,78959.07360431802,48545.522906125705,399.9926105306845,2473.878788720354,51019.401694846056,2778.1190773439444,184.4892666666666,23177.752040794185,18798.440803289413,10800.0,10772.820388615426,117958.74559999998,45941.59896666667
2025-03-04,79670.8903475611,49092.54564549627,0.0,0.0,49092.54564549627,5739.926423371775,783.1469000000002,21006.626740398773,17058.267649542766,10772.820388615426,10725.153733260137,118139.02498333334,48939.56704999999
2025-03-05,77847.15712161205,47643.466214461456,109.59451735527804,747.8674938334141,48391.33370829487,7297.599883440653,625.9976666666664,20324.69070190795,16422.00862971461,10725.153733260137,10770.69910973883,118073.44383333332,51942.971816666664
2025-03-06,73773.73875471418,44969.09539637409,424.36657191910166,2868.150890291411,47837.246286665504,3453.4612448963835,803.271483333333,21340.038223279225,17339.319758208985,10770.69910973883,10710.822668235705,117673.59855,51732.94441666667
2025-03-07,34154.80082266353,17510.73624380502,0.0,0.0,17510.73624380502,1027.50514271571,8372.515344587346,19748.60633389095,15916.111531863813,10710.822668235705,10800.0,71680.36145,50758.07591666666
2025-03-08,32428.53784808802,16676.78662413993,74.2816310135727,333.85427231669587,17010.64089645663,639.9527108010686,8746.107483333333,21334.84088579224,17281.22111749171,10800.0,10800.0,72344.71158333334,53281.572066666675
2025-03-09,72266.29397358044,43874.18989569916,78.46954508908084,467.5003839191106,44341.69027961827,3955.0024259105458,993.9696666666669,21620.727148689744,17558.460772597446,10800.0,10749.253575379164,117692.9865,54359.46145
2025-03-10,70540.48265516141,42798.78053150474,1678.4008733114754,11073.208252274662,53871.9887837794,198.50721316696075,0.0,20698.068858669387,16719.76399336345,10749.253575379164,10800.0,117943.06436666667,49900.99291666667
2025-03-11,73093.32783981391,44249.97277138279,188.42943763878043,1314.4837569681322,45564.45652835092,4326.821305521823,1129.5081000000002,20455.31090489931,16568.801832968442,10800.0,10800.0,117499.55295,53560.63415
2025-03-12,72291.9492227466,43815.93323801251,0.0,0.0,43815.93323801251,4393.465558604685,1533.1465166666665,20683.170863904837,16753.368399762923,10800.0,10800.0,118112.23683333334,55676.70215
2025-03-13,70493.9550854123,42751.16227044047,1921.9361840470997,11905.221053317604,54656.38332375808,920.3611733904927,0.0,20789.01094422225,16839.098864820022,10800.0,10800.0,118237.27704999999,50691.65903333333
2025-03-14,33585.13141517213,17451.27679257421,0.0,0.0,17451.27679257421,2009.2367449124852,11716.65667260546,20156.905338530778,16327.093324209933,10800.0,10800.0,72108.86895,56079.44296666667
2025-03-15,33150.04477796915,17198.83078741521,0.0,0.0,17198.83078741521,1353.2629728285096,6903.877311399001,20888.312335482336,16919.532991740693,10800.0,10800.0,72724.98178333332,51800.85663333333
2025-03-16,72764.1864881824,44205.17778904375,1.6400000000001,7.461180000000455,44212.63896904375,5281.964044807463,217.08632001583578,20609.101000135648,16693.371810109875,10800.0,10800.0,117983.21598333333,54632.169050000004
2025-03-17,72786.8123867725,44183.27810806415,0.0,0.0,44183.27810806415,8946.358363811745,2440.4303888842433,18641.537898648297,15099.645697905124,10800.0,10800.0,117693.6218,59835.49036666667
2025-03-18,68429.98059535737,41291.404738030076,1052.8568288897761,5298.829105851849,46590.23384388193,3342.7591965028814,966.1853034226481,21304.918724499767,17256.98416684482,10800.0,10800.0,117253.42358333334,56127.46521666667
2025-03-19,68138.41703318013,41168.237577326756,432.9877116197735,2123.8537894862543,43292.09136681301,3822.966096617576,1242.4150586374872,21266.069155499237,17225.516015954385,10800.0,10800.0,117281.55799999999,57816.08755
2025-03-20,68547.69484051163,41483.47372366809,0.0,0.0,41483.47372366809,1735.0148643623245,473.4133320323599,21738.44646026462,17608.141632814346,10800.0,10800.0,117648.38173333334,55439.41991666667
2025-03-21,31910.401381928372,16471.090180816274,0.0,0.0,16471.090180816274,1572.9192995918522,14323.58889598965,20949.62457726423,16969.195907584028,10800.0,10800.0,72593.53221666667,60560.0677
2025-03-22,32280.48416963037,16628.547495191084,0.0,0.0,16628.547495191084,1878.1877838362166,10653.728358822673,20354.569966516567,16487.201672878415,10800.0,10800.0,71936.92953333333,56055.72979999999
2025-03-23,67730.39963930959,40762.49068730252,22.84348985068975,113.95474912016581,40876.445436422684,3414.0944757988864,1497.14621692149,21433.064840911793,17360.78252113855,10800.0,10800.0,117739.97726666667,58970.25715
2025-03-24,66557.83966825696,39998.237728326436,94.29761459231652,455.3971597227351,40453.63488804917,2670.5781216681726,1910.9805833333342,21432.007865865522,17359.926371351074,10800.0,10800.0,117425.17061666667,59426.67353333333
2025-03-25,65409.25494044226,39346.661915785764,583.5338956247545,2821.2677260360733,42167.92964182184,890.5178348601619,0.0,21853.401497579995,17701.255213039803,10800.0,10800.0,118053.16781666667,57103.04310000001
2025-03-26,66455.82317245715,40011.26084675281,0.0,0.0,40011.26084675281,4594.2788518163725,2358.254453745079,20582.815790679168,16672.080790450127,10800.0,10800.0,117704.62780000002,62112.07293333332
2025-03-27,65852.67378906511,39734.89453347173,0.0,0.0,39734.89453347173,2850.090822258716,272.4532816931528,21121.790974280277,17108.65068916702,10800.0,10800.0,117952.59836666666,59235.60896666666
2025-03-28,31608.81330931871,16150.040801249232,0.0,0.0,16150.040801249232,1758.388968580381,15136.319242453525,20485.39121904286,16593.166887424715,10800.0,10800.0,71891.76726666666,61069.8865
2025-03-29,31534.097367164257,16055.816253560779,0.0,0.0,16055.816253560779,1204.2377386170451,18764.050840575466,20308.418971781153,16449.819367142736,10800.0,10800.0,72118.27746666667,64411.06828333333
2025-03-30,62013.57926688102,37402.69739919423,0.0,0.0,37402.69739919423,1997.2833700683077,673.294133601988,21038.85296426704,17041.470901056302,10800.0,10800.0,117994.70585,62649.086149999996
2025-03-31,61353.94426609547,36995.694187492336,509.43508319203744,3553.819140347653,40549.51332783999,1145.9805292662604,0.0,19821.101772041715,16055.092435353792,10800.0,10800.0,117075.66561666667,60124.27613333333
2025-04-01,63297.68932356646,37963.84199763406,1254.789168319277,8627.962274749587,46591.80427238365,669.0333135459006,0.0,19339.966640385093,15665.372978711921,10800.0,10800.0,117967.1463,57758.29478333333
2025-04-02,64530.371396056646,38544.19063296534,1805.8147883425058,9061.080341981993,47605.270974947336,1867.321710630416,0.0,21229.100388256535,17195.571314487792,10800.0,10800.0,117986.62945000001,57551.29405
2025-04-03,66547.16992147063,39733.87960953203,0.0,0.0,39733.87960953203,4540.315445416545,2194.79779386266,20781.71797644612,16833.19156092136,10800.0,10800.0,117884.45609999998,62020.92583333333
2025-04-04,30877.19419177178,15556.67592554522,0.0,0.0,15556.67592554522,1816.7124409732237,18772.510362346384,20300.890202379906,16443.72106392773,10800.0,10800.0,71735.75181666666,65304.94956666666
2025-04-05,30633.185415205946,15354.94280502983,0.0,0.0,15354.94280502983,935.2407648999371,13759.690044560837,20495.471696904446,16601.33207449261,10800.0,10800.0,72602.74256666665,60558.62758333333
2025-04-06,62727.08966605244,37450.425390472476,0.0,0.0,37450.425390472476,2119.818164270111,2256.4769547831966,20740.622528065644,16799.904247733175,10800.0,10800.0,117205.43058333332,62795.354316666664
2025-04-07,62536.34348215835,37317.096220032305,0.0,0.0,37317.096220032305,3318.765146760581,2218.267766666667,19771.533081040907,16014.941795643133,10800.0,10800.0,117015.14203333334,63772.422750000005
2025-04-08,62366.877396876844,37246.6871890131,104.15124999999911,513.4415774999954,37760.128766513095,2820.665398499327,1244.4559,21330.072272162444,17277.358540451583,10800.0,10800.0,117713.29026666665,63360.09665
2025-04-09,62029.006100160244,37016.56323641438,1692.1965830103015,11567.967107332264,48584.53034374665,867.0108362073425,0.0,19578.32015945545,15858.439329158915,10800.0,10800.0,117677.52253333334,58543.21151666667
2025-04-10,63696.992455224594,37915.62041301573,0.0,0.0,37915.62041301573,3599.4354520685592,1655.3315804762722,20955.723803577766,16974.136280897994,10800.0,10800.0,117668.70068333333,63208.062783333335
2025-04-11,29967.548318867677,14940.620356718087,0.0,0.0,14940.620356718087,1221.2150925624553,19518.389524771956,20585.75544666634,16674.46191179973,10800.0,10800.0,72091.99674999999,66775.34658333333
2025-04-12,29981.985731781322,14929.774587657612,0.0,0.0,14929.774587657612,1331.8426979360486,15842.446912227228,19908.081955884452,16125.546384266407,10800.0,10800.0,71957.17576666665,62932.01521666667
2025-04-13,60954.39847589693,36257.21213478661,0.0,0.0,36257.21213478661,2090.2753802094267,687.1713759752795,20529.43808620472,16628.844849825822,10800.0,10800.0,117283.0622,63006.70371666667
2025-04-14,61083.51786810068,36246.02914914002,0.0,0.0,36246.02914914002,2703.764609850026,2023.6193752236654,20147.905700142066,16319.803617115074,10800.0,10800.0,117901.37268333332,65373.34088333333
2025-04-15,61245.370501391015,36479.216976965836,0.0,0.0,36479.216976965836,4358.799522514204,3175.8884499999995,18796.07208180782,15224.818386264335,10800.0,10800.0,117056.90516666666,66917.47633333332
2025-04-16,60445.47320397766,35988.18127514427,0.0,0.0,35988.18127514427,886.6553576897111,0.0,19890.66261204182,16111.43671575387,10800.0,10800.0,117924.88506666667,62145.29311666667
2025-04-17,60779.3198959469,36255.560990074606,0.0,0.0,36255.560990074606,2576.2237488967576,1608.1795814835757,19613.548502981954,15886.974287415382,10800.0,10800.0,117487.04263333333,64618.700283333324
2025-04-18,29272.34293047074,14454.148653830654,0.0,0.0,14454.148653830654,1681.3966090706713,17365.2102391106,20376.94157345336,16505.322674497227,10800.0,10800.0,71490.16935,65136.05216666667
2025-04-19,28975.58838932722,14285.313284726444,0.0,0.0,14285.313284726444,1557.9110500694912,16745.180040578773,20462.200256204957,16574.38220752601,10800.0,10800.0,71905.41535,65120.736099999995
2025-04-20,60253.197236391505,35751.21448289879,0.0,0.0,35751.21448289879,2386.6057174237176,2124.929853076857,19915.351487145228,16131.434704587637,10800.0,10800.0,117197.81635000001,65240.07146666666
2025-04-21,60208.949925411565,35629.49342586493,0.0,0.0,35629.49342586493,3602.7542277531766,4569.691857654534,18524.1760877396,15004.582631069079,10800.0,10800.0,118481.63788333333,69964.7275
2025-04-22,58118.94032637725,34703.893992190286,0.0,0.0,34703.893992190286,1314.0272342040205,917.5407141246899,19654.96348095725,15920.520419575378,10800.0,10800.0,117811.00101666668,65658.0717
2025-04-23,59399.93857741286,35236.77565610971,0.0,0.0,35236.77565610971,2440.576876949199,2032.3340166666667,18563.741932264857,15036.63096513454,10800.0,10800.0,118030.51476666666,66630.59805
2025-04-24,58961.00324185849,35075.24189121153,0.0,0.0,35075.24189121153,3345.0017969660025,5067.760068732288,18200.708821895783,14742.574145735585,10800.0,10800.0,117497.77966666665,70407.67296666667
2025-04-25,28242.213335032477,13692.565756750388,0.0,0.0,13692.565756750388,1107.450848904089,21301.68116424627,20172.229852011136,16339.506180129018,10800.0,10800.0,71763.32119999999,69762.96354999999
2025-04-26,27928.881275818363,13482.646855531279,0.0,0.0,13482.646855531279,382.4844332209742,23551.884982521275,20654.306456540944,16729.98822979816,10800.0,10800.0,72100.92436666666,72030.73073333333
2025-04-27,54450.04429786039,32454.273109625938,698.2169835032394,4870.761676918598,37325.03478654454,896.2521779745085,1846.7950525006572,20167.067723974375,16335.324856419244,10800.0,10800.0,117032.52253333331,68459.05135
2025-04-28,55186.18171379792,33045.11056459606,5114.126870937678,34552.88568553753,67597.99625013358,848.2142508901104,0.0,14895.405353572827,12065.278336393993,10800.0,10800.0,117537.3008,60915.33348333333
2025-04-29,58099.96134268924,34468.136784722585,228.0566619159967,1590.923273525993,36059.06005824858,2777.3088939133927,4751.71615,17714.62760013252,14348.848356107348,10800.0,10800.0,117252.75871666666,69819.545
2025-04-30,56794.729620929575,33732.84187085309,0.0,0.0,33732.84187085309,2564.421511421324,2478.9845840734424,18391.942590007806,14897.473497906329,10800.0,10800.0,117682.88071666665,69426.02628333333
2025-05-01,54831.880339075695,32844.01497742715,2014.2382411472724,13133.363138239789,45977.378115666936,376.3564185780517,2331.243613168728,19477.116886118343,16349.977137642154,10800.0,10162.763933459673,120364.58391666666,69353.20511666666
2025-05-02,28274.620321965114,13683.795167284698,2128.6427864876127,13067.679126881383,26751.47429416608,14.840166747276726,11855.249349999998,21180.394731163175,16937.541222791056,10162.763933459673,10405.628943960912,74761.02673333333,60470.70665000001
2025-05-03,29048.38497785182,14213.630119706902,1297.0251866094422,7374.440674846306,21588.07079455321,39.79759658491686,17268.488615501636,20800.544686888752,16630.59238451405,10405.628943960912,10647.683179367403,74894.84928333333,66027.67763333333
2025-05-04,64819.78900371715,38516.62742100192,692.8702896677592,4195.977056065343,42712.60447706726,6250.024081283293,4281.98295,17142.77108365554,13896.786154887255,10647.683179367403,10635.303649227113,120670.08423333333,68935.4169
2025-05-05,63989.38407069698,38034.73277605928,563.0492629379077,3787.473541089046,41822.20631714833,4169.56224041763,1329.6472002057612,20492.54965043635,16515.332557424852,10635.303649227113,10728.22882636999,120612.16386666667,65536.15706666667
2025-05-06,63105.650015728155,37627.931636852605,429.7398707626214,2697.8648787319084,40325.796515584516,3686.4791986555856,3444.6059166666664,19717.128628649494,16182.906224147635,10728.22882636999,10492.637676434952,121017.1901,68147.10773333334
2025-05-07,63498.59336950166,37696.84143092826,894.1226428731054,6113.121569745637,43809.963000673895,2518.255949741233,2911.0867385774586,19668.806654817716,15773.279280761639,10492.637676434952,10668.69779825797,121160.21501666665,66092.36906666667
2025-05-08,65228.08264630833,39710.633633691425,35.999250000000075,243.2289326250005,39953.86256631643,4047.9657906761117,1659.1018035296654,19012.2627396565,15281.760837553946,10668.69779825797,10800.0,120445.47738333333,64618.964983333324
2025-05-09,32263.460302017593,16994.130854639916,0.0,0.0,16994.130854639916,2390.6657679283016,17630.670374785546,19698.622680546025,15955.884371242282,10800.0,10800.0,74253.82545,65754.4396
2025-05-10,31784.845601739602,16682.71504534499,0.0,0.0,16682.71504534499,1880.3829547929138,14017.336746149467,19821.476934020488,16055.396316556598,10800.0,10800.0,74647.98705,62526.94176666666
2025-05-11,64648.52073745079,38898.84659005217,164.5704386156358,1138.127739774342,40036.97432982651,3304.9475800700966,2485.7261499999995,18622.833487700045,15084.495125037043,10800.0,10800.0,120743.09041666666,65259.01133333333
2025-05-12,64710.03998504949,38772.955405221284,0.0,0.0,38772.955405221284,6109.8458857655805,3512.853283333333,16611.29254009077,13455.146957473524,10800.0,10800.0,120448.60361666666,68517.40838333333
2025-05-13,62035.24847827999,37402.93764028463,58.02171879024672,388.1336462149194,37791.07128649955,3359.415568494457,2094.65927134126,18473.59258193607,14963.609991368217,10800.0,10800.0,120269.6316,67140.41883333333
2025-05-14,61960.47206892306,37358.46086312528,0.0,0.0,37358.46086312528,3071.7035415934006,2414.6145499999993,18210.553652612296,14750.548458615964,10800.0,10800.0,120592.00526666667,67577.85648333334
2025-05-15,62718.85808286414,38310.76644808499,0.0,0.0,38310.76644808499,4198.951067452387,2325.3720666666654,18049.87718637768,14620.40052096592,10800.0,10800.0,119598.30981666666,66833.25153333333
2025-05-16,31008.512317756475,16385.447896449805,0.0,0.0,16385.447896449805,2016.5763780773902,22613.13589816977,19280.49214829463,15617.198640118651,10800.0,10800.0,74681.34474999999,71965.83821666666
2025-05-17,31038.468771746382,16394.021186649174,0.0,0.0,16394.021186649174,1399.7573111003799,15357.747624129897,20169.288174646208,16337.123421463435,10800.0,10800.0,75274.53043333333,64825.731349999995
2025-05-18,61183.11146071281,37246.312466691146,5.236666666666679,35.318698333333415,37281.63116502448,3207.3869872153496,786.6032842922904,18516.788188799164,14998.598432927321,10800.0,10800.0,120687.03700000001,67010.8689
2025-05-19,60928.80022309331,36816.77861149985,67.00333333333344,451.90398166666745,37268.68259316652,4968.875592036005,5201.358772063992,17422.90864382449,14112.556001497836,10800.0,10800.0,120072.38798333332,72557.17143333334
2025-05-20,59080.982419395164,35815.68878916163,34.90616512221902,243.5054078925999,36059.194197054225,1036.1673316842448,0.0,18696.454927191968,15144.12849102549,10800.0,10800.0,120437.57771666668,65910.18289999999
2025-05-21,60320.59553592373,36536.25962194679,19.1487270396894,89.0086719134473,36625.26829386024,2023.9480286681974,3603.9745000000003,17627.402373483645,14278.195922521754,10800.0,10800.0,120283.05128333333,68920.43599999999
2025-05-22,59484.42650210728,36100.6183526806,2.57000000000005,17.333365000000338,36117.9517176806,2517.8703552728025,2712.2784374519615,18106.404698504448,14666.187805788597,10800.0,10800.0,119729.68001666667,68913.0492
2025-05-23,29690.36630475003,15459.51693885435,0.0,0.0,15459.51693885435,1772.527110070971,17557.091372226645,20735.783890100454,16795.984950981372,10800.0,10800.0,74983.38438333332,68562.43549999999
2025-05-24,30144.412701269834,15782.32011394062,0.0,0.0,15782.32011394062,2050.694092045373,20525.66121266243,20071.347438045814,16257.791424817116,10800.0,10800.0,74693.81781666668,70939.31643333333
2025-05-25,58340.37368133948,35422.06080573458,0.0,0.0,35422.06080573458,2897.129494008396,3576.1146957056735,17484.83846469516,14162.719156403084,10800.0,10800.0,120319.8776,71774.86741666666
2025-05-26,56503.70623430792,34571.63010875601,2350.515351077819,16018.754756583889,50590.3848653399,1156.7085032045588,0.0,16408.842800953593,13291.16266877241,10800.0,10800.0,119407.96936666666,64828.13641666666
2025-05-27,59518.28816273378,36115.4275580072,0.0,0.0,36115.4275580072,3518.6467130518295,3262.0492342865136,17616.97323892337,14269.748323527927,10800.0,10800.0,120046.82734999999,70656.46005
2025-05-28,58514.14245579285,35552.27710820149,0.0,0.0,35552.27710820149,2099.357129619098,526.5666642483525,19023.129273291517,15408.734711366124,10800.0,10800.0,119921.84721666668,67648.02311666666
2025-05-29,58510.69054948163,35363.116071809505,432.9497614490049,3015.740816518258,38378.85688832776,1098.2503322273592,0.0,19659.297256333077,15924.0307776298,10800.0,10800.0,120439.31426666665,66329.19076666667
2025-05-30,29700.29299377999,15391.090322874945,0.0,0.0,15391.090322874945,1409.7797780021826,17776.45404210929,20620.136352641348,16702.310445639494,10800.0,10800.0,74612.22448333332,68015.99121666668
2025-05-31,29936.8123803004,15595.168789273363,100.87532813693058,413.0755476299231,16008.244336903286,2092.3165100825436,15599.157533333331,20826.484815902368,16869.45270088092,10800.0,10800.0,74778.33258333334,66389.15103333333
2025-06-01,60719.57229978242,36668.64388192746,12137.962358080558,76418.08372335424,113086.7276052817,5.684341886080802e-14,0.0,13136.574457885456,11503.866100022478,10800.0,9840.843567627493,128248.56003333333,57023.733733333334
2025-06-02,69725.78665279827,41744.96930194745,4867.885990487086,32130.79382093822,73875.76312288566,1726.1318692568098,0.0,21604.22134407769,17377.488020049135,9840.843567627493,9976.322755020592,128080.53698333332,59439.72953333333
2025-06-03,78937.52472557199,48640.719150886245,222.44484173957397,1362.409299317943,50003.12845020419,5291.94686418749,1205.3162666666663,20898.21960711963,16427.880003995557,9976.322755020592,10531.520396988748,128076.84056666668,59884.473733333325
2025-06-04,79684.8770395256,49264.89090750965,119.0621720686704,810.0237984400304,50074.91470594968,5941.065401717432,316.77374999999984,19731.777628132517,15830.93838492233,10531.520396988748,10700.188723505433,128539.84358333334,58894.58276666667
2025-06-05,80639.35354584186,50189.87847220985,161.16659098818218,1089.4292411422016,51279.30771335205,5142.920932060452,661.4202405720523,20607.816866712412,16760.95591918153,10700.188723505433,10623.939548900458,128455.92066666666,57306.60264999999
2025-06-06,35992.833830123884,19639.516103329064,2109.304087089271,14194.635188336983,33834.15129166604,72.08371088593162,3530.9713650673166,20026.733265008603,16382.645823748699,10623.939548900458,10445.059683242982,82747.415,51892.4196
2025-06-07,38004.910736248814,20892.16780107635,514.4972563218138,3589.1328601009727,24481.300661177323,324.7599862030535,3227.447276052415,19241.2393330029,15400.551769354406,10445.059683242982,10650.450894774027,83156.75975,52030.24658333333
2025-06-08,93810.2539032838,59921.95167969901,0.0,0.0,59921.95167969901,23652.740179499277,2266.315669135796,13535.161017256232,10828.886229274169,10650.450894774027,10800.0,128266.94665,63082.02338333333
2025-06-09,85631.99874315369,53955.56848357804,0.0,0.0,53955.56848357804,10211.441852462709,876.2326301378048,19008.48172220973,15396.870194989888,10800.0,10800.0,128169.18798333334,57236.475249999996
2025-06-10,83731.90075772436,52631.093178292744,0.0,0.0,52631.093178292744,8037.753360615082,337.92801666666617,19672.500774259333,15934.725627150063,10800.0,10800.0,127414.49178333332,55796.047549999996
2025-06-11,83943.82893816545,52513.16864575012,0.0,0.0,52513.16864575012,3430.122813029415,0.0,23311.893728786126,18882.633920316763,10800.0,10800.0,128236.67731666665,52152.231
2025-06-12,85755.12130500509,54080.95449926512,0.0,0.0,54080.95449926512,9157.120698751958,403.0940706204759,19697.447906838588,15954.93280453926,10800.0,10800.0,127721.81298333332,55269.42155
2025-06-13,38704.26704136972,21901.51837446793,0.0,0.0,21901.51837446793,1707.5196649613458,4895.959082321917,19765.65575834977,16010.181164263315,10800.0,10800.0,81889.5904,53544.2767
2025-06-14,38043.98454323274,21413.92534160448,0.0,0.0,21413.92534160448,767.8272267912675,7434.13182698142,19464.79823664158,15816.115497181521,10800.0,10744.856749442404,82253.15711666667,56059.814366666666
2025-06-15,84453.24932397813,52950.17060456659,0.0,0.0,52950.17060456659,10009.394664515889,22.459833333333336,19709.429301546028,15915.008808750452,10744.856749442404,10800.0,127368.88451666667,56741.910183333326
2025-06-16,83921.72127840343,52592.23525597027,0.0,0.0,52592.23525597027,7224.15887807583,0.0,21071.10307189973,17067.59348823879,10800.0,10800.0,127618.63201666666,54924.57919999999
