date,base_cost_yuan,breach_cost_yuan,overbuy_cost_yuan,grid_cost_yuan,adjusted_kwh,emergency_kwh,emergency_cost_yuan,total_cost_yuan,planned_purchase_kwh,final_commitment_kwh,unused_plan_kwh,curtailed_pv_kwh,charge_kwh,discharge_kwh,start_soc_kwh,end_soc_kwh,emergency_slots,reversal_slots,down_slots,path_down_kwh,path_up_kwh,below_min_kwh,chain_misprice_yuan
2025-02-11,49212.47825281994,624.098824215263,1370.2909957030502,51206.86807273825,3215.507623329655,271.640650438223,1301.008985792031,52507.877058530285,80525.51348371696,79627.27370718075,326.3748973108038,0.0,22987.480628943806,18635.538301968973,10259.907677695266,10242.486574890281,4,6,32,2056.873699932932,1158.6339233967228,2053.057722017764,0.0
2025-02-12,48835.168056433635,1197.9923930419304,2938.0953686909556,52971.25581816652,6109.854980213889,18.079967401928116,84.68656731063129,53055.94238547715,81586.57735904088,80340.81360721143,533.4276365422062,0.0,22972.66238694174,18413.93258220393,10242.486574890281,10457.957631800158,1,41,71,3677.8093660216787,2432.0456141922077,3677.809366021679,0.0
2025-02-13,48527.44208259843,1232.2666746300054,1076.249283769368,50835.95804099779,4736.331321743295,0.0,0.0,50835.95804099779,81296.66017161182,77684.60012712638,2117.3244630136724,232.90716666666685,20485.337195563006,16480.447714783637,10457.957631800158,10583.152535825056,0,1,43,4174.195683114372,562.1356386289226,4171.58906916629,0.0
2025-02-14,18767.772257010503,131.57458240601653,1724.3377834106352,20623.684622827157,1946.325330001791,0.0,0.0,20623.684622827157,36281.23378543563,36996.73982258413,122.52061779514753,3231.04783279171,19410.921675145197,15569.55211981459,10583.152535825056,10753.479688106183,0,1,1,615.4096464266443,1330.9156835751467,615.4096464266443,0.0
2025-02-15,18271.00091010017,210.63735612472632,2312.37054105427,20794.00880727917,2638.3233931376085,0.0,0.0,20794.00880727917,35650.83666391849,36629.90759695656,69.65590555462046,4033.903830319601,19041.906406277412,15795.649645195064,10753.479688106183,10340.473625761335,0,2,12,829.626230049767,1808.6971630878413,827.3765885609798,0.0
2025-02-16,48909.82605750631,1074.8517715609837,2400.5146607870893,52385.19248985439,5809.358381947688,47.17144106304613,216.4962369238396,52601.68872677823,81919.9335610557,80010.88610024085,201.9625028702123,0.0,22153.379912222903,17674.66397378921,10340.473625761335,10640.0000203295,2,14,62,3859.2029213812684,1950.1554605664178,3859.2029213812693,0.0
2025-02-17,46727.087191022365,1899.5501295035199,1715.7674842393144,50342.4048047652,8383.077807722768,19.048865583199245,89.22488639170525,50431.62969115691,81358.5033884342,75561.1338553651,655.8143558418963,0.0,20055.34828552851,16314.843087088768,10640.0000203295,10562.210047206529,1,12,67,7090.223670395935,1292.8541373268333,7090.223670395916,0.0
2025-02-18,46079.33533738181,869.7524294936518,3796.464458104784,50745.552224980245,6194.7504472902965,41.07420374070068,187.79077365477534,50933.342998635024,76969.22562612694,76637.38765874685,431.96596010870996,0.0,20742.616639638847,16587.508520593336,10562.210047206529,10800.0,2,14,31,3263.294207335191,2931.4562399551064,3261.1064712335656,0.0
2025-02-19,46141.08716997282,560.4954193206765,4284.64732252321,50986.229911816714,5809.7235300742705,86.2143278976099,382.16564902758256,51368.3955608443,76210.55292844962,77438.18078726911,644.534362088379,0.0,22438.805610317224,18438.272240572216,10800.0,10507.955893094144,2,7,19,2291.047835627396,3518.675694446873,2291.047835627396,0.0
2025-02-20,47053.46720634603,733.897236643603,1547.0062462897781,49334.370689279414,4000.080369233231,56.646322140446955,265.3313729058535,49599.702062185264,78143.58727009733,76452.86552791332,1189.6076086244216,0.0,21389.10953621445,17062.339028118437,10507.955893094144,10800.0,1,19,45,2845.4010557086194,1154.67931352461,2836.1901604039945,0.0
2025-02-21,18167.94881298851,190.9482647427385,2001.8664418752026,20360.76351960645,2245.2246078790545,0.0,0.0,20360.76351960645,35498.67159810696,36010.51759146232,178.2239557207106,6705.071269087332,18773.475438531266,15206.515105210328,10800.0,10800.0,0,1,20,866.6893072618509,1378.5353006172033,866.689307261851,0.0
2025-02-22,18137.84105762764,208.83375581655272,2281.6509761784873,20628.32578962268,2625.9266704428105,0.0,0.0,20628.32578962268,35455.033418026534,36256.73166403538,310.50641788207577,4507.743536098409,18914.309614324036,15320.590787602468,10800.0,10800.0,0,2,25,912.1142122169806,1713.81245822583,908.6998744317582,0.0
2025-02-23,46315.5651459221,895.3138675558952,2311.959157894375,49522.838171372365,4817.117424226246,22.13503095425881,103.68048498974827,49626.51865636211,77670.18678355057,75980.40884091068,638.0548626487854,0.0,20923.152589444988,17090.517263562153,10800.0,10641.37370432031,1,13,51,3253.4476834330644,1563.6697407931827,3253.4476834330644,0.0
2025-02-24,44637.524633775625,985.3551940700494,2190.165339529519,47813.045167375196,5527.926158788733,68.02218512260299,310.6268213642724,48123.671988739465,75332.64610601164,73552.87290056232,995.0608740350165,292.46757687658703,20987.20711576279,16856.874097656135,10641.37370432031,10800.0,2,23,49,3653.849682119025,1874.0764766697093,3653.8496821190256,0.0
2025-02-25,43962.11381694703,1191.0393304530844,1427.4009172277274,46580.55406462784,5304.186693732175,67.89327691457265,301.90852939659806,46882.46259402444,75113.81648592252,71476.66507733535,1591.1275292502926,352.26753917579003,20452.475342573685,16672.63529008317,10800.0,10682.077486001685,4,13,50,4470.669051159664,833.5176425725106,4470.6690511596635,0.0
2025-02-26,43218.1937140902,320.35861649090225,4232.896864115826,47771.44919469693,5368.0055386288695,6.478115872737931,30.343494747904465,47801.79268944483,71132.43652493993,73723.46266320083,640.5703228375064,0.0,21938.90610686447,17664.383683961743,10682.077486001685,10800.0,1,26,33,1388.4897001839913,3979.515838444878,1388.4897001839913,0.0
2025-02-27,42295.66479243704,762.6702118893701,3616.776751527748,46675.11175585416,6523.547516088901,522.2932009857632,2530.6514191723086,49205.76317502647,71092.5169830504,71369.51106661362,852.6392815740701,0.0,22050.718064445588,17968.137278420276,10800.0,10681.049281978503,8,18,50,3123.276716262841,3400.270799826062,3123.2767162628406,0.0
2025-02-28,17339.77055842687,245.3603192567744,2071.4903068293665,19656.621184513013,2443.8211843305517,0.0,0.0,19656.621184513013,34396.044382267944,34872.9219340265,223.4258528378951,7825.681534754064,19129.301635163458,15598.080638728923,10681.049281978503,10566.220043926814,0,13,30,983.4718162860019,1460.3493680445497,979.4581842968133,0.0
2025-03-01,17257.077309108518,375.65661790607606,1036.7012415596803,18669.435168574273,2240.806880145925,0.0,0.0,18669.435168574273,34716.92138758974,34243.73000360314,266.6594258315579,7033.228644421238,18896.763795214443,15611.687795197427,10566.220043926814,10226.987687178229,0,13,31,1356.999132066261,883.8077480796635,1356.999132066261,0.0
2025-03-02,44175.46168059256,650.8633090668964,7561.370493042722,52387.69548270218,7099.763602547055,224.8359461303756,1079.8855215712886,53467.58100427347,74526.49780111815,77198.3083878317,856.9133565383426,0.0,21284.449146102696,17076.525235345634,10226.987687178229,10409.07499050884,6,24,45,2213.9765079167573,4885.787094630297,2213.9765079167573,0.0
2025-03-03,45051.12635680415,1101.143372647871,4749.974264474909,50902.243993926924,8057.239571567599,187.22820635177854,874.6607428576683,51776.90473678459,76850.11352990309,76383.44275723117,403.43045289584995,0.0,22364.688225087044,18214.594347733273,10409.07499050884,10298.856228939088,6,25,39,4261.955172119753,3795.2843994478453,4261.955172119753,0.0
2025-03-04,44003.08649705436,1064.4450666020516,3016.23089541207,48083.76245906848,6161.892740842453,0.6247333333334382,2.9262509333338245,48086.688710001814,74908.4535369608,73191.50649332943,197.06011274408917,0.0,20603.44209647551,16807.828915890164,10298.856228939088,10166.588653666864,1,12,50,3939.419892236914,2222.472848605541,3939.4198922369137,0.0
2025-03-05,42492.55029008048,1472.9434127277184,2510.8376350323956,46476.331337840595,7816.39510857697,6.618300000000204,30.558060533334277,46506.889398373925,74387.09233496507,70625.2039305469,704.7604860747922,0.0,20138.62128749402,16342.031559688585,10166.588653666864,10133.534968313059,2,13,56,5789.141756497574,2027.2533520793968,5789.141756497574,0.0
2025-03-06,40920.50691698217,879.9576919436538,4693.541293243317,46494.00590216914,7024.206299889684,0.0,0.0,46494.00590216914,69956.12875656634,70036.7200260914,100.11531065264984,0.0,20779.28256515269,16783.331983047272,10133.534968313059,10186.742629120177,0,14,38,3471.8075151823145,3552.3987847073686,3470.82750625922,0.0
2025-03-07,16340.66995774693,378.9600195373015,1438.104172183495,18157.734149467728,2581.493707696138,0.0,0.0,18157.734149467728,33207.99301308728,33093.09310097498,97.53273856593705,8347.277673968827,18919.494736234472,15193.497581127589,10186.742629120177,10332.62391270055,0,13,30,1348.1968099042185,1233.2968977919195,1348.1968099042185,0.0
2025-03-08,15540.58634245343,225.41953008495176,3765.5691395966824,19531.575012135065,3626.672430256179,0.0,0.0,19531.575012135065,31113.97064280027,32951.50566665991,80.60284420662202,10075.314105903917,18807.854365209612,15075.405165326913,10332.62391270055,10509.242657692637,0,2,4,894.5687031982691,2732.1037270579104,883.0123099761878,0.0
2025-03-09,39429.97829719043,1357.6293458141656,4374.983824054345,45162.59146705894,8820.562022681792,0.0,0.0,45162.59146705894,69331.97963068349,67517.19350893647,383.53884932558054,0.0,20813.453969263817,17013.324359652925,10509.242657692637,10337.65749708238,0,11,22,5317.674072214399,3502.8879504673937,5311.711032359494,0.0
2025-03-10,40606.42156377145,226.26308071450657,6600.522594704715,47433.20723919067,6628.549074219797,0.0,0.0,47433.20723919067,67607.32314386545,72193.14900816526,83.86905696961912,0.0,21139.44937754294,17072.240876347296,10337.65749708238,10394.005407596256,0,3,5,1021.3616049599924,5607.187469259807,1021.3616049599924,0.0
2025-03-11,40092.74174154256,466.85591545000403,4034.5391839776744,44594.13684097023,5874.511349275794,0.0,0.0,44594.13684097023,66906.10032021491,68554.26450665202,553.4409921970339,7.275957614183426e-12,20416.766008120692,16354.861293665701,10394.005407596256,10597.026710831882,0,15,22,2113.1735814193426,3761.3377678564493,1938.1970005881485,0.0
2025-03-12,39999.43974894412,1128.2715799438238,2348.875429833887,43476.58675872183,6243.672193626529,0.0,0.0,43476.58675872183,68935.6278828975,66204.00563096731,92.03689370363554,112.29792417475596,19599.29494933643,16035.15881958084,10597.026710831882,10419.549032367064,0,2,26,4487.6472227783615,1756.024970848169,4487.6472227783615,0.0
2025-03-13,41620.17597451663,154.8543476178462,4434.672372736074,46209.702694870546,4935.4441400626865,0.0,0.0,46209.702694870546,68346.85181084333,71833.45833315146,218.79057899819142,0.0,21251.181156165367,17182.131418678764,10419.549032367064,10454.354941050597,0,2,2,724.4188088772819,4211.025331185407,724.4188088772819,0.0
2025-03-14,16572.43382587573,217.83575452112837,1786.347162846098,18576.616743242957,2156.7001745978273,0.0,0.0,18576.616743242957,32352.158941597132,32718.25215287206,360.9641639853012,12506.30334107102,18476.20058646283,14654.64192198043,10454.354941050597,10800.0,0,14,25,895.3034816614518,1261.3966929363753,887.1503011400168,0.0
2025-03-15,16343.022583730872,182.8369842669601,2142.224224111329,18668.08379210916,2228.903025585534,0.0,0.0,18668.08379210916,31783.75499605177,32440.009763170987,340.6448182132561,7950.35783480492,18389.34368453466,15164.461724381847,10800.0,10501.007400101369,0,3,5,786.32412923316,1442.5788963523742,782.535241639391,0.0
2025-03-16,41466.85581455067,268.4364621959312,2531.9043721987873,44267.19664894539,3048.32072362662,1.6400000000001,7.461180000000455,44274.65782894539,68119.34037029718,68981.3535029717,1634.9870506451362,0.0,19700.715924061264,15703.75640506803,10501.007400101369,10783.03350390314,1,3,5,1093.153795476051,1955.1669281505688,1018.2749050763009,0.0
2025-03-17,38903.444585277604,1317.342585639777,1482.037634465841,41702.82480538322,6319.224826197409,0.0,0.0,41702.82480538322,67542.6460636465,63362.053817685475,1551.4839048289614,477.1607388899474,18210.5678639267,14735.290123293455,10783.03350390314,10800.0,0,15,55,5249.908536079219,1069.3162901181945,5249.90853607922,0.0
2025-03-18,39561.70519331532,765.0817917077048,1819.9396655466935,42146.72665056972,4387.981098143799,204.4653753738376,988.7338728797789,43135.460523449496,66847.34391867134,65576.08373955052,768.8725788752733,0.0,20451.148259907448,16565.430090525027,10800.0,10800.0,4,14,41,2829.620638632311,1558.3604595114857,2829.620638632312,0.0
2025-03-19,37910.10740958505,292.52436831252294,3932.490234936522,42135.122012834094,4341.394764819519,0.0,0.0,42135.122012834094,62122.08016354245,64727.37904496451,1450.0117851015139,0.0,20062.61478875261,16250.717978889614,10800.0,10800.0,0,14,25,868.0479416987286,3473.34682312079,866.6329951989554,0.0
2025-03-20,38290.315381673754,863.8765790337367,5776.892344900768,44931.08430560826,8661.068027074474,0.0,0.0,44931.08430560826,64876.42661788899,66616.4392375142,662.4673714598928,0.0,19710.579207303465,15965.569157915808,10800.0,10800.0,0,13,24,3460.5277037246306,5200.5403233498455,3460.52770372463,0.0
2025-03-21,15721.33745926451,163.65959773806634,2457.6266887076163,18342.623745710192,2312.254810681798,0.0,0.0,18342.623745710192,30457.64358588067,31551.945686997726,474.8154004431998,15577.991455095904,18590.654153823638,15124.979839031685,10800.0,10726.055583961619,0,1,3,608.9763547823717,1703.278455899426,602.0344100274381,0.0
2025-03-22,16205.575899773623,142.85936039447918,1430.9496159161658,17779.384876084267,1620.963449985069,0.0,0.0,17779.384876084267,31322.264899603113,31722.803967553587,572.1656923973576,11752.906783348646,18294.63892852485,14778.107170050604,10726.055583961619,10771.111541799977,0,13,31,610.2121910172995,1010.7512589677697,610.2121910172996,0.0
2025-03-23,38834.07170584746,532.7606981720784,2295.5439088527182,41662.376312872264,3383.293536195379,0.0,0.0,41662.376312872264,64911.05552008278,64427.486458468265,1314.6026918255257,758.200951708,18797.182286996212,15212.21958872813,10771.111541799977,10786.109390398646,0,1,13,1933.431298904944,1449.8622372904347,1930.051140495707,0.0
2025-03-24,37021.401619647484,519.6994470387697,2827.86054320737,40368.961609893624,4832.357986066789,0.0,0.0,40368.961609893624,62245.332577871864,62509.88210569921,619.878976223385,23.016890211321652,20294.671617315566,16426.182461384393,10786.109390398646,10800.0,0,2,11,2283.904229119717,2548.4537569470717,2283.904229119717,0.0
2025-03-25,37319.782328285015,916.8538991717498,5137.413397376281,43374.049624833046,8432.545602807193,0.0,0.0,43374.049624833046,64057.84174701382,64833.895718729604,139.73648183966515,0.0,19852.56940633846,16108.534886115183,10800.0,10768.940370021084,0,13,21,3828.2458155457057,4604.299787261488,3828.2458155457057,0.0
2025-03-26,36211.56535438904,755.5226511881855,2592.5404632404716,39559.6284688177,4853.758230099375,0.0,0.0,39559.6284688177,61345.61794498905,59912.855197494806,742.1369925527226,0.0,18689.933980609047,15111.770642333624,10768.940370021084,10799.024683309653,0,2,15,3143.2604887968077,1710.4977413025676,3140.6914191712167,0.0
2025-03-27,37628.92927895513,334.1096286568394,3377.461589391224,41340.5004970032,4421.118855577564,0.0,0.0,41340.5004970032,62176.83132662097,63637.577958946014,1306.880012598776,0.0,19014.898743820762,15401.190197473516,10799.024683309653,10800.0,0,2,4,1480.1861116262594,2940.9327439513045,1480.1861116262594,0.0
2025-03-28,15294.435972993502,239.51725918477484,2053.986541001347,17587.939773179623,2323.212050729582,0.0,0.0,17587.939773179623,30364.5125259875,30896.451110858445,495.6010929782198,16138.146141507255,18273.25078057601,14832.427670869705,10800.0,10765.450512663183,0,2,14,895.6367329293164,1427.5753178002658,895.6367329293166,0.0
2025-03-29,15281.488013713513,159.877127317943,2286.5909652034575,17727.956106234913,2389.939866916105,0.0,0.0,17727.956106234913,30235.57324780595,31129.39177951533,215.97030914741953,19704.60999028566,18265.83030603044,14764.22800928152,10765.450512663183,10800.0,0,2,2,748.0606676033649,1641.8791993127402,748.0606676033649,0.0
2025-03-30,35267.63657109057,746.5750902916941,3283.739637709889,39297.95129909215,6031.083505489481,0.0,0.0,39297.95129909215,59954.04483749259,59414.87873891306,470.93781871635656,0.0,18938.53273787741,15340.211517680702,10800.0,10800.0,0,2,21,3285.1248020345024,2745.9587034549786,3285.1248020345024,0.0
2025-03-31,34170.95987511804,387.36242733326844,6144.7834107927565,40703.10571324406,7775.927358429419,0.0,0.0,40703.10571324406,56416.61492299168,61058.686546484394,563.1698378031597,0.0,18653.301186041637,15109.173960693734,10800.0,10800.0,0,6,16,1566.92786746835,6208.999490961067,1363.842373024213,0.0
2025-04-01,36780.591999408294,619.5046349217913,4449.6399232057265,41849.73655753581,6180.407840033294,0.0,0.0,41849.73655753581,62466.067424608846,64142.45905934698,391.86491179467464,1.1141310096718371e-11,18640.750688871747,15099.008057986117,10800.0,10800.0,0,7,7,2252.008102647584,3928.3997373857082,2080.6642404821214,0.0
2025-04-02,36785.85682032091,384.0938129904449,4935.321656343634,42105.27228965499,5252.970629549539,60.330019982230716,297.66732481853984,42402.93961447353,61568.47837523384,65011.46433764682,804.101899834467,0.0,20316.022914325695,16483.6658565311,10800.0,10769.236337858565,2,3,3,904.9923335682777,4347.97829598126,896.6285323052916,0.0
2025-04-03,36818.07328630402,734.4364941632223,1438.1505093142152,38990.66028978146,4037.314601989932,0.0,0.0,38990.66028978146,62451.54466481958,60589.19341675448,559.4338645142427,428.2432959389324,19527.88786161766,15789.901871983015,10769.236337858565,10800.0,0,3,25,2949.832925027513,1087.481676962419,2948.379657284968,0.0
2025-04-04,14892.719338992878,148.95089788542387,1184.4527279427289,16226.122964821032,1369.4100492273005,0.0,0.0,16226.122964821032,29542.82384847573,29814.407580834704,317.7930751215111,19530.375802862003,18607.560278164186,15072.123825312996,10800.0,10800.0,0,1,30,548.9131584341628,820.4968907931379,548.9131584341627,0.0
2025-04-05,14760.254637544438,134.69085217254212,1820.649457836782,16715.594947553764,1977.586668115447,0.0,0.0,16715.594947553764,29394.401473562382,30366.54722106521,142.9413651667577,14611.253525290947,18780.196564600927,15211.95921732675,10800.0,10800.0,0,14,14,502.72046030630986,1474.866207809137,500.2673915785067,0.0
2025-04-06,35153.2651244152,642.3392403249425,1691.8880711246286,37487.49243586478,4249.214243535502,0.0,0.0,37487.49243586478,59731.30516055502,58422.673932352955,330.76519523313107,0.0,19378.06563396396,15696.233163510802,10800.0,10800.0,0,16,35,2778.922735868788,1470.2915076667132,2778.922735868788,0.0
2025-04-07,34215.46920039702,455.0516774665082,2479.817300694576,37150.3381785581,4048.6191853913897,0.0,0.0,37150.3381785581,56988.08045452865,57373.55447825174,359.11345547915994,215.63549552146594,18749.74029742023,15193.654053502443,10800.0,10792.92843045328,0,5,7,1831.572580834154,2217.0466045572357,1547.3763523658045,0.0
2025-04-08,35111.09746332432,531.8990567850366,1659.2130622169188,37302.20958232627,3974.459265394673,0.0,0.0,37302.20958232627,59116.515808735974,58594.58963191992,447.52763931285165,0.0,20404.928964272607,16611.0605883322,10792.92843045328,10700.63051126285,0,15,34,2248.192721105358,1726.2665442893144,2248.192721105358,0.0
2025-04-09,35544.692060911075,101.18515645114945,5265.8379396695,40911.71515703173,5886.118850508747,0.0,0.0,40911.71515703173,58445.189700573406,63401.60037538978,487.5900208237674,0.0,19689.264151542877,15909.56481364353,10700.63051126285,10743.674010269746,0,20,20,464.8540878461904,5421.264762662557,464.8540878461904,0.0
2025-04-10,35347.138142097574,564.7776112430302,2565.2384844121607,38477.154237752766,4941.8426777388595,0.0,0.0,38477.154237752766,59117.81681159777,59356.276740440764,796.692201817296,387.6045530822453,19344.71348410123,15633.371398559995,10743.674010269746,10783.503480894193,0,5,19,2351.691374447927,2590.1513032909324,2004.151042447202,0.0
2025-04-11,14435.212085827201,122.61109717594594,1984.3775872258095,16542.200770228956,1867.441551601867,0.0,0.0,16542.200770228956,28739.3708177358,29590.126824534436,73.06202039010344,20683.0691595191,18445.775835382745,14928.430357424175,10783.503480894193,10797.556891156244,0,1,3,508.3427724016127,1359.0987792002543,494.7648111337054,0.0
2025-04-12,14614.45775330921,149.4219864055671,1190.3272436359966,15954.206983350774,1550.765706742744,0.0,0.0,15954.206983350774,29122.233883837995,29500.63448307767,423.42910320766777,16598.743389195566,18163.69811955291,14710.396678878478,10797.556891156244,10800.0,0,13,29,586.1825537515347,964.5831529912093,586.1825537515347,0.0
2025-04-13,34031.601442387524,332.7247591426177,2964.1333978809503,37328.45959941109,4374.015895358723,0.0,0.0,37328.45959941109,56853.71432711696,58651.420421011324,556.3312416772003,0.0,20098.5826105305,16279.851914529703,10800.0,10800.0,0,28,46,1288.1549007321792,3085.860994626544,1288.1549007321792,0.0
2025-04-14,33705.68236831256,559.3600311885828,1843.6628281476935,36108.70522764884,3751.8127030665305,0.0,0.0,36108.70522764884,57099.93977826422,56278.5148311113,197.8184123855009,0.0,18945.57820606923,15392.913587343428,10800.0,10747.783066191832,0,2,20,2286.618825109721,1465.1938779568095,2286.618825109721,0.0
2025-04-15,33517.29976240204,345.6487317741824,1320.8471734613997,35183.79566763763,3046.9721073982064,0.0,0.0,35183.79566763763,55657.77188168796,55671.75130270555,811.867019428023,1028.5229860632526,19183.880123439965,15491.947659559024,10747.783066191832,10800.0,0,15,29,1516.4963431903116,1530.4757642078948,1466.646832730573,0.0
2025-04-16,34509.14971229691,76.25458100262107,2726.933541467414,37312.33783476694,3413.1489943968836,0.0,0.0,37312.33783476694,56917.42974196879,59617.2161504351,155.10970947950773,0.0,19381.655215555744,15699.140724600144,10800.0,10800.0,0,2,2,356.68129296528525,3056.4677014315976,356.68129296528525,0.0
2025-04-17,33668.20017701792,124.66652536852827,2415.3216033833005,36208.18830576975,3586.505625066137,0.0,0.0,36208.18830576975,54885.136830816366,57499.0837904755,907.6905412677795,0.0,19595.0047326722,15871.953833464486,10800.0,10800.0,0,13,37,486.2793327035041,3100.226292362633,486.2793327035041,0.0
2025-04-18,14025.108785260127,152.76909130342358,1516.3555843266422,15694.233460890193,1485.8061065424788,0.0,0.0,15694.233460890193,28227.554132003337,28826.056932278592,538.3025893707982,18420.663678302808,18489.334111956065,14976.360630684409,10800.0,10800.0,0,3,4,443.6516531336099,1042.154453408869,433.5150345350876,0.0
2025-04-19,13858.701278286153,164.1077340479656,1100.8023517121233,15123.611364046243,1387.7374158054438,0.0,0.0,15123.611364046243,28054.45921794126,28429.24830057456,458.3790059111417,17606.57148517399,18840.09768152325,15260.479122033823,10800.0,10800.0,0,3,12,506.4741665860728,881.2632492193711,506.02095067578847,0.0
2025-04-20,33595.80665363735,64.12070762986713,1541.8005074307325,35201.72786869795,1738.6507616217646,0.0,0.0,35201.72786869795,55108.513080483586,56247.34431329462,587.9534879368858,0.0,19482.34706328637,15780.701121261964,10800.0,10800.0,0,1,1,299.9097644053654,1438.7409972163991,299.9097644053654,0.0
2025-04-21,32899.27492081581,651.5558379634689,780.7172203073612,34331.547979086645,3220.8146564181343,0.0,0.0,34331.547979086645,56354.581401617295,54073.73295069733,461.2607179512291,1576.7243687268424,18520.197266768053,15001.359786082125,10800.0,10800.0,0,2,20,2750.8315536690484,469.98310274908596,2747.0322487246544,0.0
2025-04-22,32539.18795986553,130.54801954201542,3128.1953710281855,35797.931350435734,3805.8801507874914,0.0,0.0,35797.931350435734,53123.84924141412,56046.7023301051,231.25106492224995,0.0,19276.431307979976,15613.909359463782,10800.0,10800.0,0,3,3,441.51353104825574,3364.366619739236,414.107106698431,0.0
2025-04-23,32511.8603015338,111.45274973556113,2829.7198580906047,35453.032909359965,3300.865807441811,0.0,0.0,35453.032909359965,53198.75504178097,55769.69049969015,751.538425112371,84.64996307078422,18597.81786758075,15064.23247274041,10800.0,10800.0,0,3,4,364.96517476631726,2935.900632675495,345.4922555858965,0.0
2025-04-24,32716.013234871283,50.48398828669793,487.07729636992156,33253.5745195279,641.045003745015,0.0,0.0,33253.5745195279,53186.33214824253,53373.07709353063,721.6093476987759,2030.0901187607847,18585.636458268804,15054.36553119773,10800.0,10800.0,0,13,21,227.15002922845798,413.894974516557,227.15002922845798,0.0
2025-04-25,13428.30236495703,89.81477222584917,414.17969952183836,13932.296836704718,694.3714649181221,0.0,0.0,13932.296836704718,27282.141456056383,27316.918175769984,143.83682045897706,21785.387539750318,18641.38020177195,15254.044036211257,10800.0,10628.304363582247,0,13,26,329.7973726022581,364.57409231586405,329.7973726022581,0.0
