date,x_plan_kwh,C_plan_yuan,C_adjust_yuan,C_grid_yuan,e_emergency_kwh,C_emer_yuan,C_total_yuan,r_purchase_waste_kwh,w_pv_waste_kwh,u_charge_kwh,v_discharge_kwh,E_start_kwh,E_end_kwh,L_energy_kwh,P_act_energy_kwh
2025-02-11,80590.36328255413,55185.44522866487,362.45327863504434,55547.898507299906,271.6406991882226,1405.4345987167017,56953.33310601661,1544.540999971526,0.0,23753.17288888947,19312.50694038113,10299.60575925378,10219.12031438638,121441.28161666667,46220.68448333333
2025-02-12,81770.87333098229,55841.11989803548,530.9589002878249,56372.0787983233,10.432783395604702,56.5874171377599,56428.66621546106,2213.4057815559013,163.38428333333331,23139.38823692673,18540.837324908272,10219.12031438638,10443.639366611242,121363.85288333334,46097.116749999994
2025-02-13,81312.56949261672,55067.56850800471,1035.6731992589175,56103.24170726363,0.0,0.0,56103.24170726363,6003.939077045635,401.75736666666694,20098.974287774276,15959.444603047286,10443.639366611242,10800.0,121310.28371666666,49980.80469999999
2025-02-14,36350.8108891129,15192.092973877814,1347.151553315146,16539.24452719296,0.0,0.0,16539.24452719296,423.56671427030943,3231.047790875189,20747.656308710822,16805.601610055768,10800.0,10800.0,75872.63794999999,46070.83613333333
2025-02-15,35608.96845671968,15207.732141631584,1915.1432416223608,17122.875383253948,0.0,0.0,17122.875383253948,130.72910089628886,4033.9037973586,19278.716937503028,15627.450739658241,10800.0,10787.011088576905,76054.55225,46774.46115
2025-02-16,81423.78098199976,55778.33414291962,1555.770678260177,57334.1048211798,14.050303401570659,75.07779622629282,57409.18261740609,2809.166886493041,17.206249999999955,21486.630251020826,17392.480483046085,10787.011088576905,10800.0,121276.97728333331,45899.59818333333
2025-02-17,81320.41217153758,55041.354515468316,1287.3508192832246,56328.70533475154,16.694513422821956,89.08192362417795,56417.78725837572,6051.242645965599,882.1082833333332,20427.214089400404,16546.04341241433,10800.0,10800.0,120960.37281666666,49776.50964999999
2025-02-18,76546.6814380415,51157.488737671236,3071.520453678374,54229.009191349614,6.867537074033976,34.996968929277145,54264.00616027889,2338.3998806158033,241.45472736625413,19619.625170909392,15891.896388436606,10800.0,10800.0,121331.27123333333,49239.883449999994
2025-02-19,76052.21981532124,50407.66556114026,3263.1610643070485,53670.826625447306,38.994988202262974,206.30067420626108,53877.12729965357,1091.9486671248128,0.0,22055.41349294039,17864.88492928171,10800.0,10800.0,121866.79411666666,48987.466733333335
2025-02-20,77819.0940511144,52218.32891702044,1310.0718048902024,53528.400721910635,48.93628684981297,274.5570373708757,53802.95775928151,3298.7727281312864,391.814483333333,20692.679998634456,16761.07079889391,10800.0,10800.0,121105.25703333333,50112.12329999999
2025-02-21,35498.67173283899,15065.470864461802,1757.0934653541915,16822.564329815996,0.0,0.0,16822.564329815996,1005.6221840805503,6705.071200304264,18702.56597955108,15149.078443436378,10800.0,10800.0,75802.00203333332,50241.74
2025-02-22,35555.71963589445,15208.99257828185,1870.147885342544,17079.140463624397,0.0,0.0,17079.140463624397,959.3893935890021,4507.743476270854,19345.78249463774,15670.083820656568,10800.0,10800.0,75682.24226666667,47837.47938333333
2025-02-23,77668.67480582555,51722.41199174165,2238.605326479066,53961.01731822071,22.13503095425881,114.43811003351804,54075.45542825422,3085.1224071613897,417.62383333333355,20866.708409771378,16902.03381191481,10800.0,10800.0,121142.14093333333,49610.287249999994
2025-02-24,75147.29197763608,49817.519845147945,1385.2705489365571,51202.7903940845,41.82843512260297,213.72238925893987,51416.51278334344,2952.0882973546477,969.0918111161606,20547.659404062033,16643.60411729025,10800.0,10800.0,120628.98854999998,52425.954933333334
2025-02-25,75141.40727961581,48706.73226561197,1334.9584977696118,50041.690763381586,53.59598144679228,276.7083989212772,50318.39916230286,4911.032917236815,1310.2227865431228,20344.686071844262,16479.195718193852,10800.0,10800.0,121093.33288333332,55272.00965
2025-02-26,71113.28108623001,46392.17781692875,3457.5500827385085,49849.72789966727,6.478115872737931,33.611704205700754,49883.33960387297,685.001403884567,0.0,21739.121981865337,17608.68880531092,10800.0,10800.0,121060.73411666666,52245.88608333333
2025-02-27,71172.0244315061,45187.15225942246,1919.9727578218703,47107.12501724433,518.7935432708891,2719.2248216980934,49826.34983894243,1680.4546351030845,0.0,22083.020947597703,17887.246967554143,10800.0,10800.0,120599.48893333334,53642.90473333333
2025-02-28,34288.98893323842,13935.840544057774,1876.3895972367193,15812.230141294493,0.0,0.0,15812.230141294493,998.4285160964673,7825.681483882029,19131.97940849198,15496.903320878504,10800.0,10800.0,75385.10795,52092.51439999999
2025-03-01,34506.51966391007,14208.534728644594,598.5449471501826,14807.079675794777,0.0,0.0,14807.079675794777,390.201297918139,7206.140878413012,19187.536995882714,15541.904966665003,10800.0,10800.0,72244.16014999998,48585.39421666667
2025-03-02,73731.48459951305,48162.75494008772,5481.514770561431,53644.269710649154,188.2163065312576,920.2962983253809,54564.566008974536,1364.9596461633746,0.0,20423.63268195671,16892.96367936683,10800.0,10411.309770020118,117860.41708333333,45502.110016666666
2025-03-03,76847.63093050258,50401.86016886065,1973.7819192082047,52375.64208806885,154.1099015544457,747.0227617390208,53122.66484980787,1834.7448473938157,184.4892666666666,23160.222484725324,18875.3312484039,10411.309770020118,10282.91973026857,117958.7456,45941.59896666666
2025-03-04,74720.92360100002,48929.753925565914,2670.7212621395197,51600.475187705444,0.6247333333334382,3.1064865000005213,51603.581674205445,2187.3126123441416,656.2319035535718,20197.09773358493,15894.276921445507,10282.91973026857,10800.0,118139.02498333334,48939.56705
2025-03-05,73841.63598451213,47155.985074632044,1942.826980973965,49098.81205560602,6.618300000000204,32.736535900001016,49131.54859150602,4319.341740862639,625.9976666666664,20738.288335591555,16798.013551829164,10800.0,10800.0,118073.44383333332,51942.971816666664
2025-03-06,69292.00497674997,43925.92184450466,3376.6983362163683,47302.62018072103,0.0,0.0,47302.62018072103,1418.3177034733112,803.271483333333,20156.189865360095,16875.194741338586,10800.0,10190.354499558987,117673.59855,51732.944416666665
2025-03-07,33204.74304536932,13315.691031333765,829.4702979040076,14145.161329237771,0.0,0.0,14145.161329237771,372.98674600412187,8347.277616369996,18949.369404684712,14800.308267397711,10190.354499558987,10800.0,71680.36145,50758.07591666667
2025-03-08,30693.333072432786,12324.145109678922,3170.8254442016937,15494.970553880614,0.0,0.0,15494.970553880614,601.886351969068,10067.66742016546,18895.24465345216,15305.148169296248,10800.0,10800.0,72344.71158333334,53281.57206666666
2025-03-09,69167.2503527413,42971.53069186183,3369.53440976917,46341.06510163101,0.0,0.0,46341.06510163101,2611.331120966449,1407.4223261076952,20815.6509808786,16860.677294511665,10800.0,10800.0,117692.9865,54359.461449999995
2025-03-10,67267.2667081532,43440.773256387314,6130.17467866888,49570.947935056174,0.0,0.0,49570.947935056174,62.98924613718634,0.0,21376.02589691172,17665.293660406656,10800.0,10410.31924010205,117943.06436666666,49900.99291666666
2025-03-11,66887.9751170293,42384.39252858841,3540.5034975871326,45924.89602617555,0.0,0.0,45924.89602617555,850.2319199565411,648.8275379242967,20507.703470038432,16316.277569650723,10410.31924010205,10738.055063524731,117499.55295,53560.63415
2025-03-12,68819.68650016883,43399.000925180815,2010.347727114555,45409.348652295375,0.0,0.0,45409.348652295375,2301.4743489048083,1533.1465166666665,20301.289471134616,16395.755418886674,10738.055063524731,10791.709566560696,118112.23683333333,55676.70215
2025-03-13,68091.67486989389,43724.1598818567,4203.4254126071955,47927.5852944639,0.0,0.0,47927.5852944639,220.29804590022235,0.0,21296.84107086927,17553.8211413791,10791.709566560696,10454.620817699591,118237.27705,50691.65903333333
2025-03-14,32351.9205780088,13178.802817584665,1480.442630313851,14659.245447898516,0.0,0.0,14659.245447898516,1121.2451534141362,12506.302857022427,18291.8327608186,14505.543272192692,10454.620817699591,10800.0,72108.86895,56079.44296666667
2025-03-15,31783.755870928664,13252.076396270377,1825.6078228917786,15077.684219162154,0.0,0.0,15077.684219162154,853.2886327643336,7950.357457089163,18670.92227691053,15166.677485717653,10800.0,10751.966176199863,72724.98178333332,51800.85663333333
2025-03-16,67998.83186271222,43139.88104277327,2495.4776900694706,45635.35873284273,1.6400000000001,8.081100000000493,45643.439832842734,2392.9380338456044,191.97445561245513,20120.76503264552,16254.589235022744,10751.966176199863,10800.0,117983.21598333333,54632.16905
2025-03-17,67552.07676452793,41880.53545641295,1190.0724524189832,43070.60790883194,0.0,0.0,43070.60790883194,4928.563254395763,2009.6780647706928,18325.33668407017,14843.522714096847,10800.0,10800.0,117693.6218,59835.490366666665
2025-03-18,66847.34531076587,41885.715408564705,1024.9785179521457,42910.693926516855,134.27891740862805,661.1998828728396,43571.893809389694,2430.123922280877,152.24811577686796,20276.73095983551,16424.152077466762,10800.0,10800.0,117253.42358333332,56127.465216666664
2025-03-19,62122.081682633776,38862.44860002647,3456.572903750657,42319.02150377712,0.0,0.0,42319.02150377712,1921.0052530289233,0.0,19738.86619602375,15988.48161877924,10800.0,10800.0,117281.55799999999,57816.08755
2025-03-20,64876.428163334014,40819.56977875339,2537.446483753451,43357.01626250682,0.0,0.0,43357.01626250682,920.6482659403443,0.0,20857.929040807307,16894.92252305392,10800.0,10800.0,117648.38173333331,55439.41991666666
2025-03-21,30439.128875122242,12231.434763924179,2134.3091361378706,14365.743900062047,0.0,0.0,14365.743900062047,1040.7609594536239,15577.99118371298,18477.82457728363,14968.51294666739,10800.0,10798.361067702612,72593.53221666666,60560.06769999999
2025-03-22,31247.933520569728,12948.756732387988,1118.063631786611,14066.8203641746,0.0,0.0,14066.8203641746,993.8500387946806,11752.906618298559,18311.075820838618,14856.495988191658,10798.361067702612,10771.111541799977,71936.92953333333,56055.7298
2025-03-23,64944.65489672468,40181.03683475663,2287.5319168121964,42468.56875156885,0.0,0.0,42468.56875156885,2799.128454879384,1212.1582038438858,19529.330795007416,15792.75833157599,10771.111541799977,10800.0,117739.97726666665,58970.257150000005
2025-03-24,62229.9005757915,38747.5659040289,2386.910867403505,41134.47677143241,0.0,0.0,41134.47677143241,1080.514850219358,1169.104120756439,20321.75846283888,16460.624354899493,10800.0,10800.0,117425.17061666667,59426.67353333333
2025-03-25,64057.84384314106,39842.148327007526,2433.5977056498077,42275.74603265735,0.0,0.0,42275.74603265735,649.9104835214707,223.27497818605116,20039.619147415513,16232.091509406573,10800.0,10800.0,118053.16781666665,57103.043099999995
2025-03-26,61311.10938063111,38071.858318398954,2505.7995511948816,40577.657869593844,0.0,0.0,40577.657869593844,2481.2087485223183,1445.5631805066782,18529.315096385828,15008.745228072523,10800.0,10800.0,117704.62779999999,62112.07293333333
2025-03-27,62175.74977918695,38303.84879490056,2417.3641747852266,40721.21296968578,0.0,0.0,40721.21296968578,1457.3419646135085,0.0,19410.15198922206,15722.223111269876,10800.0,10800.0,117952.59836666666,59235.60896666667
2025-03-28,30364.514545318303,12177.649250031509,1698.2342151845348,13875.883465216046,0.0,0.0,13875.883465216046,1240.0851104682426,16129.672390411193,18239.959851318454,14774.367479567945,10800.0,10800.0,71891.76726666666,61069.8865
2025-03-29,30204.480834694365,11982.376212913461,1846.9785255579002,13829.35473847136,0.0,0.0,13829.35473847136,746.7163727327084,19704.60950623707,18216.3833690405,14755.270528922809,10800.0,10800.0,72118.27746666667,64411.06828333333
2025-03-30,59954.04762762407,36387.90734439669,1948.9685804977028,38336.87592489438,0.0,0.0,38336.87592489438,1268.3452933329759,949.6225263964686,19103.4497823172,15473.794323676935,10800.0,10800.0,117994.70585,62649.086149999996
2025-03-31,56574.95146737808,35070.750667872526,4713.274675765316,39784.02534363784,0.0,0.0,39784.02534363784,638.523736590147,47.5292359624998,19507.5030437421,15801.077465431108,10800.0,10800.0,117075.66561666667,60124.27613333333
2025-04-01,62466.070920055165,39052.05173918877,3636.075288643393,42688.12702783218,0.0,0.0,42688.12702783218,932.3675971917061,735.8797462414175,18039.225957199953,14611.773025331968,10800.0,10800.0,117967.1463,57758.29478333333
2025-04-02,61568.48244332305,37787.25244346128,4494.336930995678,42281.58937445695,60.330067543205494,296.49938502044745,42578.088759477396,1257.9988585916878,0.0,19810.895140594148,16046.825063881257,10800.0,10800.0,117986.62945,57551.29404999999
2025-04-03,62440.06495560758,38855.34928510326,1304.6353364979686,40159.98462160123,0.0,0.0,40159.98462160123,1867.2969128383988,1866.1694103654945,19121.21756390902,15488.186226766313,10800.0,10800.0,117884.45609999998,62020.92583333333
2025-04-04,29515.05484268346,11622.09227294336,1116.000846595954,12738.093119539315,0.0,0.0,12738.093119539315,859.7366740673856,19530.37574470396,18572.903184881216,15044.051579753788,10800.0,10800.0,71735.75181666667,65304.949566666655
2025-04-05,29375.891553691825,11878.841654887763,1281.1306644960011,13159.972319383762,0.0,0.0,13159.972319383762,286.4496013094496,14614.531921445663,18619.121562213375,15081.488465392838,10800.0,10800.0,72602.74256666665,60558.62758333332
2025-04-06,59904.78803444732,36677.03734678986,1383.6840598620115,38060.72140665187,0.0,0.0,38060.72140665187,924.1360722266916,1689.8147487677384,19964.705216201615,16171.41122512331,10800.0,10800.0,117205.43058333333,62795.354316666664
2025-04-07,57016.46065479688,35134.28708899943,2627.0884221467363,37761.375511146165,0.0,0.0,37761.375511146165,1254.8133902797667,1278.5730296737374,18440.46539585691,14936.776970644096,10800.0,10800.0,117015.14203333334,63772.422750000005
2025-04-08,59120.016697204526,36010.42560593302,1002.8159592635966,37013.24156519662,0.0,0.0,37013.24156519662,1374.6905092084462,288.7765713646945,20362.18668880135,16586.173051986218,10800.0,10696.886851047635,117713.29026666666,63360.09664999999
2025-04-09,58466.38254947703,35835.013071750596,5101.934610046643,40936.94768179725,0.0,0.0,40936.94768179725,487.59002082376736,0.0,19546.11798694561,15790.242033098832,10696.886851047635,10743.679669188874,117677.52253333332,58543.21151666666
2025-04-10,59143.64591251651,36307.344529051436,2224.656976416354,38532.00150546779,0.0,0.0,38532.00150546779,1847.1375175559438,1189.434722519892,19131.330958231127,15445.689778437207,10743.679669188874,10800.0,117668.70068333333,63208.06278333333
2025-04-11,28680.321719416006,11301.723292487592,1733.4071200200624,13035.130412507657,0.0,0.0,13035.130412507657,653.7554384329798,20683.633923708876,18367.351884040305,14877.555026072643,10800.0,10800.0,72091.99675,66775.34658333333
2025-04-12,29073.755072526637,11542.310098102578,872.9179366485233,12415.228034751102,0.0,0.0,12415.228034751102,671.095767842602,16611.49137763411,18040.27475542212,14632.817043243002,10800.0,10777.561676276568,71957.17576666665,62932.01521666667
2025-04-13,56901.35396020934,34754.663005750845,1985.4691703103992,36740.13217606123,0.0,0.0,36740.13217606123,566.4136077623784,0.0,19892.206481509555,16092.49275867165,10777.561676276568,10800.0,117283.06219999999,63006.703716666656
2025-04-14,57111.501221054146,34772.767522094255,1553.7160986447402,36326.483620738996,0.0,0.0,36326.483620738996,1758.59026408496,298.3252910526527,18989.687611418343,15381.646965248856,10800.0,10800.0,117901.37268333332,65373.34088333332
2025-04-15,55608.22797452846,33812.54902403001,929.0693924798693,34741.61841650989,0.0,0.0,34741.61841650989,1130.747971344057,1706.6826700365493,19044.738954030647,15426.23855276483,10800.0,10800.0,117056.90516666666,66917.47633333332
2025-04-16,56928.491635901184,34798.80523028586,2638.018136513561,37436.8233667994,0.0,0.0,37436.8233667994,152.37600110819517,0.0,19396.139741365754,15710.87319050626,10800.0,10800.0,117924.88506666665,62145.29311666667
2025-04-17,55147.2181465099,33630.28986437148,1936.7907072226967,35567.08057159418,0.0,0.0,35567.08057159418,833.3514255745928,0.0,20350.31372926889,16483.75412070781,10800.0,10800.0,117487.04263333333,64618.700283333324
2025-04-18,28198.518932154966,10922.754795615076,1290.8757361536752,12213.63053176875,0.0,0.0,12213.63053176875,1062.9758683394502,18420.662431467037,18263.620711408337,14793.532776240752,10800.0,10800.0,71490.16935,65136.05216666666
2025-04-19,28032.2786812736,10997.206752349563,769.316055198087,11766.522807547648,0.0,0.0,11766.522807547648,744.6450219791823,17608.052133148434,18546.770987521733,15039.566972785698,10800.0,10781.46391900767,71905.41535,65120.736099999995
2025-04-20,55133.823889355364,33737.018292265064,1209.05642580166,34946.074718066724,0.0,0.0,34946.074718066724,472.54672270875767,0.0,19540.185411997794,15810.867710825123,10781.46391900767,10800.0,117197.81635000001,65240.07146666667
2025-04-21,56502.346919606294,33814.70736199743,698.2458825652765,34512.9532445627,0.0,0.0,34512.9532445627,1533.4896652701625,3205.569473274848,19089.09791443675,15462.169310693771,10800.0,10800.0,118481.63788333331,69964.7275
2025-04-22,53130.597475593146,32904.580096366626,2961.838342687862,35866.4184390545,0.0,0.0,35866.4184390545,425.6308399064674,0.0,19154.898283354614,15515.46760951724,10800.0,10800.0,117811.00101666666,65658.0717
2025-04-23,53207.674493437546,32709.894009324762,2776.198459087135,35486.09246841191,0.0,0.0,35486.09246841191,1177.37334150896,90.06371646567413,18587.605458634484,15055.960421493932,10800.0,10800.0,118030.51476666666,66630.59805
2025-04-24,53254.65529796656,32485.5487889349,456.74853139202463,32942.29732032693,0.0,0.0,32942.29732032693,773.3188710313678,2078.7199708968096,18832.0470532603,15253.958113140845,10800.0,10800.0,117497.77966666667,70407.67296666667
2025-04-25,27239.34319825253,10291.971112912523,321.12948935352443,10613.100602266046,0.0,0.0,10613.100602266046,153.4634362736936,21789.237179853026,18805.474734972428,15263.242922324858,10800.0,10765.768458892013,71763.3212,69762.96354999999
2025-04-26,27069.072616930673,10658.226809281601,748.1752828057307,11406.402092087334,0.0,0.0,11406.402092087334,84.70691700011685,24245.750286135764,18901.21787771573,15533.341004113368,10765.768458892013,10517.596766487988,72100.92436666667,72030.73073333333
2025-04-27,51414.67068275365,31202.43664035335,2445.3962590919446,33647.8328994453,0.0,0.0,33647.8328994453,136.06787818230782,735.0287456154166,20954.655151964504,16868.697022372824,10517.596766487988,10633.789711730678,117032.52253333334,68459.05135
2025-04-28,54127.19207355748,33113.58717783742,6915.189780319786,40028.7769581572,0.0,0.0,40028.7769581572,215.1564291047447,0.0,19715.120439387792,15819.658296461721,10633.789711730678,10800.0,117537.3008,60915.33348333332
2025-04-29,53258.275427315944,32167.578228491882,997.490768336557,33165.06899682844,0.0,0.0,33165.06899682844,179.30144309615844,3168.278549570636,18977.903129929542,15372.101535242935,10800.0,10800.0,117252.75871666666,69819.545
2025-04-30,51837.61045947303,31300.388442540647,508.1372797772032,31808.52572231785,0.0,0.0,31808.52572231785,469.4420794392589,0.0,19310.045574095464,15673.149720702448,10800.0,10764.43021590542,117682.88071666665,69426.02628333334
2025-05-01,51171.8627303425,32234.79838311651,2431.8038263376443,34666.602209454155,1362.2000940833072,8493.946660895686,43160.54887034984,1.1368683772161603e-13,870.8147375270544,20589.524409573205,17543.147431593734,10764.43021590542,9802.616149417154,120364.58391666666,69353.20511666666
2025-05-02,27856.543934381614,11426.062381175334,1810.5893042743364,13236.651685449668,1118.172516421408,5864.737698404699,19101.389383854366,0.0,12759.91146032455,19721.667416965334,15745.441262089722,9802.616149417154,10057.182089030708,74761.02673333333,60470.70664999999
2025-05-03,28692.03671856329,11838.859998299748,255.85149644512282,12094.711494744864,704.3276994843962,3069.3911421563394,15164.102636901203,2.9488869284778048,17877.830373274406,18723.87636622222,15646.242744625002,10057.182089030708,9523.95665793626,74894.84928333333,66027.67763333333
2025-05-04,60958.521197238006,38085.48042160493,0.0,38085.48042160493,0.0,0.0,38085.48042160493,2751.475894674917,3241.9934499999995,17435.619534577512,14205.235015347764,9523.95665793626,9432.419777558507,120670.08423333333,68935.4169
2025-05-05,59678.27057934829,37205.97643282561,350.9346506268502,37556.911083452454,0.0,0.0,37556.911083452454,924.9047844838857,0.0,21079.578921271128,16859.194568450148,9432.419777558507,9671.602397313469,120612.16386666667,65536.15706666667
2025-05-06,57236.996158812726,36495.16457660883,735.0096775204664,37230.1742541293,0.0,0.0,37230.1742541293,974.179066670855,929.9599893232717,20029.142886993144,16442.06808061246,9671.602397313469,9428.866461593458,121017.19009999999,68147.10773333334
2025-05-07,58118.36473518335,36604.907745204786,1131.765518317788,37736.673263522585,575.1071400679084,3650.593722392483,41387.26698591507,574.5041400226382,275.8009627879376,20740.76770568892,16175.271888220093,9428.866461593458,10123.033076468932,121160.21501666667,66092.36906666667
2025-05-08,62349.239680877785,40002.302973766054,0.0,40002.302973766054,0.0,0.0,40002.302973766054,1401.1551775966311,968.6248353181891,18650.93177255267,14497.984504589702,10123.033076468932,10800.0,120445.47738333332,64618.964983333324
2025-05-09,31366.53698679056,13928.42919863237,0.0,13928.42919863237,0.0,0.0,13928.42919863237,956.2255198685596,18500.80588864641,17947.99856987156,14537.878841595966,10800.0,10800.0,74253.82544999999,65754.4396
2025-05-10,31089.805306225528,14031.91704038264,0.0,14031.91704038264,0.0,0.0,14031.91704038264,401.634534519412,15176.788624977858,17843.87822839432,14453.541364999395,10800.0,10800.0,74647.98705,62526.941766666656
2025-05-11,59717.06049869348,37797.82387505422,672.6518817241868,38470.47575677842,59.51626666666675,396.62748059166734,38867.10323737009,617.3816448477611,1340.3414356912058,18704.63840828896,15521.832680311541,10800.0,10387.693811558353,120743.09041666667,65259.01133333333
2025-05-12,57812.03946901651,36749.91890982003,2124.589524209705,38874.50843402973,0.0,0.0,38874.50843402973,2429.8465575932228,2578.64265,17255.87133283866,13675.560023580278,10387.693811558353,10722.911318246166,120448.60361666666,68517.40838333333
2025-05-13,58332.77790453119,36572.40518603862,68.74990392339585,36641.15508996202,0.0,0.0,36641.15508996202,994.3817320568771,749.3133441665232,18845.008815776746,15279.356588351497,10722.911318246166,10706.356376499132,120269.6316,67140.41883333333
2025-05-14,56721.91446540336,35579.26627060269,1608.4221610782029,37187.68843168089,0.0,0.0,37187.68843168089,1414.71724883347,1443.3378279480075,18632.55367847687,15261.480126412265,10706.356376499132,10518.454546670253,120592.00526666666,67577.85648333334
2025-05-15,57046.60103629345,36943.38188574279,1635.7641451008096,38579.14603084361,0.0,0.0,38579.14603084361,1632.9763054600794,1000.4850354377854,19809.775450129426,15792.527206608063,10518.454546670253,10800.0,119598.30981666666,66833.25153333333
2025-05-16,29859.874457306454,13190.602908458974,105.74254120859969,13296.345449667573,0.0,0.0,13296.345449667573,730.3465951062219,23025.13813461241,18166.20462418389,14714.62574558895,10800.0,10800.0,74681.34474999999,71965.83821666666
2025-05-17,30057.031436226473,13584.42169156459,441.39058319312954,14025.812274757718,0.0,0.0,14025.812274757718,332.35646369694894,16156.907407598766,18670.663309018422,15146.189009428763,10800.0,10774.498078751292,75274.53043333333,64825.73134999999
2025-05-18,57605.016654479194,36239.415962957544,1253.1441937330019,37492.56015669054,5.236666666666679,34.42846500000008,37526.988621690536,1635.4309197625198,0.0,18211.14613041673,14728.07663651372,10774.498078751292,10800.0,120687.037,67010.8689
2025-05-19,55472.970475166825,35067.37689101579,136.1250022732637,35203.50189328905,79.23650000000009,550.829460833334,35754.33135412238,705.0561209904462,4062.9181947209463,17669.66121952091,14312.425587811942,10800.0,10800.0,120072.38798333332,72557.17143333334
2025-05-20,54148.971258257145,34154.16477238611,4078.5189079775255,38232.68368036363,0.0,0.0,38232.68368036363,70.49317339598724,0.0,19276.921926031326,15774.27708926856,10800.0,10622.255189796455,120437.57771666667,65910.18289999999
2025-05-21,54023.92753226974,34839.92702480384,2371.1369073672986,37211.063932171135,0.0,0.0,37211.063932171135,314.2955052568045,1828.8057462979466,19807.098853824908,15975.460100022634,10622.255189796455,10698.132935991498,120283.05128333332,68920.43599999999
2025-05-22,53491.54582161105,34188.26821948761,1265.7870291966735,35454.05524868428,2.57000000000005,16.86434000000033,35470.91958868428,433.65224039187206,0.0,20450.676701958102,16473.367770978417,10698.132935991498,10800.0,119729.68001666665,68913.0492
2025-05-23,28777.551177678237,12294.308514144615,588.0929192670676,12882.401433411686,0.0,0.0,12882.401433411686,526.7509817911812,18666.548186210206,19668.21856257024,15931.257035681896,10800.0,10800.0,74983.38438333332,68562.43549999999
2025-05-24,29405.361801129755,12891.632825150136,469.0570387739491,13360.689863924084,0.0,0.0,13360.689863924084,1036.3100944945063,21410.92158021743,19046.73987092785,15427.859295451563,10800.0,10800.0,74693.81781666665,70939.31643333333
2025-05-25,54017.51506095039,34229.82591373945,645.2342124220634,34875.06012616152,0.0,0.0,34875.06012616152,633.5388129549415,2000.0125635941322,19181.80150037402,15561.69483797183,10800.0,10772.849308145696,120319.8776,71774.86741666666
2025-05-26,52145.63086858254,33082.28931787891,5833.910436277463,38916.199754156376,67.76269721051987,344.8401476969311,39261.039901853306,353.71423954394936,0.0,20383.80069674406,16574.162902040447,10772.849308145696,10702.533377392634,119407.96936666666,64828.13641666666
2025-05-27,53022.46696474151,33814.321613234766,2349.553972856536,36163.8755860913,0.0,0.0,36163.8755860913,1726.2549349436879,1406.709878057494,19757.300999856598,15915.693849537216,10702.533377392634,10800.0,120046.82734999999,70656.46005
2025-05-28,54370.87749430538,34335.715476319696,1919.6102529356265,36255.325729255324,0.0,0.0,36255.325729255324,536.3614975596472,0.0,20272.694942310885,16420.88290327182,10800.0,10800.0,119921.84721666666,67648.02311666666
