date,t,time_end,L_actual_kw,P_act_kw,L_fc_kw,P_fc_kw,c_actual_yuan_per_kwh,c_fc_yuan_per_kwh,R_reserve_kwh,x_plan_kwh,x_final_kwh,y_used_kwh,r_purchase_waste_kwh,u_charge_kwh,v_discharge_kwh,e_emergency_kwh,w_pv_waste_kwh,g_pv_used_kwh,E_end_kwh
2025-02-01,12,2:00,2384.42,0.0,2944.471888366551,0.0,0.2537,0.317354024560106,568.7034812824407,490.74531472775845,490.74531472775845,397.4033333333333,93.34198139442515,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,13,2:10,2604.5438,0.0,2878.777522025564,0.0,0.3346,0.3228853236199763,568.7034812824407,479.7962536709273,479.7962536709273,434.0906333333333,45.705620337593984,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,14,2:20,2943.3655,0.0,2884.328704340999,0.0,0.3971,0.34802398032332504,568.7034812824407,480.72145072349986,480.72145072349986,480.72145072349986,0.0,0.0,9.839465943166772,0.0,0.0,0.0,10789.067260063148
2025-02-01,15,2:30,3019.32,0.0,2947.245286596521,0.0,0.367,0.3656677695243884,568.7034812824407,491.2075477660868,491.2075477660868,491.2075477660868,0.0,0.0,12.012452233913223,0.0,0.0,0.0,10775.720090914356
2025-02-01,16,2:40,2844.4369,0.0,2912.744648443182,0.0,0.3185,0.36149005345738394,568.7034812824407,485.457441407197,485.457441407197,485.457441407197,0.0,11.384624740530342,0.0,0.0,0.0,0.0,10785.966253180834
2025-02-01,17,2:50,2768.3064,0.0,2912.7489991155057,0.0,0.3285,0.3649919696077658,568.7034812824407,485.45816651925094,485.45816651925094,476.9774520212961,8.480714497954864,15.59305202129609,0.0,0.0,0.0,0.0,10800.0
2025-02-01,18,3:00,2861.65,0.0,2987.805299607014,0.0,0.3772,0.3828845025267816,568.7034812824407,497.96754993450236,497.96754993450236,476.94166666666666,21.025883267835695,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,19,3:10,2900.3973,0.0,3023.4885334413107,0.0,0.3815,0.39271092152782494,568.7034812824407,503.91475557355176,503.91475557355176,483.39955,20.515205573551782,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,20,3:20,2919.6115,0.0,2977.6360547193244,0.0,0.3822,0.38943712615439807,568.7034812824407,496.27267578655403,496.27267578655403,486.6019166666666,9.670759119887407,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,21,3:30,2993.09,0.0,2899.388093337757,0.0,0.3962,0.3844241946569615,568.7034812824407,483.23134888962613,483.23134888962613,483.23134888962613,0.0,0.0,15.616984443707224,0.0,0.0,0.0,10782.647795062547
2025-02-01,22,3:40,3109.8584,0.0,2897.959450043362,0.0,0.3879,0.3914601689612438,568.7034812824407,482.99324167389364,482.99324167389364,482.99324167389364,0.0,0.0,35.316491659439635,0.0,0.0,0.0,10743.40724877428
2025-02-01,23,3:50,3054.8008,0.0,3047.0777791693054,0.0,0.3405,0.38814710483856374,568.7034812824407,507.8462965282175,507.8462965282175,507.8462965282175,0.0,0.0,1.2871701384491416,0.0,0.0,0.0,10741.977059731558
2025-02-01,24,4:00,2901.7,0.0,3199.4398352900416,0.0,0.3164,0.37676558337680166,568.7034812824407,533.2399725483402,533.2399725483402,533.2399725483402,0.0,49.623305881673616,0.0,0.0,0.0,0.0,10786.638035025064
2025-02-01,25,4:10,2947.1208,0.0,3115.742869124883,0.0,0.3916,0.3824835330097419,568.7034812824407,519.2904781874804,519.2904781874804,506.0334277499291,13.2570504375513,14.84662774992911,0.0,0.0,0.0,0.0,10800.0
2025-02-01,26,4:20,3027.8717,0.0,3035.878173394163,0.0,0.4109,0.38735081516617564,568.7034812824407,505.97969556569376,505.97969556569376,504.64528333333334,1.334412232360421,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,27,4:30,3033.47,0.0,3104.6797063231115,0.0,0.361,0.38178905809410146,568.7034812824407,517.4466177205186,517.4466177205186,505.57833333333326,11.868284387185327,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,28,4:40,3019.3858,0.0,3235.167807547611,0.0,0.3799,0.3775991621920811,568.7034812824407,539.1946345912685,539.1946345912685,503.23096666666663,35.96366792460185,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,29,4:50,3017.0819,0.0014,3277.1020104591184,0.0,0.4094,0.3924738628273704,568.7034812824407,546.183668409853,546.183668409853,502.84675000000004,43.336918409852956,0.0,0.0,0.0,0.0,0.00023333333333333333,10800.0
2025-02-01,30,5:00,2997.85,0.0,3228.1933799667418,0.0,0.4052,0.4107611232019137,568.7034812824407,538.0322299944569,538.0322299944569,499.64166666666665,38.39056332779023,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,31,5:10,2932.7015,0.0,3211.0252893242905,0.01802096774193549,0.3896,0.40033947202115566,568.7034812824407,535.1678780594248,535.1678780594248,488.78358333333335,46.38429472609141,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,32,5:20,2991.1125,0.0199,3210.8783888834196,0.01802096774193549,0.3908,0.39902474489707707,568.7034812824407,535.143394652613,535.143394652613,498.51543333333336,36.62796131927962,0.0,0.0,0.0,0.0,0.0033166666666666665,10800.0
2025-02-01,33,5:30,3175.34,0.0,3232.5842803828227,0.01802096774193549,0.3821,0.3915136148200412,568.7034812824407,538.7610432358468,538.7610432358468,529.2233333333334,9.537709902513484,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,34,5:40,3284.4619,0.0,3299.7237188418126,0.01802096774193549,0.3475,0.3596440367366416,568.7034812824407,549.9509496456784,549.9509496456784,547.4103166666666,2.540632979011775,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,35,5:50,3187.3644,0.2774,3294.8416138424736,0.01802096774193549,0.5182,0.5395259406169375,568.7034812824407,0.0,0.0,0.0,0.0,0.0,531.1811666666666,0.0,0.0,0.04623333333333333,10209.798703703704
2025-02-01,36,6:00,3065.9,0.0,3243.0001506265307,0.01802096774193549,0.8102,0.8320236350114021,568.7034812824407,0.0,0.0,0.0,0.0,0.0,510.98333333333335,0.0,0.0,0.0,9642.039444444445
2025-02-01,37,6:10,3211.1231,0.0,3273.680732733372,60.806551188776005,0.8756,0.8728437672481432,568.7034812824407,0.0,0.0,0.0,0.0,0.0,535.1871833333332,0.0,0.0,0.0,9047.387018518519
2025-02-01,38,6:20,3203.9961,3.8641,3252.3141124362937,60.806551188776005,0.818,0.8262362544921613,568.7034812824407,0.0,0.0,0.0,0.0,0.0,533.3553333333333,0.0,0.0,0.6440166666666667,8454.769981481482
2025-02-01,39,6:30,3027.12,0.0,3188.6851048042927,60.806551188776005,0.7708,0.8156535590104328,568.7034812824407,0.0,0.0,0.0,0.0,0.0,504.52,0.0,0.0,0.0,7894.192203703705
2025-02-01,40,6:40,3117.3221,0.0,3275.4668722611846,60.806551188776005,0.7715,0.8044265551832076,568.7034812824407,0.0,0.0,0.0,0.0,0.0,519.5536833333333,0.0,0.0,0.0,7316.910333333334
2025-02-01,41,6:50,3398.49,89.6095,3549.129085087715,72.08363778270795,0.8181,0.8201446815109145,568.7034812824407,0.0,0.0,0.0,0.0,0.0,551.4800833333333,0.0,0.0,14.934916666666666,6704.154685185186
2025-02-01,42,7:00,3652.75,340.5,3811.382458436357,114.23580380067443,0.8678,0.8436062456376516,568.7034812824407,0.0,0.0,0.0,0.0,0.0,552.0416666666666,0.0,0.0,56.75,6090.775055555557
2025-02-01,43,7:10,3703.2843,615.936,3815.7023215561026,772.7939295134368,0.864,0.82065982049614,568.7034812824407,0.0,0.0,0.0,0.0,0.0,514.5580499999999,0.0,0.0,102.656,5519.04388888889
2025-02-01,44,7:20,3572.3788,884.9275,3802.4080550377967,967.1748212485925,0.8237,0.8114375764453164,568.7034812824407,0.0,0.0,0.0,0.0,0.0,447.90854999999993,0.0,0.0,147.48791666666665,5021.367722222224
2025-02-01,45,7:30,3477.22,1140.675,3851.8675510289577,1167.5938716420203,0.7654,0.7999442237197947,568.7034812824407,0.0,0.0,0.0,0.0,0.0,389.4241666666667,0.0,0.0,190.11249999999998,4588.674203703706
2025-02-01,46,7:40,3654.0022,1388.0797,3815.15151767718,1369.7337747816207,0.7258,0.7396314046759087,568.7034812824407,0.0,0.0,0.0,0.0,0.0,377.65375,0.0,0.0,231.34661666666665,4169.058925925928
2025-02-01,47,7:50,3841.4201,1674.452,3752.947941326275,1567.4941469762632,0.8697,0.8654154821818936,568.7034812824407,0.0,0.0,0.0,0.0,0.0,361.16134999999997,0.0,0.0,279.07533333333333,3767.768537037039
2025-02-01,48,8:00,3803.65,2004.1125,3726.4494500428455,1771.2352999534162,1.0783,1.092276780501264,568.7034812824407,0.0,0.0,0.0,0.0,0.0,299.92291666666665,0.0,0.0,334.01874999999995,3434.520851851854
2025-02-01,49,8:10,3545.4639,2332.1065,3730.1410471389736,2405.701668926835,1.0448,1.0774840139043051,568.7034812824407,0.0,0.0,0.0,0.0,0.0,202.22623333333343,0.0,0.0,388.6844166666666,3209.825037037039
2025-02-01,50,8:20,3411.349,2632.5934,3792.0428938119226,2613.6112171204536,0.9667,1.0040364350763982,568.7034812824407,0.0,0.0,0.0,0.0,0.0,129.7926,0.0,0.0,438.7655666666667,3065.611037037039
2025-02-01,51,8:30,3445.37,2927.6625,3852.8929973765685,2814.8430391472884,0.9429,0.9931778793225065,568.7034812824407,0.0,0.0,0.0,0.0,0.0,86.28458333333327,0.0,0.0,487.94374999999997,2969.7392777777795
2025-02-01,52,8:40,3467.1139,3251.299,3834.5943311029055,3048.964784708586,0.893,0.9837311948069506,568.7034812824407,0.0,0.0,0.0,0.0,0.0,35.96915000000001,0.0,0.0,541.8831666666666,2929.7735555555573
2025-02-01,53,8:50,3894.4802,3519.7566,3974.1786957804247,3264.97264108711,0.9266,0.9745763880683376,568.7034812824407,0.0,0.0,0.0,0.0,0.0,62.45393333333334,0.0,0.0,586.6261,2860.380296296298
2025-02-01,54,9:00,4422.76,3731.7,4272.760653020325,3442.1098617804314,0.9995,0.9736907636481573,568.7034812824407,0.0,0.0,0.0,0.0,0.0,115.17666666666673,0.0,0.0,621.9499999999999,2732.406222222224
2025-02-01,55,9:10,4267.5205,3992.5758,4445.1975993770675,4166.034909558177,0.9415,0.9747212658086056,568.7034812824407,0.0,0.0,0.0,0.0,0.0,45.824116666666555,0.0,0.0,665.4293,2681.4905370370393
2025-02-01,56,9:20,4190.1702,4378.3332,4385.780055296402,4342.494967810576,0.8825,0.9487879950865933,568.7034812824407,0.0,0.0,0.0,0.0,31.360500000000002,0.0,0.0,0.0,729.7221999999999,2709.7149870370395
2025-02-01,57,9:30,4418.32,4788.525,4273.952607827291,4516.2742901555985,0.8929,0.8970230222915831,568.7034812824407,0.0,0.0,0.0,0.0,61.70083333333332,0.0,0.0,0.0,798.0874999999999,2765.2457370370394
2025-02-01,58,9:40,4399.2754,5029.9241,4381.311020819909,4633.689307127567,0.9059,0.8680486106736345,568.7034812824407,0.0,0.0,0.0,0.0,105.10811666666666,0.0,0.0,0.0,838.3206833333334,2859.843042037039
2025-02-01,59,9:50,4182.7342,5203.9177,4413.313921040713,4768.116563215492,0.8581,0.9509025583139318,568.7034812824407,0.0,0.0,0.0,0.0,170.19725000000005,0.0,0.0,0.0,867.3196166666667,3013.020567037039
2025-02-01,60,10:00,4071.53,5364.1125,4273.052315431796,4930.66997123729,0.8084,1.078428503339791,568.7034812824407,0.0,0.0,0.0,0.0,215.4304166666666,0.0,0.0,0.0,894.01875,3206.907942037039
2025-02-01,61,10:10,4268.5932,5471.099,4193.016959660321,5893.454731776997,0.8605,1.0798928358904791,568.7034812824407,0.0,0.0,0.0,0.0,200.41763333333336,0.0,0.0,0.0,911.8498333333333,3387.283812037039
2025-02-01,62,10:20,4240.2423,5601.7634,4291.855231429213,5982.962367234276,0.8292,1.0325122840233885,568.7034812824407,0.0,0.0,0.0,0.0,226.92018333333328,0.0,0.0,0.0,933.6272333333333,3591.511977037039
2025-02-01,63,10:30,4001.96,5755.3125,4412.084321893919,6062.987049932958,0.7446,1.0413443531996665,568.7034812824407,0.0,0.0,0.0,0.0,292.22541666666666,0.0,0.0,0.0,959.21875,3854.514852037039
2025-02-01,64,10:40,4072.3226,5878.849,4293.189865822319,6089.585446891867,0.7982,1.0884926308693204,568.7034812824407,0.0,0.0,0.0,0.0,301.0877333333334,0.0,0.0,0.0,979.8081666666667,4125.493812037039
2025-02-01,65,10:50,4068.783,6128.0874,4166.26165059523,6114.134205926436,0.6917,0.8328018123700991,568.7034812824407,0.0,0.0,0.0,0.0,343.2174,0.0,0.0,0.0,1021.3479,4434.389472037039
2025-02-01,66,11:00,3917.55,6361.65,4196.500746857115,6168.3138125783435,0.438,0.4207339142764064,568.7034812824407,0.0,0.0,0.0,0.0,407.3499999999999,0.0,0.0,0.0,1060.2749999999999,4801.004472037039
2025-02-01,67,11:10,3946.1661,6277.0669,4300.447262365613,6173.719510330166,0.3671,0.37181459251366566,568.7034812824407,521.1212920059079,521.1212920059079,444.8498666666667,76.2714253392412,833.3333333333333,0.0,0.0,0.0,1046.1778166666666,5551.004472037039
2025-02-01,68,11:20,3936.6103,6308.0507,4203.7994643227985,6174.95050874912,0.3419,0.43792373864295314,568.7034812824407,0.0,0.0,0.0,0.0,395.24006666666673,0.0,0.0,0.0,1051.3417833333333,5906.7205320370385
2025-02-01,69,11:30,3927.21,6594.375,4061.9281555426737,6175.0786926733435,0.308,0.43650193381184743,568.7034812824407,0.0,0.0,0.0,0.0,444.52750000000003,0.0,0.0,0.0,1099.0625,6306.795282037038
2025-02-01,70,11:40,4153.2513,6817.8939,4260.511677081428,6185.286094937333,0.3563,0.4319638538169975,568.7034812824407,0.0,0.0,0.0,0.0,444.10710000000006,0.0,0.0,0.0,1136.31565,6706.491672037038
2025-02-01,71,11:50,4080.8969,6770.5009,4309.080128113182,6190.668098022048,0.3499,0.42161187498942154,568.7034812824407,0.0,0.0,0.0,0.0,448.2673333333332,0.0,0.0,0.0,1128.4168166666666,7109.932272037038
2025-02-01,72,12:00,3840.2,6603.9375,4104.6406268770825,6186.14985688846,0.2979,0.405493087299864,568.7034812824407,0.0,0.0,0.0,0.0,460.6229166666667,0.0,0.0,0.0,1100.65625,7524.492897037038
2025-02-01,73,12:10,4061.0483,6632.8992,4036.560006018152,5962.199822622773,0.3528,0.3996412684250158,568.7034812824407,0.0,0.0,0.0,0.0,428.6418166666666,0.0,0.0,0.0,1105.4832,7910.270532037039
2025-02-01,74,12:20,3978.5628,6536.8864,4039.6383827987925,5961.386159519814,0.4214,0.3942635400550163,568.7034812824407,75.08834716722356,75.08834716722356,75.08834716722356,0.0,501.4756138338904,0.0,0.0,0.0,1089.4810666666667,8361.59858448754
2025-02-01,75,12:30,3564.13,6314.475,4022.3220532321784,5949.584165044842,0.4077,0.37225883451845637,568.7034812824407,512.122981364556,512.122981364556,374.9425000000001,137.18048136455593,833.3333333333333,0.0,0.0,0.0,1052.4125,9111.59858448754
2025-02-01,76,12:40,3606.685,6312.5866,4005.9392546895347,5937.71779745811,0.3359,0.3536714955846604,568.7034812824407,511.3702428719041,511.3702428719041,382.34973333333323,129.02050953857088,833.3333333333333,0.0,0.0,0.0,1052.0977666666665,9861.59858448754
2025-02-01,77,12:50,3800.0122,6353.9385,4035.8850987595656,5943.676593724871,0.4541,0.496254483659855,568.7034812824407,0.0,0.0,0.0,0.0,425.65438333333327,0.0,0.0,0.0,1058.98975,10244.687529487539
2025-02-01,78,13:00,3832.09,6313.35,4092.416043010323,5960.68736812438,0.6884,0.7185988341751164,568.7034812824407,0.0,0.0,0.0,0.0,413.5433333333333,0.0,0.0,0.0,1052.225,10616.87652948754
2025-02-01,79,13:10,3716.2454,6246.1375,4089.612798744096,5669.522531498662,0.7168,0.7579859257551234,568.7034812824407,0.0,0.0,0.0,0.0,203.47052279162298,0.0,0.0,218.17816054171033,822.8447561249562,10800.0
2025-02-01,80,13:20,3639.0264,6175.373,3955.0676965483876,5632.445590855914,0.7194,0.7160529471426105,568.7034812824407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.7244333333331,606.5044,10800.0
2025-02-01,81,13:30,3642.08,6103.6875,3839.48501196419,5573.118736118242,0.7375,0.7044882418890495,568.7034812824407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.2679166666667,607.0133333333333,10800.0
2025-02-01,82,13:40,3637.91,5992.7643,3960.94262310342,5543.609581426012,0.6413,0.7468965579353221,568.7034812824407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.4757166666667,606.3183333333333,10800.0
2025-02-01,83,13:50,3749.5633,5691.8061,4012.939354497857,5487.662049363464,0.6761,0.8492999458557495,568.7034812824407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.70713333333333,624.9272166666666,10800.0
2025-02-01,84,14:00,3849.87,5251.125,3906.4951602247475,5404.9685521995325,0.8225,0.9696711677831054,568.7034812824407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.54250000000002,641.645,10800.0
2025-02-01,85,14:10,3676.3403,4893.7405,3837.9247730589327,4779.4335185267255,0.8111,1.038425237941643,568.7034812824407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.90003333333334,612.7233833333332,10800.0
2025-02-01,86,14:20,3619.6065,4617.2194,3727.901510035976,4655.1818196518925,0.8061,1.0563870637542667,568.7034812824407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.26881666666668,603.26775,10800.0
2025-02-01,87,14:30,3664.87,4364.4,3621.2350097589842,4473.764879853587,0.8727,1.090170550232311,568.7034812824407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.58833333333325,610.8116666666666,10800.0
2025-02-01,88,14:40,3429.7385,4104.4044,3679.2994470183544,4297.041991415215,0.8717,1.1592966594128655,568.7034812824407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.44431666666674,571.6230833333333,10800.0
2025-02-01,89,14:50,3327.5652,3890.1686,3651.45097416199,4110.244292102613,0.7054,0.9303324945474969,568.7034812824407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.76723333333325,554.5942,10800.0
2025-02-01,90,15:00,3473.54,3688.35,3578.51931658483,3929.823773327431,0.5147,0.5472339464968126,568.7034812824407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.80166666666662,578.9233333333333,10800.0
2025-02-01,91,15:10,3562.932,3392.3571,3731.010762694261,3228.8492712725215,0.5575,0.5255214038042332,568.7034812824407,83.69358190362323,83.69358190362323,28.429149999999936,55.26443190362329,0.0,0.0,0.0,0.0,565.39285,10800.0
2025-02-01,92,15:20,3620.2202,3032.6158,3738.9864833310753,3011.2928051527397,0.6606,0.614883850505742,568.7034812824407,121.28227969638925,121.28227969638925,97.9340666666667,23.348213029722558,0.0,0.0,0.0,0.0,505.4359666666667,10800.0
2025-02-01,93,15:30,3651.93,2703.825,3594.3934162338714,2755.554699472823,0.688,0.6349191002536593,568.7034812824407,139.80645279350807,139.80645279350807,139.80645279350807,0.0,0.0,18.211047206491912,0.0,0.0,450.63749999999993,10779.765503103898
2025-02-01,94,15:40,3580.7319,2481.7698,3657.0202378210543,2566.342273460716,0.6617,0.6536276077370052,568.7034812824407,181.77966072672297,181.77966072672297,181.77966072672297,0.0,0.0,1.3806892732770848,0.0,0.0,413.62829999999997,10778.231403911368
2025-02-01,95,15:50,3420.6657,2255.8374,3699.694193662252,2354.8132242245897,0.6465,0.6643778706407237,568.7034812824407,224.14682823961033,224.14682823961033,218.32537898736882,5.821449252241507,24.18732898736885,0.0,0.0,0.0,375.9729,10800.0
2025-02-01,96,16:00,3292.5,1973.5875,3587.940171333002,2104.040764727233,0.6667,0.6772468079461497,568.7034812824407,247.31656776762816,247.31656776762816,219.81875000000002,27.497817767628135,0.0,0.0,0.0,0.0,328.93125,10800.0
2025-02-01,97,16:10,3324.4944,1687.0443,3444.9069148294147,1606.8275446633536,0.6956,0.7233916127093807,568.7034812824407,306.34656169434345,306.34656169434345,272.90835000000004,33.43821169434341,0.0,0.0,0.0,0.0,281.17404999999997,10800.0
2025-02-01,98,16:20,3354.2164,1442.6491,3460.48090665976,1397.62000223965,0.7032,0.7658351606702368,568.7034812824407,343.81015073668493,343.81015073668493,318.5945499999999,25.21560073668502,0.0,0.0,0.0,0.0,240.44151666666667,10800.0
2025-02-01,99,16:30,3378.64,1214.175,3583.5855046931765,1166.233361298051,0.7041,0.7817675937464552,568.7034812824407,402.8920238991876,402.8920238991876,360.7441666666666,42.147857232521005,0.0,0.0,0.0,0.0,202.36249999999998,10800.0
2025-02-01,100,16:40,3481.7178,933.1142,3536.5504830466907,922.7310114452954,0.7357,0.7828218142076164,568.7034812824407,435.63657860023255,435.63657860023255,424.76726666666667,10.869311933565882,0.0,0.0,0.0,0.0,155.5190333333333,10800.0
2025-02-01,101,16:50,3196.9081,640.2688,3167.357323036175,704.6364959775043,0.7466,0.7893269250881451,568.7034812824407,410.453471176445,410.453471176445,410.453471176445,0.0,0.0,15.653078823554893,0.0,0.0,106.71146666666667,10782.60769019605
2025-02-01,102,17:00,2680.68,358.2375,2742.963086867353,514.4238323586005,0.7383,0.7916216042479153,568.7034812824407,371.42320908479206,371.42320908479206,371.42320908479206,0.0,0.0,15.650540915207898,0.0,0.0,59.70625,10765.218200290263
2025-02-01,103,17:10,2601.2611,95.3846,2716.478276183894,4.547920190321379,0.7642,0.7704700254845696,568.7034812824407,451.9883926655954,451.9883926655954,451.9883926655954,0.0,34.34230933226206,0.0,0.0,0.0,15.897433333333334,10796.126278689298
2025-02-01,104,17:20,2638.6848,0.0,2746.3507274873646,4.278454601955232,0.787,0.7889743376462225,568.7034812824407,457.0120454809016,457.0120454809016,444.08493478966835,12.927110691233224,4.304134789668347,0.0,0.0,0.0,0.0,10800.0
2025-02-01,105,17:30,2616.82,0.0,2686.243273387181,4.278454601955232,0.775,0.8082741087916603,568.7034812824407,446.9941364642043,446.9941364642043,436.13666666666666,10.857469797537647,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,106,17:40,2675.971,4.1367,2712.332553806262,4.278454601955232,0.7557,0.7544241649797764,568.7034812824407,451.3423498673844,451.3423498673844,445.3057166666666,6.036633200717802,0.0,0.0,0.0,0.0,0.68945,10800.0
2025-02-01,107,17:50,2639.3558,0.0,2707.6155051436745,4.278454601955232,0.8692,0.8863018571574228,568.7034812824407,450.55617509028656,450.55617509028656,439.89263333333326,10.663541756953293,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,108,18:00,2570.82,0.0,2676.1111387678475,4.278454601955232,1.0662,1.1327131082926372,568.7034812824407,0.0,0.0,0.0,0.0,0.0,428.47,0.0,0.0,0.0,10323.922222222222
2025-02-01,109,18:10,2725.1073,0.297,2744.486958984573,0.01887957234838047,1.1465,1.1445039524637384,568.7034812824407,0.0,0.0,0.0,0.0,0.0,454.13505,0.0,0.0,0.049499999999999995,9819.327722222222
2025-02-01,110,18:20,2833.5919,0.0,2766.7629409775036,0.01887957234838047,1.1653,1.1092748282608227,568.7034812824407,0.0,0.0,0.0,0.0,0.0,472.26531666666665,0.0,0.0,0.0,9294.588481481482
2025-02-01,111,18:30,2725.01,0.0,2709.435922458655,0.01887957234838047,1.1644,1.1221228425796184,568.7034812824407,0.0,0.0,0.0,0.0,0.0,454.16833333333335,0.0,0.0,0.0,8789.957
2025-02-01,112,18:40,2510.2571,0.0213,2698.1978629087403,0.01887957234838047,1.1265,1.1022435075033148,568.7034812824407,13.962697509667066,13.962697509667066,13.962697509667066,0.0,0.0,404.4099358236662,0.0,0.0,0.0035499999999999998,8340.612626862594
2025-02-01,113,18:50,2484.4934,0.0,2789.392666246115,0.01887957234838047,1.1134,1.1802802022864427,568.7034812824407,0.0,0.0,0.0,0.0,0.0,414.0822333333333,0.0,0.0,0.0,7880.521256492224
2025-02-01,114,19:00,2592.83,0.0,2811.7984488459338,0.01887957234838047,1.1312,1.3195681954383578,568.7034812824407,0.0,0.0,0.0,0.0,0.0,432.1383333333333,0.0,0.0,0.0,7400.367552788521
2025-02-01,115,19:10,2544.0862,0.0015,2566.8335122106055,0.0,1.1292,1.333756131352627,568.7034812824407,0.0,0.0,0.0,0.0,0.0,424.01411666666667,0.0,0.0,0.00025,6929.240756492224
2025-02-01,116,19:20,2654.4748,0.0,2494.1506326479616,0.0,1.133,1.3237037375775027,568.7034812824407,0.0,0.0,0.0,0.0,0.0,442.41246666666666,0.0,0.0,0.0,6437.671349084817
2025-02-01,117,19:30,2902.48,0.0,2636.0446733734752,0.0,1.1382,1.3394967103224482,568.7034812824407,0.0,0.0,0.0,0.0,0.0,483.74666666666667,0.0,0.0,0.0,5900.175052788521
2025-02-01,118,19:40,2887.1068,0.0,2620.98739874747,0.0,1.1103,1.3275541848431769,568.7034812824407,0.0,0.0,0.0,0.0,0.0,481.18446666666665,0.0,0.0,0.0,5365.5256453811135
