date,grid_cost_yuan,base_cost_yuan,breach_cost_yuan,overbuy_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_kwh,start_soc_kwh,end_soc_kwh,unused_plan_kwh,curtailed_pv_kwh,charge_kwh,discharge_kwh,planned_purchase_kwh,planned_cost_yuan,decision_day_planned_purchase_kwh,final_commitment_kwh,reserve_kwh,reserve_effective_kwh,reserve_00_kwh,window_residual_00_kwh,path_up_kwh,path_down_kwh,adjusted_kwh,emergency_slots,reversal_slots,down_slots,below_min_kwh,chain_misprice_yuan,cost_identity_residual_yuan
2025-01-11,27480.0957489,27480.0957489,0,0,445.211279811,27925.3070288,140.736485535,10366.6139444,10397.3281738,2293.97674387,997.830348627,21227.1130912,17166.3187974,52077.7515174,27480.0957489,52031.4728017,52077.7515174,0,0,0,-3029.21480904,0,0,0,8,0,0,0,3.63797880709e-12,7.38964445191e-13
2025-01-12,63444.4134071,63444.4134071,0,0,545.929687057,63990.3430942,149.486979365,10397.3281738,10523.618883,3032.03000966,0,24558.6602593,19778.8531717,98528.2385178,63444.4134071,98705.170534,98528.2385178,0,0,0,-2984.08230018,0,0,0,8,0,0,0,-2.18278728426e-11,3.75166564481e-12
2025-01-13,62764.0332166,62764.0332166,0,0,512.229302904,63276.2625195,138.304663834,10523.618883,10067.5150424,5622.3514557,0,23358.4056092,19330.802,97785.6073677,62764.0332166,97765.4479337,97785.6073677,0,0,0,-4664.48928765,0,0,0,9,0,0,0,2.18278728426e-11,1.36424205266e-12
2025-01-14,61536.9906745,61536.9906745,0,0,1428.35565945,62965.3463339,317.189216049,10067.5150424,9981.92552519,2669.10336961,0,25316.1325805,20583.0979557,96365.2617117,61536.9906745,96380.3776471,96365.2617117,0,0,0,-2282.64472076,0,0,0,9,0,0,0,-7.27595761418e-12,4.54747350886e-13
2025-01-15,60097.1893934,60097.1893934,0,0,7985.19662972,68082.3860231,1498.7388463,9981.92552519,9983.74321594,982.007010428,0,25432.100832,20598.3657523,94387.3461772,60097.1893934,94394.9125975,94387.3461772,0,0,0,550.660136788,0,0,0,22,0,0,0,1.45519152284e-11,-9.09494701773e-13
2025-01-16,61359.601681,61359.601681,0,0,3520.14596481,64879.7476458,736.92987683,9983.74321594,10013.0154747,2908.56391593,0,24875.6182097,20122.905717,95998.4979818,61359.601681,95957.8308795,95998.4979818,0,0,0,-1996.96686624,0,0,0,24,0,0,0,7.27595761418e-12,5.00222085975e-12
2025-01-17,25697.8769801,25697.8769801,0,0,631.786255074,26329.6632352,240.229541935,10013.0154747,9897.3625072,1275.53435954,1598.02815026,20350.2062033,16587.7546954,49084.8979424,25697.8769801,48921.4533881,49084.8979424,0,0,0,-2076.97858399,0,0,0,11,0,0,0,3.63797880709e-12,5.45696821064e-12
2025-01-18,25137.3463258,25137.3463258,0,0,1047.92152604,26185.2678518,252.686515761,9897.3625072,10072.683266,669.262706696,424.253118723,20973.1332258,16830.44923,48226.0223221,25137.3463258,48228.9693136,48226.0223221,0,0,0,-790.498407339,0,0,0,9,0,0,0,-7.27595761418e-12,9.09494701773e-13
2025-01-19,59527.8283805,59527.8283805,0,0,5169.90443558,64697.7328161,980.68896964,10072.683266,9978.95813434,1417.26848289,0,25357.8969341,20624.2491351,93853.3667789,59527.8283805,94075.6616645,93853.3667789,0,0,0,-453.827915322,0,0,0,15,0,0,0,-2.18278728426e-11,3.63797880709e-12
2025-01-20,59942.339783,59942.339783,0,0,4143.86421341,64086.2039964,843.389035869,9978.95813434,10184.2251071,2049.88797097,0,25281.2560664,20293.0771383,94261.7544132,59942.339783,94214.6256652,94261.7544132,0,0,0,-1291.68922364,0,0,0,20,0,0,0,-2.91038304567e-11,-9.09494701773e-13
2025-01-21,60001.6709374,60001.6709374,0,0,0,60001.6709374,0,10184.2251071,10316.8565698,5719.32191837,27.8433333333,22937.5441771,18460.042467,93700.5716452,60001.6709374,93705.118852,93700.5716452,344.516434312,344.516434312,344.516434312,-5568.43573133,0,0,0,0,0,0,0,-2.18278728426e-11,0
2025-01-22,57862.8529949,57862.8529949,0,0,14437.8385365,72300.6915314,2576.2316199,10316.8565698,9563.03776011,591.989795521,0,22916.8897019,19241.1175873,90590.2946569,57862.8529949,90575.244096,90590.2946569,292.980508693,292.980508693,292.980508693,2976.0929665,0,0,0,15,0,0,0,1.45519152284e-11,5.45696821064e-12
2025-01-23,58730.3383214,58730.3383214,0,0,12155.4619168,70885.8002383,2174.19203344,9563.03776011,9469.36066212,184.371875137,0,23401.554578,19039.5685964,91938.0914233,58730.3383214,91921.5065648,91938.0914233,499.124211169,499.124211169,499.124211169,2727.22001183,0,0,0,27,0,0,0,-7.27595761418e-12,3.63797880709e-12
2025-01-24,26039.6158623,26039.6158623,0,0,0,26039.6158623,0,9469.36066212,9940.97155681,1281.12412677,2229.19313699,18386.2166193,14468.3856564,47257.5613766,26039.6158623,47046.5175534,47257.5613766,1856.59606181,1856.59606181,1856.59606181,-3327.18113194,0,0,0,0,0,0,0,1.09139364213e-11,0
2025-01-25,24767.5477462,24767.5477462,0,0,0,24767.5477462,0,9940.97155681,10087.8124033,987.028378643,2165.34936938,18712.604857,15025.0531723,45279.5048994,24767.5477462,45353.4444301,45279.5048994,1421.2840868,1421.2840868,1421.2840868,-3271.06363762,0,0,0,0,0,0,0,-3.63797880709e-12,0
2025-01-26,57103.7389891,57103.7389891,0,0,13805.5459396,70909.2849287,2359.01611941,10087.8124033,9095.5442104,216.747937934,0,21075.1641038,17963.9242977,88667.961658,57103.7389891,88855.0611536,88667.961658,985.972111796,985.972111796,985.972111796,3316.93768915,0,0,0,18,0,0,0,-7.27595761418e-12,7.27595761418e-12
2025-01-27,60557.1465367,60557.1465367,0,0,0,60557.1465367,0,9095.5442104,10431.1827761,1983.00888627,0,20697.3836294,15562.8060308,91312.5032683,60557.1465367,90583.7980673,91312.5032683,2727.22001183,2727.22001183,2727.22001183,-1739.3279036,0,0,0,0,0,0,0,4.36557456851e-11,0
2025-01-28,57358.3251812,57358.3251812,0,0,7665.88218313,65024.2073644,1336.23685326,10431.1827761,7875.69903968,146.163719012,0,19195.175334,17848.0273833,87137.4741831,57358.3251812,87616.0648962,87137.4741831,2291.90803682,2291.90803682,2291.90803682,3343.11319099,0,0,0,21,0,0,0,1.45519152284e-11,-3.63797880709e-12
2025-01-29,60845.8945273,60845.8945273,0,0,230.588046822,61076.4825741,39.6816627824,7875.69903968,10761.2364077,4246.47721339,0,20519.28594,14023.6379801,92087.6445605,60845.8945273,91447.4301906,92087.6445605,2876.54378463,2876.54378463,2876.54378463,-3913.52258228,0,0,0,2,0,0,0,1.45519152284e-11,3.2684965845e-12
2025-01-30,57717.7460904,57717.7460904,0,0,174.912884024,57892.6589745,29.9921397836,10761.2364077,9450.38389248,536.11604533,0,19042.8900791,16604.5082278,86687.0885402,57717.7460904,86719.2278655,86687.0885402,2826.7691937,2826.7691937,2826.7691937,540.154744622,0,0,0,2,0,0,0,0,1.13686837722e-13
2025-01-31,24552.1020246,24552.1020246,0,0,0,24552.1020246,0,9450.38389248,10489.6842938,79.2020761536,126.706578941,17686.0399084,13390.3219647,43265.9496489,24552.1020246,43117.1075988,43265.9496489,2776.99460276,2776.99460276,2776.99460276,1942.92714638,0,0,0,0,0,0,0,0,0
2025-02-01,24197.8594305,24197.8594305,0,0,0,24197.8594305,0,10489.6842938,10784.2738539,1068.80018598,3749.89433301,15090.735316,11958.3650019,42329.2407665,24197.8594305,42441.7022505,42329.2407665,2727.22001183,2727.22001183,2727.22001183,-3129.82485188,0,0,0,0,0,0,0,0,0
2025-02-02,57857.1742018,57857.1742018,0,0,0,57857.1742018,0,10784.2738539,10799.7417055,5262.72282587,143.102483333,17609.7378333,14249.9665786,87121.874514,57857.1742018,87469.2777193,87121.874514,2570.36143874,2570.36143874,2570.36143874,-5453.88099766,0,0,0,0,0,0,0,7.27595761418e-12,0
2025-02-03,56038.6418569,56038.6418569,0,0,0,56038.6418569,0,10799.7417055,10242.5133319,1808.77916838,0,18541.878426,15520.4270613,85047.1470331,56038.6418569,85196.7448622,85047.1470331,2413.50286565,2413.50286565,2413.50286565,-1340.59299571,0,0,0,0,0,0,0,-7.27595761418e-12,0
2025-02-04,55289.023149,55289.023149,0,0,0,55289.023149,0,10242.5133319,8216.03645069,1552.60263356,0,18908.2809365,17139.5367517,84516.2107684,55289.023149,84706.8097838,84516.2107684,2256.64429256,2256.64429256,2256.64429256,316.120402834,0,0,0,0,0,0,0,0,0
2025-02-05,54242.7464738,54242.7464738,0,0,1788.6996961,56031.4461699,292.439234062,8216.03645069,7915.50848384,135.370081183,0,21370.9522582,17580.9464993,84381.3635894,54242.7464738,84507.392776,84381.3635894,2099.78571947,2099.78571947,2099.78571947,2053.28535173,0,0,0,11,0,0,0,7.27595761418e-12,0
2025-02-06,54596.1069833,54596.1069833,0,0,318.809057717,54914.916041,54.7670333333,7915.50848384,8271.41312693,188.833481147,0,21379.1910948,16996.830608,84787.4841513,54596.1069833,84778.5541366,84787.4841513,2053.28535173,2053.28535173,2053.28535173,1543.70245199,0,0,0,2,0,0,0,7.27595761418e-12,-2.6147972676e-12
2025-02-07,21419.3802432,21419.3802432,0,0,0,21419.3802432,0,8271.41312693,9002.37126152,338.033106057,3617.0814888,19423.2049891,15074.9337201,40109.0655306,21419.3802432,39973.1453881,40109.0655306,2031.21371066,2031.21371066,2031.21371066,-776.371392044,0,0,0,0,0,0,0,0,0
2025-02-08,19703.1299461,19703.1299461,0,0,0,19703.1299461,0,9002.37126152,8552.93018262,21.7802365906,2252.16326063,18680.6790842,15535.8470292,36995.9382689,19703.1299461,36980.9049026,36995.9382689,2009.14206959,2009.14206959,2009.14206959,3357.64983454,0,0,0,0,0,0,0,-7.27595761418e-12,0
2025-02-09,50527.4948754,50527.4948754,0,0,21451.5498091,71979.0446845,3840.01254564,8552.93018262,7679.4575992,1.13686837722e-13,0,18464.1631468,15742.0974739,78437.4690938,50527.4948754,78368.2989568,78437.4690938,2322.85921577,2322.85921577,2322.85921577,6578.81707591,0,0,0,39,0,0,0,2.18278728426e-11,-7.27595761418e-12
2025-02-10,54366.197117,54366.197117,0,0,0,54366.197117,0,7679.4575992,9923.60625616,3123.45530782,328.1247,20542.7750347,14619.9139869,83701.078639,54366.197117,83162.6113588,83701.078639,2776.99460276,2776.99460276,2776.99460276,-2596.03630211,0,0,0,0,0,0,0,-7.27595761418e-12,0
2025-02-11,51313.7729866,51313.7729866,0,0,0,51313.7729866,0,9923.60625616,9371.21558268,218.915683149,0,19210.126196,16057.3538249,78592.2851876,51313.7729866,78654.5556349,78592.2851876,2727.22001183,2727.22001183,2727.22001183,820.270923108,0,0,0,0,0,0,0,-2.18278728426e-11,0
2025-02-12,52063.4868026,52063.4868026,0,0,0,52063.4868026,0,9371.21558268,9346.75969327,726.480805339,160.128963782,19211.0209745,15582.9372898,79781.4295871,52063.4868026,79970.745318,79781.4295871,2592.43307981,2592.43307981,2592.43307981,218.205614727,0,0,0,0,0,0,0,7.27595761418e-12,0
2025-02-13,52657.2912529,52657.2912529,0,0,0,52657.2912529,0,9346.75969327,10210.3059315,4779.4897971,558.637783333,17529.5054213,13421.7077768,80775.4042416,52657.2912529,80917.3514492,80775.4042416,2457.64614779,2457.64614779,2457.64614779,-4789.98630558,0,0,0,0,0,0,0,7.27595761418e-12,0
2025-02-14,20809.1862104,20809.1862104,0,0,0,20809.1862104,0,10210.3059315,9935.18558967,150.902788946,4694.59999236,16607.4928393,13699.6775075,37555.1199297,20809.1862104,37513.2307043,37555.1199297,2322.85921577,2322.85921577,2322.85921577,2688.43118512,0,0,0,0,0,0,0,0,0
2025-02-15,21266.567056,21266.567056,0,0,0,21266.567056,0,9935.18558967,9953.5314034,65.7792902515,5698.20067298,16247.7144645,13144.1374839,38147.6480439,21266.567056,37735.2170376,38147.6480439,2696.18895046,2696.18895046,2696.18895046,1506.90060267,0,0,0,0,0,0,0,1.09139364213e-11,0
2025-02-16,52088.5129909,52088.5129909,0,0,0,52088.5129909,0,9953.5314034,10300.2925376,268.329388239,0,18927.2556099,15018.9920232,79553.9720749,52088.5129909,79745.1516147,79553.9720749,2688.43118512,2688.43118512,2688.43118512,-118.206763858,0,0,0,0,0,0,0,7.27595761418e-12,0
2025-02-17,51182.9963484,51182.9963484,0,0,0,51182.9963484,0,10300.2925376,10290.5135579,3209.24824744,882.108283333,16088.2488847,13040.2826783,78323.1859038,51182.9963484,78454.5464076,78323.1859038,2561.40201844,2561.40201844,2561.40201844,-3588.86174674,0,0,0,0,0,0,0,-1.45519152284e-11,0
2025-02-18,49482.0994666,49482.0994666,0,0,0,49482.0994666,0,10290.5135579,9961.71109043,630.527586952,95.8363106996,17678.6026117,14615.5903362,75880.7639565,49482.0994666,76025.542158,75880.7639565,2434.37285176,2434.37285176,2434.37285176,-338.3420356,0,0,0,0,0,0,0,-7.27595761418e-12,0
2025-02-19,49139.6513899,49139.6513899,0,0,122.8365,49262.4878899,27,9961.71109043,8601.6178451,566.020065831,0,19018.9683639,16629.4482956,75807.8675175,49139.6513899,75936.9555225,75807.8675175,2307.34368509,2307.34368509,2307.34368509,847.444481897,0,0,0,1,0,0,0,7.27595761418e-12,-2.38742359215e-12
2025-02-20,49558.3398594,49558.3398594,0,0,141.483775962,49699.8236354,30.2057591721,8601.6178451,10103.1236744,918.749336327,0,20282.487189,15077.4593767,77086.7051228,49558.3398594,77269.9755478,77086.7051228,2180.31451841,2180.31451841,2180.31451841,-877.07326624,0,0,0,1,0,0,0,0,4.54747350886e-13
2025-02-21,20321.2248174,20321.2248174,0,0,0,20321.2248174,0,10103.1236744,10086.7540255,526.135603326,7694.08448057,16788.3418589,13613.2895898,36955.5343864,20321.2248174,36864.8774435,36955.5343864,2053.28535173,2053.28535173,2053.28535173,-769.931577666,0,0,0,0,0,0,0,3.63797880709e-12,0
2025-02-22,20172.1261955,20172.1261955,0,0,0,20172.1261955,0,10086.7540255,9918.37509969,264.199814144,5493.86741041,17033.1336894,13948.3793216,36687.5844756,20172.1261955,36682.1401696,36687.5844756,2031.21371066,2031.21371066,2031.21371066,2094.45194741,0,0,0,0,0,0,0,0,0
2025-02-23,49389.4744313,49389.4744313,0,0,38.4184449182,49427.8928762,8.20205912002,9918.37509969,9913.19574063,1173.53560788,306.967216928,18685.697778,15140.0766233,76549.7756037,49389.4744313,76735.4531868,76549.7756037,2077.98530914,2077.98530914,2077.98530914,-1355.5096799,0,0,0,1,0,0,0,-7.27595761418e-12,5.47117906535e-13
2025-02-24,48280.3334339,48280.3334339,0,0,118.959892201,48399.2933261,25.3970734845,9913.19574063,9889.36608615,2449.58063473,1224.35338333,17611.0745871,14286.4171046,75176.2280438,48280.3334339,75154.6238129,75176.2280438,2069.75199,2069.75199,2069.75199,-3288.60496004,0,0,0,1,0,0,0,-2.18278728426e-11,-2.51532128459e-12
2025-02-25,46935.5665797,46935.5665797,0,0,236.907579533,47172.4741592,53.2352411327,9889.36608615,9879.05461049,2439.35962954,1545.83973333,17666.5438861,14319.1808758,73100.6503653,46935.5665797,73103.1825091,73100.6503653,2061.51867087,2061.51867087,2061.51867087,-3652.77930832,0,0,0,2,0,0,0,-1.45519152284e-11,5.11590769747e-13
2025-02-26,45577.322407,45577.322407,0,0,1012.1825521,46589.5049591,234.74685493,9879.05461049,8230.19722105,324.588135067,0,17159.8050228,15383.4137189,70681.0806173,45577.322407,70656.1060969,70681.0806173,2053.28535173,2053.28535173,2053.28535173,1781.67519174,0,0,0,8,0,0,0,-2.91038304567e-11,2.72848410532e-12
2025-02-27,46032.5093615,46032.5093615,0,0,13.8521122257,46046.3614737,3.04475485783,8230.19722105,8651.15128783,1093.38721061,0,21244.2720844,16829.0017282,72462.1970119,46032.5093615,72487.1508716,72462.1970119,2031.21371066,2031.21371066,2031.21371066,-17.9243375483,0,0,0,1,0,0,0,-7.27595761418e-12,-2.83506551568e-12
2025-02-28,20015.2692049,20015.2692049,0,0,0,20015.2692049,0,8651.15128783,9864.32604393,525.516547395,8859.28000417,17192.172257,12833.8022477,37035.7601109,20015.2692049,36861.714675,37035.7601109,2009.14206959,2009.14206959,2009.14206959,1226.86299168,0,0,0,0,0,0,0,0,0
2025-03-01,19473.7125261,19473.7125261,0,0,0,19473.7125261,0,9864.32604393,9826.47192055,364.431728957,8607.43064382,16425.5122998,13338.7336739,35717.406932,19473.7125261,35702.6329632,35717.406932,1987.07042852,1987.07042852,1987.07042852,700.231280186,0,0,0,0,0,0,0,-3.63797880709e-12,0
2025-03-02,45657.7478509,45657.7478509,0,0,17440.1040659,63097.8519168,3081.11872845,9826.47192055,7995.28176547,880.895890891,0,16491.381293,15006.0899869,71643.3755352,45657.7478509,71849.8526661,71643.3755352,1964.99878745,1964.99878745,1964.99878745,4471.60788699,0,0,0,33,0,0,0,-1.45519152284e-11,-7.27595761418e-12
2025-03-03,48466.8596551,48466.8596551,0,0,99.607901407,48566.4675565,20.649445752,7995.28176547,7855.78991351,692.962407945,0,21722.2629494,17720.5756557,76691.1468891,48466.8596551,76645.3183366,76691.1468891,2053.28535173,2053.28535173,2053.28535173,1268.77442823,0,0,0,2,0,0,0,-1.45519152284e-11,2.07478478842e-12
2025-03-04,48987.3241262,48987.3241262,0,0,0,48987.3241262,0,7855.78991351,9340.25886625,2203.4662053,783.1469,20635.5310755,15378.7581137,77442.8440004,48987.3241262,77469.5161389,77442.8440004,2031.21371066,2031.21371066,2031.21371066,-2156.45450708,0,0,0,0,0,0,0,-1.45519152284e-11,0
2025-03-05,46928.1523286,46928.1523286,0,0,14.95269,46943.1050186,3.28666666667,9340.25886625,9221.87773967,3799.66878079,625.997666667,17824.9155174,14544.724583,73833.0427318,46928.1523286,73802.8814283,73833.0427318,2009.14206959,2009.14206959,2009.14206959,-3354.44778482,0,0,0,1,0,0,0,-7.27595761418e-12,-2.11031192521e-12
2025-03-06,44346.6279284,44346.6279284,0,0,0,44346.6279284,0,9221.87773967,7915.21759509,824.82881528,803.271483333,18215.4019709,15930.4697266,69853.6866763,44346.6279284,69856.766824,69853.6866763,1987.07042852,1987.07042852,1987.07042852,495.150154769,0,0,0,0,0,0,0,0,0
2025-03-07,19162.308969,19162.308969,0,0,0,19162.308969,0,7915.21759509,9610.68866462,211.674579826,10052.7024233,16350.1433122,11717.6921203,35819.1137284,19162.308969,35661.8934193,35819.1137284,1964.99878745,1964.99878745,1964.99878745,-515.730407469,0,0,0,0,0,0,0,3.63797880709e-12,0
2025-03-08,17575.5408839,17575.5408839,0,0,0,17575.5408839,0,9610.68866462,9455.33965144,106.622016087,10049.6525348,17890.7867098,14631.3513468,32478.8494305,17575.5408839,32492.7708492,32478.8494305,1942.92714638,1942.92714638,1942.92714638,-700.891403153,0,0,0,0,0,0,0,-3.63797880709e-12,0
2025-03-09,43087.9684177,43087.9684177,0,0,0,43087.9684177,0,9455.33965144,9308.6688662,1273.40309704,42.8000204451,19950.895787,16292.2292942,68308.3946603,43087.9684177,68463.7752325,68308.3946603,1910.67675546,1910.67675546,1910.67675546,-738.63564847,0,0,0,0,0,0,0,0,0
2025-03-10,42192.652881,42192.652881,0,0,19583.2729738,61775.9258548,3152.90228381,9308.6688662,7973.07731454,43.608347775,0,15950.6997157,14122.0991662,66761.3780634,42192.652881,66755.7477048,66761.3780634,1878.42636453,1878.42636453,1878.42636453,5600.27968475,0,0,0,30,0,0,0,0,-3.63797880709e-12
2025-03-11,44325.5423912,44325.5423912,0,0,0,44325.5423912,0,7973.07731454,8615.48208827,1383.19232028,1129.5081,19458.2282623,15183.0005961,70726.8468865,44325.5423912,70738.978056,70726.8468865,1987.07042852,1987.07042852,1987.07042852,-1026.62728536,0,0,0,0,0,0,0,7.27595761418e-12,0
2025-03-12,43579.4268495,43579.4268495,0,0,0,43579.4268495,0,8615.48208827,9188.97285031,1438.79484534,1211.61733333,19474.3825263,15258.1081604,69302.2212278,43579.4268495,69296.4963389,69302.2212278,1964.99878745,1964.99878745,1964.99878745,-1763.97708139,0,0,0,0,0,0,0,-7.27595761418e-12,0
2025-03-13,42334.9997695,42334.9997695,0,0,17375.9320394,59710.9318089,2731.92426294,9188.97285031,7955.59889317,59.6782285324,0,16006.9293212,14075.6493116,66804.6519919,42334.9997695,66805.4099891,66804.6519919,1942.92714638,1942.92714638,1942.92714638,5067.96948733,0,0,0,25,0,0,0,2.91038304567e-11,3.63797880709e-12
2025-03-14,19190.5547593,19190.5547593,0,0,0,19190.5547593,0,7955.59889317,10291.3126345,414.043767342,13524.5319203,17046.1207444,11705.2154358,35308.9069795,19190.5547593,35168.9689872,35308.9069795,2031.21371066,2031.21371066,2031.21371066,-4608.86804254,0,0,0,0,0,0,0,-3.63797880709e-12,0
2025-03-15,18053.2392667,18053.2392667,0,0,0,18053.2392667,0,10291.3126345,9693.49698073,682.785291816,8555.86892044,17039.5341917,14340.0567836,32862.2567703,18053.2392667,32864.5426142,32862.2567703,2009.14206959,2009.14206959,2009.14206959,2281.74921342,0,0,0,0,0,0,0,0,0
2025-03-16,43441.2113553,43441.2113553,0,0,7.46118,43448.6725353,1.64,9693.49698073,10158.875252,748.767588796,322.9277,18979.9566545,14954.924446,68446.1344306,43441.2113553,68582.3101,68446.1344306,2069.75199,2069.75199,2069.75199,-1243.49162527,0,0,0,1,0,0,0,1.45519152284e-11,-2.03392858111e-12
2025-03-17,43290.2972203,43290.2972203,0,0,0,43290.2972203,0,10158.875252,10315.9685259,4290.80847263,2635.27723333,16343.3601472,13096.7377727,68030.8395138,43290.2972203,68052.0642667,68030.8395138,2061.51867087,2061.51867087,2061.51867087,-6760.72098779,0,0,0,0,0,0,0,0,0
2025-03-18,40626.2603509,40626.2603509,0,0,0,40626.2603509,0,10315.9685259,8679.91867452,673.28996592,0,17348.3817132,15524.6340539,63622.9959918,40626.2603509,63622.4512627,63622.9959918,2053.28535173,2053.28535173,2053.28535173,757.659835625,0,0,0,0,0,0,0,0,0
2025-03-19,41140.1837733,41140.1837733,0,0,0,41140.1837733,0,8679.91867452,9827.10643494,652.403536817,0,19705.98621,14929.3798458,64894.4803511,41140.1837733,64878.9157426,64894.4803511,2031.21371066,2031.21371066,2031.21371066,-672.383007434,0,0,0,0,0,0,0,1.45519152284e-11,0
2025-03-20,40874.6618942,40874.6618942,0,0,1125.88248105,42000.5443752,254.532870909,9827.10643494,8158.03568312,369.752449177,0,16993.3212776,15266.7539115,64050.7487611,40874.6618942,64073.7983795,64050.7487611,2009.14206959,2009.14206959,2009.14206959,1727.99284828,0,0,0,8,0,0,0,7.27595761418e-12,1.36424205266e-12
2025-03-21,18181.9280742,18181.9280742,0,0,0,18181.9280742,0,8158.03568312,9903.27895121,711.359270698,15898.5230931,17661.8654317,12735.3920584,33569.8202538,18181.9280742,33388.7359868,33569.8202538,1987.07042852,1987.07042852,1987.07042852,-3081.5291544,0,0,0,0,0,0,0,-7.27595761418e-12,0
2025-03-22,17583.2138647,17583.2138647,0,0,0,17583.2138647,0,9903.27895121,10309.6384043,166.035184746,12462.9477229,17452.8317859,13771.0702388,32191.944188,17583.2138647,32206.3043129,32191.944188,1964.99878745,1964.99878745,1964.99878745,1621.39526405,0,0,0,0,0,0,0,0,0
2025-03-23,39874.704557,39874.704557,0,0,0,39874.704557,0,10309.6384043,9926.7162701,942.895035425,0,18193.2010402,15081.1227633,62824.693429,39874.704557,62973.641106,62824.693429,1942.92714638,1942.92714638,1942.92714638,-923.095693784,0,0,0,0,0,0,0,-7.27595761418e-12,0
2025-03-24,39249.2716756,39249.2716756,0,0,0,39249.2716756,0,9926.7162701,9363.97961265,510.771250966,448.171529256,18432.8249866,15437.0512308,61953.2136193,39249.2716756,61956.4648525,61953.2136193,1910.67675546,1910.67675546,1910.67675546,-577.947743949,0,0,0,0,0,0,0,-7.27595761418e-12,0
2025-03-25,38832.3149582,38832.3149582,0,0,9106.3111383,47938.6260965,1588.26939059,9363.97961265,8095.03877629,53.5936533998,0,16737.7986169,14699.6636324,61453.583964,38832.3149582,61447.3306071,61453.583964,1878.42636453,1878.42636453,1878.42636453,3541.13418782,0,0,0,24,0,0,0,0,0
