date,t,time_end,L_actual_kw,P_act_kw,L_fc_kw,P_fc_kw,x_plan_kwh,y_used_kwh,r_purchase_waste_kwh,u_charge_kwh,v_discharge_kwh,e_emergency_kwh,w_pv_waste_kwh,g_pv_used_kwh,E_end_kwh,physical_slot0,decision_date,plan_slot0,price_actual,total_cost_yuan,period_start,period_end,L_commit_fc_kw,P_commit_fc_kw,forecast_issue_hour,x0_kwh,x3_kwh,price_fc,E_start_kwh
2025-01-01,52,08:40,7361.7004,2826.3146,5754.2105,4471.7657,0,0,0,0,0,755.897633333,0,471.052433333,1200,51,2025-01-01,50,1.061,4010.03694483,08:30,08:40,5754.2105,4471.7657,0,0,0,1.061,1200
2025-01-01,53,08:50,7275.513,3122.1315,5824.1807,4752.8272,0,0,0,0,0,692.23025,0,520.35525,1200,52,2025-01-01,51,1.043,3609.98075375,08:40,08:50,5824.1807,4752.8272,0,0,0,1.043,1200
2025-01-01,54,09:00,7077.29,3350.9625,5954.2601,5021.9074,0,0,0,0,0,621.054583333,0,558.49375,1200,53,2025-01-01,52,1.036,3217.06274167,08:50,09:00,5954.2601,5021.9074,0,0,0,1.036,1200
2025-01-01,55,09:10,7221.8762,3601.7977,5958.9696,5285.4126,0,0,0,0,0,603.346416667,0,600.299616667,1200,54,2025-01-01,53,1.0147,3061.07804496,09:00,09:10,5958.9696,5285.4126,0,0,0,1.0147,1200
2025-01-01,56,09:20,7229.5513,3875.6352,5929.5554,5543.1742,0,0,0,0,0,558.986016667,0,645.9392,1200,55,2025-01-01,54,0.9922,2773.12962868,09:10,09:20,5929.5554,5543.1742,0,0,0,0.9922,1200
2025-01-01,57,09:30,7099.33,4149.825,5923.7828,5788.4093,0,0,0,0,0,491.584166667,0,691.6375,1200,56,2025-01-01,55,0.97,2384.18320833,09:20,09:30,5923.7828,5788.4093,0,0,0,0.97,1200
2025-01-01,58,09:40,7297.1521,4403.4802,5907.586,6012.1304,0,0,0,0,0,482.27865,0,733.913366667,1200,57,2025-01-01,56,0.9422,2272.01472015,09:30,09:40,5907.586,6012.1304,0,0,0,0.9422,1200
2025-01-01,59,09:50,7313.1756,4624.7505,5899.1262,6216.1528,0,0,0,0,0,448.07085,0,770.79175,1200,58,2025-01-01,57,0.9569,2143.79498182,09:40,09:50,5899.1262,6216.1528,0,0,0,0.9569,1200
2025-01-01,60,10:00,7099.46,4836.6375,5902.2196,6409.5941,0,0,0,0,0,377.137083333,0,806.10625,1200,59,2025-01-01,58,0.9977,1881.34834021,09:50,10:00,5902.2196,6409.5941,0,0,0,0.9977,1200
2025-01-01,61,10:10,7125.5214,5080.7024,5897.4793,6599.3808,0,0,0,0,0,340.803166667,0,846.783733333,1200,60,2025-01-01,59,0.9919,1690.21330508,10:00,10:10,5897.4793,6599.3808,0,0,0,0.9919,1200
2025-01-01,62,10:20,7096.3104,5338.7528,5886.7568,6766.7204,0,0,0,0,0,292.926266667,0,889.792133333,1200,61,2025-01-01,60,0.9588,1404.2885224,10:10,10:20,5886.7568,6766.7204,0,0,0,0.9588,1200
2025-01-01,63,10:30,6986.17,5494.725,5873.4708,6914.5923,0,0,0,0,0,248.574166667,0,915.7875,1200,62,2025-01-01,61,0.9549,1186.81735875,10:20,10:30,5873.4708,6914.5923,0,0,0,0.9549,1200
2025-01-01,64,10:40,7098.9702,5437.9778,5858.0308,7064.2053,0,0,0,0,0,276.832066667,0,906.329633333,1200,63,2025-01-01,62,0.9839,1361.87535197,10:30,10:40,5858.0308,7064.2053,0,0,0,0.9839,1200
2025-01-01,65,10:50,7193.993,5396.2126,5844.9948,7197.4315,0,0,0,0,0,299.630066667,0,899.368766667,1200,64,2025-01-01,63,0.799,1197.02211633,10:40,10:50,5844.9948,7197.4315,0,0,0,0.799,1200
2025-01-01,66,11:00,7135.18,5372.1,5839.0587,7303.1142,0,0,0,0,0,293.846666667,0,895.35,1200,65,2025-01-01,64,0.5025,738.28975,10:50,11:00,5839.0587,7303.1142,0,0,0,0.5025,1200
2025-01-01,67,11:10,7042.947,5182.9722,5838.7103,7387.6848,575.170916667,575.170916667,0,265.175116667,0,0,0,863.8287,1438.657605,66,2025-01-01,65,0.4662,268.14468135,11:00,11:10,5838.7103,7387.6848,0,575.170916667,575.170916667,0.4662,1200
2025-01-01,68,11:20,7069.1675,5131.5011,5823.4378,7459.227,0,0,0,0,214.7918445,108.1525555,0,855.250183333,1200,67,2025-01-01,66,0.5007,270.759922694,11:10,11:20,5823.4378,7459.227,0,0,0,0.5007,1438.657605
2025-01-01,69,11:30,7129.17,5294.775,5814.7932,7520.7191,340.38335,340.38335,0,34.65085,0,0,0,882.4625,1231.185765,68,2025-01-01,67,0.4827,164.303043045,11:20,11:30,5814.7932,7520.7191,0,340.38335,340.38335,0.4827,1200
2025-01-01,70,11:40,6971.0393,5434.7444,5832.3951,7568.2039,544.031866667,544.031866667,0,287.982716667,0,0,0,905.790733333,1490.37021,69,2025-01-01,68,0.4785,260.3192482,11:30,11:40,5832.3951,7568.2039,0,544.031866667,544.031866667,0.4785,1231.185765
2025-01-01,71,11:50,6648.4937,5455.5011,5712.901,7592.1539,520.124516667,520.124516667,0,321.292416667,0,0,0,909.250183333,1779.533385,70,2025-01-01,69,0.4662,242.48204967,11:40,11:50,5712.901,7592.1539,0,520.124516667,520.124516667,0.4662,1490.37021
2025-01-01,72,12:00,6471.29,5331.7125,5519.4607,7601.0433,486.4029,486.4029,1.13686837722e-13,296.473316667,0,0,0,888.61875,2046.35937,71,2025-01-01,70,0.4432,215.57376528,11:50,12:00,5519.4607,7601.0433,0,486.4029,486.4029,0.4432,1779.533385
2025-01-01,73,12:10,6681.1855,5126.6533,5494.7907,7612.316,480.41245,480.41245,0,221.32375,0,0,0,854.442216667,2245.550745,72,2025-01-01,71,0.4411,211.909931695,12:00,12:10,5494.7907,7612.316,0,480.41245,480.41245,0.4411,2046.35937
2025-01-01,74,12:20,6585.2714,5118.4895,5514.4524,7602.6524,485.3,485.3,0,240.83635,0,0,0,853.081583333,2462.30346,73,2025-01-01,72,0.4551,220.86003,12:10,12:20,5514.4524,7602.6524,0,485.3,485.3,0.4551,2245.550745
2025-01-01,75,12:30,6283.97,5302.575,5485.829,7554.1872,488.606966667,488.606966667,0,325.041133333,0,0,0,883.7625,2754.84048,74,2025-01-01,73,0.4463,218.065289223,12:20,12:30,5485.829,7554.1872,0,488.606966667,488.606966667,0.4463,2462.30346
2025-01-01,76,12:40,6547.9322,5399.7996,5462.3628,7472.7384,498.270733333,498.270733333,1.13686837722e-13,306.9153,0,0,0,899.9666,3031.06425,75,2025-01-01,74,0.4113,204.93875262,12:30,12:40,5462.3628,7472.7384,0,498.270733333,498.270733333,0.4113,2754.84048
2025-01-01,77,12:50,6747.6789,5377.6488,5566.1066,7393.4172,0,0,0,0,228.33835,0,0,896.2748,2777.35497222,76,2025-01-01,75,0.5682,0,12:40,12:50,5566.1066,7393.4172,0,0,0,0.5682,3031.06425
2025-01-01,78,13:00,6682.36,5261.8125,5725.7548,7312.7979,0,0,0,0,236.757916667,0,0,876.96875,2514.29062037,77,2025-01-01,76,0.8279,0,12:50,13:00,5725.7548,7312.7979,0,0,0,0.8279,2777.35497222
2025-01-01,79,13:10,6790.9628,5097.6164,5739.4957,7194.541,0,0,0,0,282.2244,0,0,849.602733333,2200.7079537,78,2025-01-01,77,0.8636,0,13:00,13:10,5739.4957,7194.541,0,0,0,0.8636,2514.29062037
2025-01-01,80,13:20,6916.0165,5029.4534,5714.6836,7053.1371,0,0,0,0,0,314.427183333,0,838.242233333,2200.7079537,79,2025-01-01,78,0.8416,1323.10958747,13:10,13:20,5714.6836,7053.1371,0,0,0,0.8416,2200.7079537
2025-01-01,81,13:30,6834.78,5043.8625,5717.8505,6910.4064,0,0,0,0,0,298.48625,0,840.64375,2200.7079537,80,2025-01-01,79,0.8618,1286.17725125,13:20,13:30,5717.8505,6910.4064,0,0,0,0.8618,2200.7079537
2025-01-01,82,13:40,6546.5252,4973.5844,5708.2486,6772.4075,0,0,0,0,0,262.1568,0,828.930733333,2200.7079537,81,2025-01-01,80,0.8623,1130.2890432,13:30,13:40,5708.2486,6772.4075,0,0,0,0.8623,2200.7079537
2025-01-01,83,13:50,6539.873,4769.7524,5696.9182,6607.36,0,0,0,0,0,295.0201,0,794.958733333,2200.7079537,82,2025-01-01,81,0.9026,1331.4257113,13:40,13:50,5696.9182,6607.36,0,0,0,0.9026,2200.7079537
2025-01-01,84,14:00,6773.97,4478.625,5692.2983,6412.5085,0,0,0,0,0,382.5575,0,746.4375,2200.7079537,83,2025-01-01,82,0.9754,1865.7329275,13:50,14:00,5692.2983,6412.5085,0,0,0,0.9754,2200.7079537
2025-01-01,85,14:10,6736.8117,4209.3909,5687.1291,6214.0158,0,0,0,0,0,421.2368,0,701.56515,2200.7079537,84,2025-01-01,83,1.0002,2106.6052368,14:00,14:10,5687.1291,6214.0158,0,0,0,1.0002,2200.7079537
2025-01-01,86,14:20,6623.3813,4060.4316,5678.962,6000.7112,0,0,0,0,0,427.158283333,0,676.7386,2200.7079537,85,2025-01-01,84,0.9978,2131.09267555,14:10,14:20,5678.962,6000.7112,0,0,0,0.9978,2200.7079537
2025-01-01,87,14:30,6548.98,3934.425,5669.4508,5766.9816,0,0,0,0,0,435.759166667,0,655.7375,2200.7079537,86,2025-01-01,85,1.0271,2237.84120042,14:20,14:30,5669.4508,5766.9816,0,0,0,1.0271,2200.7079537
2025-01-01,88,14:40,6398.5627,3648.1229,5664.1948,5521.5066,0,0,0,0,0,458.406633333,0,608.020483333,2200.7079537,87,2025-01-01,86,1.0906,2499.69137157,14:30,14:40,5664.1948,5521.5066,0,0,0,1.0906,2200.7079537
2025-01-01,89,14:50,6196.5854,3431.0164,5672.7011,5268.781,0,0,0,0,0,460.928166667,0,571.836066667,2200.7079537,88,2025-01-01,87,0.9376,2160.83124533,14:40,14:50,5672.7011,5268.781,0,0,0,0.9376,2200.7079537
2025-01-01,90,15:00,6154.69,3327.3375,5682.2544,5009.7152,112.089866667,112.089866667,0,0,0,359.13555,0,554.55625,2200.7079537,89,2025-01-01,88,0.6694,1277.0596426,14:50,15:00,5682.2544,5009.7152,0,112.089866667,112.089866667,0.6694,2200.7079537
2025-01-01,91,15:10,6459.5818,3139.1175,5669.0195,4743.4484,266.732693621,266.732693621,0,0,0,286.678023045,0,523.18625,2200.7079537,90,2025-01-01,89,0.66,1122.08105384,15:00,15:10,5669.0195,4743.4484,0,266.732693621,266.732693621,0.66,2200.7079537
2025-01-01,92,15:20,6622.8857,2860.4253,5656.3651,4471.224,197.523516667,197.523516667,0,0,0,429.553216667,0,476.73755,2200.7079537,91,2025-01-01,90,0.7217,1692.59550432,15:10,15:20,5656.3651,4471.224,0,197.523516667,197.523516667,0.7217,2200.7079537
2025-01-01,93,15:30,6493.61,2505,5657.0867,4188.2025,244.814033333,244.814033333,0,0,0,419.9543,0,417.5,2200.7079537,92,2025-01-01,91,0.7308,1713.42310776,15:20,15:30,5657.0867,4188.2025,0,244.814033333,244.814033333,0.7308,2200.7079537
2025-01-01,94,15:40,6375.0516,2089.695,5662.6008,3889.3931,295.534616667,295.534616667,0,0,0,418.691483333,0,348.2825,2200.7079537,93,2025-01-01,92,0.7534,1799.86659791,15:30,15:40,5662.6008,3889.3931,0,295.534616667,295.534616667,0.7534,2200.7079537
2025-01-01,95,15:50,6354.113,1762.1562,5669.2596,3594.5946,345.7775,345.7775,0,0,0,419.548633333,0,293.6927,2200.7079537,94,2025-01-01,93,0.7823,1911.56621753,15:40,15:50,5669.2596,3594.5946,0,345.7775,345.7775,0.7823,2200.7079537
2025-01-01,96,16:00,6404.25,1525.8,5673.4767,3303.8878,394.931483333,394.931483333,0,0,0,418.143516667,0,254.3,2200.7079537,95,2025-01-01,94,0.8055,2002.1903232,15:50,16:00,5673.4767,3303.8878,0,394.931483333,394.931483333,0.8055,2200.7079537
2025-01-01,97,16:10,6444.972,1249.2025,5671.0146,2998.4247,445.43165,445.43165,0,0,0,420.529933333,0,208.200416667,2200.7079537,96,2025-01-01,95,0.8271,2107.51805701,16:00,16:10,5671.0146,2998.4247,0,445.43165,445.43165,0.8271,2200.7079537
2025-01-01,98,16:20,6399.4586,968.2219,5661.5926,2687.4131,495.696583333,495.696583333,0,0,0,409.509533333,0,161.370316667,2200.7079537,97,2025-01-01,96,0.8519,2166.58977658,16:10,16:20,5661.5926,2687.4131,0,495.696583333,495.696583333,0.8519,2200.7079537
2025-01-01,99,16:30,6292.15,706.6125,5665.8922,2383.1779,547.11905,547.11905,0,0,0,383.803866667,0,117.76875,2200.7079537,98,2025-01-01,97,0.8791,2167.98225279,16:20,16:30,5665.8922,2383.1779,0,547.11905,547.11905,0.8791,2200.7079537
2025-01-01,100,16:40,6236.9153,440.4383,5689.0372,2089.1246,599.985433333,599.985433333,0,0,0,366.094066667,0,73.4063833333,2200.7079537,99,2025-01-01,98,0.9024,2193.24328384,16:30,16:40,5689.0372,2089.1246,0,599.985433333,599.985433333,0.9024,2200.7079537
2025-01-01,101,16:50,6299.9437,180.885,5603.6614,1791.0829,635.42975,635.42975,0,0,0,384.413366667,0,30.1475,2200.7079537,100,2025-01-01,99,0.9163,2343.43411931,16:40,16:50,5603.6614,1791.0829,0,635.42975,635.42975,0.9163,2200.7079537
2025-01-01,102,17:00,6389.06,2.9625,5466.7124,1501.7283,660.830683333,660.830683333,0,0,0,403.5189,0,0.49375,2200.7079537,101,2025-01-01,100,0.9264,2481.29308984,16:50,17:00,5466.7124,1501.7283,0,660.830683333,660.830683333,0.9264,2200.7079537
2025-01-01,103,17:10,6325.1833,0,5467.3939,1255.1723,702.036933333,702.036933333,0,0,0,352.160283333,0,0,2200.7079537,102,2025-01-01,101,0.9462,2330.33764677,17:00,17:10,5467.3939,1255.1723,0,702.036933333,702.036933333,0.9462,2200.7079537
2025-01-01,104,17:20,6169.4734,5.9578,5464.727,1036.3323,738.065783333,738.065783333,0,0,0,289.186816667,0,0.992966666667,2200.7079537,103,2025-01-01,102,0.9742,2127.65267011,17:10,17:20,5464.727,1036.3323,0,738.065783333,738.065783333,0.9742,2200.7079537
2025-01-01,105,17:30,6191.99,0,5492.4458,836.7775,775.944716667,775.944716667,0,0,0,256.053616667,0,0,2200.7079537,104,2025-01-01,103,0.9862,2027.83706336,17:20,17:30,5492.4458,836.7775,0,775.944716667,775.944716667,0.9862,2200.7079537
