date,grid_cost_yuan,base_cost_yuan,breach_cost_yuan,overbuy_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_kwh,start_soc_kwh,end_soc_kwh,unused_plan_kwh,curtailed_pv_kwh,charge_kwh,discharge_kwh,planned_purchase_kwh,planned_cost_yuan,decision_day_planned_purchase_kwh,final_commitment_kwh,reserve_kwh,reserve_effective_kwh,reserve_00_kwh,window_residual_00_kwh,reserve_06_kwh,window_residual_06_kwh,reserve_12_kwh,window_residual_12_kwh,reserve_18_kwh,window_residual_18_kwh,path_up_kwh,path_down_kwh,adjusted_kwh,emergency_slots,reversal_slots,down_slots,below_min_kwh,chain_misprice_yuan,cost_identity_residual_yuan
2025-01-17,22144.7822638,21642.0660935,502.716170319,1.38368292824e-11,490.033496312,22634.8157601,126.403590759,9961.50420071,9861.56163213,734.029082617,117.832354897,22584.2674828,18383.2049728,49545.4130609,22647.4984341,49381.9685066,47615.6338234,0,0,0,-2164.70077317,0,-1119.60489402,0,-261.901068442,0,222.320756905,1.98028260456e-11,1929.7792375,1929.7792375,4,0,45,1929.7792375,-3.63797880709e-12,-5.68434188608e-14
2025-01-18,23192.0314656,21649.7170281,670.93626001,871.378177519,0,23192.0314656,0,9861.56163213,9976.42484521,415.777429351,0,22592.8909512,18196.8647787,50156.64493,22991.4550923,50159.5919214,48054.3126185,0,0,0,-2355.76694145,0,-1804.8558087,0,525.381290205,0,12.1840081633,555.294444941,2657.62675638,3212.92120133,0,20,43,2657.3930016,0,0
2025-01-19,71918.3166973,68877.7467854,225.168424191,2815.40148772,2183.92964851,74102.2463458,313.178013644,9976.42484521,9956.37580579,1146.8561552,0,26471.4378236,21459.9087726,93081.2194389,69328.0836338,93303.5143245,94528.3466592,0,0,0,477.415942598,0,1068.71392773,0,-551.760381395,0,41.9370659936,1897.21557506,450.088354762,2347.30392982,6,47,56,450.088354762,0,-5.00222085975e-12
2025-01-20,70262.3286499,69528.7691376,511.529987021,222.029525325,3501.56658014,73763.8952301,500.208114485,9956.37580579,10185.1920977,712.072109856,0,27220.1726848,21842.405212,94705.9484006,70551.8291116,94658.8196526,93656.7080182,0,0,0,-1409.93575326,0,-367.025399843,0,-500.124537433,0,-361.606295635,124.41149731,1173.65187976,1298.06337707,8,30,66,1173.65187976,-1.45519152284e-11,-5.45696821064e-12
2025-01-21,68341.4581406,65496.2288627,1888.21401658,957.015261385,0,68341.4581406,0,10185.1920977,10418.1841498,1828.99896612,0,22605.4185022,18100.6961399,93575.8388917,69272.6568958,93580.3860986,89809.6260117,906.164549228,906.164549228,906.164549228,-5621.79937566,1171.00849084,-2339.37411186,548.963109423,-770.439807129,156.011105455,-533.862774674,951.322886818,4717.53576682,5668.85865364,0,15,75,4717.53576682,-1.45519152284e-11,0
2025-01-22,72468.7084198,68511.9089537,664.173488601,3292.62597752,0,72468.7084198,0,10418.1841498,9704.38815394,1080.49431783,0,24572.2872236,20545.9690473,93687.4583064,69840.2559309,93672.4077455,94005.5768607,477.415942598,477.415942598,477.415942598,43.8213373912,1068.71392773,-93.1697809935,525.381290205,-227.346214918,151.188997224,255.182148351,2097.76067397,1779.64211962,3877.40279359,0,20,41,1779.64211962,-4.36557456851e-11,0
2025-01-23,75379.9692015,68161.1982911,724.401564815,6494.36934554,93.9848905765,75473.9540921,13.0943769525,9704.38815394,10067.7796223,289.450282971,0,24941.5412924,19875.5961254,92523.5515076,69610.0014208,92506.966649,94908.2266731,410.542184937,410.542184937,410.542184937,2152.15363104,950.96150613,1897.42862476,509.056315684,165.054996354,170.47743015,-147.928115627,4311.08087731,1926.40571184,6237.48658915,1,40,53,1926.40571184,-1.45519152284e-11,5.7980287238e-12
2025-01-24,21153.0588693,20058.2938809,443.967564767,650.797423652,0,21153.0588693,0,10067.7796223,10081.5300804,364.687361384,0,20480.3732377,16576.7269102,44938.3895372,20946.2290105,44727.3457139,44097.7468389,1482.25855567,1482.25855567,1482.25855567,-1235.07672269,1375.59761705,-549.682780616,492.731341163,-358.995847002,165.655321919,-175.231677857,908.470466701,1749.11316498,2657.58363168,0,0,19,1749.11316498,3.63797880709e-12,0
2025-01-25,21452.1196084,20135.468502,275.067069178,1041.5840372,0,21452.1196084,0,10081.5300804,10016.7763628,865.381963892,1877.38281284,20877.2854461,16968.8795572,45196.7810268,20653.3531191,45270.7205576,45090.7461323,1147.31101798,1147.31101798,1147.31101798,-2799.36242158,1273.30305394,-3886.66589891,476.406366642,-830.349506609,160.833213687,-107.806503072,1190.21131953,1296.24621405,2486.45753358,0,5,12,1225.16410087,3.63797880709e-12,0
2025-01-26,72204.9989216,68857.9786646,1315.9288803,2031.09137668,37.2013498906,72242.2002715,5.21611748326,10016.7763628,10103.3361327,545.628920853,0,24122.7793137,19461.5474512,94614.4232725,71486.2205882,94565.5633457,92900.6346992,812.363480287,812.363480287,812.363480287,-1959.13543395,1171.00849084,-254.893211203,460.081392121,-646.838278903,156.011105455,-144.532641759,1206.04575663,2919.83432993,4125.88008655,1,4,25,2917.19349072,-4.36557456851e-11,1.38555833473e-12
2025-01-27,68558.9227803,63863.7842427,1080.8995605,3614.23897717,0,68558.9227803,0,10103.3361327,10567.8805994,775.906031163,0,23389.0630767,18527.0510721,90331.8495105,65965.7182138,89702.681523,89832.8348191,477.415942598,477.415942598,477.415942598,-1006.97664129,1068.71392773,-1160.19900717,443.7564176,349.386493636,151.188997224,198.436715,2721.12844442,3220.14313575,5941.27158017,0,14,44,3151.06264901,1.45519152284e-11,0
2025-01-28,69444.6397534,64283.9592522,751.085869194,4409.59463201,225.597255391,69670.2370088,31.5420008685,10567.8805994,9725.16308636,293.833520783,0,22831.1470444,19251.6748677,89917.9661494,65766.1264455,90746.2102236,90822.1630633,410.542184937,410.542184937,410.542184937,808.788851481,950.96150613,-29.3371965696,436.148448914,765.342945478,170.47743015,202.17675105,3007.93566773,2103.73875383,5111.67442155,2,5,21,2081.24262827,0,6.73594513501e-12
2025-01-29,64584.7854911,61313.8255788,1310.79914466,1960.16076766,363.744568933,64948.5300601,52.4714333333,9725.16308636,10378.427754,901.081453872,0,23695.5163432,18605.4300371,89080.2703528,63876.5982686,89060.1581643,87323.8973766,676.239687928,676.239687928,676.239687928,-2752.32413525,833.20908453,-3437.75971945,492.731341163,20.7777120302,189.181844353,-420.733968277,1630.06844518,3386.44142139,5016.50986657,2,20,33,3311.61584051,0,-1.02318153949e-12
2025-01-30,66061.6952592,63382.5858095,139.829569303,2539.27988037,0,66061.6952592,0,10378.427754,9762.01481274,1727.93430123,0,22715.2455667,18954.1205561,87703.9529093,63662.2449481,87710.2802276,89231.6420951,609.965106151,609.965106151,609.965106151,260.072453725,715.456662931,-967.833276269,476.406366642,-729.716923079,184.554409029,76.5971918893,1931.48563481,403.796449035,2335.28208384,0,1,12,403.796449035,1.45519152284e-11,0
2025-01-31,19817.2970502,18263.0515521,133.1705629,1421.07493516,0,19817.2970502,0,9762.01481274,10046.802493,525.152235124,170.32699745,22151.3151257,17686.2563396,42745.5183079,18499.0587703,42541.3711568,43924.8610687,543.690524374,543.690524374,543.690524374,567.2974874,597.704241332,-966.796212898,460.081392121,-320.365769079,179.926973706,-95.7185605537,1718.75200385,539.409243071,2258.16124692,0,4,4,476.629009525,-3.63797880709e-12,0
2025-02-01,17687.2956596,16778.7394487,660.916211883,247.639999092,0,17687.2956596,0,10046.802493,9765.76967692,893.230541454,1451.43581337,19317.0293355,15899.7232963,42222.4915682,18100.1566937,42277.3791953,40140.1483274,567.2974874,567.2974874,567.2974874,-4105.361557,479.951819733,1132.09424843,443.7564176,-538.866017757,175.299538382,108.583937787,298.655755661,2380.99899639,2679.65475205,0,21,37,2379.71309931,-7.27595761418e-12,0
2025-02-02,60879.7140844,58824.9993976,1677.5363551,377.178331666,0,60879.7140844,0,9765.76967692,10141.1832247,1994.81239592,0,23327.9440018,18557.7624485,89027.3500401,62180.0721078,89200.3852718,85121.2718992,549.32117844,549.32117844,549.32117844,-5730.8283377,950.96150613,-1107.45325742,436.148448914,-688.042961389,170.47743015,-200.063903622,215.270211158,4121.34835198,4336.61856314,0,13,73,4121.34835198,-2.18278728426e-11,0
2025-02-03,62644.0138778,59632.9939362,1784.7510002,1226.26894143,0,62644.0138778,0,10141.1832247,10106.8661477,976.536902843,0,23670.408404,19203.9161765,88751.1077064,63202.4959366,88727.9608435,85659.9456303,531.344869479,531.344869479,531.344869479,-4029.6895449,833.20908453,574.482099271,428.540480229,-93.4003755733,165.655321919,-239.589419798,1247.92242003,4339.08449617,5587.0069162,0,37,74,4339.08449617,1.45519152284e-11,0
2025-02-04,64514.9478732,60964.6836461,1601.62644272,1948.63778436,0,64514.9478732,0,10106.8661477,10576.8966362,1674.31027271,0,25298.4003179,20068.6768179,90348.1579096,64167.9365315,89532.5995572,88098.8977228,513.368560519,513.368560519,513.368560519,-3526.76027781,772.174830654,1028.78129089,420.932511543,858.712633777,160.833213687,48.4582229302,1800.18758304,4049.44776984,5849.63535288,0,26,72,4049.44776984,1.45519152284e-11,0
2025-02-05,61414.5427144,57758.040441,345.882743498,3310.61952988,269.408490626,61683.951205,58.7357557758,10576.8966362,9493.00741633,290.974441912,0,22742.4185222,19396.8593009,83033.3272236,58445.6275074,83813.8058175,84326.2248908,495.392251558,495.392251558,495.392251558,1544.29429264,1036.76781826,287.88801759,460.081392121,753.600451444,156.011105455,456.176030125,2085.03576127,792.138094059,2877.17385533,3,2,19,788.56953939,0,8.24229573482e-12
2025-02-06,62511.0845501,58538.1034851,1503.35620185,2469.62486319,381.972577015,62893.0571271,53.8326392447,9493.00741633,9735.91734689,242.63876459,0,24486.5292468,19615.4697524,87102.4013291,61544.8158888,87095.362896,85330.9228364,567.2974874,567.2974874,567.2974874,-1593.89860927,1028.78129089,246.082560998,525.381290205,1439.86491918,175.299538382,251.492608438,2279.04662672,4050.52511941,6329.57174613,2,25,61,4050.52511941,-1.45519152284e-11,6.42330633127e-12
2025-02-07,16970.2259635,16247.4056696,267.099679866,455.720614001,0,16970.2259635,0,9735.91734689,9904.88769353,386.514607998,3160.23351253,20332.412179,16317.180553,40102.5349697,16779.7843044,39134.6854181,39367.6594132,549.32117844,549.32117844,549.32117844,-3259.52859766,937.921452569,-2600.63426079,619.708567076,384.125509191,193.809279676,821.477941057,434.399925915,1169.27548245,1603.67540836,0,14,36,1165.92486608,3.63797880709e-12,0
2025-02-08,16755.7490933,13644.4716034,70.7532584224,3040.5242315,926.46650117,17682.2155945,186.674692962,9904.88769353,9627.08017342,40.4439451781,1550.6342449,20481.2837061,16839.86657,33988.9437636,13758.5348403,34804.4477552,36622.9833498,531.344869479,531.344869479,531.344869479,4705.44201874,847.061614244,1733.36971271,596.126747859,1598.14092807,200.68073663,569.490157542,2973.78271147,339.743125195,3313.52583666,1,3,3,295.699986135,3.63797880709e-12,9.09494701773e-13
2025-02-09,61297.0108289,55886.0083595,121.09391026,5289.90855906,0,61297.0108289,0,9627.08017342,10190.3875065,199.755107644,0,25182.0686599,19890.4990148,81517.3195293,56113.6738994,80862.5769349,85046.7407195,663.894033032,663.894033032,663.894033032,3751.2991909,1044.75434563,1132.9696297,687.414412354,325.619113649,210.234353392,578.078385555,3932.07632266,402.655132508,4334.73145517,0,2,4,391.314916432,0,0
2025-02-10,55434.4084383,52008.4241438,1572.62238152,1853.36191306,0,55434.4084383,0,10190.3875065,9547.78931738,165.341350009,0,20451.2806631,17143.8757073,80617.7236048,55153.6689068,81418.6783938,77799.3838891,955.889939713,955.889939713,955.889939713,-2344.90699665,1081.38999187,1484.33164265,665.352399324,452.27763843,228.155127212,484.916705031,1507.8555151,4326.19523073,5834.05074583,0,17,35,4326.19523073,-1.45519152284e-11,0
2025-02-11,56618.9820849,53256.2859339,1035.91937142,2326.77677962,309.374801809,56928.3568867,59.5120703132,9547.78931738,9450.84982813,218.658586675,0,23325.7412933,18981.0959879,80889.9581377,55328.1246767,80898.560424,79724.3889551,808.788851481,808.788851481,808.788851481,-751.84417805,1132.09424843,581.079014838,643.290386294,657.317607179,251.492608438,388.366316312,1683.01607435,2848.58525698,4531.60133133,2,1,33,2848.58525698,7.27595761418e-12,2.50111042988e-12
2025-02-12,57518.1695578,53427.254824,1626.68455887,2464.23017501,130.063249847,57648.2328077,28.7258623133,9450.84982813,10117.7818179,453.012456313,0,24161.7469503,18970.776239,83335.0815242,56680.6239417,82539.5722742,80881.9934387,760.490578665,760.490578665,760.490578665,-2151.61946556,1119.41818429,2157.60287144,654.512163002,1158.48805249,254.444240369,262.063686843,1952.71803562,4405.80612115,6358.52415678,2,36,67,4405.80612115,1.45519152284e-11,3.89377419197e-12
2025-02-13,53886.3625197,51040.5980667,1586.30985851,1259.45459446,0,53886.3625197,0,10117.7818179,9825.19419745,1442.82202625,99.6379333333,20899.289973,17191.7537365,79983.3692865,54209.7254654,80808.9765137,76579.4752127,712.192305849,712.192305849,712.192305849,-4911.58751243,1132.61947719,-1637.43226277,715.087313738,-1199.4365496,259.311071447,68.3180922874,1039.12069042,4443.0147642,5482.13545461,0,2,49,4440.4130222,-7.27595761418e-12,0
2025-02-14,16857.1182261,15463.1489959,84.5051061771,1309.46412408,0,16857.1182261,0,9825.19419745,10747.9093016,583.864955128,3121.76057036,21890.151735,16900.5793116,37838.5681737,15632.1592082,36814.058634,38496.9997656,663.894033032,663.894033032,663.894033032,-571.58669519,1132.44440094,-30.6592071264,695.830744885,-704.256263459,257.934763748,-12.3349467286,1170.11858055,511.68698866,1681.80556921,0,1,1,511.68698866,0,0
2025-02-15,16802.8157877,14915.1859475,98.9669195661,1788.66292066,0,16802.8157877,0,10747.9093016,9913.39776157,114.485870199,3922.86931506,18721.9162942,15915.8125844,34993.5407014,15111.1145498,35812.3333555,36123.5499951,615.595760216,615.595760216,615.595760216,-538.356142211,1132.26932468,1569.04932877,676.574176032,1080.80214502,256.55845605,382.06311434,1419.88737237,289.878078637,1709.76545101,0,1,13,287.474006213,0,0
2025-02-16,57117.3861519,53380.9547116,1654.79803829,2081.63340202,37.2702591372,57154.656411,6.97487772756,9913.39776157,9911.91449348,180.77181796,0,21730.2639615,17602.8487501,82651.163011,56690.5507881,82850.8952417,79678.5912516,567.2974874,567.2974874,567.2974874,-2496.95367428,1132.9696297,1038.0460313,753.600451444,1048.40374363,262.063686843,37.2121032846,1872.95979327,4845.53155264,6718.49134591,1,13,65,4845.53155264,7.27595761418e-12,-1.45661260831e-12
2025-02-17,54454.8009473,50239.1188362,2619.64137563,1596.04073553,53.2646816252,54508.065629,9.98213673636,9911.91449348,9836.21783465,603.975939398,0,21071.9956537,17136.4434724,82002.6008047,55478.4015874,81992.4991432,75713.4091506,549.32117844,549.32117844,549.32117844,-6239.23738329,1132.79455344,-2018.96104544,762.994446671,872.77567435,260.687379145,133.923281166,1387.69465027,7676.88630439,9064.58095466,1,12,63,7676.88630438,-2.18278728426e-11,-2.84217094304e-12
2025-02-18,53933.020203,49458.4557,931.982683817,3542.58181915,0,53933.020203,0,9836.21783465,10124.322137,228.602579235,0,20044.6227701,15976.8505716,76780.9332738,51322.4210676,76785.6048304,76387.762561,531.344869479,531.344869479,531.344869479,-461.404871954,1132.61947719,-1158.16944633,821.364758458,547.307605884,259.311071447,-223.486921821,2777.86612555,3171.03683837,5948.90296392,0,12,32,3171.03683837,0,0
2025-02-19,53964.8472343,49551.3014593,709.567835004,3703.97793997,144.4905,54109.3377343,27,10124.322137,9801.57068637,477.027800767,0,21254.861421,17506.9140566,76527.4243621,50968.5217063,76513.7012546,77077.3025485,513.368560519,513.368560519,513.368560519,451.786453222,1132.44440094,751.779211597,802.690820798,-343.652529756,257.934763748,215.497641561,2836.41382678,2286.53564037,5122.94946715,1,8,16,2284.99578749,-7.27595761418e-12,-1.13686837722e-13
2025-02-20,53362.0765104,50526.5613734,1002.46258888,1833.05254818,225.856504789,53587.9330152,40.2560386398,9801.57068637,10440.4221728,1101.35319741,0,21482.389816,16825.7694132,78468.4078862,52531.4865511,78511.1800002,76710.8512949,495.392251558,495.392251558,495.392251558,-3022.78767212,1132.26932468,-1069.79331847,784.016883138,-541.341058517,256.55845605,-124.771197059,1146.08323748,2903.63982873,4049.72306621,1,13,40,2903.63982873,7.27595761418e-12,-7.1054273576e-13
2025-02-21,16579.8718,14532.3259235,239.386169474,1808.15970707,0,16579.8718,0,10440.4221728,10095.6050634,294.518787481,6806.30194431,18417.5485763,15228.5497452,35679.5198139,15011.0982624,35500.1232913,35850.0815962,477.415942598,477.415942598,477.415942598,-2156.96719531,1132.09424843,-2580.35496762,765.342945478,-221.7602498,255.182148351,-66.6101010861,1586.06881383,1415.50703154,3001.57584536,0,2,28,1415.50703154,3.63797880709e-12,0
2025-02-22,17066.6674632,14785.1188755,185.436781958,2096.11180569,0,17066.6674632,0,10095.6050634,10119.1004894,463.498630839,4379.13829404,19856.8981109,16062.9415865,35566.0339718,15119.7676088,35561.1716767,36481.3563326,472.290044723,472.290044723,472.290044723,181.956618572,1119.41818429,-947.362860574,762.994446671,-288.719924004,254.444240369,-231.866400629,1805.35271506,890.03035423,2695.38306929,0,4,22,837.653138049,0,0
2025-02-23,53025.0284408,49196.6459114,1172.52732578,2655.85520368,75.6569227639,53100.6853636,14.6338341903,10119.1004894,9910.59773316,469.37690845,0,21115.6838122,17291.3563685,77503.7086785,51512.0709112,77688.7975795,75810.9242013,467.164146847,467.164146847,467.164146847,-1766.1544055,1106.74212015,-1578.17479475,760.645947865,361.941577716,253.706332386,32.0762418671,1852.11544505,3544.8999222,5397.01536725,1,19,45,3508.24711472,-1.45519152284e-11,-3.18323145621e-12
2025-02-24,50551.7321273,47919.544491,1208.64282897,1423.54480732,177.070924029,50728.8030513,34.6552351559,9910.59773316,10158.6477027,773.89251463,133.568743524,21451.084294,17152.1333056,75812.8042275,50336.830149,75790.9582353,73374.7906281,462.038248972,462.038248972,462.038248972,-3198.51692892,1094.06605601,-1689.28878514,758.297449058,-190.782131097,252.968424404,-210.163257671,1283.78165818,3721.79525757,5005.57691575,1,17,54,3721.79525757,-1.45519152284e-11,2.33058017329e-12
2025-02-25,49369.6258433,45811.6735913,1861.64327299,1696.30897902,276.684044805,49646.3098881,53.5913029114,10158.6477027,9962.29526289,1606.82936246,0,21123.2759579,17286.5707217,76135.1540333,49505.1223353,76138.403044,71211.2665291,456.912351097,456.912351097,456.912351097,-6027.29789326,1081.38999187,-3980.50329248,755.948950251,-231.943677737,252.230516421,77.3212089696,1086.45729579,6010.34479995,7096.80209573,2,19,51,5976.14331699,-1.45519152284e-11,-9.66338120634e-13
2025-02-26,50371.0208618,45753.2072409,246.193088491,4371.62053248,23.8339989669,50394.8548608,4.67336839227,9962.29526289,10267.6081799,493.963504045,0,22159.4982801,17674.4119816,71128.5713124,46245.5934178,71101.8228908,73789.2244675,451.786453222,451.786453222,451.786453222,1925.09620854,1068.71392773,1412.94082348,753.600451444,-731.432656783,251.492608438,-435.826318701,3635.26489878,974.61174372,4609.8766425,2,25,32,974.61174372,7.27595761418e-12,3.16546788781e-12
2025-02-27,48657.8800967,44375.7723255,716.816165541,3565.29160564,154.955089071,48812.8351857,31.2508374121,10267.6081799,10690.1982021,879.613182856,0,22606.5263805,17930.9553481,72409.5611029,45809.4046566,71601.463529,72480.5175778,472.290044723,472.290044723,472.290044723,-521.859556869,1119.41818429,990.497821316,734.343882591,366.655009979,245.658238132,-63.6501018286,3063.04538929,2992.08891443,6055.13430372,3,14,40,2992.08891443,0,-1.70530256582e-13
2025-02-28,15372.6685915,13139.7895169,280.835788808,1952.04328571,0,15372.6685915,0,10690.1982021,9913.70490229,166.219658272,7742.11693047,18917.6187284,16022.1151398,33528.876239,13700.2835078,34188.3308808,34096.4337273,467.164146847,467.164146847,467.164146847,900.282329604,1106.74212015,-211.399309421,715.087313738,244.408361486,239.823867825,68.960017928,1760.21057154,1192.65308322,2952.86365476,0,13,31,1188.99820077,0,0
2025-03-01,14647.5440163,13858.0772065,290.43578803,499.031021791,0,14647.5440163,0,9913.70490229,9487.34996439,21.4053137232,7539.74733847,18534.1240009,15396.3598848,35094.4732524,14438.9487826,35081.2004346,34357.6827016,513.368560519,513.368560519,513.368560519,-4044.1384849,1094.06605601,2541.41235688,695.830744885,326.078754847,233.989497518,506.999484825,528.331776061,1265.12232689,1793.45410295,0,13,31,1265.12232689,-3.63797880709e-12,0
