date,slot,x0_kwh,x1_kwh,x2_kwh,x3_kwh
2025-02-01,81,0.000000,0.000000,0.000000,0.000000
2025-02-01,82,0.000000,0.000000,0.000000,0.000000
2025-02-01,83,0.000000,0.000000,0.000000,0.000000
2025-02-01,84,0.000000,0.000000,0.000000,0.000000
2025-02-01,85,0.000000,0.000000,0.000000,0.000000
2025-02-01,86,0.000000,0.000000,0.000000,0.000000
2025-02-01,87,0.000000,0.000000,0.000000,0.000000
2025-02-01,88,0.000000,0.000000,0.000000,0.000000
2025-02-01,89,0.000000,0.000000,0.000000,0.000000
2025-02-01,90,83.693582,34.453737,41.764468,41.764468
2025-02-01,91,121.282280,72.382885,79.014622,79.014622
2025-02-01,92,139.806453,91.830154,97.656325,97.656325
2025-02-01,93,181.779661,133.910326,137.192795,137.192795
2025-02-01,94,224.146828,176.489922,176.489922,176.489922
2025-02-01,95,247.316568,200.462843,200.462843,200.462843
2025-02-01,96,306.346562,273.226280,273.226280,273.226280
2025-02-01,97,343.810151,310.669041,310.669041,310.669041
2025-02-01,98,402.892024,369.368298,369.368298,369.368298
2025-02-01,99,435.636579,402.309908,402.309908,402.309908
2025-02-01,100,410.453471,378.414051,378.414051,378.414051
2025-02-01,101,371.423209,340.854236,340.854236,340.854236
2025-02-01,102,451.988393,442.762898,442.762898,442.762898
2025-02-01,103,457.012045,447.685100,447.685100,447.685100
2025-02-01,104,446.994136,437.871323,437.871323,437.871323
2025-02-01,105,451.342350,442.130934,442.130934,442.130934
2025-02-01,106,450.556175,272.382431,272.382431,272.382431
2025-02-01,107,0.000000,0.000000,0.000000,0.000000
2025-02-01,108,0.000000,0.000000,0.000000,0.000000
2025-02-01,109,0.000000,0.000000,0.000000,0.000000
2025-02-01,110,0.000000,0.000000,0.000000,0.000000
2025-02-01,111,13.962724,0.000000,0.000000,0.000000
2025-02-01,112,0.000000,0.000000,0.000000,0.000000
2025-02-01,113,0.000000,0.000000,0.000000,0.000000
2025-02-01,114,0.000000,0.000000,0.000000,0.000000
2025-02-01,115,0.000000,0.000000,0.000000,0.000000
2025-02-01,116,0.000000,0.000000,0.000000,0.000000
2025-02-01,117,0.000000,0.000000,0.000000,0.000000
2025-02-01,118,0.000000,0.000000,0.000000,0.000000
2025-02-01,119,0.000000,0.000000,0.000000,0.000000
2025-02-01,120,0.000000,0.000000,0.000000,0.000000
2025-02-01,121,0.000000,0.000000,0.000000,0.000000
2025-02-01,122,0.000000,0.000000,0.000000,0.000000
2025-02-01,123,0.000000,0.000000,0.000000,0.000000
2025-02-01,124,0.000000,0.000000,0.000000,0.000000
2025-02-01,125,509.798092,499.410069,499.410069,499.410069
2025-02-01,126,487.129050,477.202948,477.202948,477.202948
2025-02-01,127,456.670608,447.365150,447.365150,447.365150
2025-02-01,128,453.544399,444.302643,444.302643,444.302643
2025-02-01,129,468.729193,459.178020,459.178020,459.178020
2025-02-01,130,450.394172,450.394172,450.394172,450.394172
2025-02-01,131,1238.610159,1230.351939,1230.468906,1230.162729
2025-02-01,132,1228.646483,1220.591290,1220.705382,1220.406732
2025-02-01,133,1247.286007,1238.851001,1238.970473,1238.657740
2025-02-01,134,1263.650260,1254.881804,1255.005999,1254.680904
2025-02-01,135,1251.475030,1242.954666,1243.075347,1242.759450
2025-02-01,136,1226.788657,1218.771321,1218.884877,1218.587630
2025-02-01,137,1214.095556,1206.336863,1206.446756,1206.159098
2025-02-01,138,1226.744846,1218.728403,1218.841946,1218.544732
2025-02-01,139,1241.103037,1232.794020,1232.911707,1232.603646
2025-02-01,140,1241.353252,1233.039137,1233.156896,1232.848646
2025-02-01,141,1242.370678,1234.035831,1234.153884,1233.844865
2025-02-01,142,1312.547752,1302.782925,1302.921232,1302.559196
2025-02-01,143,615.336566,615.336566,689.705435,911.916452
2025-02-02,0,201.446144,201.446144,201.446144,201.446144
2025-02-02,1,594.898240,594.898240,594.898240,594.898240
2025-02-02,2,1425.452586,1425.452586,1425.452586,1425.452586
2025-02-02,3,594.099159,594.099159,594.099159,594.099159
2025-02-02,4,605.227897,605.227897,605.227897,605.227897
2025-02-02,5,620.913564,620.913564,620.913564,620.913564
2025-02-02,6,629.311348,629.311348,629.311348,629.311348
2025-02-02,7,634.253826,634.253826,634.253826,634.253826
2025-02-02,8,632.778666,632.778666,632.778666,632.778666
2025-02-02,9,619.448969,619.448969,619.448969,619.448969
2025-02-02,10,615.393556,615.393556,615.393556,615.393556
2025-02-02,11,632.118313,632.118313,632.118313,632.118313
2025-02-02,12,660.020719,660.020719,660.020719,660.020719
2025-02-02,13,678.197364,678.197364,678.197364,678.197364
2025-02-02,14,671.992245,671.992245,671.992245,671.992245
2025-02-02,15,646.017816,646.017816,646.017816,646.017816
2025-02-02,16,624.201667,624.201667,624.201667,624.201667
2025-02-02,17,625.568709,625.568709,625.568709,625.568709
2025-02-02,18,652.351881,652.351881,652.351881,652.351881
2025-02-02,19,681.229696,681.229696,681.229696,681.229696
2025-02-02,20,687.279963,687.279963,687.279963,687.279963
2025-02-02,21,663.292084,663.292084,663.292084,663.292084
2025-02-02,22,662.444834,662.444834,662.444834,662.444834
2025-02-02,23,687.082302,687.082302,687.082302,687.082302
2025-02-02,24,687.472831,687.472831,687.472831,687.472831
2025-02-02,25,681.052331,681.052331,681.052331,681.052331
2025-02-02,26,686.925661,686.925661,686.925661,686.925661
2025-02-02,27,28.263805,28.263805,28.263805,28.263805
2025-02-02,28,694.684863,694.684863,694.684863,694.684863
2025-02-02,29,677.431426,677.431426,677.431426,677.431426
2025-02-02,30,702.638690,702.638690,702.638690,702.638690
2025-02-02,31,719.838371,719.838371,719.838371,719.838371
2025-02-02,32,703.598192,703.598192,703.598192,703.598192
2025-02-02,33,1525.827808,1525.827808,1525.827808,1525.827808
2025-02-02,34,772.173608,772.173608,772.173608,772.173608
2025-02-02,35,888.777834,888.777834,888.777834,888.777834
2025-02-02,36,885.569946,867.708297,867.708297,867.708297
2025-02-02,37,881.244393,863.465786,863.465786,863.465786
2025-02-02,38,898.943196,880.824809,880.824809,880.824809
2025-02-02,39,878.725622,860.995369,860.995369,860.995369
2025-02-02,40,875.433754,857.715178,857.715178,857.715178
2025-02-02,41,891.055921,872.866870,872.866870,872.866870
2025-02-02,42,101.975373,80.401312,80.401312,80.401312
2025-02-02,43,746.959232,725.435474,725.435474,725.435474
2025-02-02,44,704.908733,683.667888,683.667888,683.667888
2025-02-02,45,1459.963825,1439.684804,1439.684804,1439.684804
2025-02-02,46,725.625732,164.746439,164.746439,164.746439
2025-02-02,47,77.997943,51.097078,51.097078,51.097078
2025-02-02,48,0.000000,0.000000,0.000000,0.000000
2025-02-02,49,0.000000,0.000000,0.000000,0.000000
2025-02-02,50,0.000000,0.000000,0.000000,0.000000
2025-02-02,51,0.000000,0.000000,0.000000,0.000000
2025-02-02,52,0.000000,0.000000,0.000000,0.000000
2025-02-02,53,0.000000,0.000000,0.000000,0.000000
2025-02-02,54,0.000000,0.000000,0.000000,0.000000
2025-02-02,55,0.000000,0.000000,0.000000,0.000000
2025-02-02,56,0.000000,0.000000,0.000000,0.000000
2025-02-02,57,370.305335,0.000000,0.000000,0.000000
2025-02-02,58,0.000000,0.000000,0.000000,0.000000
2025-02-02,59,0.000000,0.000000,0.000000,0.000000
2025-02-02,60,0.000000,0.000000,0.000000,0.000000
2025-02-02,61,0.000000,0.000000,0.000000,0.000000
2025-02-02,62,0.000000,0.000000,0.000000,0.000000
2025-02-02,63,0.000000,0.000000,0.000000,0.000000
2025-02-02,64,0.000000,0.000000,0.000000,0.000000
2025-02-02,65,998.049565,939.555487,939.555487,939.555487
2025-02-02,66,952.138834,842.155272,842.155272,842.155272
2025-02-02,67,966.652824,855.876346,855.876346,855.876346
2025-02-02,68,970.103010,856.969868,856.969868,856.969868
2025-02-02,69,952.543637,835.971289,835.971289,835.971289
2025-02-02,70,927.003271,809.952521,809.952521,809.952521
2025-02-02,71,903.753521,789.498790,789.498790,789.498790
2025-02-02,72,901.720893,847.296037,822.983469,822.983469
2025-02-02,73,897.336679,845.044231,819.565487,819.565487
2025-02-02,74,900.002421,849.245399,822.879950,822.879950
2025-02-02,75,888.506833,838.202564,811.674804,811.674804
2025-02-02,76,902.986930,853.668931,826.468525,826.468525
2025-02-02,77,95.203544,47.445502,19.159820,19.159820
2025-02-02,78,142.165152,0.000000,0.000000,0.000000
2025-02-02,79,145.386439,74.956820,46.638427,46.638427
2025-02-02,80,174.529745,-0.000000,0.000000,0.000000
2025-02-02,81,170.621305,99.541572,71.039279,71.039279
2025-02-02,82,0.000000,0.000000,0.000000,0.000000
2025-02-02,83,0.000000,0.000000,0.000000,0.000000
2025-02-02,84,0.000000,0.000000,0.000000,0.000000
2025-02-02,85,0.000000,0.000000,0.000000,0.000000
2025-02-02,86,0.000000,0.000000,0.000000,0.000000
2025-02-02,87,0.000000,0.000000,0.000000,0.000000
2025-02-02,88,0.000000,0.000000,0.000000,0.000000
2025-02-02,89,1230.155121,1213.892750,894.461887,894.461887
2025-02-02,90,1343.570217,1319.492222,1317.632564,1317.632564
2025-02-02,91,647.554708,515.087967,512.477740,512.477740
2025-02-02,92,1419.047418,1395.474201,1392.029599,1392.029599
2025-02-02,93,620.570335,597.165618,593.048336,593.048336
2025-02-02,94,649.558040,626.432943,621.628291,621.628291
2025-02-02,95,679.484114,656.720829,651.139469,651.139469
2025-02-02,96,761.675670,735.266169,745.903334,745.903334
2025-02-02,97,786.431128,760.192171,770.779074,770.779074
2025-02-02,98,822.428034,796.149333,806.715814,806.715814
2025-02-02,99,875.319919,848.740929,859.321677,859.321677
2025-02-02,100,903.996548,877.569201,888.100129,888.100129
2025-02-02,101,909.859903,883.968877,894.397131,894.397131
2025-02-02,102,1009.325236,989.932275,992.704566,992.704566
2025-02-02,103,1014.906326,995.407412,998.194850,998.194850
2025-02-02,104,1035.597155,1015.701021,1018.545242,1018.545242
2025-02-02,105,1064.125966,1043.682139,1046.604655,1046.604655
2025-02-02,106,930.260611,912.386718,914.941853,914.941853
2025-02-02,107,721.309292,707.446827,709.428515,709.428515
2025-02-02,108,711.950424,698.282403,700.236294,700.236294
2025-02-02,109,742.725623,728.466782,730.505133,730.505133
2025-02-02,110,724.841496,710.925992,712.915262,712.915262
2025-02-02,111,727.471092,713.505106,715.501592,715.501592
2025-02-02,112,466.217901,223.122634,331.276181,331.276181
2025-02-02,113,0.000000,0.000000,0.000000,0.000000
2025-02-02,114,0.000000,0.000000,0.000000,0.000000
2025-02-02,115,0.000000,0.000000,0.000000,0.000000
2025-02-02,116,0.000000,0.000000,0.000000,0.000000
2025-02-02,117,0.000000,0.000000,0.000000,0.000000
2025-02-02,118,0.000000,0.000000,0.000000,0.000000
2025-02-02,119,0.000000,0.000000,0.000000,0.000000
2025-02-02,120,0.000000,0.000000,0.000000,0.000000
2025-02-02,121,0.000000,0.000000,0.000000,0.000000
2025-02-02,122,0.000000,0.000000,0.000000,0.000000
2025-02-02,123,0.000000,0.000000,0.000000,0.000000
2025-02-02,124,728.818975,714.827177,716.827353,716.827353
2025-02-02,125,715.412715,715.412715,703.641672,703.641672
2025-02-02,126,730.294290,730.294290,718.278394,718.278394
2025-02-02,127,727.234700,727.234700,715.269145,715.269145
2025-02-02,128,714.169467,714.169467,702.418880,702.418880
2025-02-02,129,734.451942,734.451942,722.367638,722.367638
2025-02-02,130,674.761468,674.761468,663.659281,663.659281
2025-02-02,131,1392.477257,1381.742864,1381.742864,1385.010576
2025-02-02,132,1374.684418,1364.291610,1364.291610,1367.455338
2025-02-02,133,1395.732716,1384.935825,1384.935825,1388.222562
2025-02-02,134,1403.647383,1392.698548,1392.698548,1396.031539
2025-02-02,135,1407.775159,1396.747078,1396.747078,1400.104193
2025-02-02,136,1413.936534,1402.790168,1402.790168,1406.183291
2025-02-02,137,1416.709699,1405.510094,1405.510094,1408.919424
2025-02-02,138,1412.049027,1400.938898,1400.938898,1404.320990
2025-02-02,139,1420.185894,1408.919554,1408.919554,1412.349199
2025-02-02,140,1428.552452,1417.125491,1417.125491,1420.604031
2025-02-02,141,1407.549283,1396.525539,1396.525539,1399.881334
2025-02-02,142,1415.926138,1404.741576,1404.741576,1408.146326
2025-02-02,143,760.919625,760.919625,759.895998,961.884896
2025-02-03,0,585.873040,585.873040,585.873040,585.873040
2025-02-03,1,579.871373,579.871373,579.871373,579.871373
2025-02-03,2,602.777554,602.777554,602.777554,602.777554
2025-02-03,3,637.379778,637.379778,637.379778,637.379778
2025-02-03,4,588.948200,588.948200,588.948200,588.948200
2025-02-03,5,614.965252,614.965252,614.965252,614.965252
2025-02-03,6,623.202652,623.202652,623.202652,623.202652
2025-02-03,7,625.530123,625.530123,625.530123,625.530123
2025-02-03,8,635.111135,635.111135,635.111135,635.111135
2025-02-03,9,646.594012,646.594012,646.594012,646.594012
2025-02-03,10,643.606473,643.606473,643.606473,643.606473
2025-02-03,11,633.348063,633.348063,633.348063,633.348063
2025-02-03,12,637.310200,637.310200,637.310200,637.310200
2025-02-03,13,635.998426,635.998426,635.998426,635.998426
2025-02-03,14,639.882877,639.882877,639.882877,639.882877
2025-02-03,15,678.562484,678.562484,678.562484,678.562484
2025-02-03,16,692.793054,692.793054,692.793054,692.793054
2025-02-03,17,668.254291,668.254291,668.254291,668.254291
2025-02-03,18,649.988144,649.988144,649.988144,649.988144
2025-02-03,19,644.003104,644.003104,644.003104,644.003104
2025-02-03,20,644.659748,644.659748,644.659748,644.659748
2025-02-03,21,649.720438,649.720438,649.720438,649.720438
2025-02-03,22,677.864631,677.864631,677.864631,677.864631
2025-02-03,23,705.566007,705.566007,705.566007,705.566007
2025-02-03,24,689.901141,689.901141,689.901141,689.901141
2025-02-03,25,696.466178,696.466178,696.466178,696.466178
2025-02-03,26,723.094642,723.094642,723.094642,723.094642
2025-02-03,27,703.198148,703.198148,703.198148,703.198148
2025-02-03,28,693.771981,693.771981,693.771981,693.771981
2025-02-03,29,707.690408,707.690408,707.690408,707.690408
2025-02-03,30,699.667625,699.667625,699.667625,699.667625
2025-02-03,31,701.861602,701.861602,701.861602,701.861602
2025-02-03,32,707.519890,707.519890,707.519890,707.519890
2025-02-03,33,690.009492,690.009492,690.009492,690.009492
2025-02-03,34,761.558107,761.558107,761.558107,761.558107
2025-02-03,35,886.394627,886.394627,886.394627,886.394627
2025-02-03,36,215.124278,47.495680,47.495680,47.495680
2025-02-03,37,903.473896,119.761160,119.761160,119.761160
2025-02-03,38,921.973961,905.786529,905.786529,905.786529
2025-02-03,39,889.084874,873.425784,873.425784,873.425784
2025-02-03,40,879.851560,864.297450,864.297450,864.297450
2025-02-03,41,899.089361,883.059579,883.059579,883.059579
2025-02-03,42,776.112299,720.808985,720.808985,720.808985
2025-02-03,43,735.976117,680.871533,680.871533,680.871533
2025-02-03,44,682.884074,628.178125,628.178125,628.178125
2025-02-03,45,1433.521367,1379.705477,1379.705477,1379.705477
2025-02-03,46,691.212782,635.484734,635.484734,635.484734
2025-02-03,47,40.255582,-0.000000,-0.000000,-0.000000
2025-02-03,48,0.000000,0.000000,0.000000,0.000000
2025-02-03,49,0.000000,0.000000,0.000000,0.000000
2025-02-03,50,0.000000,0.000000,0.000000,0.000000
2025-02-03,51,0.000000,0.000000,0.000000,0.000000
2025-02-03,52,0.000000,0.000000,0.000000,0.000000
2025-02-03,53,0.000000,0.000000,0.000000,0.000000
2025-02-03,54,0.000000,0.000000,0.000000,0.000000
2025-02-03,55,0.000000,0.000000,0.000000,0.000000
2025-02-03,56,0.000000,0.000000,0.000000,0.000000
2025-02-03,57,0.000000,0.000000,0.000000,0.000000
2025-02-03,58,0.000000,0.000000,0.000000,0.000000
2025-02-03,59,0.000000,0.000000,0.000000,0.000000
2025-02-03,60,0.000000,0.000000,0.000000,0.000000
2025-02-03,61,0.000000,0.000000,0.000000,0.000000
2025-02-03,62,0.000000,0.000000,0.000000,0.000000
2025-02-03,63,0.000000,0.000000,0.000000,0.000000
2025-02-03,64,179.642223,114.752806,114.752806,114.752806
2025-02-03,65,986.644624,922.183344,922.183344,922.183344
2025-02-03,66,974.718747,896.520036,896.520036,896.520036
2025-02-03,67,995.654850,915.305030,915.305030,915.305030
2025-02-03,68,991.888972,908.418150,908.418150,908.418150
2025-02-03,69,950.368586,866.427544,866.427544,866.427544
2025-02-03,70,911.023945,826.125774,826.125774,826.125774
2025-02-03,71,895.022227,808.776205,808.776205,808.776205
2025-02-03,72,915.636712,890.516603,855.843839,855.843839
2025-02-03,73,901.465073,879.484485,842.879372,842.879372
2025-02-03,74,886.390154,866.402022,828.587444,828.587444
2025-02-03,75,893.023600,873.819442,835.494109,835.494109
2025-02-03,76,925.374146,907.483155,868.243363,868.243363
2025-02-03,77,123.604233,107.512088,107.512088,107.512088
2025-02-03,78,152.119063,103.674474,103.674474,103.674474
2025-02-03,79,127.830891,79.675288,79.675288,79.675288
2025-02-03,80,122.868649,74.454395,74.454395,74.454395
2025-02-03,81,155.804041,106.262992,106.262992,106.262992
2025-02-03,82,7.088639,-0.000000,0.000000,0.000000
2025-02-03,83,0.000000,0.000000,0.000000,0.000000
2025-02-03,84,0.000000,0.000000,0.000000,0.000000
2025-02-03,85,0.000000,0.000000,0.000000,0.000000
2025-02-03,86,0.000000,0.000000,0.000000,0.000000
2025-02-03,87,0.000000,0.000000,0.000000,0.000000
2025-02-03,88,0.000000,0.000000,0.000000,0.000000
2025-02-03,89,1246.897932,865.650690,1141.073062,1141.073062
2025-02-03,90,1314.026926,1285.626827,1282.561193,1282.561193
2025-02-03,91,1332.907323,1304.929281,1301.070779,1301.070779
2025-02-03,92,564.753732,536.474272,536.474272,536.474272
2025-02-03,93,619.153764,590.771841,590.771841,590.771841
2025-02-03,94,659.510743,631.303798,631.303798,631.303798
2025-02-03,95,690.804297,662.940622,662.940622,662.940622
2025-02-03,96,774.121487,756.594802,757.477899,757.477899
2025-02-03,97,792.416768,775.183923,775.899178,775.899178
2025-02-03,98,814.013418,797.011733,797.588241,797.588241
2025-02-03,99,844.105509,827.211555,827.704757,827.704757
2025-02-03,100,881.122482,864.218416,864.682344,864.682344
2025-02-03,101,915.283986,898.396189,898.819964,898.819964
2025-02-03,102,999.680847,983.607006,990.925157,990.925157
2025-02-03,103,999.046214,982.983646,990.296665,990.296665
2025-02-03,104,1029.196437,1012.649524,1020.183057,1020.183057
2025-02-03,105,1063.446403,1046.349286,1054.133318,1054.133318
2025-02-03,106,935.385532,920.345633,927.193048,927.193048
2025-02-03,107,728.724294,717.004281,722.340207,722.340207
2025-02-03,108,707.040915,695.682684,700.853897,701.916650
2025-02-03,109,720.531136,708.956192,714.226071,715.309101
2025-02-03,110,695.481792,684.309250,689.395922,690.441301
2025-02-03,111,706.289042,694.942888,700.108602,701.170226
2025-02-03,112,710.179796,698.771140,703.965310,705.032782
2025-02-03,113,0.000000,0.000000,0.000000,0.000000
2025-02-03,114,0.000000,0.000000,0.000000,0.000000
2025-02-03,115,0.000000,0.000000,0.000000,0.000000
2025-02-03,116,0.000000,0.000000,0.000000,0.000000
2025-02-03,117,0.000000,0.000000,0.000000,0.000000
2025-02-03,118,0.000000,0.000000,0.000000,0.000000
2025-02-03,119,0.000000,0.000000,0.000000,0.000000
2025-02-03,120,0.000000,0.000000,0.000000,0.000000
2025-02-03,121,0.000000,0.000000,0.000000,0.000000
2025-02-03,122,0.000000,0.000000,0.000000,0.000000
2025-02-03,123,0.000000,0.000000,0.000000,0.000000
2025-02-03,124,346.490399,142.313498,363.718836,556.946249
2025-02-03,125,716.880909,716.880909,710.607815,711.685354
2025-02-03,126,729.926454,729.926454,723.539205,724.636352
2025-02-03,127,736.546608,736.546608,730.101429,731.208527
2025-02-03,128,745.748739,745.748739,739.223036,740.343966
2025-02-03,129,770.000291,770.000291,763.262374,764.419756
2025-02-03,130,694.462005,694.462005,688.385089,689.428930
2025-02-03,131,1401.224714,1392.101889,1392.101889,1397.108953
2025-02-03,132,1397.695097,1388.628973,1388.628973,1393.604916
2025-02-03,133,1416.934535,1407.559341,1407.559341,1412.704917
2025-02-03,134,1405.929509,1396.731105,1396.731105,1401.779650
2025-02-03,135,1409.052628,1399.804053,1399.804053,1404.880134
2025-02-03,136,1397.773150,1388.705773,1388.705773,1393.682404
2025-02-03,137,1381.899855,1373.087472,1373.087472,1377.924150
2025-02-03,138,1406.431712,1397.225240,1397.225240,1402.278213
2025-02-03,139,1429.466281,1419.889772,1419.889772,1425.145840
2025-02-03,140,869.914422,869.914422,800.618974,1152.509119
2025-02-03,141,1452.677501,1442.728119,1442.728119,1448.188838
2025-02-03,142,1437.741508,1428.032063,1428.032063,1433.361093
2025-02-03,143,1413.695850,1404.372684,1404.372684,1409.489705
2025-02-04,0,603.648021,603.648021,603.648021,603.648021
2025-02-04,1,611.834975,611.834975,611.834975,611.834975
2025-02-04,2,600.746889,600.746889,600.746889,600.746889
2025-02-04,3,584.034855,584.034855,584.034855,584.034855
2025-02-04,4,610.486449,610.486449,610.486449,610.486449
2025-02-04,5,636.002515,636.002515,636.002515,636.002515
2025-02-04,6,653.047746,653.047746,653.047746,653.047746
2025-02-04,7,655.588835,655.588835,655.588835,655.588835
2025-02-04,8,643.335597,643.335597,643.335597,643.335597
2025-02-04,9,628.009616,628.009616,628.009616,628.009616
2025-02-04,10,646.235508,646.235508,646.235508,646.235508
2025-02-04,11,664.251797,664.251797,664.251797,664.251797
2025-02-04,12,616.526009,616.526009,616.526009,616.526009
2025-02-04,13,615.025977,615.025977,615.025977,615.025977
2025-02-04,14,663.887229,663.887229,663.887229,663.887229
2025-02-04,15,658.445206,658.445206,658.445206,658.445206
2025-02-04,16,661.398358,661.398358,661.398358,661.398358
2025-02-04,17,681.012742,681.012742,681.012742,681.012742
2025-02-04,18,659.729623,659.729623,659.729623,659.729623
2025-02-04,19,663.033234,663.033234,663.033234,663.033234
2025-02-04,20,692.161332,692.161332,692.161332,692.161332
2025-02-04,21,677.307771,677.307771,677.307771,677.307771
2025-02-04,22,653.550606,653.550606,653.550606,653.550606
2025-02-04,23,653.148223,653.148223,653.148223,653.148223
2025-02-04,24,675.281098,675.281098,675.281098,675.281098
2025-02-04,25,708.899467,708.899467,708.899467,708.899467
2025-02-04,26,50.718652,50.718652,50.718652,50.718652
2025-02-04,27,699.329472,699.329472,699.329472,699.329472
2025-02-04,28,671.466246,671.466246,671.466246,671.466246
2025-02-04,29,674.636268,674.636268,674.636268,674.636268
2025-02-04,30,707.222666,707.222666,707.222666,707.222666
2025-02-04,31,744.596735,744.596735,744.596735,744.596735
2025-02-04,32,735.636852,735.636852,735.636852,735.636852
2025-02-04,33,1496.891295,1496.891295,1496.891295,1496.891295
2025-02-04,34,714.732142,714.732142,714.732142,714.732142
2025-02-04,35,867.509996,867.509996,867.509996,867.509996
2025-02-04,36,64.603275,41.570491,41.570491,41.570491
2025-02-04,37,869.745101,847.405567,847.405567,847.405567
2025-02-04,38,852.855952,830.931734,830.931734,830.931734
2025-02-04,39,872.808177,850.393320,850.393320,850.393320
2025-02-04,40,875.380734,852.785222,852.785222,852.785222
