date,t,time_end,L_actual_kw,P_act_kw,L_fc_kw,P_fc_kw,x_plan_kwh,y_used_kwh,r_purchase_waste_kwh,u_charge_kwh,v_discharge_kwh,e_emergency_kwh,w_pv_waste_kwh,g_pv_used_kwh,E_end_kwh
2025-02-01,32,05:20,2991.1125,0.0199,3210.8783888834196,0.01802096774193549,535.143394652613,498.51543333333336,36.62796131927962,0.0,0.0,0.0,0.0,0.0033166666666666665,10800.0
2025-02-01,33,05:30,3175.34,0.0,3232.5842803828227,0.01802096774193549,538.7610432358468,529.2233333333334,9.537709902513484,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,34,05:40,3284.4619,0.0,3299.7237188418126,0.01802096774193549,549.9509496456784,547.4103166666666,2.540632979011775,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-01,35,05:50,3187.3644,0.2774,3294.8416138424736,0.01802096774193549,0.0,0.0,0.0,0.0,531.1811666666666,0.0,0.0,0.04623333333333333,10209.798703703704
2025-02-01,36,06:00,3065.9,0.0,3243.0001506265307,0.01802096774193549,0.0,0.0,0.0,0.0,510.98333333333335,0.0,0.0,0.0,9642.039444444445
2025-02-01,37,06:10,3211.1231,0.0,3206.973794805445,62.10875439300922,0.0,0.0,0.0,0.0,535.1871833333332,0.0,0.0,0.0,9047.387018518519
2025-02-01,38,06:20,3203.9961,3.8641,3186.0425565539135,62.10875439300922,0.0,0.0,0.0,0.0,533.3553333333333,0.0,0.0,0.6440166666666667,8454.769981481482
2025-02-01,39,06:30,3027.12,0.0,3123.7101006045746,62.10875439300922,0.0,0.0,0.0,0.0,504.52,0.0,0.0,0.0,7894.192203703705
2025-02-01,40,06:40,3117.3221,0.0,3208.7235386342445,62.10875439300922,0.0,0.0,0.0,0.0,519.5536833333333,0.0,0.0,0.0,7316.910333333334
2025-02-01,41,06:50,3398.49,89.6095,3476.8094079701873,73.39925520429291,0.0,0.0,0.0,0.0,551.4800833333333,0.0,0.0,14.934916666666666,6704.154685185186
2025-02-01,42,07:00,3652.75,340.5,3733.718912772812,115.60156168292728,0.0,0.0,0.0,0.0,552.0416666666666,0.0,0.0,56.75,6090.775055555557
2025-02-01,43,07:10,3703.2843,615.936,3737.9507511691613,851.814106494804,0.0,0.0,0.0,0.0,514.5580499999999,0.0,0.0,102.656,5519.04388888889
2025-02-01,44,07:20,3572.3788,884.9275,3724.9273784501706,1045.6848282040548,0.0,0.0,0.0,0.0,447.90854999999993,0.0,0.0,147.48791666666665,5021.367722222224
2025-02-01,45,07:30,3477.22,1140.675,3773.3790511994252,1245.5778608844328,0.0,0.0,0.0,0.0,389.4241666666667,0.0,0.0,190.11249999999998,4588.674203703706
2025-02-01,46,07:40,3654.0022,1388.0797,3737.411170877131,1447.1872297791253,0.0,0.0,0.0,0.0,377.65375,0.0,0.0,231.34661666666665,4169.058925925928
2025-02-01,47,07:50,3841.4201,1674.452,3676.4751005676817,1644.4285621993079,0.0,0.0,0.0,0.0,361.16134999999997,0.0,0.0,279.07533333333333,3767.768537037039
2025-02-01,48,08:00,3803.65,2004.1125,3650.516562125576,1847.6349783082198,0.0,0.0,0.0,0.0,299.92291666666665,0.0,0.0,334.01874999999995,3434.520851851854
2025-02-01,49,08:10,3545.4639,2332.1065,3654.132936511107,2675.9569406345436,0.0,0.0,0.0,0.0,202.22623333333343,0.0,0.0,388.6844166666666,3209.825037037039
2025-02-01,50,08:20,3411.349,2632.5934,3714.773425409503,2877.572692840883,0.0,0.0,0.0,0.0,129.7926,0.0,0.0,438.7655666666667,3065.611037037039
2025-02-01,51,08:30,3445.37,2927.6625,3774.383602294431,3072.712865662622,0.0,0.0,0.0,0.0,86.28458333333327,0.0,0.0,487.94374999999997,2969.7392777777795
2025-02-01,52,08:40,3467.1139,3251.299,3756.457803167853,3299.7473248748765,0.0,0.0,0.0,0.0,35.96915000000001,0.0,0.0,541.8831666666666,2929.7735555555573
2025-02-01,53,08:50,3894.4802,3519.7566,3893.1978936749715,3509.2162349110704,0.0,0.0,0.0,0.0,62.45393333333334,0.0,0.0,586.6261,2860.380296296298
2025-02-01,54,09:00,4422.76,3731.7,4185.695724295911,3680.991193320223,0.0,0.0,0.0,0.0,115.17666666666673,0.0,0.0,621.9499999999999,2732.406222222224
2025-02-01,55,09:10,4267.5205,3992.5758,4354.618967999219,4508.808765899802,0.0,0.0,0.0,0.0,45.824116666666555,0.0,0.0,665.4293,2681.4905370370393
2025-02-01,56,09:20,4190.1702,4378.3332,4296.4121597075355,4671.522833967735,0.0,0.0,0.0,31.360500000000002,0.0,0.0,0.0,729.7221999999999,2709.7149870370395
2025-02-01,57,09:30,4418.32,4788.525,4186.863390950852,4831.764991682557,0.0,0.0,0.0,61.70083333333332,0.0,0.0,0.0,798.0874999999999,2765.2457370370394
2025-02-01,58,09:40,4399.2754,5029.9241,4292.034189580244,4940.03354408464,0.0,0.0,0.0,105.10811666666666,0.0,0.0,0.0,838.3206833333334,2859.843042037039
2025-02-01,59,09:50,4182.7342,5203.9177,4323.3849750553445,5063.98910611891,0.0,0.0,0.0,170.19725000000005,0.0,0.0,0.0,867.3196166666667,3013.020567037039
2025-02-01,60,10:00,4071.53,5364.1125,4185.981443578542,5213.879832436712,0.0,0.0,0.0,215.4304166666666,0.0,0.0,0.0,894.01875,3206.907942037039
2025-02-01,61,10:10,4268.5932,5471.099,4107.5769473640485,5868.89481064412,0.0,0.0,0.0,200.41763333333336,0.0,0.0,0.0,911.8498333333333,3387.283812037039
2025-02-01,62,10:20,4240.2423,5601.7634,4204.401217463851,5959.153525478605,0.0,0.0,0.0,226.92018333333328,0.0,0.0,0.0,933.6272333333333,3591.511977037039
2025-02-01,63,10:30,4001.96,5755.3125,4322.1804311294645,6039.849713893369,0.0,0.0,0.0,292.22541666666666,0.0,0.0,0.0,959.21875,3854.514852037039
2025-02-01,64,10:40,4072.3226,5878.849,4205.708656360242,6066.671304184561,0.0,0.0,0.0,301.0877333333334,0.0,0.0,0.0,979.8081666666667,4125.493812037039
2025-02-01,65,10:50,4068.783,6128.0874,4081.366824249195,6091.426057563107,0.0,0.0,0.0,343.2174,0.0,0.0,0.0,1021.3479,4434.389472037039
2025-02-01,66,11:00,3917.55,6361.65,4110.98974633833,6146.060297889711,0.0,0.0,0.0,407.3499999999999,0.0,0.0,0.0,1060.2749999999999,4801.004472037039
2025-02-01,67,11:10,3946.1661,6277.0669,4212.818170828203,6568.048940832798,-3.637978807091713e-12,-3.637978807091713e-12,0.0,388.48346666666293,0.0,0.0,3.637978807091713e-12,1046.177816666663,5150.639592037035
2025-02-01,68,11:20,3936.6103,6308.0507,4118.13973974303,6573.288948166035,0.0,0.0,0.0,395.24006666666673,0.0,0.0,0.0,1051.3417833333333,5506.355652037035
2025-02-01,69,11:30,3927.21,6594.375,3979.1593055964395,6573.834590380186,0.0,0.0,0.0,444.52750000000003,0.0,0.0,0.0,1099.0625,5906.430402037035
2025-02-01,70,11:40,4153.2513,6817.8939,4173.696342542992,6617.284575281082,0.0,0.0,0.0,444.10710000000006,0.0,0.0,0.0,1136.31565,6306.126792037035
2025-02-01,71,11:50,4080.8969,6770.5009,4221.275126923433,6640.194219353057,0.0,0.0,0.0,448.2673333333332,0.0,0.0,0.0,1128.4168166666666,6709.567392037035
2025-02-01,72,12:00,3840.2,6603.9375,4021.001436049539,6620.961362260163,0.0,0.0,0.0,460.6229166666667,0.0,0.0,0.0,1100.65625,7124.128017037035
2025-02-01,73,12:10,4061.0483,6632.8992,3955.4730746615464,6330.113436634294,0.0,0.0,0.0,428.6418166666666,0.0,0.0,0.0,1105.4832,7509.905652037035
2025-02-01,74,12:20,3978.5628,6536.8864,3958.489612617463,6329.841264592051,0.0,0.0,0.0,426.38726666666673,0.0,0.0,0.0,1089.4810666666667,7893.654192037035
2025-02-01,75,12:30,3564.13,6314.475,3941.5211356839877,6325.893472284513,0.0,0.0,0.0,458.39083333333326,0.0,0.0,0.0,1052.4125,8306.205942037035
2025-02-01,76,12:40,3606.685,6312.5866,3925.467436884411,6321.924147033884,0.0,0.0,0.0,450.9835999999999,0.0,0.0,0.0,1052.0977666666665,8712.091182037035
2025-02-01,77,12:50,3800.0122,6353.9385,3954.811725025904,6323.917377086142,0.0,0.0,0.0,425.65438333333327,0.0,0.0,0.0,1058.98975,9095.180127037034
2025-02-01,78,13:00,3832.09,6313.35,4010.207068470739,6329.607517380822,0.0,0.0,0.0,413.5433333333333,0.0,0.0,0.0,1052.225,9467.369127037035
2025-02-01,79,13:10,3716.2454,6246.1375,4007.4601361322557,5930.907545782446,0.0,0.0,0.0,421.64868333333334,0.0,0.0,0.0,1041.0229166666666,9846.852942037034
2025-02-01,80,13:20,3639.0264,6175.373,3875.617793080434,5894.074009102909,0.0,0.0,0.0,422.7244333333331,0.0,0.0,0.0,1029.2288333333331,10227.304932037034
2025-02-01,81,13:30,3642.08,6103.6875,3762.356948180749,5835.136625322594,0.0,0.0,0.0,410.2679166666667,0.0,0.0,0.0,1017.28125,10596.546057037034
2025-02-01,82,13:40,3637.91,5992.7643,3881.3747033628024,5805.821193334518,0.0,0.0,0.0,226.05993662551757,0.0,0.0,166.4157800411491,832.3782699588509,10800.0
2025-02-01,83,13:50,3749.5633,5691.8061,3932.3269177964953,5750.24094753669,0.0,0.0,0.0,0.0,0.0,0.0,323.70713333333333,624.9272166666666,10800.0
2025-02-01,84,14:00,3849.87,5251.125,3828.0209880509697,5668.09031946046,0.0,0.0,0.0,0.0,0.0,0.0,233.54250000000002,641.645,10800.0
2025-02-01,85,14:10,3676.3403,4893.7405,3760.8280515532783,4882.741201268861,0.0,0.0,0.0,0.0,0.0,0.0,202.90003333333334,612.7233833333332,10800.0
2025-02-01,86,14:20,3619.6065,4617.2194,3653.014949846658,4766.622000540736,0.0,0.0,0.0,0.0,0.0,0.0,166.26881666666668,603.26775,10800.0
2025-02-01,87,14:30,3664.87,4364.4,3548.4911798085614,4597.07912717413,0.0,0.0,0.0,0.0,0.0,0.0,116.58833333333325,610.8116666666666,10800.0
2025-02-01,88,14:40,3429.7385,4104.4044,3605.3892112592007,4431.923071026346,0.0,0.0,0.0,0.0,0.0,0.0,112.44431666666674,571.6230833333333,10800.0
2025-02-01,89,14:50,3327.5652,3890.1686,3578.1001620713864,4257.351618575764,0.0,0.0,0.0,0.0,0.0,0.0,93.76723333333325,554.5942,10800.0
2025-02-01,90,15:00,3473.54,3688.35,3506.6335649176726,4088.7399486763275,0.0,0.0,0.0,0.0,0.0,0.0,35.80166666666662,578.9233333333333,10800.0
2025-02-01,91,15:10,3562.932,3392.3571,3656.061743441657,3405.474934728814,41.76446811880726,28.429149999999936,13.335318118807322,0.0,0.0,0.0,0.0,565.39285,10800.0
2025-02-01,92,15:20,3620.2202,3032.6158,3663.8772467868093,3189.789516046865,79.01462178999066,79.01462178999066,0.0,0.0,18.91944487667604,0.0,0.0,505.4359666666667,10778.97839458147
2025-02-01,93,15:30,3651.93,2703.825,3522.1887836317915,2936.2508307561598,97.65632547927191,97.65632547927191,0.0,0.0,60.36117452072813,0.0,0.0,450.63749999999993,10711.910422891773
2025-02-01,94,15:40,3580.7319,2481.7698,3583.55754965296,2748.665685381629,137.19279509147756,137.19279509147756,0.0,0.0,45.9675549085224,0.0,0.0,413.62829999999997,10660.835361882304
2025-02-01,95,15:50,3420.6657,2255.8374,3625.374265635751,2538.9558460851536,176.48992192504824,176.48992192504824,0.0,0.0,17.648128074951728,0.0,0.0,375.9729,10641.226330687914
2025-02-01,96,16:00,3292.5,1973.5875,3515.8651723361518,2290.3401010086095,200.46284316715395,200.46284316715395,0.0,0.0,19.35590683284613,0.0,0.0,328.93125,10619.719767540308
2025-02-01,97,16:10,3324.4944,1687.0443,3375.7051861009427,1689.9353773304067,273.2262797936784,273.2262797936784,0.0,0.3179297936783314,0.0,0.0,0.0,281.17404999999997,10620.005904354619
2025-02-01,98,16:20,3354.2164,1442.6491,3390.9663256004387,1480.6842666273467,310.6690407164761,310.6690407164761,0.0,0.0,7.925509283523752,0.0,0.0,240.44151666666667,10611.199782928481
2025-02-01,99,16:30,3378.64,1214.175,3511.5979827942456,1249.2494385233965,369.36829773711327,369.36829773711327,0.0,8.624131070446651,0.0,0.0,0.0,202.36249999999998,10618.961500891883
2025-02-01,100,16:40,3481.7178,933.1142,3465.5078066513365,1005.6963783650783,402.30990825016255,402.30990825016255,0.0,0.0,22.45735841650412,0.0,0.0,155.5190333333333,10594.0088804291
2025-02-01,101,16:50,3196.9081,640.2688,3103.731045846696,787.5564438714438,378.41405136068465,378.41405136068465,0.0,0.0,47.69249863931532,0.0,0.0,106.71146666666667,10541.017215274305
2025-02-01,102,17:00,2680.68,358.2375,2687.862095130104,597.3041677301154,340.85423629421075,340.85423629421075,0.0,0.0,46.21951370578921,0.0,0.0,59.70625,10489.66220004565
2025-02-01,103,17:10,2601.2611,95.3846,2661.909314695838,4.547920190321379,442.762897850739,442.762897850739,0.0,25.116814517405658,0.0,0.0,0.0,15.897433333333334,10512.267333111315
2025-02-01,104,17:20,2638.6848,0.0,2691.181684394009,4.278454601955232,447.6851001420253,447.6851001420253,0.0,7.904300142025306,0.0,0.0,0.0,0.0,10519.381203239138
2025-02-01,105,17:30,2616.82,0.0,2632.281676484982,4.278454601955232,437.8713234428942,437.8713234428942,0.0,1.7346567762275527,0.0,0.0,0.0,0.0,10520.942394337742
2025-02-01,106,17:40,2675.971,4.1367,2657.846872117182,4.278454601955232,442.13093443635154,442.13093443635154,0.0,0.0,3.1747822303150883,0.0,0.0,0.68945,10517.414858526281
2025-02-01,107,17:50,2639.3558,0.0,2653.224580128728,4.278454601955232,272.3824313284276,272.3824313284276,0.0,0.0,167.5102020049057,0.0,0.0,0.0,10331.292411854163
2025-02-01,108,18:00,2570.82,0.0,2622.3530774759574,4.278454601955232,0.0,0.0,0.0,0.0,428.47,0.0,0.0,0.0,9855.214634076385
2025-02-01,109,18:10,2725.1073,0.297,2687.2819557986345,0.01887957234838047,0.0,0.0,0.0,0.0,454.13505,0.0,0.0,0.049499999999999995,9350.620134076386
2025-02-01,110,18:20,2833.5919,0.0,2709.093626013109,0.01887957234838047,0.0,0.0,0.0,0.0,472.26531666666665,0.0,0.0,0.0,8825.880893335645
2025-02-01,111,18:30,2725.01,0.0,2652.961509246763,0.01887957234838047,0.0,0.0,0.0,0.0,454.16833333333335,0.0,0.0,0.0,8321.249411854164
2025-02-01,112,18:40,2510.2571,0.0213,2641.957691375517,0.01887957234838047,0.0,0.0,0.0,0.0,418.3726333333333,0.0,0.0,0.0035499999999999998,7856.390930372682
2025-02-01,113,18:50,2484.4934,0.0,2731.2516662180146,0.01887957234838047,0.0,0.0,0.0,0.0,414.0822333333333,0.0,0.0,0.0,7396.299560002312
2025-02-01,114,19:00,2592.83,0.0,2753.1904315267475,0.01887957234838047,0.0,0.0,0.0,0.0,432.1383333333333,0.0,0.0,0.0,6916.145856298609
2025-02-01,115,19:10,2544.0862,0.0015,2513.331447366359,5.483870967741936e-05,0.0,0.0,0.0,0.0,424.01411666666667,0.0,0.0,0.00025,6445.0190600023125
2025-02-01,116,19:20,2654.4748,0.0,2442.163541064321,5.483870967741936e-05,0.0,0.0,0.0,0.0,442.41246666666666,0.0,0.0,0.0,5953.449652594905
2025-02-01,117,19:30,2902.48,0.0,2581.0999983969914,5.483870967741936e-05,0.0,0.0,0.0,0.0,483.74666666666667,0.0,0.0,0.0,5415.953356298609
2025-02-01,118,19:40,2887.1068,0.0,2566.356571661621,5.483870967741936e-05,0.0,0.0,0.0,0.0,481.18446666666665,0.0,0.0,0.0,4881.303948891202
2025-02-01,119,19:50,2668.5956,0.0,2609.635365014603,5.483870967741936e-05,0.0,0.0,0.0,0.0,444.76593333333335,0.0,0.0,0.0,4387.119578520831
2025-02-01,120,20:00,2508.57,0.0,2748.7612799704198,5.483870967741936e-05,0.0,0.0,0.0,0.0,418.095,0.0,0.0,0.0,3922.569578520831
2025-02-01,121,20:10,2620.4431,0.0,2761.1483239193544,0.0,0.0,0.0,0.0,0.0,436.7405166666666,0.0,0.0,0.0,3437.30233778009
2025-02-01,122,20:20,2716.1871,0.0,2699.5948579159817,0.0,0.0,0.0,0.0,0.0,452.69785,0.0,0.0,0.0,2934.304726668979
2025-02-01,123,20:30,2699.81,0.0,2645.4122868963827,0.0,0.0,0.0,0.0,0.0,449.9683333333333,0.0,0.0,0.0,2434.3399118541643
2025-02-01,124,20:40,2730.4002,0.0,2651.8238107572747,0.0,0.0,0.0,0.0,0.0,455.06669999999997,0.0,0.0,0.0,1928.7102451874975
2025-02-01,125,20:50,2724.0742,0.0,2823.4138669934705,0.0,0.0,0.0,0.0,0.0,454.01236666666665,0.0,0.0,0.0,1424.2520600023124
2025-02-01,126,21:00,2756.43,0.0,2995.0323694748295,0.0,499.4100691661225,499.4100691661225,0.0,40.00506916612255,0.0,0.0,0.0,0.0,1460.2566222518228
2025-02-01,127,21:10,2984.5246,0.0,2861.853145004887,0.0,477.2029483410188,477.2029483410188,0.0,0.0,20.217818325647897,0.0,0.0,0.0,1437.7923796677696
2025-02-01,128,21:20,3019.6988,0.0,2682.9116752993905,0.0,447.3651500343582,447.3651500343582,0.0,0.0,55.91798329897517,0.0,0.0,0.0,1375.6612871133527
2025-02-01,129,21:30,2865.34,0.0,2664.545392351742,0.0,444.3026433547332,444.3026433547332,0.0,0.0,33.25402331193345,0.0,0.0,0.0,1338.7123723223156
2025-02-01,130,21:40,2874.8157,0.0,2753.7551186160986,0.0,459.17802033497776,459.17802033497776,0.0,0.0,19.95792966502222,0.0,0.0,0.0,1316.5368949167353
2025-02-01,131,21:50,2701.2246,0.0,2646.038001604404,0.0,450.3941719941795,450.3941719941795,0.0,0.1900719941795046,0.0,0.0,0.0,0.0,1316.7079597114969
2025-02-01,132,22:00,2352.51,0.0,2380.976372263328,0.0,1230.1627287105546,1225.4183333333333,4.744395377221281,833.3333333333333,0.0,0.0,0.0,0.0,2066.707959711497
2025-02-01,133,22:10,2230.6189,0.0,2322.440392355528,0.0,1220.4067320592544,1205.10315,15.303582059254495,833.3333333333333,0.0,0.0,0.0,0.0,2816.707959711497
2025-02-01,134,22:20,2181.4693,0.0,2431.9464423280297,0.0,1238.6577403880049,1196.9115499999998,41.74619038800506,833.3333333333333,0.0,0.0,0.0,0.0,3566.707959711497
2025-02-01,135,22:30,2154.94,0.0,2528.08542242051,0.0,1254.6809037367516,1192.4899999999998,62.19090373675181,833.3333333333333,0.0,0.0,0.0,0.0,4316.707959711497
2025-02-01,136,22:40,2292.3043,0.0,2456.5566997267924,0.0,1242.7594499544653,1215.38405,27.375399954465365,833.3333333333333,0.0,0.0,0.0,0.0,5066.707959711497
2025-02-01,137,22:50,2503.0105,0.0,2311.5257786678935,0.0,1218.587629777982,1218.587629777982,0.0,801.4192131113155,0.0,0.0,0.0,0.0,5787.985251511681
2025-02-01,138,23:00,2590.78,0.0,2236.9545881997064,0.0,1206.1590980332844,1206.1590980332844,0.0,774.3624313666178,0.0,0.0,0.0,0.0,6484.911439741637
2025-02-01,139,23:10,2438.7897,0.0,2311.26839176454,0.0,1218.5447319607565,1218.5447319607565,0.0,812.0797819607566,0.0,0.0,0.0,0.0,7215.783243506318
2025-02-01,140,23:20,2405.7592,0.0,2395.621875169288,0.0,1232.6036458615479,1232.6036458615479,0.0,831.6437791948813,0.0,0.0,0.0,0.0,7964.262644781711
2025-02-01,141,23:30,2459.67,0.0,2397.0918754028544,0.0,1232.8486459004757,1232.8486459004757,0.0,822.9036459004758,0.0,0.0,0.0,0.0,8704.87592609214
2025-02-01,142,23:40,2323.4202,0.0,2403.0691906253815,0.0,1233.8448651042302,1220.5700333333332,13.27483177089698,833.3333333333333,0.0,0.0,0.0,0.0,9454.87592609214
2025-02-01,143,23:50,2728.2609,0.0,2815.3551755226435,0.0,1302.5591959204405,1288.0434833333334,14.515712587107146,833.3333333333333,0.0,0.0,0.0,0.0,10204.87592609214
2025-02-01,144,24:00,3484.94,0.0,3410.7704094749597,0.0,911.9164515556886,911.9164515556886,0.0,331.0931182223553,0.0,0.0,0.0,0.0,10502.85973249226
2025-02-02,1,00:10,3591.9843,0.0,3654.119419765185,0.0,201.44614405116403,201.44614405116403,0.0,0.0,397.21790594883595,0.0,0.0,0.0,10061.50650366022
2025-02-02,2,00:20,3490.4069,0.0,3569.3894411192305,0.0,594.8982401865384,594.8982401865384,0.0,13.163756853205086,0.0,0.0,0.0,0.0,10073.353884828104
2025-02-02,3,00:30,3507.56,0.0,3552.715517102039,0.0,1425.452586183673,1391.9779057465507,33.47468043712229,807.3845724132176,0.0,0.0,0.0,0.0,10800.0
2025-02-02,4,00:40,3516.6172,0.0,3564.594954570819,0.0,594.0991590951364,586.1028666666666,7.996292428469815,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-02,5,00:50,3523.1812,0.0,3631.367379117178,0.0,605.2278965195296,587.1968666666667,18.031029852862957,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-02,6,01:00,3576.44,0.0,3725.48138363575,0.0,620.9135639392916,596.0733333333333,24.840230605958368,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-02,7,01:10,3672.3289,0.0,3775.868088475915,0.0,629.3113480793191,612.0548166666666,17.25653141265252,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-02,8,01:20,3589.9458,0.0,3805.522955430575,0.0,634.2538259050958,598.3243,35.92952590509583,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-02,9,01:30,3433.4,0.0,3796.6719940110024,0.0,632.7786656685004,572.2333333333333,60.54533233516702,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-02,10,01:40,3549.9164,0.0,3716.693811996394,0.0,619.4489686660656,591.6527333333333,27.796235332732294,0.0,0.0,0.0,0.0,0.0,10800.0
2025-02-02,11,01:50,3745.7742,0.0,3692.3613335950213,0.0,615.3935555991702,615.3935555991702,0.0,0.0,8.902144400829684,0.0,0.0,0.0,10790.108728443523
2025-02-02,12,02:00,3771.99,0.0,3792.709879109208,0.0,632.1183131848679,632.1183131848679,0.0,3.453313184867966,0.0,0.0,0.0,0.0,10793.216710309905
